ANNO;AteneoCOD;AteneoNOME;CorsoTIPO;PROVENIENZA;Genere;ISC
2024/2025;06301;"Napoli - Università degli studi ""Federico II""";Laurea Magistrale;0;M;6523
2024/2025;06301;"Napoli - Università degli studi ""Federico II""";Laurea Magistrale;1;F;629
2024/2025;06301;"Napoli - Università degli studi ""Federico II""";Laurea Magistrale;1;M;626
2024/2025;06301;"Napoli - Università degli studi ""Federico II""";Laurea Magistrale Ciclo Unico;0;F;9020
2024/2025;06301;"Napoli - Università degli studi ""Federico II""";Laurea Magistrale Ciclo Unico;0;M;4768
2024/2025;06301;"Napoli - Università degli studi ""Federico II""";Laurea Magistrale Ciclo Unico;1;F;661
2024/2025;06301;"Napoli - Università degli studi ""Federico II""";Laurea Magistrale Ciclo Unico;1;M;300
2024/2025;06301;"Napoli - Università degli studi ""Federico II""";Vecchio Ordinamento;0;F;432
2024/2025;06301;"Napoli - Università degli studi ""Federico II""";Vecchio Ordinamento;0;M;318
2024/2025;06301;"Napoli - Università degli studi ""Federico II""";Vecchio Ordinamento;1;F;70
2024/2025;06301;"Napoli - Università degli studi ""Federico II""";Vecchio Ordinamento;1;M;36
2024/2025;06302;"Napoli - Università degli studi ""Parthenope""";Laurea;0;F;4415
2024/2025;06302;"Napoli - Università degli studi ""Parthenope""";Laurea;0;M;6543
2024/2025;06302;"Napoli - Università degli studi ""Parthenope""";Laurea;1;F;194
2024/2025;06302;"Napoli - Università degli studi ""Parthenope""";Laurea;1;M;272
2024/2025;06302;"Napoli - Università degli studi ""Parthenope""";Laurea Magistrale;0;F;982
2024/2025;06302;"Napoli - Università degli studi ""Parthenope""";Laurea Magistrale;0;M;1208
2024/2025;06302;"Napoli - Università degli studi ""Parthenope""";Laurea Magistrale;1;F;117
2024/2025;06302;"Napoli - Università degli studi ""Parthenope""";Laurea Magistrale;1;M;174
2024/2025;06302;"Napoli - Università degli studi ""Parthenope""";Laurea Magistrale Ciclo Unico;0;F;531
2024/2025;06302;"Napoli - Università degli studi ""Parthenope""";Laurea Magistrale Ciclo Unico;0;M;333
2024/2025;06302;"Napoli - Università degli studi ""Parthenope""";Laurea Magistrale Ciclo Unico;1;F;15
2024/2025;06302;"Napoli - Università degli studi ""Parthenope""";Laurea Magistrale Ciclo Unico;1;M;9
2024/2025;06302;"Napoli - Università degli studi ""Parthenope""";Vecchio Ordinamento;0;F;30
2024/2025;06302;"Napoli - Università degli studi ""Parthenope""";Vecchio Ordinamento;0;M;14
2024/2025;06302;"Napoli - Università degli studi ""Parthenope""";Vecchio Ordinamento;1;F;2
2024/2025;06302;"Napoli - Università degli studi ""Parthenope""";Vecchio Ordinamento;1;M;6
2024/2025;06303;"Napoli - Università degli studi ""L' Orientale""";Laurea;0;F;4312
2024/2025;06303;"Napoli - Università degli studi ""L' Orientale""";Laurea;0;M;1121
2024/2025;06303;"Napoli - Università degli studi ""L' Orientale""";Laurea;1;F;699
2024/2025;06303;"Napoli - Università degli studi ""L' Orientale""";Laurea;1;M;154
2024/2025;06303;"Napoli - Università degli studi ""L' Orientale""";Laurea Magistrale;0;F;1348
2024/2025;06303;"Napoli - Università degli studi ""L' Orientale""";Laurea Magistrale;0;M;277
2024/2025;06303;"Napoli - Università degli studi ""L' Orientale""";Laurea Magistrale;1;F;327
2024/2025;06303;"Napoli - Università degli studi ""L' Orientale""";Laurea Magistrale;1;M;89
2024/2025;06303;"Napoli - Università degli studi ""L' Orientale""";Laurea Magistrale Ciclo Unico;0;F;71
2024/2025;06303;"Napoli - Università degli studi ""L' Orientale""";Laurea Magistrale Ciclo Unico;0;M;14
2024/2025;06303;"Napoli - Università degli studi ""L' Orientale""";Laurea Magistrale Ciclo Unico;1;F;9
2024/2025;06303;"Napoli - Università degli studi ""L' Orientale""";Laurea Magistrale Ciclo Unico;1;M;3
2024/2025;06303;"Napoli - Università degli studi ""L' Orientale""";Vecchio Ordinamento;0;F;58
2024/2025;06303;"Napoli - Università degli studi ""L' Orientale""";Vecchio Ordinamento;0;M;12
2024/2025;06303;"Napoli - Università degli studi ""L' Orientale""";Vecchio Ordinamento;1;F;10
2024/2025;06303;"Napoli - Università degli studi ""L' Orientale""";Vecchio Ordinamento;1;M;4
2024/2025;06304;"Napoli - Università degli studi ""Suor Orsola Benincasa""";Laurea;0;F;3683
2024/2025;06304;"Napoli - Università degli studi ""Suor Orsola Benincasa""";Laurea;0;M;794
2024/2025;06304;"Napoli - Università degli studi ""Suor Orsola Benincasa""";Laurea;1;F;100
2024/2025;06304;"Napoli - Università degli studi ""Suor Orsola Benincasa""";Laurea;1;M;30
2024/2025;06304;"Napoli - Università degli studi ""Suor Orsola Benincasa""";Laurea Magistrale;0;F;1025
2024/2025;06304;"Napoli - Università degli studi ""Suor Orsola Benincasa""";Laurea Magistrale;0;M;167
2024/2025;06304;"Napoli - Università degli studi ""Suor Orsola Benincasa""";Laurea Magistrale;1;F;57
2024/2025;06304;"Napoli - Università degli studi ""Suor Orsola Benincasa""";Laurea Magistrale;1;M;9
2024/2025;06304;"Napoli - Università degli studi ""Suor Orsola Benincasa""";Laurea Magistrale Ciclo Unico;0;F;2817
2024/2025;06304;"Napoli - Università degli studi ""Suor Orsola Benincasa""";Laurea Magistrale Ciclo Unico;0;M;207
2024/2025;06304;"Napoli - Università degli studi ""Suor Orsola Benincasa""";Laurea Magistrale Ciclo Unico;1;F;107
2024/2025;06304;"Napoli - Università degli studi ""Suor Orsola Benincasa""";Laurea Magistrale Ciclo Unico;1;M;15
2024/2025;06304;"Napoli - Università degli studi ""Suor Orsola Benincasa""";Vecchio Ordinamento;0;F;58
2024/2025;06304;"Napoli - Università degli studi ""Suor Orsola Benincasa""";Vecchio Ordinamento;0;M;6
2024/2025;06304;"Napoli - Università degli studi ""Suor Orsola Benincasa""";Vecchio Ordinamento;1;F;10
2024/2025;06304;"Napoli - Università degli studi ""Suor Orsola Benincasa""";Vecchio Ordinamento;1;M;4
2024/2025;06306;"Napoli - Università degli studi della Campania ""Luigi Vanvitelli""";Laurea;0;F;6961
2024/2025;06306;"Napoli - Università degli studi della Campania ""Luigi Vanvitelli""";Laurea;0;M;4955
2024/2025;06306;"Napoli - Università degli studi della Campania ""Luigi Vanvitelli""";Laurea;1;F;270
2024/2025;06306;"Napoli - Università degli studi della Campania ""Luigi Vanvitelli""";Laurea;1;M;390
2024/2025;06306;"Napoli - Università degli studi della Campania ""Luigi Vanvitelli""";Laurea Magistrale;0;F;1964
2024/2025;06306;"Napoli - Università degli studi della Campania ""Luigi Vanvitelli""";Laurea Magistrale;0;M;1072
2024/2025;06306;"Napoli - Università degli studi della Campania ""Luigi Vanvitelli""";Laurea Magistrale;1;F;118
2024/2025;06306;"Napoli - Università degli studi della Campania ""Luigi Vanvitelli""";Laurea Magistrale;1;M;110
2024/2025;06306;"Napoli - Università degli studi della Campania ""Luigi Vanvitelli""";Laurea Magistrale Ciclo Unico;0;F;4208
2024/2025;06306;"Napoli - Università degli studi della Campania ""Luigi Vanvitelli""";Laurea Magistrale Ciclo Unico;0;M;2495
2024/2025;06306;"Napoli - Università degli studi della Campania ""Luigi Vanvitelli""";Laurea Magistrale Ciclo Unico;1;F;573
2024/2025;06306;"Napoli - Università degli studi della Campania ""Luigi Vanvitelli""";Laurea Magistrale Ciclo Unico;1;M;401
2024/2025;06307;"Napoli - Università telematica ""Pegaso""";Laurea;0;F;6398
2024/2025;06307;"Napoli - Università telematica ""Pegaso""";Laurea;0;M;7335
2024/2025;06307;"Napoli - Università telematica ""Pegaso""";Laurea;1;F;32072
2024/2025;06307;"Napoli - Università telematica ""Pegaso""";Laurea;1;M;29575
2024/2025;06307;"Napoli - Università telematica ""Pegaso""";Laurea Magistrale;0;F;3868
2024/2025;06307;"Napoli - Università telematica ""Pegaso""";Laurea Magistrale;0;M;2526
2024/2025;06307;"Napoli - Università telematica ""Pegaso""";Laurea Magistrale;1;F;11274
2024/2025;06307;"Napoli - Università telematica ""Pegaso""";Laurea Magistrale;1;M;6651
2024/2025;06307;"Napoli - Università telematica ""Pegaso""";Laurea Magistrale Ciclo Unico;0;F;933
2024/2025;06307;"Napoli - Università telematica ""Pegaso""";Laurea Magistrale Ciclo Unico;0;M;1144
2024/2025;06307;"Napoli - Università telematica ""Pegaso""";Laurea Magistrale Ciclo Unico;1;F;3252
2024/2025;06307;"Napoli - Università telematica ""Pegaso""";Laurea Magistrale Ciclo Unico;1;M;3676
2024/2025;06501;Salerno - Università degli studi;Laurea;0;F;9506
2024/2025;06501;Salerno - Università degli studi;Laurea;0;M;9368
2024/2025;06501;Salerno - Università degli studi;Laurea;1;F;394
2024/2025;06501;Salerno - Università degli studi;Laurea;1;M;369
2024/2025;06501;Salerno - Università degli studi;Laurea Magistrale;0;F;2569
2024/2025;06501;Salerno - Università degli studi;Laurea Magistrale;0;M;2376
2024/2025;06501;Salerno - Università degli studi;Laurea Magistrale;1;F;189
2024/2025;06501;Salerno - Università degli studi;Laurea Magistrale;1;M;186
2024/2025;06501;Salerno - Università degli studi;Laurea Magistrale Ciclo Unico;0;F;5191
2024/2025;06501;Salerno - Università degli studi;Laurea Magistrale Ciclo Unico;0;M;1884
2024/2025;06501;Salerno - Università degli studi;Laurea Magistrale Ciclo Unico;1;F;331
2024/2025;06501;Salerno - Università degli studi;Laurea Magistrale Ciclo Unico;1;M;117
2024/2025;06501;Salerno - Università degli studi;Vecchio Ordinamento;0;F;28
2024/2025;06501;Salerno - Università degli studi;Vecchio Ordinamento;0;M;1
2024/2025;06501;Salerno - Università degli studi;Vecchio Ordinamento;1;F;3
2024/2025;06601;L'Aquila - Università degli studi;Laurea;0;F;2997
2024/2025;06601;L'Aquila - Università degli studi;Laurea;0;M;2897
2024/2025;06601;L'Aquila - Università degli studi;Laurea;1;F;2303
2024/2025;06601;L'Aquila - Università degli studi;Laurea;1;M;3088
2024/2025;06601;L'Aquila - Università degli studi;Laurea Magistrale;0;F;789
2024/2025;06601;L'Aquila - Università degli studi;Laurea Magistrale;0;M;742
2024/2025;06601;L'Aquila - Università degli studi;Laurea Magistrale;1;F;629
2024/2025;06601;L'Aquila - Università degli studi;Laurea Magistrale;1;M;584
2024/2025;06601;L'Aquila - Università degli studi;Laurea Magistrale Ciclo Unico;0;F;1414
2024/2025;06601;L'Aquila - Università degli studi;Laurea Magistrale Ciclo Unico;0;M;371
2024/2025;06601;L'Aquila - Università degli studi;Laurea Magistrale Ciclo Unico;1;F;815
2024/2025;06601;L'Aquila - Università degli studi;Laurea Magistrale Ciclo Unico;1;M;369
2024/2025;06601;L'Aquila - Università degli studi;Vecchio Ordinamento;0;F;21
2024/2025;06601;L'Aquila - Università degli studi;Vecchio Ordinamento;0;M;1
2024/2025;06601;L'Aquila - Università degli studi;Vecchio Ordinamento;1;F;4
2024/2025;06701;Teramo - Università degli studi;Laurea;0;F;1176
2024/2025;06701;Teramo - Università degli studi;Laurea;0;M;902
2024/2025;06701;Teramo - Università degli studi;Laurea;1;F;378
2024/2025;06701;Teramo - Università degli studi;Laurea;1;M;230
2024/2025;06701;Teramo - Università degli studi;Laurea Magistrale;0;F;272
2024/2025;06701;Teramo - Università degli studi;Laurea Magistrale;0;M;177
2024/2025;06701;Teramo - Università degli studi;Laurea Magistrale;1;F;91
2024/2025;06701;Teramo - Università degli studi;Laurea Magistrale;1;M;65
2024/2025;06701;Teramo - Università degli studi;Laurea Magistrale Ciclo Unico;0;F;627
2024/2025;06701;Teramo - Università degli studi;Laurea Magistrale Ciclo Unico;0;M;322
2024/2025;06701;Teramo - Università degli studi;Laurea Magistrale Ciclo Unico;1;F;294
2024/2025;06701;Teramo - Università degli studi;Laurea Magistrale Ciclo Unico;1;M;108
2024/2025;06701;Teramo - Università degli studi;Vecchio Ordinamento;0;F;38
2024/2025;06701;Teramo - Università degli studi;Vecchio Ordinamento;0;M;40
2024/2025;06701;Teramo - Università degli studi;Vecchio Ordinamento;1;F;4
2024/2025;06701;Teramo - Università degli studi;Vecchio Ordinamento;1;M;8
2024/2025;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;Laurea;0;F;5116
2024/2025;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;Laurea;0;M;3496
2024/2025;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;Laurea;1;F;3171
2024/2025;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;Laurea;1;M;1251
2024/2025;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;Laurea Magistrale;0;F;1328
2024/2025;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;Laurea Magistrale;0;M;653
2024/2025;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;Laurea Magistrale;1;F;1386
2024/2025;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;Laurea Magistrale;1;M;454
2024/2025;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;Laurea Magistrale Ciclo Unico;0;F;1082
2024/2025;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;Laurea Magistrale Ciclo Unico;0;M;616
2024/2025;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;Laurea Magistrale Ciclo Unico;1;9;1
2024/2025;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;Laurea Magistrale Ciclo Unico;1;F;1116
2024/2025;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;Laurea Magistrale Ciclo Unico;1;M;636
2024/2025;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;Vecchio Ordinamento;0;F;66
2024/2025;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;Vecchio Ordinamento;0;M;44
2024/2025;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;Vecchio Ordinamento;1;F;26
2024/2025;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;Vecchio Ordinamento;1;M;18
2024/2025;06902;"Torrevecchia Teatina (CH) - Università telematica ""Leonardo da Vinci""";Laurea;0;F;33
2024/2025;06902;"Torrevecchia Teatina (CH) - Università telematica ""Leonardo da Vinci""";Laurea;0;M;4
2024/2025;06902;"Torrevecchia Teatina (CH) - Università telematica ""Leonardo da Vinci""";Laurea;1;F;324
2024/2025;06902;"Torrevecchia Teatina (CH) - Università telematica ""Leonardo da Vinci""";Laurea;1;M;95
2024/2025;06902;"Torrevecchia Teatina (CH) - Università telematica ""Leonardo da Vinci""";Laurea Magistrale;1;F;2
2024/2025;06902;"Torrevecchia Teatina (CH) - Università telematica ""Leonardo da Vinci""";Laurea Magistrale;1;M;1
2024/2025;06902;"Torrevecchia Teatina (CH) - Università telematica ""Leonardo da Vinci""";Laurea Magistrale Ciclo Unico;0;F;19
2024/2025;06902;"Torrevecchia Teatina (CH) - Università telematica ""Leonardo da Vinci""";Laurea Magistrale Ciclo Unico;0;M;9
2024/2025;06902;"Torrevecchia Teatina (CH) - Università telematica ""Leonardo da Vinci""";Laurea Magistrale Ciclo Unico;1;F;25
2024/2025;06902;"Torrevecchia Teatina (CH) - Università telematica ""Leonardo da Vinci""";Laurea Magistrale Ciclo Unico;1;M;34
2024/2025;07001;Campobasso - Università degli studi del Molise;Laurea;0;F;1014
2024/2025;07001;Campobasso - Università degli studi del Molise;Laurea;0;M;1023
2024/2025;07001;Campobasso - Università degli studi del Molise;Laurea;1;F;638
2024/2025;07001;Campobasso - Università degli studi del Molise;Laurea;1;M;631
2024/2025;07001;Campobasso - Università degli studi del Molise;Laurea Magistrale;0;F;296
2024/2025;07001;Campobasso - Università degli studi del Molise;Laurea Magistrale;0;M;216
2024/2025;07001;Campobasso - Università degli studi del Molise;Laurea Magistrale;1;F;226
2024/2025;07001;Campobasso - Università degli studi del Molise;Laurea Magistrale;1;M;232
2024/2025;07001;Campobasso - Università degli studi del Molise;Laurea Magistrale Ciclo Unico;0;F;710
2024/2025;07001;Campobasso - Università degli studi del Molise;Laurea Magistrale Ciclo Unico;0;M;194
2024/2025;07001;Campobasso - Università degli studi del Molise;Laurea Magistrale Ciclo Unico;1;F;1367
2024/2025;07001;Campobasso - Università degli studi del Molise;Laurea Magistrale Ciclo Unico;1;M;332
2024/2025;07001;Campobasso - Università degli studi del Molise;Vecchio Ordinamento;0;F;5
2024/2025;07001;Campobasso - Università degli studi del Molise;Vecchio Ordinamento;1;F;5
2024/2025;07101;Foggia - Università degli studi;Laurea;0;F;5346
2024/2025;07101;Foggia - Università degli studi;Laurea;0;M;3125
2024/2025;07101;Foggia - Università degli studi;Laurea;1;F;404
2024/2025;07101;Foggia - Università degli studi;Laurea;1;M;222
2024/2025;07101;Foggia - Università degli studi;Laurea Magistrale;0;F;1138
2024/2025;07101;Foggia - Università degli studi;Laurea Magistrale;0;M;514
2024/2025;07101;Foggia - Università degli studi;Laurea Magistrale;1;F;127
2024/2025;07101;Foggia - Università degli studi;Laurea Magistrale;1;M;66
2024/2025;07101;Foggia - Università degli studi;Laurea Magistrale Ciclo Unico;0;F;1620
2024/2025;07101;Foggia - Università degli studi;Laurea Magistrale Ciclo Unico;0;M;683
2024/2025;07101;Foggia - Università degli studi;Laurea Magistrale Ciclo Unico;1;F;197
2024/2025;07101;Foggia - Università degli studi;Laurea Magistrale Ciclo Unico;1;M;118
2024/2025;07201;Bari - Università degli studi;Laurea;0;F;13062
2024/2025;07201;Bari - Università degli studi;Laurea;0;M;9047
2024/2025;07201;Bari - Università degli studi;Laurea;1;F;996
2024/2025;07201;Bari - Università degli studi;Laurea;1;M;1025
2024/2025;07201;Bari - Università degli studi;Laurea Magistrale;0;F;3263
2024/2025;07201;Bari - Università degli studi;Laurea Magistrale;0;M;1689
2024/2025;07201;Bari - Università degli studi;Laurea Magistrale;1;F;383
2024/2025;07201;Bari - Università degli studi;Laurea Magistrale;1;M;190
2024/2025;07201;Bari - Università degli studi;Laurea Magistrale Ciclo Unico;0;F;6052
2024/2025;07201;Bari - Università degli studi;Laurea Magistrale Ciclo Unico;0;M;2719
2024/2025;07201;Bari - Università degli studi;Laurea Magistrale Ciclo Unico;1;F;677
2024/2025;07201;Bari - Università degli studi;Laurea Magistrale Ciclo Unico;1;M;351
