AnnoA;ClasseNUMERO;SedeR;ResidenzaR;Isc
2024/2025;L-12;VALLE D'AOSTA;VALLE D'AOSTA;86
2024/2025;L-16;LOMBARDIA;REGIONE ESTERA;86
2024/2025;L-24;LAZIO;SICILIA;86
2024/2025;L-24;EMILIA ROMAGNA;MARCHE;86
2024/2025;L-20;PIEMONTE;PUGLIA;86
2024/2025;LM-33;EMILIA ROMAGNA;CAMPANIA;86
2024/2025;LM-28;CAMPANIA;CAMPANIA;86
2024/2025;L-8;LOMBARDIA;REGIONE ESTERA;86
2024/2025;L-8;LOMBARDIA;MARCHE;86
2024/2025;L-8;LOMBARDIA;CALABRIA;86
2024/2025;L-39;LAZIO;PUGLIA;86
2024/2025;L-31;VENETO;REGIONE ESTERA;86
2024/2025;L-33;LOMBARDIA;LAZIO;86
2023/2024;LM-41;CAMPANIA;LOMBARDIA;86
2023/2024;LM-41;EMILIA ROMAGNA;LAZIO;86
2023/2024;LM-41;LOMBARDIA;BASILICATA;86
2023/2024;LM-21;LOMBARDIA;REGIONE ESTERA;86
2023/2024;L-40;Provincia autonoma di TRENTO;VENETO;86
2023/2024;L-19;EMILIA ROMAGNA;PUGLIA;86
2023/2024;L-19;EMILIA ROMAGNA;SICILIA;86
2023/2024;L-12;LOMBARDIA;VENETO;85
2023/2024;L/SNT4;PIEMONTE;PIEMONTE;85
2023/2024;L/SNT1;LOMBARDIA;PUGLIA;85
2023/2024;L-4;VENETO;LOMBARDIA;85
2023/2024;L-4;EMILIA ROMAGNA;VENETO;85
2023/2024;L-36;VENETO;Provincia autonoma di TRENTO;85
2023/2024;L-32;LOMBARDIA;PIEMONTE;85
2023/2024;L-20;Provincia autonoma di TRENTO;Provincia autonoma di TRENTO;85
2023/2024;L-25;VENETO;Provincia autonoma di TRENTO;85
2023/2024;LM-25;PIEMONTE;PUGLIA;85
2023/2024;LM-13;TOSCANA;SICILIA;85
2023/2024;L-5;EMILIA ROMAGNA;SICILIA;85
2023/2024;LM-33;SARDEGNA;SARDEGNA;85
2023/2024;LM-54;SARDEGNA;SARDEGNA;85
2024/2025;L-3;LOMBARDIA;PIEMONTE;85
2024/2025;L-3;LAZIO;TOSCANA;85
2024/2025;L-3;LAZIO;UMBRIA;85
2024/2025;L-36;LOMBARDIA;VENETO;85
2024/2025;L-8;TOSCANA;CALABRIA;85
2024/2025;L-7;SICILIA;REGIONE ESTERA;85
2024/2025;LM-22;TOSCANA;TOSCANA;85
2024/2025;LM-17;FRIULI VENEZIA GIULIA;FRIULI VENEZIA GIULIA;85
2024/2025;L-20;MOLISE;MOLISE;85
2024/2025;L-24;LAZIO;UMBRIA;85
2024/2025;L-17;LOMBARDIA;PUGLIA;85
2024/2025;L-10;MOLISE;MOLISE;85
2024/2025;L-11;LAZIO;REGIONE ESTERA;85
2024/2025;L-11;PIEMONTE;REGIONE ESTERA;85
2023/2024;LM-66;LOMBARDIA;LOMBARDIA;85
2023/2024;LM-74;CAMPANIA;CAMPANIA;85
2023/2024;LM-8;LOMBARDIA;REGIONE ESTERA;85
2023/2024;LM-9;PIEMONTE;LOMBARDIA;85
2023/2024;LM-87;LIGURIA;LIGURIA;85
2023/2024;LM-94;LOMBARDIA;LOMBARDIA;85
2023/2024;L-P01;EMILIA ROMAGNA;EMILIA ROMAGNA;85
2023/2024;LMG/01;VENETO;FRIULI VENEZIA GIULIA;85
2024/2025;LM-58;LAZIO;LAZIO;85
2024/2025;LM-51;VENETO;SARDEGNA;85
2024/2025;LM-41;MARCHE;ABRUZZO;85
2024/2025;LM-85 bis;MARCHE;UMBRIA;85
2024/2025;LM-76;LAZIO;REGIONE ESTERA;85
2024/2025;LM-92;LAZIO;LAZIO;85
2024/2025;LM-92;CALABRIA;CALABRIA;85
2024/2025;LM-90;LOMBARDIA;LOMBARDIA;84
2024/2025;LM-9;PIEMONTE;REGIONE ESTERA;84
2024/2025;LM-77;MARCHE;ABRUZZO;84
2024/2025;LM-77;VENETO;EMILIA ROMAGNA;84
2024/2025;LM-85 bis;MARCHE;PUGLIA;84
2024/2025;LM-85 bis;UMBRIA;LAZIO;84
2024/2025;LM-46;EMILIA ROMAGNA;VENETO;84
2024/2025;LM-43;EMILIA ROMAGNA;EMILIA ROMAGNA;84
2024/2025;LM-51;LAZIO;SICILIA;84
2024/2025;LM-53;VENETO;REGIONE ESTERA;84
2023/2024;LM-85 bis;LIGURIA;PIEMONTE;84
2023/2024;LM-71;PIEMONTE;PIEMONTE;84
2023/2024;LM-61;TOSCANA;VENETO;84
2024/2025;L-11;CAMPANIA;BASILICATA;84
2024/2025;L/SNT3;Provincia autonoma di BOLZANO;Provincia autonoma di BOLZANO;84
2024/2025;L/SNT2;ABRUZZO;PUGLIA;84
2024/2025;L-24;LAZIO;TOSCANA;84
2024/2025;L-22;EMILIA ROMAGNA;PUGLIA;84
2024/2025;LM-17;LIGURIA;LIGURIA;84
2024/2025;LM-18;LOMBARDIA;REGIONE ESTERA;84
2024/2025;LM/SNT3;CAMPANIA;CAMPANIA;84
2024/2025;LM-32;LOMBARDIA;PUGLIA;84
2024/2025;L-29;PUGLIA;PUGLIA;84
2024/2025;L-33;VENETO;LOMBARDIA;84
2024/2025;L-30;Provincia autonoma di TRENTO;VENETO;84
2023/2024;LM-51;LOMBARDIA;EMILIA ROMAGNA;84
2023/2024;LM-37;LAZIO;CAMPANIA;84
2023/2024;LM-41;VENETO;MARCHE;84
2023/2024;L-6;LAZIO;LAZIO;84
2023/2024;L-9;CAMPANIA;BASILICATA;84
2023/2024;L-9;ABRUZZO;LAZIO;84
2023/2024;L-9;PIEMONTE;VENETO;84
2023/2024;L-3;LAZIO;MARCHE;84
2023/2024;L-32;FRIULI VENEZIA GIULIA;VENETO;84
2023/2024;L/SNT2;ABRUZZO;MARCHE;84
2023/2024;L/SNT1;VALLE D'AOSTA;VALLE D'AOSTA;84
2023/2024;L/SNT1;EMILIA ROMAGNA;MARCHE;84
2023/2024;L-10;LAZIO;PUGLIA;83
2023/2024;L-10;MARCHE;EMILIA ROMAGNA;83
2023/2024;L-11;VENETO;MARCHE;83
2023/2024;L-14;ABRUZZO;LOMBARDIA;83
2023/2024;L-31;EMILIA ROMAGNA;REGIONE ESTERA;83
2023/2024;L-2;UMBRIA;LAZIO;83
2023/2024;LM/DS;LIGURIA;LIGURIA;83
2023/2024;LM-14;EMILIA ROMAGNA;VENETO;83
2023/2024;LM-13;FRIULI VENEZIA GIULIA;REGIONE ESTERA;83
2023/2024;L-8;MARCHE;PUGLIA;83
2023/2024;L-8;LOMBARDIA;PIEMONTE;83
2023/2024;LM-41;TOSCANA;BASILICATA;83
2023/2024;LM-43;SICILIA;SICILIA;83
2023/2024;LM-34;CAMPANIA;CAMPANIA;83
2023/2024;LM-35;CALABRIA;CALABRIA;83
2023/2024;LM-33;EMILIA ROMAGNA;LAZIO;83
2023/2024;LM-57;TOSCANA;TOSCANA;83
2023/2024;LM-56;EMILIA ROMAGNA;VENETO;83
2023/2024;LM-6;EMILIA ROMAGNA;LOMBARDIA;83
2023/2024;LM-6;LAZIO;CAMPANIA;83
2024/2025;L-8;LAZIO;CALABRIA;83
2024/2025;L-8;PIEMONTE;LOMBARDIA;83
2024/2025;L-36;EMILIA ROMAGNA;ABRUZZO;83
2024/2025;L-4;EMILIA ROMAGNA;VENETO;83
2024/2025;L-4;VENETO;LOMBARDIA;83
2024/2025;LM-37;LAZIO;REGIONE ESTERA;83
2024/2025;LM-18;CALABRIA;CALABRIA;83
2024/2025;L-20;LOMBARDIA;CALABRIA;83
2024/2025;L-19;PUGLIA;BASILICATA;83
2024/2025;L-14;LOMBARDIA;REGIONE ESTERA;83
2024/2025;L/SNT1;LAZIO;BASILICATA;83
2023/2024;LM-82;TOSCANA;TOSCANA;83
2023/2024;LM-84;CALABRIA;CALABRIA;83
2023/2024;LM-81;VENETO;REGIONE ESTERA;83
2023/2024;LM-89;EMILIA ROMAGNA;LOMBARDIA;83
2024/2025;LM-56;EMILIA ROMAGNA;VENETO;83
2024/2025;LM-41;EMILIA ROMAGNA;FRIULI VENEZIA GIULIA;83
2024/2025;LM-41;UMBRIA;REGIONE ESTERA;83
2024/2025;LM-85 bis;LAZIO;CALABRIA;83
2024/2025;LM-93;EMILIA ROMAGNA;VENETO;83
2024/2025;LM-89;LIGURIA;LIGURIA;82
2024/2025;LM-81;VENETO;VENETO;82
2024/2025;LM-81;PIEMONTE;REGIONE ESTERA;82
2024/2025;LM-81;EMILIA ROMAGNA;EMILIA ROMAGNA;82
2024/2025;LM-41;UMBRIA;VENETO;82
2024/2025;LM-41;TOSCANA;MARCHE;82
2024/2025;LM-41;ABRUZZO;LOMBARDIA;82
2024/2025;LM-5;PIEMONTE;PIEMONTE;82
2024/2025;LM-59;LOMBARDIA;VENETO;82
2024/2025;LM-52;LAZIO;PUGLIA;82
2023/2024;LM-89;SARDEGNA;SARDEGNA;82
2023/2024;LM-87;MARCHE;MARCHE;82
2023/2024;LM-Data;CAMPANIA;REGIONE ESTERA;82
2024/2025;L-10;EMILIA ROMAGNA;CALABRIA;82
2024/2025;L-12;MARCHE;ABRUZZO;82
2024/2025;L-18;LOMBARDIA;UMBRIA;82
2024/2025;L-19;EMILIA ROMAGNA;Provincia autonoma di TRENTO;82
2024/2025;L-20;TOSCANA;LIGURIA;82
2024/2025;L-23;EMILIA ROMAGNA;EMILIA ROMAGNA;82
2024/2025;L-23;TOSCANA;TOSCANA;82
2024/2025;LM/SNT2;TOSCANA;TOSCANA;82
2024/2025;LM/SNT1;UMBRIA;UMBRIA;82
2024/2025;LM/SNT1;LIGURIA;LIGURIA;82
2024/2025;L-9;MOLISE;MOLISE;82
2024/2025;LM-37;UMBRIA;UMBRIA;82
2024/2025;LM-35;CALABRIA;CALABRIA;82
2024/2025;L-39;LAZIO;SICILIA;82
2024/2025;L-38;CALABRIA;CALABRIA;82
2024/2025;L-32;ABRUZZO;ABRUZZO;82
2024/2025;L-32;LOMBARDIA;PIEMONTE;82
2023/2024;LM-6;VENETO;REGIONE ESTERA;82
2023/2024;LM-56;BASILICATA;BASILICATA;82
2023/2024;LM-51;ABRUZZO;MARCHE;82
2023/2024;LM-51;Provincia autonoma di TRENTO;VENETO;82
2023/2024;LM-39;PIEMONTE;PIEMONTE;82
2023/2024;LM-41;TOSCANA;MARCHE;82
2023/2024;L-5;EMILIA ROMAGNA;MARCHE;82
2023/2024;L-8;CAMPANIA;BASILICATA;82
2023/2024;LM-30;PUGLIA;PUGLIA;82
2023/2024;LM-30;SICILIA;SICILIA;82
2023/2024;LM-20;LOMBARDIA;EMILIA ROMAGNA;82
2023/2024;LM-18;SARDEGNA;SARDEGNA;82
2023/2024;L-24;LAZIO;UMBRIA;82
2023/2024;L-30;Provincia autonoma di TRENTO;VENETO;82
2023/2024;L-3;EMILIA ROMAGNA;SICILIA;82
2023/2024;L-4;LOMBARDIA;LAZIO;82
2023/2024;L-42;EMILIA ROMAGNA;PUGLIA;82
2023/2024;L-12;VENETO;Provincia autonoma di TRENTO;82
2023/2024;L-18;TOSCANA;SARDEGNA;82
2023/2024;L-19;Provincia autonoma di BOLZANO;Provincia autonoma di BOLZANO;82
2023/2024;L-19;PUGLIA;BASILICATA;82
2023/2024;L-11;CAMPANIA;SICILIA;82
2023/2024;L-1;EMILIA ROMAGNA;LOMBARDIA;82
2023/2024;L/SNT2;LAZIO;PUGLIA;82
2023/2024;L/SNT3;Provincia autonoma di BOLZANO;Provincia autonoma di BOLZANO;82
2023/2024;L-12;LOMBARDIA;CALABRIA;81
2023/2024;L-12;ABRUZZO;PUGLIA;81
2023/2024;L-34;FRIULI VENEZIA GIULIA;FRIULI VENEZIA GIULIA;81
2023/2024;L-35;LOMBARDIA;PIEMONTE;81
2023/2024;L-25;EMILIA ROMAGNA;VENETO;81
2023/2024;L-24;UMBRIA;EMILIA ROMAGNA;81
2023/2024;L-20;LOMBARDIA;FRIULI VENEZIA GIULIA;81
2023/2024;L-20;LOMBARDIA;MARCHE;81
2023/2024;LM-31;PIEMONTE;CAMPANIA;81
2023/2024;LM-31;EMILIA ROMAGNA;PUGLIA;81
2023/2024;L-7;EMILIA ROMAGNA;VENETO;81
2023/2024;L-43;LAZIO;LAZIO;81
2023/2024;L-8;TOSCANA;LIGURIA;81
2023/2024;L-9;LAZIO;MOLISE;81
2023/2024;LM/DS;PIEMONTE;PIEMONTE;81
2023/2024;LM/SNT1;UMBRIA;UMBRIA;81
2023/2024;LM-32;LOMBARDIA;SICILIA;81
2023/2024;LM-52;Provincia autonoma di TRENTO;REGIONE ESTERA;81
2024/2025;L-8;TOSCANA;LIGURIA;81
2024/2025;LM-33;SARDEGNA;SARDEGNA;81
2024/2025;LM-32;LOMBARDIA;SICILIA;81
2024/2025;LM-20;LOMBARDIA;EMILIA ROMAGNA;81
2024/2025;LM-12;LOMBARDIA;VENETO;81
2024/2025;LM-2;LAZIO;REGIONE ESTERA;81
2024/2025;L-2;ABRUZZO;LAZIO;81
2024/2025;L-14;VENETO;LOMBARDIA;81
2023/2024;LM-71;LOMBARDIA;LOMBARDIA;81
2023/2024;LM-67;EMILIA ROMAGNA;PUGLIA;81
2024/2025;LM-59;LOMBARDIA;PUGLIA;81
2024/2025;LM-59;LAZIO;CAMPANIA;81
2024/2025;LM-61;TOSCANA;VENETO;81
2024/2025;LM-69;PIEMONTE;PIEMONTE;81
2024/2025;LM-51;LOMBARDIA;SICILIA;81
2024/2025;LM-41;CAMPANIA;LOMBARDIA;81
2024/2025;LM-77;EMILIA ROMAGNA;PIEMONTE;81
2024/2025;LM-74;CAMPANIA;CAMPANIA;81
2024/2025;LM-88;TOSCANA;TOSCANA;81
2024/2025;LM-87;FRIULI VENEZIA GIULIA;FRIULI VENEZIA GIULIA;81
2024/2025;LM-73;VENETO;REGIONE ESTERA;80
2024/2025;LM-71;LOMBARDIA;LOMBARDIA;80
2024/2025;LM-77;LOMBARDIA;SARDEGNA;80
2024/2025;LM-81;EMILIA ROMAGNA;REGIONE ESTERA;80
2024/2025;LM-9;EMILIA ROMAGNA;VENETO;80
2024/2025;LMG/01;EMILIA ROMAGNA;MOLISE;80
2023/2024;LM-71;EMILIA ROMAGNA;REGIONE ESTERA;80
2023/2024;LM-81;VENETO;VENETO;80
2023/2024;LM-94;FRIULI VENEZIA GIULIA;FRIULI VENEZIA GIULIA;80
2023/2024;LM-85 bis;LOMBARDIA;VENETO;80
2024/2025;L/SNT1;FRIULI VENEZIA GIULIA;VENETO;80
2024/2025;L/SNT1;MOLISE;LAZIO;80
2024/2025;L-9;CAMPANIA;BASILICATA;80
2024/2025;LM-33;EMILIA ROMAGNA;LAZIO;80
2024/2025;LM-31;MARCHE;MARCHE;80
2024/2025;L-7;EMILIA ROMAGNA;VENETO;80
2024/2025;L-30;Provincia autonoma di TRENTO;Provincia autonoma di TRENTO;80
2024/2025;L-28;PUGLIA;PUGLIA;80
2024/2025;L-3;EMILIA ROMAGNA;PUGLIA;80
2024/2025;L-24;TOSCANA;EMILIA ROMAGNA;80
2023/2024;LM-6;ABRUZZO;ABRUZZO;80
2023/2024;LM-51;PIEMONTE;LIGURIA;80
2023/2024;LM-51;VENETO;Provincia autonoma di TRENTO;80
2023/2024;LM-51;LOMBARDIA;LIGURIA;80
2023/2024;LM-13;EMILIA ROMAGNA;ABRUZZO;80
2023/2024;LM-12;LIGURIA;LIGURIA;80
2023/2024;L-8;LOMBARDIA;REGIONE ESTERA;80
2023/2024;LM-29;SICILIA;REGIONE ESTERA;80
2023/2024;LM-23;FRIULI VENEZIA GIULIA;FRIULI VENEZIA GIULIA;80
2023/2024;LM-23;MARCHE;MARCHE;80
2023/2024;L-24;EMILIA ROMAGNA;MARCHE;80
2023/2024;L-40;ABRUZZO;LAZIO;80
2023/2024;L-13;TOSCANA;SICILIA;80
2023/2024;L/SNT4;EMILIA ROMAGNA;EMILIA ROMAGNA;80
2023/2024;L-10;LOMBARDIA;EMILIA ROMAGNA;80
2023/2024;L-1;TOSCANA;LIGURIA;80
2023/2024;99999;Provincia autonoma di TRENTO;Provincia autonoma di TRENTO;80
2023/2024;L/SNT4;CALABRIA;CALABRIA;79
2023/2024;L/SNT3;LAZIO;REGIONE ESTERA;79
2023/2024;L-14;TOSCANA;LIGURIA;79
2023/2024;L-12;VALLE D'AOSTA;VALLE D'AOSTA;79
2023/2024;L-19;SICILIA;CALABRIA;79
2023/2024;L-17;LOMBARDIA;PUGLIA;79
2023/2024;L-36;EMILIA ROMAGNA;LAZIO;79
2023/2024;L-2;UMBRIA;PUGLIA;79
2023/2024;L-22;ABRUZZO;LAZIO;79
2023/2024;LM-29;EMILIA ROMAGNA;REGIONE ESTERA;79
2023/2024;LM-31;MARCHE;MARCHE;79
2023/2024;LM-32;LOMBARDIA;CAMPANIA;79
2023/2024;LM-15;TOSCANA;TOSCANA;79
2023/2024;LM-18;TOSCANA;REGIONE ESTERA;79
2023/2024;LM/SNT3;CAMPANIA;CAMPANIA;79
2023/2024;LM-50;VENETO;FRIULI VENEZIA GIULIA;79
2023/2024;LM-53;CAMPANIA;CAMPANIA;79
2023/2024;LM-55;SICILIA;REGIONE ESTERA;79
2023/2024;LM-41;TOSCANA;Provincia autonoma di TRENTO;79
2023/2024;LM-46;ABRUZZO;CAMPANIA;79
2024/2025;L-3;EMILIA ROMAGNA;SICILIA;79
2024/2025;L-34;CALABRIA;CALABRIA;79
2024/2025;L-34;FRIULI VENEZIA GIULIA;FRIULI VENEZIA GIULIA;79
2024/2025;L-8;TOSCANA;PUGLIA;79
2024/2025;L-6;LAZIO;LAZIO;79
2024/2025;L-36;LAZIO;VENETO;79
2024/2025;L-39;PUGLIA;BASILICATA;79
2024/2025;LM-31;PIEMONTE;CAMPANIA;79
2024/2025;LM-21;LOMBARDIA;REGIONE ESTERA;79
2024/2025;LM-21;MARCHE;MARCHE;79
2024/2025;L-9;LAZIO;SICILIA;79
2024/2025;LM/DS;PIEMONTE;PIEMONTE;79
2024/2025;L-10;LAZIO;REGIONE ESTERA;79
2024/2025;L-1;VENETO;EMILIA ROMAGNA;79
2024/2025;L/SNT4;FRIULI VENEZIA GIULIA;FRIULI VENEZIA GIULIA;79
2024/2025;L-13;VENETO;REGIONE ESTERA;79
2023/2024;LM-9;EMILIA ROMAGNA;PUGLIA;79
2023/2024;LM-9;EMILIA ROMAGNA;VENETO;79
2023/2024;LM-77;VENETO;EMILIA ROMAGNA;79
2023/2024;LM-77;MARCHE;ABRUZZO;79
2023/2024;LM-69;PIEMONTE;PIEMONTE;79
2023/2024;LM-63;LIGURIA;LIGURIA;79
2024/2025;LM-90;VENETO;REGIONE ESTERA;79
2024/2025;LM-84;PUGLIA;PUGLIA;79
2024/2025;LM-39;PIEMONTE;PIEMONTE;79
2024/2025;LM-41;UMBRIA;SICILIA;79
2024/2025;LM-49;CAMPANIA;CAMPANIA;79
2024/2025;LM-46;FRIULI VENEZIA GIULIA;VENETO;79
2024/2025;LM-46;LAZIO;PUGLIA;79
2024/2025;LM-62;MARCHE;MARCHE;79
2024/2025;LM-56;BASILICATA;BASILICATA;79
2024/2025;LM-51;VENETO;PIEMONTE;79
2024/2025;LM-6;MARCHE;ABRUZZO;78
2024/2025;LM-46;UMBRIA;UMBRIA;78
2024/2025;LM-4cu;TOSCANA;EMILIA ROMAGNA;78
2024/2025;LM-51;FRIULI VENEZIA GIULIA;FRIULI VENEZIA GIULIA;78
2024/2025;LM-50;EMILIA ROMAGNA;VENETO;78
2024/2025;LM-41;LOMBARDIA;FRIULI VENEZIA GIULIA;78
2024/2025;LM-9;EMILIA ROMAGNA;PUGLIA;78
2024/2025;LM-91;PUGLIA;PUGLIA;78
2024/2025;LM-Data;PUGLIA;PUGLIA;78
2024/2025;L-12;PIEMONTE;PUGLIA;78
2024/2025;L-11;EMILIA ROMAGNA;REGIONE ESTERA;78
2024/2025;L-10;TOSCANA;CALABRIA;78
2024/2025;L/GASTR;PIEMONTE;PIEMONTE;78
2024/2025;L-14;TOSCANA;LIGURIA;78
2024/2025;L-19;EMILIA ROMAGNA;PUGLIA;78
2024/2025;L-22;MARCHE;PUGLIA;78
2024/2025;LM-12;PIEMONTE;PIEMONTE;78
2024/2025;LM-13;EMILIA ROMAGNA;TOSCANA;78
2024/2025;LM-19;LAZIO;CAMPANIA;78
2024/2025;LM-13;TOSCANA;PUGLIA;78
2024/2025;LM-23;MARCHE;MARCHE;78
2024/2025;LM-26;LIGURIA;REGIONE ESTERA;78
2024/2025;LM-33;LOMBARDIA;EMILIA ROMAGNA;78
2024/2025;LM-33;PIEMONTE;CAMPANIA;78
2024/2025;L-4;VENETO;EMILIA ROMAGNA;78
2024/2025;L-37;SICILIA;SICILIA;78
2024/2025;L-8;TOSCANA;LAZIO;78
2024/2025;L-8;VENETO;Provincia autonoma di TRENTO;78
2024/2025;L-35;Provincia autonoma di TRENTO;Provincia autonoma di TRENTO;78
2023/2024;LM-42;SICILIA;CALABRIA;78
2023/2024;LM-41;UMBRIA;CAMPANIA;78
2023/2024;LM-6;MARCHE;ABRUZZO;78
2023/2024;LM-52;LAZIO;PUGLIA;78
2023/2024;LM-12;EMILIA ROMAGNA;EMILIA ROMAGNA;78
2023/2024;LM-12;LOMBARDIA;VENETO;78
2023/2024;LM-13;TOSCANA;CALABRIA;78
2023/2024;L-9;PIEMONTE;EMILIA ROMAGNA;78
2023/2024;L-9;LOMBARDIA;Provincia autonoma di TRENTO;78
2023/2024;LM-18;CALABRIA;CALABRIA;78
2023/2024;L-26;BASILICATA;BASILICATA;78
2023/2024;L-26;CALABRIA;CALABRIA;78
2023/2024;L-3;LOMBARDIA;EMILIA ROMAGNA;78
2023/2024;L-36;LAZIO;VENETO;78
2023/2024;L-34;ABRUZZO;ABRUZZO;78
2023/2024;L-31;VENETO;Provincia autonoma di TRENTO;78
2023/2024;L-36;TOSCANA;SICILIA;78
2023/2024;L-39;PUGLIA;BASILICATA;78
2023/2024;L-17;PIEMONTE;SICILIA;78
2023/2024;L-18;LAZIO;LOMBARDIA;78
2023/2024;L-12;LAZIO;CAMPANIA;78
2023/2024;L-14;EMILIA ROMAGNA;PUGLIA;78
2023/2024;L-11;LAZIO;REGIONE ESTERA;78
2023/2024;L/SNT1;PIEMONTE;LOMBARDIA;78
2023/2024;L/SNT1;FRIULI VENEZIA GIULIA;VENETO;78
2023/2024;L/SNT1;BASILICATA;CAMPANIA;77
2023/2024;L-12;PIEMONTE;LIGURIA;77
2023/2024;L-17;PIEMONTE;PUGLIA;77
2023/2024;L-42;EMILIA ROMAGNA;SICILIA;77
2023/2024;L-36;LAZIO;MARCHE;77
2023/2024;L-3;LAZIO;SARDEGNA;77
2023/2024;L-21;SARDEGNA;SARDEGNA;77
2023/2024;LM-15;CALABRIA;CALABRIA;77
2023/2024;L-8;VENETO;Provincia autonoma di TRENTO;77
2023/2024;LM-13;TOSCANA;CAMPANIA;77
2023/2024;LM-14;EMILIA ROMAGNA;SICILIA;77
2023/2024;LM-43;TOSCANA;TOSCANA;77
2023/2024;LM-33;LOMBARDIA;EMILIA ROMAGNA;77
2023/2024;LM-38;LOMBARDIA;PUGLIA;77
2024/2025;L-34;ABRUZZO;ABRUZZO;77
2024/2025;L-33;LOMBARDIA;EMILIA ROMAGNA;77
2024/2025;L-36;LAZIO;MARCHE;77
2024/2025;LM-35;EMILIA ROMAGNA;REGIONE ESTERA;77
2024/2025;LM-33;CAMPANIA;REGIONE ESTERA;77
2024/2025;LM-21;CALABRIA;CALABRIA;77
2024/2025;LM-15;EMILIA ROMAGNA;EMILIA ROMAGNA;77
2024/2025;L-9;LAZIO;MOLISE;77
2024/2025;L-9;PIEMONTE;MARCHE;77
2024/2025;L-20;UMBRIA;REGIONE ESTERA;77
2024/2025;L-20;EMILIA ROMAGNA;TOSCANA;77
2024/2025;L-2;VENETO;LOMBARDIA;77
2024/2025;L/SNT2;EMILIA ROMAGNA;LOMBARDIA;77
2024/2025;L-10;VENETO;FRIULI VENEZIA GIULIA;77
2024/2025;L-12;PUGLIA;BASILICATA;77
2023/2024;LM-67;EMILIA ROMAGNA;SICILIA;77
2023/2024;LM-77;LAZIO;SARDEGNA;77
2023/2024;LM-85 bis;LAZIO;CALABRIA;77
2023/2024;LM-86;CAMPANIA;CAMPANIA;77
2023/2024;LMG/01;PIEMONTE;LIGURIA;77
2024/2025;LMG/01;EMILIA ROMAGNA;LIGURIA;77
2024/2025;LMG/01;EMILIA ROMAGNA;FRIULI VENEZIA GIULIA;77
2024/2025;LM-92;UMBRIA;UMBRIA;77
2024/2025;LM-77;MOLISE;MOLISE;77
2024/2025;LM-77;LOMBARDIA;FRIULI VENEZIA GIULIA;77
2024/2025;LM-41;PIEMONTE;LIGURIA;77
2024/2025;LM-38;VENETO;EMILIA ROMAGNA;77
2024/2025;LM-4;MARCHE;MARCHE;77
2024/2025;LM-41;BASILICATA;CAMPANIA;77
2024/2025;LM-41;ABRUZZO;REGIONE ESTERA;77
2024/2025;LM-43;TOSCANA;TOSCANA;77
2024/2025;LM-6;EMILIA ROMAGNA;SICILIA;77
2024/2025;LM-61;VENETO;VENETO;76
2024/2025;LM-65;FRIULI VENEZIA GIULIA;FRIULI VENEZIA GIULIA;76
2024/2025;LM-51;ABRUZZO;MARCHE;76
2024/2025;LM-77;LAZIO;SARDEGNA;76
2024/2025;LM-74;SICILIA;SICILIA;76
2024/2025;LM-77;VENETO;FRIULI VENEZIA GIULIA;76
2024/2025;LM-82;CAMPANIA;CAMPANIA;76
2024/2025;LMG/01;LIGURIA;PIEMONTE;76
2024/2025;LMG/01;PIEMONTE;LOMBARDIA;76
2024/2025;L-P01;FRIULI VENEZIA GIULIA;FRIULI VENEZIA GIULIA;76
2023/2024;LM-89;LAZIO;REGIONE ESTERA;76
2024/2025;L-11;VENETO;PUGLIA;76
2024/2025;L-10;FRIULI VENEZIA GIULIA;VENETO;76
2024/2025;L-18;EMILIA ROMAGNA;LIGURIA;76
2024/2025;L-9;TOSCANA;PUGLIA;76
2024/2025;LM/SC-GIUR;LOMBARDIA;REGIONE ESTERA;76
2024/2025;LM-13;FRIULI VENEZIA GIULIA;REGIONE ESTERA;76
2024/2025;LM-12;LIGURIA;LIGURIA;76
2024/2025;LM-15;VENETO;VENETO;76
2024/2025;LM-13;LOMBARDIA;SICILIA;76
2024/2025;LM-18;FRIULI VENEZIA GIULIA;VENETO;76
2024/2025;LM-33;EMILIA ROMAGNA;ABRUZZO;76
2024/2025;LM-38;EMILIA ROMAGNA;REGIONE ESTERA;76
2024/2025;L-40;MARCHE;MARCHE;76
2024/2025;L-8;MARCHE;PUGLIA;76
2024/2025;L-8;CAMPANIA;BASILICATA;76
2024/2025;L-42;VENETO;LOMBARDIA;76
2024/2025;L-26;BASILICATA;BASILICATA;76
2023/2024;LM-38;LOMBARDIA;REGIONE ESTERA;76
2023/2024;LM-32;LOMBARDIA;PUGLIA;76
2023/2024;LM-41;UMBRIA;VENETO;76
2023/2024;LM-51;FRIULI VENEZIA GIULIA;FRIULI VENEZIA GIULIA;76
2023/2024;LM-53;VENETO;REGIONE ESTERA;76
2023/2024;L-8;LOMBARDIA;LIGURIA;76
2023/2024;L-8;LOMBARDIA;EMILIA ROMAGNA;76
2023/2024;L-9;PIEMONTE;MARCHE;76
2023/2024;L-9;EMILIA ROMAGNA;UMBRIA;76
2023/2024;L-7;SICILIA;REGIONE ESTERA;76
2023/2024;LM-15;EMILIA ROMAGNA;EMILIA ROMAGNA;76
2023/2024;LM-17;LAZIO;REGIONE ESTERA;76
2023/2024;LM-19;MARCHE;MARCHE;76
2023/2024;LM-31;ABRUZZO;ABRUZZO;76
2023/2024;LM-22;CALABRIA;CALABRIA;76
2023/2024;L-23;EMILIA ROMAGNA;REGIONE ESTERA;76
