AnnoA;AteneoNOME;AteneoCOD;SESSO;Imm
2007/2008;Roma UNINT;5809;M;42
2007/2008;Roma UNITELMA - telematica;5811;F;21
2007/2008;Roma UNITELMA - telematica;5811;M;35
2007/2008;Salento;7501;F;3081
2007/2008;Salento;7501;M;1812
2007/2008;Salerno;6501;F;3884
2007/2008;Salerno;6501;M;2718
2007/2008;Sannio;6201;F;543
2007/2008;Sannio;6201;M;531
2007/2008;Sassari;9001;F;1339
2007/2008;Sassari;9001;M;716
2007/2008;Siena;5201;F;1969
2007/2008;Siena;5201;M;3791
2007/2008;Siena Stranieri;5202;F;111
2007/2008;Siena Stranieri;5202;M;24
2007/2008;Teramo;6701;F;639
2007/2008;Teramo;6701;M;499
2007/2008;Torino;101;F;7399
2007/2008;Torino;101;M;4715
2007/2008;Torino Politecnico;102;F;1109
2007/2008;Torino Politecnico;102;M;2834
2007/2008;Torrevecchia Teatina Leonardo da Vinci - telematica;6902;F;39
2007/2008;Torrevecchia Teatina Leonardo da Vinci - telematica;6902;M;27
2007/2008;Trento;2201;F;1167
2007/2008;Trento;2201;M;1137
2007/2008;Trieste;3201;F;1773
2007/2008;Trieste;3201;M;1197
2007/2008;Tuscia;5601;F;586
2007/2008;Tuscia;5601;M;1465
2007/2008;Udine;3001;F;1769
2007/2008;Udine;3001;M;1490
2007/2008;Urbino;4101;F;1357
2007/2008;Urbino;4101;M;811
2007/2008;Venezia Iuav;2702;F;418
2007/2008;Venezia Iuav;2702;M;427
2007/2008;Verona;2301;F;2984
2007/2008;Verona;2301;M;1526
2006/2007;Aosta;701;F;117
2006/2007;Aosta;701;M;37
2006/2007;Bari;7201;F;5944
2006/2007;Bari;7201;M;3588
2006/2007;Bari Politecnico;7202;F;599
2006/2007;Bari Politecnico;7202;M;1548
2006/2007;Basilicata;7601;F;564
2006/2007;Basilicata;7601;M;594
2006/2007;Benevento Giustino Fortunato - telematica;6202;F;14
2006/2007;Benevento Giustino Fortunato - telematica;6202;M;34
2006/2007;Bergamo;1601;F;1718
2006/2007;Bergamo;1601;M;1060
2006/2007;Bologna;3701;F;8407
2006/2007;Bologna;3701;M;6800
2006/2007;Bolzano;2101;F;395
2006/2007;Bolzano;2101;M;146
2006/2007;Bra Scienze Gastronomiche;401;F;20
2006/2007;Bra Scienze Gastronomiche;401;M;32
2006/2007;Brescia;1701;F;1303
2006/2007;Brescia;1701;M;1490
2006/2007;Ca' Foscari Venezia;2701;F;1869
2006/2007;Ca' Foscari Venezia;2701;M;1141
2006/2007;Cagliari;9201;F;2729
2006/2007;Cagliari;9201;M;1676
2006/2007;Calabria;7801;F;3257
2006/2007;Calabria;7801;M;2344
2006/2007;Camerino;4302;F;571
2006/2007;Camerino;4302;M;815
2006/2007;Casamassima – LUM G. Degennaro;7203;F;94
2006/2007;Casamassima – LUM G. Degennaro;7203;M;185
2006/2007;Cassino;6001;F;1133
2006/2007;Cassino;6001;M;958
2006/2007;Castellanza LIUC;1201;F;108
2006/2007;Castellanza LIUC;1201;M;181
2006/2007;Catania;8701;F;5524
2006/2007;Catania;8701;M;3556
2006/2007;Catanzaro;7901;F;1381
2006/2007;Catanzaro;7901;M;1126
2006/2007;Chieti e Pescara;6901;F;4689
2006/2007;Chieti e Pescara;6901;M;2824
2006/2007;Enna KORE;8601;F;722
2006/2007;Enna KORE;8601;M;589
2006/2007;Ferrara;3801;F;1401
2006/2007;Ferrara;3801;M;1153
2006/2007;Firenze;4801;F;4721
2006/2007;Firenze;4801;M;3647
2006/2007;Foggia;7101;F;1455
2006/2007;Foggia;7101;M;955
2006/2007;Genova;1001;F;3275
2006/2007;Genova;1001;M;2484
2006/2007;Insubria;1202;F;1074
2006/2007;Insubria;1202;M;797
2006/2007;L'Aquila;6601;F;1839
2006/2007;L'Aquila;6601;M;1354
2006/2007;Macerata;4301;F;1193
2006/2007;Macerata;4301;M;535
2006/2007;Marche;4201;F;1363
2006/2007;Marche;4201;M;1652
2006/2007;Messina;8301;F;4277
2006/2007;Messina;8301;M;2874
2006/2007;Milano;1501;F;6317
2006/2007;Milano;1501;M;4630
2006/2007;Milano Bicocca;1509;F;2938
2006/2007;Milano Bicocca;1509;M;1911
2006/2007;Milano Bocconi;1503;F;1091
2006/2007;Milano Bocconi;1503;M;1313
2006/2007;Milano Cattolica;1504;F;4939
2006/2007;Milano Cattolica;1504;M;2676
2006/2007;Milano IULM;1505;F;679
2006/2007;Milano IULM;1505;M;279
2006/2007;Milano Politecnico;1502;F;1860
2006/2007;Milano Politecnico;1502;M;3860
2006/2007;Milano San Raffaele;1508;F;240
2006/2007;Milano San Raffaele;1508;M;150
2006/2007;Modena e Reggio Emilia;3601;F;1703
2006/2007;Modena e Reggio Emilia;3601;M;1515
2006/2007;Molise;7001;F;697
2006/2007;Molise;7001;M;684
2006/2007;Napoli Benincasa;6304;F;1459
2006/2007;Napoli Benincasa;6304;M;367
2006/2007;Napoli Federico II;6301;F;7457
2006/2007;Napoli Federico II;6301;M;5874
2006/2007;Napoli L'Orientale;6303;F;1290
2006/2007;Napoli L'Orientale;6303;M;371
2006/2007;Napoli Parthenope;6302;F;1210
2006/2007;Napoli Parthenope;6302;M;1929
2006/2007;Napoli Pegaso - telematica;6307;F;35
2006/2007;Napoli Pegaso - telematica;6307;M;55
2006/2007;Napoli Vanvitelli;6306;F;2215
2006/2007;Napoli Vanvitelli;6306;M;1698
2006/2007;Padova;2801;F;5881
2006/2007;Padova;2801;M;4448
2006/2007;Palermo;8201;F;6385
2006/2007;Palermo;8201;M;4676
2006/2007;Parma;3401;F;2617
2006/2007;Parma;3401;M;2046
2006/2007;Pavia;1801;F;2279
2006/2007;Pavia;1801;M;1826
2006/2007;Perugia;5401;F;3004
2006/2007;Perugia;5401;M;2690
2006/2007;Perugia Stranieri;5403;F;187
2006/2007;Perugia Stranieri;5403;M;189
2006/2007;Piemonte Orientale;201;F;1018
2006/2007;Piemonte Orientale;201;M;619
2006/2007;Pisa;5001;F;3242
2006/2007;Pisa;5001;M;3060
2006/2007;Reggio Calabria;8001;F;809
2006/2007;Reggio Calabria;8001;M;871
2006/2007;Roma  Mercatorum - telematica;5814;F;42
2006/2007;Roma  Mercatorum - telematica;5814;M;46
2006/2007;Roma Biomedico;5808;F;82
2006/2007;Roma Biomedico;5808;M;69
2006/2007;Roma Europea;5812;F;85
2006/2007;Roma Europea;5812;M;46
2006/2007;Roma Foro Italico;5806;F;61
2006/2007;Roma Foro Italico;5806;M;136
2006/2007;Roma La Sapienza;5801;F;11528
2006/2007;Roma La Sapienza;5801;M;8031
2006/2007;Roma Luiss;5805;F;634
2006/2007;Roma Luiss;5805;M;566
2006/2007;Roma LUMSA;5803;F;728
2006/2007;Roma LUMSA;5803;M;412
2006/2007;Roma Marconi - telematica;5810;F;533
2006/2007;Roma Marconi - telematica;5810;M;2649
2006/2007;Roma San Raffaele - telematica;5816;F;26
2006/2007;Roma San Raffaele - telematica;5816;M;11
2006/2007;Roma Tor Vergata;5802;F;3821
2006/2007;Roma Tor Vergata;5802;M;3577
2006/2007;Roma Tre;5807;F;3511
2006/2007;Roma Tre;5807;M;2628
2006/2007;Roma UNICUSANO - telematica;5815;F;164
2006/2007;Roma UNICUSANO - telematica;5815;M;244
2006/2007;Roma UNINETTUNO - telematica;5813;F;116
2006/2007;Roma UNINETTUNO - telematica;5813;M;219
2006/2007;Roma UNINT;5809;F;141
2006/2007;Roma UNINT;5809;M;246
2006/2007;Roma UNITELMA - telematica;5811;F;38
2006/2007;Roma UNITELMA - telematica;5811;M;141
2006/2007;Salento;7501;F;3045
2006/2007;Salento;7501;M;1889
2006/2007;Salerno;6501;F;3628
2006/2007;Salerno;6501;M;2664
2006/2007;Sannio;6201;F;472
2006/2007;Sannio;6201;M;471
2006/2007;Sassari;9001;F;1386
2006/2007;Sassari;9001;M;767
2006/2007;Siena;5201;F;1970
2006/2007;Siena;5201;M;1398
2006/2007;Siena Stranieri;5202;F;93
2006/2007;Siena Stranieri;5202;M;16
2006/2007;Teramo;6701;F;641
2006/2007;Teramo;6701;M;541
2006/2007;Torino;101;F;6900
2006/2007;Torino;101;M;4040
2006/2007;Torino Politecnico;102;F;984
2006/2007;Torino Politecnico;102;M;2927
2006/2007;Torrevecchia Teatina Leonardo da Vinci - telematica;6902;F;50
2006/2007;Torrevecchia Teatina Leonardo da Vinci - telematica;6902;M;35
2006/2007;Trento;2201;F;1211
2006/2007;Trento;2201;M;1173
2006/2007;Trieste;3201;F;1694
2006/2007;Trieste;3201;M;1165
2006/2007;Tuscia;5601;F;721
2006/2007;Tuscia;5601;M;2210
2006/2007;Udine;3001;F;1697
2006/2007;Udine;3001;M;1415
2006/2007;Urbino;4101;F;1375
2006/2007;Urbino;4101;M;816
2006/2007;Venezia Iuav;2702;F;425
2006/2007;Venezia Iuav;2702;M;412
2006/2007;Verona;2301;F;2693
2006/2007;Verona;2301;M;1510
2005/2006;Aosta;701;F;129
2005/2006;Aosta;701;M;44
2005/2006;Bari;7201;F;6493
2005/2006;Bari;7201;M;4167
2005/2006;Bari Politecnico;7202;F;538
2005/2006;Bari Politecnico;7202;M;1381
2005/2006;Basilicata;7601;F;613
2005/2006;Basilicata;7601;M;624
2005/2006;Bergamo;1601;F;1779
2005/2006;Bergamo;1601;M;1043
2005/2006;Bologna;3701;F;9344
2005/2006;Bologna;3701;M;7583
2005/2006;Bolzano;2101;F;369
2005/2006;Bolzano;2101;M;165
2005/2006;Bra Scienze Gastronomiche;401;F;25
2005/2006;Bra Scienze Gastronomiche;401;M;27
2005/2006;Brescia;1701;F;1343
2005/2006;Brescia;1701;M;1367
2005/2006;Ca' Foscari Venezia;2701;F;1948
2005/2006;Ca' Foscari Venezia;2701;M;1212
2005/2006;Cagliari;9201;F;2731
2005/2006;Cagliari;9201;M;1731
2005/2006;Calabria;7801;F;3513
2005/2006;Calabria;7801;M;2655
2005/2006;Camerino;4302;F;646
2005/2006;Camerino;4302;M;887
2005/2006;Casamassima – LUM G. Degennaro;7203;F;157
2005/2006;Casamassima – LUM G. Degennaro;7203;M;362
2005/2006;Cassino;6001;F;979
2005/2006;Cassino;6001;M;889
2005/2006;Castellanza LIUC;1201;F;94
2005/2006;Castellanza LIUC;1201;M;221
2005/2006;Catania;8701;F;5616
2005/2006;Catania;8701;M;3592
2005/2006;Catanzaro;7901;F;1462
2005/2006;Catanzaro;7901;M;1399
2005/2006;Chieti e Pescara;6901;F;5829
2005/2006;Chieti e Pescara;6901;M;4593
2005/2006;Enna KORE;8601;F;331
2005/2006;Enna KORE;8601;M;557
2005/2006;Ferrara;3801;F;1613
2005/2006;Ferrara;3801;M;1340
2005/2006;Firenze;4801;F;4988
2005/2006;Firenze;4801;M;3540
2005/2006;Foggia;7101;F;1263
2005/2006;Foggia;7101;M;1017
2005/2006;Genova;1001;F;3336
2005/2006;Genova;1001;M;2565
2005/2006;Insubria;1202;F;1079
2005/2006;Insubria;1202;M;875
2005/2006;L'Aquila;6601;F;1897
2005/2006;L'Aquila;6601;M;1648
2005/2006;Macerata;4301;F;1254
2005/2006;Macerata;4301;M;637
2005/2006;Marche;4201;F;1284
2005/2006;Marche;4201;M;1604
2005/2006;Messina;8301;F;4066
2005/2006;Messina;8301;M;2726
2005/2006;Milano;1501;F;6032
2005/2006;Milano;1501;M;4472
2005/2006;Milano Bicocca;1509;F;3860
2005/2006;Milano Bicocca;1509;M;2214
2005/2006;Milano Bocconi;1503;F;1085
2005/2006;Milano Bocconi;1503;M;1315
2005/2006;Milano Cattolica;1504;F;5005
2005/2006;Milano Cattolica;1504;M;2672
2005/2006;Milano IULM;1505;F;860
2005/2006;Milano IULM;1505;M;340
2005/2006;Milano Politecnico;1502;F;1877
2005/2006;Milano Politecnico;1502;M;3921
2005/2006;Milano San Raffaele;1508;F;255
2005/2006;Milano San Raffaele;1508;M;138
2005/2006;Modena e Reggio Emilia;3601;F;1706
2005/2006;Modena e Reggio Emilia;3601;M;1546
2005/2006;Molise;7001;F;670
2005/2006;Molise;7001;M;788
2005/2006;Napoli Benincasa;6304;F;1334
2005/2006;Napoli Benincasa;6304;M;370
2005/2006;Napoli Federico II;6301;F;8498
2005/2006;Napoli Federico II;6301;M;6922
2005/2006;Napoli L'Orientale;6303;F;1415
2005/2006;Napoli L'Orientale;6303;M;435
2005/2006;Napoli Parthenope;6302;F;1264
2005/2006;Napoli Parthenope;6302;M;1881
2005/2006;Napoli Vanvitelli;6306;F;2194
2005/2006;Napoli Vanvitelli;6306;M;1738
2005/2006;Padova;2801;F;6043
2005/2006;Padova;2801;M;4454
2005/2006;Palermo;8201;F;7583
2005/2006;Palermo;8201;M;5559
2005/2006;Parma;3401;F;2552
2005/2006;Parma;3401;M;2180
2005/2006;Pavia;1801;F;2205
2005/2006;Pavia;1801;M;1772
2005/2006;Perugia;5401;F;2816
2005/2006;Perugia;5401;M;2323
2005/2006;Perugia Stranieri;5403;F;218
2005/2006;Perugia Stranieri;5403;M;430
2005/2006;Piemonte Orientale;201;F;1186
2005/2006;Piemonte Orientale;201;M;751
2005/2006;Pisa;5001;F;3531
2005/2006;Pisa;5001;M;3127
2005/2006;Reggio Calabria;8001;F;761
2005/2006;Reggio Calabria;8001;M;916
2005/2006;Roma Biomedico;5808;F;105
2005/2006;Roma Biomedico;5808;M;74
2005/2006;Roma Europea;5812;F;47
2005/2006;Roma Europea;5812;M;38
2005/2006;Roma Foro Italico;5806;F;80
2005/2006;Roma Foro Italico;5806;M;145
2005/2006;Roma La Sapienza;5801;F;12027
2005/2006;Roma La Sapienza;5801;M;8508
2005/2006;Roma Luiss;5805;F;569
2005/2006;Roma Luiss;5805;M;549
2005/2006;Roma LUMSA;5803;F;819
2005/2006;Roma LUMSA;5803;M;446
2005/2006;Roma Marconi - telematica;5810;F;390
2005/2006;Roma Marconi - telematica;5810;M;1722
2005/2006;Roma Tor Vergata;5802;F;3799
2005/2006;Roma Tor Vergata;5802;M;3639
2005/2006;Roma Tre;5807;F;3362
2005/2006;Roma Tre;5807;M;2464
2005/2006;Roma UNINETTUNO - telematica;5813;F;64
2005/2006;Roma UNINETTUNO - telematica;5813;M;101
2005/2006;Roma UNINT;5809;F;758
2005/2006;Roma UNINT;5809;M;805
2005/2006;Roma UNITELMA - telematica;5811;F;385
2005/2006;Roma UNITELMA - telematica;5811;M;841
2005/2006;Salento;7501;F;2884
2005/2006;Salento;7501;M;1759
2005/2006;Salerno;6501;F;3277
2005/2006;Salerno;6501;M;2450
2005/2006;Sannio;6201;F;537
2005/2006;Sannio;6201;M;553
2005/2006;Sassari;9001;F;1555
2005/2006;Sassari;9001;M;908
2005/2006;Siena;5201;F;2171
2005/2006;Siena;5201;M;1688
2005/2006;Siena Stranieri;5202;F;103
2005/2006;Siena Stranieri;5202;M;15
2005/2006;Teramo;6701;F;760
2005/2006;Teramo;6701;M;616
2005/2006;Torino;101;F;6717
2005/2006;Torino;101;M;4098
2005/2006;Torino Politecnico;102;F;992
2005/2006;Torino Politecnico;102;M;2821
2005/2006;Torrevecchia Teatina Leonardo da Vinci - telematica;6902;F;20
2005/2006;Torrevecchia Teatina Leonardo da Vinci - telematica;6902;M;26
2005/2006;Trento;2201;F;1391
2005/2006;Trento;2201;M;1274
2005/2006;Trieste;3201;F;1557
2005/2006;Trieste;3201;M;1078
2005/2006;Tuscia;5601;F;930
2005/2006;Tuscia;5601;M;1955
2005/2006;Udine;3001;F;1793
2005/2006;Udine;3001;M;1556
2005/2006;Urbino;4101;F;1443
2005/2006;Urbino;4101;M;896
2005/2006;Venezia Iuav;2702;F;461
2005/2006;Venezia Iuav;2702;M;493
2005/2006;Verona;2301;F;3269
2005/2006;Verona;2301;M;1763
2004/2005;Aosta;701;F;100
2004/2005;Aosta;701;M;32
2004/2005;Bari;7201;F;6686
2004/2005;Bari;7201;M;4332
2004/2005;Bari Politecnico;7202;F;508
2004/2005;Bari Politecnico;7202;M;1319
2004/2005;Basilicata;7601;F;672
2004/2005;Basilicata;7601;M;762
2004/2005;Bergamo;1601;F;1891
2004/2005;Bergamo;1601;M;1089
2004/2005;Bologna;3701;F;9682
2004/2005;Bologna;3701;M;8026
2004/2005;Bolzano;2101;F;253
2004/2005;Bolzano;2101;M;140
2004/2005;Bra Scienze Gastronomiche;401;F;27
2004/2005;Bra Scienze Gastronomiche;401;M;23
2004/2005;Brescia;1701;F;1348
2004/2005;Brescia;1701;M;1486
2004/2005;Ca' Foscari Venezia;2701;F;2005
2004/2005;Ca' Foscari Venezia;2701;M;1267
2004/2005;Cagliari;9201;F;2772
2004/2005;Cagliari;9201;M;1721
2004/2005;Calabria;7801;F;2956
2004/2005;Calabria;7801;M;2427
2004/2005;Camerino;4302;F;662
2004/2005;Camerino;4302;M;977
2004/2005;Casamassima – LUM G. Degennaro;7203;F;127
2004/2005;Casamassima – LUM G. Degennaro;7203;M;479
2004/2005;Cassino;6001;F;1147
2004/2005;Cassino;6001;M;1320
2004/2005;Castellanza LIUC;1201;F;92
2004/2005;Castellanza LIUC;1201;M;175
2004/2005;Catania;8701;F;6008
2004/2005;Catania;8701;M;3975
2004/2005;Catanzaro;7901;F;1841
2004/2005;Catanzaro;7901;M;1407
2004/2005;Chieti e Pescara;6901;F;5159
2004/2005;Chieti e Pescara;6901;M;3650
2004/2005;Ferrara;3801;F;1716
2004/2005;Ferrara;3801;M;1447
2004/2005;Firenze;4801;F;5531
2004/2005;Firenze;4801;M;4023
2004/2005;Foggia;7101;F;1247
2004/2005;Foggia;7101;M;901
2004/2005;Genova;1001;F;3558
2004/2005;Genova;1001;M;2743
2004/2005;Insubria;1202;F;916
2004/2005;Insubria;1202;M;830
2004/2005;L'Aquila;6601;F;1693
2004/2005;L'Aquila;6601;M;1978
2004/2005;Macerata;4301;F;1104
2004/2005;Macerata;4301;M;559
2004/2005;Marche;4201;F;1236
2004/2005;Marche;4201;M;1642
2004/2005;Messina;8301;F;4340
2004/2005;Messina;8301;M;3059
2004/2005;Milano;1501;F;6522
2004/2005;Milano;1501;M;4598
2004/2005;Milano Bicocca;1509;F;3470
2004/2005;Milano Bicocca;1509;M;2146
2004/2005;Milano Bocconi;1503;F;1182
2004/2005;Milano Bocconi;1503;M;1504
2004/2005;Milano Cattolica;1504;F;4722
2004/2005;Milano Cattolica;1504;M;2459
2004/2005;Milano IULM;1505;F;1097
2004/2005;Milano IULM;1505;M;504
2004/2005;Milano Politecnico;1502;F;2007
2004/2005;Milano Politecnico;1502;M;4621
2004/2005;Milano San Raffaele;1508;F;221
2004/2005;Milano San Raffaele;1508;M;101
2004/2005;Modena e Reggio Emilia;3601;F;1803
2004/2005;Modena e Reggio Emilia;3601;M;1602
2004/2005;Molise;7001;F;857
2004/2005;Molise;7001;M;932
2004/2005;Napoli Benincasa;6304;F;1510
2004/2005;Napoli Benincasa;6304;M;361
2004/2005;Napoli Federico II;6301;F;9463
2004/2005;Napoli Federico II;6301;M;8108
2004/2005;Napoli L'Orientale;6303;F;1450
2004/2005;Napoli L'Orientale;6303;M;452
2004/2005;Napoli Parthenope;6302;F;1350
2004/2005;Napoli Parthenope;6302;M;1849
2004/2005;Napoli Vanvitelli;6306;F;2308
2004/2005;Napoli Vanvitelli;6306;M;1969
2004/2005;Padova;2801;F;6150
2004/2005;Padova;2801;M;4983
2004/2005;Palermo;8201;F;7710
2004/2005;Palermo;8201;M;5911
2004/2005;Parma;3401;F;2452
2004/2005;Parma;3401;M;2212
2004/2005;Pavia;1801;F;2160
2004/2005;Pavia;1801;M;1702
2004/2005;Perugia;5401;F;3102
2004/2005;Perugia;5401;M;2763
2004/2005;Perugia Stranieri;5403;F;176
2004/2005;Perugia Stranieri;5403;M;210
2004/2005;Piemonte Orientale;201;F;1241
2004/2005;Piemonte Orientale;201;M;799
2004/2005;Pisa;5001;F;3429
2004/2005;Pisa;5001;M;3169
2004/2005;Reggio Calabria;8001;F;765
2004/2005;Reggio Calabria;8001;M;986
2004/2005;Roma Biomedico;5808;F;100
2004/2005;Roma Biomedico;5808;M;70
2004/2005;Roma Foro Italico;5806;F;43
2004/2005;Roma Foro Italico;5806;M;88
2004/2005;Roma La Sapienza;5801;F;12245
2004/2005;Roma La Sapienza;5801;M;8732
2004/2005;Roma Luiss;5805;F;598
2004/2005;Roma Luiss;5805;M;574
2004/2005;Roma LUMSA;5803;F;871
2004/2005;Roma LUMSA;5803;M;486
2004/2005;Roma Marconi - telematica;5810;F;340
2004/2005;Roma Marconi - telematica;5810;M;1093
2004/2005;Roma Tor Vergata;5802;F;4043
2004/2005;Roma Tor Vergata;5802;M;3766
2004/2005;Roma Tre;5807;F;3456
2004/2005;Roma Tre;5807;M;2720
2004/2005;Roma UNINT;5809;F;125
2004/2005;Roma UNINT;5809;M;163
2004/2005;Salento;7501;F;2935
2004/2005;Salento;7501;M;1871
2004/2005;Salerno;6501;F;3371
2004/2005;Salerno;6501;M;2775
2004/2005;Sannio;6201;F;573
2004/2005;Sannio;6201;M;602
2004/2005;Sassari;9001;F;1588
2004/2005;Sassari;9001;M;985
2004/2005;Siena;5201;F;2237
2004/2005;Siena;5201;M;1831
2004/2005;Siena Stranieri;5202;F;98
2004/2005;Siena Stranieri;5202;M;20
2004/2005;Teramo;6701;F;925
2004/2005;Teramo;6701;M;993
2004/2005;Torino;101;F;7175
2004/2005;Torino;101;M;4298
2004/2005;Torino Politecnico;102;F;950
2004/2005;Torino Politecnico;102;M;2602
2004/2005;Trento;2201;F;1368
2004/2005;Trento;2201;M;1320
2004/2005;Trieste;3201;F;1631
2004/2005;Trieste;3201;M;1159
2004/2005;Tuscia;5601;F;971
2004/2005;Tuscia;5601;M;1693
2004/2005;Udine;3001;F;1757
2004/2005;Udine;3001;M;1549
2004/2005;Urbino;4101;F;1667
2004/2005;Urbino;4101;M;1221
2004/2005;Venezia Iuav;2702;F;485
2004/2005;Venezia Iuav;2702;M;437
2004/2005;Verona;2301;F;3301
2004/2005;Verona;2301;M;1838
2003/2004;Aosta;701;F;152
2003/2004;Aosta;701;M;55
2003/2004;Bari;7201;F;6184
2003/2004;Bari;7201;M;3425
2003/2004;Bari Politecnico;7202;F;454
2003/2004;Bari Politecnico;7202;M;1427
2003/2004;Basilicata;7601;F;758
2003/2004;Basilicata;7601;M;825
2003/2004;Bergamo;1601;F;1734
2003/2004;Bergamo;1601;M;1247
2003/2004;Bologna;3701;F;9127
2003/2004;Bologna;3701;M;9881
2003/2004;Bolzano;2101;F;356
2003/2004;Bolzano;2101;M;123
2003/2004;Brescia;1701;F;1293
2003/2004;Brescia;1701;M;1461
2003/2004;Ca' Foscari Venezia;2701;F;1836
2003/2004;Ca' Foscari Venezia;2701;M;1266
2003/2004;Cagliari;9201;F;2837
2003/2004;Cagliari;9201;M;1913
2003/2004;Calabria;7801;F;3434
2003/2004;Calabria;7801;M;2785
2003/2004;Camerino;4302;F;711
2003/2004;Camerino;4302;M;1196
2003/2004;Casamassima – LUM G. Degennaro;7203;F;85
2003/2004;Casamassima – LUM G. Degennaro;7203;M;237
2003/2004;Cassino;6001;F;1131
2003/2004;Cassino;6001;M;1149
2003/2004;Castellanza LIUC;1201;F;138
2003/2004;Castellanza LIUC;1201;M;274
2003/2004;Catania;8701;F;6141
2003/2004;Catania;8701;M;4236
2003/2004;Catanzaro;7901;F;1563
2003/2004;Catanzaro;7901;M;1268
2003/2004;Chieti e Pescara;6901;F;3678
2003/2004;Chieti e Pescara;6901;M;3260
2003/2004;Ferrara;3801;F;2306
2003/2004;Ferrara;3801;M;1648
2003/2004;Firenze;4801;F;5439
2003/2004;Firenze;4801;M;3950
2003/2004;Foggia;7101;F;1253
2003/2004;Foggia;7101;M;860
2003/2004;Genova;1001;F;3471
2003/2004;Genova;1001;M;2598
2003/2004;Insubria;1202;F;1068
2003/2004;Insubria;1202;M;904
2003/2004;L'Aquila;6601;F;1720
2003/2004;L'Aquila;6601;M;1480
2003/2004;Macerata;4301;F;954
2003/2004;Macerata;4301;M;684
2003/2004;Marche;4201;F;1147
2003/2004;Marche;4201;M;1566
2003/2004;Messina;8301;F;4018
2003/2004;Messina;8301;M;2732
2003/2004;Milano;1501;F;6860
2003/2004;Milano;1501;M;4881
2003/2004;Milano Bicocca;1509;F;3252
2003/2004;Milano Bicocca;1509;M;1985
2003/2004;Milano Bocconi;1503;F;1081
2003/2004;Milano Bocconi;1503;M;1349
2003/2004;Milano Cattolica;1504;F;4721
2003/2004;Milano Cattolica;1504;M;2389
2003/2004;Milano IULM;1505;F;958
2003/2004;Milano IULM;1505;M;450
2003/2004;Milano Politecnico;1502;F;1881
2003/2004;Milano Politecnico;1502;M;4636
2003/2004;Milano San Raffaele;1508;F;231
2003/2004;Milano San Raffaele;1508;M;101
2003/2004;Modena e Reggio Emilia;3601;F;1864
2003/2004;Modena e Reggio Emilia;3601;M;1663
2003/2004;Molise;7001;F;853
2003/2004;Molise;7001;M;1130
2003/2004;Napoli Benincasa;6304;F;1733
2003/2004;Napoli Benincasa;6304;M;427
2003/2004;Napoli Federico II;6301;F;8932
2003/2004;Napoli Federico II;6301;M;8349
2003/2004;Napoli L'Orientale;6303;F;1475
2003/2004;Napoli L'Orientale;6303;M;480
2003/2004;Napoli Parthenope;6302;F;1300
2003/2004;Napoli Parthenope;6302;M;2186
2003/2004;Napoli Vanvitelli;6306;F;2545
2003/2004;Napoli Vanvitelli;6306;M;2259
2003/2004;Padova;2801;F;6317
2003/2004;Padova;2801;M;4709
2003/2004;Palermo;8201;F;7772
2003/2004;Palermo;8201;M;6117
2003/2004;Parma;3401;F;2684
2003/2004;Parma;3401;M;2480
2003/2004;Pavia;1801;F;2198
2003/2004;Pavia;1801;M;1800
2003/2004;Perugia;5401;F;3272
2003/2004;Perugia;5401;M;2900
2003/2004;Perugia Stranieri;5403;F;213
2003/2004;Perugia Stranieri;5403;M;145
2003/2004;Piemonte Orientale;201;F;1416
2003/2004;Piemonte Orientale;201;M;844
2003/2004;Pisa;5001;F;4053
2003/2004;Pisa;5001;M;4132
2003/2004;Reggio Calabria;8001;F;783
2003/2004;Reggio Calabria;8001;M;1093
2003/2004;Roma Biomedico;5808;F;103
2003/2004;Roma Biomedico;5808;M;51
2003/2004;Roma Foro Italico;5806;F;70
2003/2004;Roma Foro Italico;5806;M;116
2003/2004;Roma La Sapienza;5801;F;13947
2003/2004;Roma La Sapienza;5801;M;10363
2003/2004;Roma Luiss;5805;F;548
2003/2004;Roma Luiss;5805;M;547
2003/2004;Roma LUMSA;5803;F;864
2003/2004;Roma LUMSA;5803;M;479
2003/2004;Roma Tor Vergata;5802;F;3910
2003/2004;Roma Tor Vergata;5802;M;3856
2003/2004;Roma Tre;5807;F;4577
2003/2004;Roma Tre;5807;M;2867
2003/2004;Roma UNINT;5809;F;75
2003/2004;Roma UNINT;5809;M;86
2003/2004;Salento;7501;F;3385
2003/2004;Salento;7501;M;2202
2003/2004;Salerno;6501;F;3148
2003/2004;Salerno;6501;M;2318
2003/2004;Sannio;6201;F;666
2003/2004;Sannio;6201;M;978
2003/2004;Sassari;9001;F;1585
2003/2004;Sassari;9001;M;997
2003/2004;Siena;5201;F;2303
2003/2004;Siena;5201;M;1797
2003/2004;Siena Stranieri;5202;F;69
2003/2004;Siena Stranieri;5202;M;18
2003/2004;Teramo;6701;F;862
2003/2004;Teramo;6701;M;1198
2003/2004;Torino;101;F;7086
2003/2004;Torino;101;M;4347
2003/2004;Torino Politecnico;102;F;883
2003/2004;Torino Politecnico;102;M;2584
2003/2004;Trento;2201;F;1394
2003/2004;Trento;2201;M;1234
2003/2004;Trieste;3201;F;1720
2003/2004;Trieste;3201;M;1212
2003/2004;Tuscia;5601;F;954
2003/2004;Tuscia;5601;M;1393
2003/2004;Udine;3001;F;1760
2003/2004;Udine;3001;M;1719
