AnnoA;CorsoTIPO;AnnoNascita;SESSO;Isc
2019/2020;Laurea Magistrale a Ciclo Unico - dm 270/04;1961;M;5
2019/2020;Laurea Magistrale a Ciclo Unico - dm 270/04;1962;M;4
2019/2020;Laurea Magistrale a Ciclo Unico - dm 270/04;1968;M;4
2019/2020;Laurea Magistrale a Ciclo Unico - dm 270/04;1957;M;4
2019/2020;Laurea Magistrale a Ciclo Unico - dm 270/04;1963;M;4
2019/2020;Laurea Magistrale - dm 270/04;1950;M;4
2019/2020;Laurea Magistrale - dm 270/04;1953;F;4
2019/2020;Laurea Magistrale - dm 270/04;1953;M;4
2019/2020;Laurea - dm 270/04;1943;M;4
2019/2020;Laurea Magistrale - dm 270/04;1946;M;4
2019/2020;Laurea Magistrale - dm 270/04;1948;M;4
2019/2020;Laurea - dm 270/04;1945;M;3
2019/2020;Laurea Magistrale - dm 270/04;1944;M;3
2019/2020;Laurea Magistrale - dm 270/04;1951;F;3
2019/2020;Laurea - dm 270/04;1920;M;3
2019/2020;Laurea Magistrale - dm 270/04;1920;F;3
2019/2020;Laurea Magistrale a Ciclo Unico - dm 270/04;1958;M;3
2019/2020;Laurea Magistrale a Ciclo Unico - dm 270/04;1963;F;3
2019/2020;Laurea Magistrale a Ciclo Unico - dm 270/04;1964;F;3
2019/2020;Laurea - dm 270/04;2003;F;3
2019/2020;Laurea Magistrale - dm 270/04;2000;F;3
2019/2020;Laurea Magistrale a Ciclo Unico - dm 270/04;1958;F;2
2019/2020;Laurea Magistrale a Ciclo Unico - dm 270/04;1959;M;2
2019/2020;Laurea Magistrale a Ciclo Unico - dm 270/04;1936;M;2
2019/2020;Laurea Magistrale - dm 270/04;1952;F;2
2019/2020;Laurea Magistrale - dm 270/04;1949;M;2
2019/2020;Laurea - dm 270/04;1948;F;2
2019/2020;Laurea Magistrale - dm 270/04;1950;F;2
2019/2020;Laurea Magistrale a Ciclo Unico - dm 270/04;1953;F;2
2019/2020;Laurea Magistrale - dm 270/04;1943;M;2
2019/2020;Laurea - dm 270/04;1944;M;2
2019/2020;Laurea Magistrale - dm 270/04;1942;M;2
2019/2020;Laurea Magistrale - dm 270/04;1938;M;2
2019/2020;Laurea - dm 270/04;1940;M;2
2019/2020;Laurea - dm 270/04;1941;M;2
2019/2020;Laurea Magistrale - dm 270/04;1945;F;2
2019/2020;Laurea Magistrale a Ciclo Unico - dm 270/04;1946;M;2
2019/2020;Laurea - dm 270/04;1947;F;2
2019/2020;Laurea Magistrale - dm 270/04;1946;F;2
2019/2020;Laurea Magistrale a Ciclo Unico - dm 270/04;1948;M;2
2019/2020;Laurea - dm 270/04;1949;F;1
2019/2020;Laurea Magistrale - dm 270/04;1948;F;1
2019/2020;Laurea Magistrale a Ciclo Unico - dm 270/04;1947;F;1
2019/2020;Laurea Magistrale a Ciclo Unico - dm 270/04;1947;M;1
2019/2020;Laurea Magistrale - dm 270/04;1947;F;1
2019/2020;Laurea Magistrale - dm 270/04;1945;M;1
2019/2020;Laurea Magistrale a Ciclo Unico - dm 270/04;1945;F;1
2019/2020;Laurea Magistrale a Ciclo Unico - dm 270/04;1945;M;1
2019/2020;Laurea - dm 270/04;1946;F;1
2019/2020;Laurea Magistrale - dm 270/04;1941;M;1
2019/2020;Laurea - dm 270/04;1942;M;1
2019/2020;Laurea Magistrale - dm 270/04;1940;M;1
2019/2020;Laurea - dm 270/04;1939;M;1
2019/2020;Laurea Magistrale - dm 270/04;1939;F;1
2019/2020;Laurea - dm 270/04;1943;F;1
2019/2020;Laurea Magistrale - dm 270/04;1943;F;1
2019/2020;Laurea - dm 270/04;1945;F;1
2019/2020;Laurea Magistrale a Ciclo Unico - dm 270/04;1952;F;1
2019/2020;Laurea Magistrale a Ciclo Unico - dm 270/04;1952;M;1
2019/2020;Laurea Magistrale a Ciclo Unico - dm 270/04;1949;M;1
2019/2020;Laurea Magistrale a Ciclo Unico - dm 270/04;1950;F;1
2019/2020;Laurea Magistrale a Ciclo Unico - dm 270/04;1950;M;1
2019/2020;Laurea - dm 270/04;1937;F;1
2019/2020;Laurea Magistrale - dm 270/04;1937;F;1
2019/2020;Laurea Magistrale - dm 270/04;1932;M;1
2019/2020;Laurea Magistrale - dm 270/04;1933;M;1
2019/2020;Laurea Magistrale - dm 270/04;1936;M;1
2019/2020;Laurea Magistrale a Ciclo Unico - dm 270/04;1961;F;1
2019/2020;Laurea Magistrale a Ciclo Unico - dm 270/04;1959;F;1
2019/2020;Laurea Magistrale a Ciclo Unico - dm 270/04;1960;M;1
2019/2020;Laurea Magistrale a Ciclo Unico - dm 270/04;1956;M;1
2019/2020;Laurea Magistrale a Ciclo Unico - dm 270/04;1962;F;1
2019/2020;Laurea Magistrale - dm 270/04;2000;M;1
2019/2020;Laurea Magistrale - dm 270/04;2001;F;1
2019/2020;Laurea Magistrale - dm 270/04;2001;M;1
2019/2020;Laurea - dm 270/04;2003;M;1
2018/2019;Laurea - dm 270/04;1999;F;88015
2018/2019;Laurea - dm 270/04;1999;M;71312
2018/2019;Laurea - dm 270/04;1998;F;28208
2018/2019;Laurea - dm 270/04;1998;M;23820
2018/2019;Laurea Magistrale - dm 270/04;1996;F;21474
2018/2019;Laurea Magistrale - dm 270/04;1995;F;18192
2018/2019;Laurea Magistrale - dm 270/04;1996;M;17903
2018/2019;Laurea Magistrale a Ciclo Unico - dm 270/04;1999;F;16486
2018/2019;Laurea Magistrale - dm 270/04;1995;M;13648
2018/2019;Laurea - dm 270/04;2000;F;12167
2018/2019;Laurea - dm 270/04;1997;M;10615
2018/2019;Laurea - dm 270/04;1997;F;10013
2018/2019;Laurea Magistrale - dm 270/04;1994;F;9502
2018/2019;Laurea - dm 270/04;2000;M;9129
2018/2019;Laurea Magistrale - dm 270/04;1994;M;8279
2018/2019;Laurea Magistrale a Ciclo Unico - dm 270/04;1999;M;7768
2018/2019;Laurea - dm 270/04;1996;M;5843
2018/2019;Laurea Magistrale - dm 270/04;1993;F;5412
2018/2019;Laurea Magistrale a Ciclo Unico - dm 270/04;1998;F;5346
2018/2019;Laurea Magistrale - dm 270/04;1993;M;5154
2018/2019;Laurea - dm 270/04;1996;F;5068
2018/2019;Laurea - dm 270/04;1995;M;4051
2018/2019;Laurea Magistrale - dm 270/04;1992;F;3405
2018/2019;Laurea - dm 270/04;1995;F;3357
2018/2019;Laurea Magistrale - dm 270/04;1992;M;3136
2018/2019;Laurea Magistrale a Ciclo Unico - dm 270/04;2000;F;2966
2018/2019;Laurea - dm 270/04;1994;M;2947
2018/2019;Laurea Magistrale a Ciclo Unico - dm 270/04;1998;M;2764
2018/2019;Laurea - dm 270/04;1994;F;2464
2018/2019;Laurea - dm 270/04;1993;M;2332
2018/2019;Laurea Magistrale - dm 270/04;1991;F;2256
2018/2019;Laurea Magistrale - dm 270/04;1991;M;2161
2018/2019;Laurea - dm 270/04;1993;F;1960
2018/2019;Laurea - dm 270/04;1992;M;1888
2018/2019;Laurea Magistrale - dm 270/04;1997;F;1728
2018/2019;Laurea Magistrale - dm 270/04;1990;F;1595
2018/2019;Laurea - dm 270/04;1992;F;1582
2018/2019;Laurea - dm 270/04;1991;M;1548
2018/2019;Laurea Magistrale - dm 270/04;1990;M;1523
2018/2019;Laurea Magistrale a Ciclo Unico - dm 270/04;2000;M;1508
2018/2019;Laurea Magistrale - dm 270/04;1997;M;1476
2018/2019;Laurea Magistrale a Ciclo Unico - dm 270/04;1997;F;1457
2018/2019;Laurea - dm 270/04;1990;M;1347
2018/2019;Laurea - dm 270/04;1991;F;1312
2018/2019;Laurea Magistrale - dm 270/04;1989;F;1182
2018/2019;Laurea Magistrale - dm 270/04;1989;M;1054
2018/2019;Laurea - dm 270/04;1989;M;1005
2018/2019;Laurea Magistrale - dm 270/04;1988;F;995
2018/2019;Laurea - dm 270/04;1990;F;993
2018/2019;Laurea Magistrale a Ciclo Unico - dm 270/04;1997;M;945
2018/2019;Laurea - dm 270/04;1988;M;895
2018/2019;Laurea - dm 270/04;1989;F;893
2018/2019;Laurea Magistrale - dm 270/04;1988;M;843
2018/2019;Laurea Magistrale - dm 270/04;1987;F;780
2018/2019;Laurea - dm 270/04;1988;F;756
2018/2019;Laurea - dm 270/04;1987;M;725
2018/2019;Laurea - dm 270/04;1987;F;643
2018/2019;Laurea Magistrale - dm 270/04;1987;M;643
2018/2019;Laurea Magistrale - dm 270/04;1986;F;627
2018/2019;Laurea - dm 270/04;1985;M;610
2018/2019;Laurea Magistrale - dm 270/04;1985;F;605
2018/2019;Laurea - dm 270/04;1986;M;604
2018/2019;Laurea - dm 270/04;1986;F;586
2018/2019;Laurea Magistrale a Ciclo Unico - dm 270/04;1996;F;563
2018/2019;Laurea Magistrale - dm 270/04;1984;F;562
2018/2019;Laurea - dm 270/04;1985;F;531
2018/2019;Laurea - dm 270/04;1984;M;485
2018/2019;Laurea Magistrale - dm 270/04;1983;F;483
2018/2019;Laurea - dm 270/04;1982;M;473
2018/2019;Laurea Magistrale - dm 270/04;1986;M;468
2018/2019;Laurea - dm 270/04;1983;M;467
2018/2019;Laurea - dm 270/04;1983;F;464
2018/2019;Laurea - dm 270/04;1984;F;458
2018/2019;Laurea Magistrale - dm 270/04;1985;M;454
2018/2019;Laurea Magistrale a Ciclo Unico - dm 270/04;1996;M;449
2018/2019;Laurea - dm 270/04;1976;M;439
2018/2019;Laurea - dm 270/04;1982;F;437
2018/2019;Laurea Magistrale - dm 270/04;1982;F;420
2018/2019;Laurea - dm 270/04;1979;M;406
2018/2019;Laurea - dm 270/04;1980;M;396
2018/2019;Laurea - dm 270/04;1978;F;390
2018/2019;Laurea - dm 270/04;1981;M;387
2018/2019;Laurea - dm 270/04;1976;F;378
2018/2019;Laurea - dm 270/04;1979;F;378
2018/2019;Laurea - dm 270/04;1977;F;373
2018/2019;Laurea - dm 270/04;1975;F;373
2018/2019;Laurea - dm 270/04;1977;M;371
2018/2019;Laurea Magistrale - dm 270/04;1984;M;370
2018/2019;Laurea - dm 270/04;1975;M;368
2018/2019;Laurea - dm 270/04;1981;F;367
2018/2019;Laurea - dm 270/04;1980;F;365
2018/2019;Laurea - dm 270/04;1978;M;363
2018/2019;Laurea Magistrale - dm 270/04;1982;M;355
2018/2019;Laurea Magistrale - dm 270/04;1983;M;352
2018/2019;Laurea - dm 270/04;1974;M;350
2018/2019;Laurea - dm 270/04;1974;F;347
2018/2019;Laurea Magistrale - dm 270/04;1981;F;337
2018/2019;Laurea Magistrale a Ciclo Unico - dm 270/04;1995;F;329
2018/2019;Laurea - dm 270/04;1973;M;323
2018/2019;Laurea - dm 270/04;1973;F;309
2018/2019;Laurea - dm 270/04;1972;F;308
2018/2019;Laurea Magistrale a Ciclo Unico - dm 270/04;1995;M;296
2018/2019;Laurea - dm 270/04;1972;M;286
2018/2019;Laurea - dm 270/04;1971;F;276
2018/2019;Laurea - dm 270/04;1971;M;267
2018/2019;Laurea Magistrale - dm 270/04;1981;M;262
2018/2019;Laurea Magistrale - dm 270/04;1979;F;255
2018/2019;Laurea Magistrale - dm 270/04;1980;F;251
2018/2019;Laurea - dm 270/04;1969;F;239
2018/2019;Laurea - dm 270/04;1970;M;233
2018/2019;Laurea - dm 270/04;1970;F;227
2018/2019;Laurea Magistrale - dm 270/04;1978;F;227
2018/2019;Laurea Magistrale a Ciclo Unico - dm 270/04;1994;F;220
2018/2019;Laurea - dm 270/04;1968;F;215
2018/2019;Laurea Magistrale - dm 270/04;1976;F;208
2018/2019;Laurea Magistrale - dm 270/04;1977;F;206
2018/2019;Laurea - dm 270/04;1967;F;206
2018/2019;Laurea Magistrale - dm 270/04;1979;M;202
2018/2019;Laurea - dm 270/04;1969;M;198
2018/2019;Laurea Magistrale - dm 270/04;1973;F;197
2018/2019;Laurea Magistrale a Ciclo Unico - dm 270/04;1993;F;197
2018/2019;Laurea Magistrale - dm 270/04;1975;F;193
2018/2019;Laurea Magistrale - dm 270/04;1978;M;192
2018/2019;Laurea Magistrale - dm 270/04;1980;M;192
2018/2019;Laurea - dm 270/04;1968;M;191
2018/2019;Laurea - dm 270/04;1966;F;191
2018/2019;Laurea Magistrale - dm 270/04;1974;F;189
2018/2019;Laurea Magistrale a Ciclo Unico - dm 270/04;1992;F;189
2018/2019;Laurea Magistrale - dm 270/04;1977;M;183
2018/2019;Laurea Magistrale a Ciclo Unico - dm 270/04;1994;M;182
2018/2019;Laurea - dm 270/04;1965;F;172
2018/2019;Laurea Magistrale a Ciclo Unico - dm 270/04;1991;F;163
2018/2019;Laurea Magistrale - dm 270/04;1975;M;160
2018/2019;Laurea Magistrale - dm 270/04;1972;F;159
2018/2019;Laurea Magistrale - dm 270/04;1976;M;157
2018/2019;Laurea - dm 270/04;1964;F;155
2018/2019;Laurea - dm 270/04;1964;M;152
2018/2019;Laurea - dm 270/04;1967;M;151
2018/2019;Laurea Magistrale a Ciclo Unico - dm 270/04;1993;M;144
2018/2019;Laurea - dm 270/04;1966;M;143
2018/2019;Laurea Magistrale - dm 270/04;1970;F;143
2018/2019;Laurea - dm 270/04;1965;M;143
2018/2019;Laurea - dm 270/04;1963;M;137
2018/2019;Laurea Magistrale - dm 270/04;1971;F;137
2018/2019;Laurea Magistrale - dm 270/04;1973;M;136
2018/2019;Laurea Magistrale a Ciclo Unico - dm 270/04;1990;F;135
2018/2019;Laurea Magistrale - dm 270/04;1969;F;134
2018/2019;Laurea Magistrale - dm 270/04;1971;M;127
2018/2019;Laurea Magistrale - dm 270/04;1974;M;125
2018/2019;Laurea Magistrale - dm 270/04;1967;F;124
2018/2019;Laurea Magistrale - dm 270/04;1966;F;123
2018/2019;Laurea Magistrale a Ciclo Unico - dm 270/04;1992;M;123
2018/2019;Laurea - dm 270/04;1963;F;117
2018/2019;Laurea Magistrale a Ciclo Unico - dm 270/04;1989;F;115
2018/2019;Laurea Magistrale - dm 270/04;1972;M;106
2018/2019;Laurea Magistrale - dm 270/04;1970;M;106
2018/2019;Laurea - dm 270/04;2001;M;106
2018/2019;Laurea Magistrale a Ciclo Unico - dm 270/04;1987;F;103
2018/2019;Laurea Magistrale - dm 270/04;1968;F;97
2018/2019;Laurea Magistrale a Ciclo Unico - dm 270/04;1988;F;94
2018/2019;Laurea Magistrale a Ciclo Unico - dm 270/04;1990;M;93
2018/2019;Laurea Magistrale - dm 270/04;1968;M;90
2018/2019;Laurea Magistrale - dm 270/04;1964;F;89
2018/2019;Laurea - dm 270/04;1962;M;88
2018/2019;Laurea Magistrale - dm 270/04;1967;M;87
2018/2019;Laurea Magistrale a Ciclo Unico - dm 270/04;1991;M;87
2018/2019;Laurea Magistrale a Ciclo Unico - dm 270/04;1985;F;81
2018/2019;Laurea Magistrale - dm 270/04;1969;M;81
2018/2019;Laurea Magistrale a Ciclo Unico - dm 270/04;1984;F;80
2018/2019;Laurea Magistrale - dm 270/04;1965;F;80
2018/2019;Laurea - dm 270/04;1962;F;78
2018/2019;Laurea - dm 270/04;1961;M;76
2018/2019;Laurea - dm 270/04;2001;F;76
2018/2019;Laurea Magistrale a Ciclo Unico - dm 270/04;1981;F;75
2018/2019;Laurea - dm 270/04;1961;F;74
2018/2019;Laurea Magistrale - dm 270/04;1965;M;72
2018/2019;Laurea Magistrale a Ciclo Unico - dm 270/04;1983;F;70
2018/2019;Laurea Magistrale a Ciclo Unico - dm 270/04;1989;M;69
2018/2019;Laurea Magistrale a Ciclo Unico - dm 270/04;1986;F;69
2018/2019;Laurea Magistrale - dm 270/04;1966;M;68
2018/2019;Laurea Magistrale - dm 270/04;1964;M;63
2018/2019;Laurea - dm 270/04;1959;M;61
2018/2019;Laurea Magistrale a Ciclo Unico - dm 270/04;1988;M;61
2018/2019;Laurea Magistrale a Ciclo Unico - dm 270/04;1982;F;61
2018/2019;Laurea Magistrale - dm 270/04;1963;M;60
2018/2019;Laurea Magistrale - dm 270/04;1963;F;59
2018/2019;Laurea - dm 270/04;1960;F;55
2018/2019;Laurea - dm 270/04;1960;M;55
2018/2019;Laurea - dm 270/04;1957;M;55
2018/2019;Laurea Magistrale - dm 270/04;1998;F;55
2018/2019;Laurea Magistrale a Ciclo Unico - dm 270/04;1980;F;54
2018/2019;Laurea Magistrale - dm 270/04;1998;M;53
2018/2019;Laurea Magistrale - dm 270/04;1962;M;47
2018/2019;Laurea - dm 270/04;1958;M;46
2018/2019;Laurea - dm 270/04;1958;F;45
2018/2019;Laurea Magistrale - dm 270/04;1961;F;45
2018/2019;Laurea Magistrale a Ciclo Unico - dm 270/04;1979;F;45
2018/2019;Laurea Magistrale a Ciclo Unico - dm 270/04;1983;M;44
2018/2019;Laurea Magistrale - dm 270/04;1962;F;44
2018/2019;Laurea - dm 270/04;1954;M;43
2018/2019;Laurea Magistrale a Ciclo Unico - dm 270/04;1986;M;40
2018/2019;Laurea Magistrale a Ciclo Unico - dm 270/04;1985;M;39
2018/2019;Laurea - dm 270/04;1955;M;38
2018/2019;Laurea - dm 270/04;1956;M;38
2018/2019;Laurea - dm 270/04;1959;F;38
2018/2019;Laurea Magistrale a Ciclo Unico - dm 270/04;1987;M;36
2018/2019;Laurea Magistrale a Ciclo Unico - dm 270/04;1984;M;35
2018/2019;Laurea Magistrale a Ciclo Unico - dm 270/04;1978;F;34
2018/2019;Laurea Magistrale - dm 270/04;1961;M;34
2018/2019;Laurea - dm 270/04;1957;F;34
2018/2019;Laurea Magistrale a Ciclo Unico - dm 270/04;1977;F;33
2018/2019;Laurea Magistrale a Ciclo Unico - dm 270/04;1974;F;33
2018/2019;Laurea Magistrale a Ciclo Unico - dm 270/04;1982;M;32
2018/2019;Laurea - dm 270/04;1952;M;31
2018/2019;Laurea Magistrale - dm 270/04;1960;F;30
2018/2019;Laurea - dm 270/04;1953;M;29
2018/2019;Laurea Magistrale a Ciclo Unico - dm 270/04;1981;M;29
2018/2019;Laurea Magistrale a Ciclo Unico - dm 270/04;1976;F;28
2018/2019;Laurea - dm 270/04;1951;M;28
2018/2019;Laurea Magistrale a Ciclo Unico - dm 270/04;2001;F;28
2018/2019;Laurea Magistrale - dm 270/04;1960;M;26
2018/2019;Laurea Magistrale a Ciclo Unico - dm 270/04;1975;F;26
2018/2019;Laurea Magistrale a Ciclo Unico - dm 270/04;1977;M;26
2018/2019;Laurea Magistrale a Ciclo Unico - dm 270/04;1978;M;25
2018/2019;Laurea Magistrale a Ciclo Unico - dm 270/04;1976;M;25
2018/2019;Laurea Magistrale a Ciclo Unico - dm 270/04;1974;M;24
2018/2019;Laurea Magistrale a Ciclo Unico - dm 270/04;1973;F;23
2018/2019;Laurea Magistrale - dm 270/04;1958;M;23
2018/2019;Laurea Magistrale - dm 270/04;1959;F;22
2018/2019;Laurea - dm 270/04;1950;M;22
2018/2019;Laurea Magistrale a Ciclo Unico - dm 270/04;1980;M;22
2018/2019;Laurea Magistrale - dm 270/04;1959;M;20
2018/2019;Laurea Magistrale - dm 270/04;1956;M;19
2018/2019;Laurea Magistrale a Ciclo Unico - dm 270/04;1971;F;19
2018/2019;Laurea Magistrale a Ciclo Unico - dm 270/04;2001;M;19
2018/2019;Laurea Magistrale a Ciclo Unico - dm 270/04;1979;M;18
2018/2019;Laurea - dm 270/04;1956;F;18
2018/2019;Laurea - dm 270/04;1947;M;18
2018/2019;Laurea - dm 270/04;1954;F;17
2018/2019;Laurea - dm 270/04;1955;F;17
2018/2019;Laurea Magistrale a Ciclo Unico - dm 270/04;1969;F;17
2018/2019;Laurea Magistrale a Ciclo Unico - dm 270/04;1972;F;16
2018/2019;Laurea Magistrale a Ciclo Unico - dm 270/04;1970;F;15
2018/2019;Laurea Magistrale a Ciclo Unico - dm 270/04;1968;F;15
2018/2019;Laurea Magistrale a Ciclo Unico - dm 270/04;1975;M;15
2018/2019;Laurea Magistrale a Ciclo Unico - dm 270/04;1966;F;13
2018/2019;Laurea Magistrale a Ciclo Unico - dm 270/04;1967;F;13
2018/2019;Laurea Magistrale a Ciclo Unico - dm 270/04;1972;M;13
2018/2019;Laurea Magistrale - dm 270/04;1955;M;13
2018/2019;Laurea Magistrale - dm 270/04;1957;M;13
2018/2019;Laurea Magistrale a Ciclo Unico - dm 270/04;1965;F;12
2018/2019;Laurea Magistrale a Ciclo Unico - dm 270/04;1964;M;12
2018/2019;Laurea Magistrale a Ciclo Unico - dm 270/04;1973;M;12
2018/2019;Laurea Magistrale a Ciclo Unico - dm 270/04;1971;M;11
2018/2019;Laurea Magistrale a Ciclo Unico - dm 270/04;1969;M;11
2018/2019;Laurea Magistrale - dm 270/04;1958;F;11
2018/2019;Laurea - dm 270/04;1949;M;11
2018/2019;Laurea Magistrale - dm 270/04;1950;M;11
2018/2019;Laurea Magistrale - dm 270/04;1951;M;11
2018/2019;Laurea Magistrale - dm 270/04;1999;F;11
2018/2019;Laurea - dm 270/04;1953;F;10
2018/2019;Laurea - dm 270/04;1948;M;10
2018/2019;Laurea Magistrale - dm 270/04;1954;F;10
2018/2019;Laurea Magistrale - dm 270/04;1955;F;9
2018/2019;Laurea Magistrale - dm 270/04;1952;M;9
2018/2019;Laurea Magistrale a Ciclo Unico - dm 270/04;1968;M;9
2018/2019;Laurea Magistrale a Ciclo Unico - dm 270/04;1967;M;9
2018/2019;Laurea - dm 270/04;1951;F;8
2018/2019;Laurea Magistrale - dm 270/04;1957;F;8
2018/2019;Laurea Magistrale a Ciclo Unico - dm 270/04;1961;F;8
2018/2019;Laurea Magistrale - dm 270/04;1953;M;7
2018/2019;Laurea Magistrale - dm 270/04;1948;M;7
2018/2019;Laurea Magistrale a Ciclo Unico - dm 270/04;1966;M;7
2018/2019;Laurea Magistrale a Ciclo Unico - dm 270/04;1970;M;6
2018/2019;Laurea Magistrale - dm 270/04;1947;M;6
2018/2019;Laurea Magistrale - dm 270/04;1952;F;6
2018/2019;Laurea - dm 270/04;1945;M;6
2018/2019;Laurea Magistrale - dm 270/04;1954;M;6
2018/2019;Laurea Magistrale a Ciclo Unico - dm 270/04;1961;M;6
2018/2019;Laurea Magistrale a Ciclo Unico - dm 270/04;1963;F;6
2018/2019;Laurea Magistrale a Ciclo Unico - dm 270/04;1965;M;5
2018/2019;Laurea Magistrale a Ciclo Unico - dm 270/04;1964;F;5
2018/2019;Laurea Magistrale - dm 270/04;1953;F;5
2018/2019;Laurea - dm 270/04;1944;M;5
2018/2019;Laurea - dm 270/04;1946;M;5
2018/2019;Laurea Magistrale - dm 270/04;1949;M;5
2018/2019;Laurea Magistrale - dm 270/04;1999;M;5
2018/2019;Laurea Magistrale - dm 270/04;1946;M;4
2018/2019;Laurea - dm 270/04;1952;F;4
2018/2019;Laurea - dm 270/04;1949;F;4
2018/2019;Laurea Magistrale - dm 270/04;1951;F;4
2018/2019;Laurea Magistrale - dm 270/04;1950;F;4
2018/2019;Laurea - dm 270/04;1943;M;4
2018/2019;Laurea - dm 270/04;1942;M;4
2018/2019;Laurea Magistrale - dm 270/04;1956;F;4
2018/2019;Laurea Magistrale a Ciclo Unico - dm 270/04;1960;M;4
2018/2019;Laurea Magistrale a Ciclo Unico - dm 270/04;1959;M;4
2018/2019;Laurea Magistrale a Ciclo Unico - dm 270/04;1958;M;4
2018/2019;Laurea Magistrale a Ciclo Unico - dm 270/04;1962;M;3
2018/2019;Laurea Magistrale a Ciclo Unico - dm 270/04;1958;F;3
2018/2019;Laurea - dm 270/04;1940;M;3
2018/2019;Laurea Magistrale a Ciclo Unico - dm 270/04;1948;M;3
2018/2019;Laurea Magistrale - dm 270/04;1948;F;3
2018/2019;Laurea - dm 270/04;1950;F;2
2018/2019;Laurea Magistrale - dm 270/04;1949;F;2
2018/2019;Laurea Magistrale - dm 270/04;1946;F;2
2018/2019;Laurea - dm 270/04;1948;F;2
2018/2019;Laurea Magistrale - dm 270/04;1947;F;2
2018/2019;Laurea Magistrale a Ciclo Unico - dm 270/04;1950;M;2
2018/2019;Laurea Magistrale - dm 270/04;1940;M;2
2018/2019;Laurea - dm 270/04;1939;M;2
2018/2019;Laurea Magistrale - dm 270/04;1945;M;2
2018/2019;Laurea - dm 270/04;1942;F;2
2018/2019;Laurea - dm 270/04;1945;F;2
2018/2019;Laurea - dm 270/04;1937;F;2
2018/2019;Laurea Magistrale a Ciclo Unico - dm 270/04;1956;F;2
2018/2019;Laurea Magistrale a Ciclo Unico - dm 270/04;1956;M;2
2018/2019;Laurea Magistrale a Ciclo Unico - dm 270/04;1955;M;2
2018/2019;Laurea Magistrale a Ciclo Unico - dm 270/04;1963;M;2
2018/2019;Laurea Magistrale a Ciclo Unico - dm 270/04;1960;F;2
2018/2019;Laurea - dm 270/04;2002;M;2
2018/2019;Laurea Magistrale - dm 270/04;2000;F;2
2018/2019;Laurea Magistrale a Ciclo Unico - dm 270/04;1962;F;1
2018/2019;Laurea Magistrale a Ciclo Unico - dm 270/04;1953;M;1
2018/2019;Laurea Magistrale a Ciclo Unico - dm 270/04;1954;F;1
2018/2019;Laurea Magistrale a Ciclo Unico - dm 270/04;1954;M;1
2018/2019;Laurea Magistrale a Ciclo Unico - dm 270/04;1957;M;1
2018/2019;Laurea Magistrale a Ciclo Unico - dm 270/04;1959;F;1
2018/2019;Laurea Magistrale - dm 270/04;1937;M;1
2018/2019;Laurea - dm 270/04;1938;M;1
2018/2019;Laurea - dm 270/04;1928;M;1
2018/2019;Laurea - dm 270/04;1933;M;1
2018/2019;Laurea Magistrale - dm 270/04;1934;M;1
2018/2019;Laurea Magistrale - dm 270/04;1935;M;1
2018/2019;Laurea - dm 270/04;1946;F;1
2018/2019;Laurea Magistrale - dm 270/04;1943;M;1
2018/2019;Laurea Magistrale - dm 270/04;1944;M;1
2018/2019;Laurea Magistrale - dm 270/04;1939;F;1
2018/2019;Laurea Magistrale - dm 270/04;1939;M;1
2018/2019;Laurea - dm 270/04;1940;F;1
2018/2019;Laurea - dm 270/04;1941;M;1
2018/2019;Laurea Magistrale - dm 270/04;1942;M;1
2018/2019;Laurea - dm 270/04;1943;F;1
2018/2019;Laurea Magistrale a Ciclo Unico - dm 270/04;1952;F;1
2018/2019;Laurea Magistrale a Ciclo Unico - dm 270/04;1952;M;1
2018/2019;Laurea Magistrale a Ciclo Unico - dm 270/04;1951;F;1
2018/2019;Laurea Magistrale a Ciclo Unico - dm 270/04;1951;M;1
2018/2019;Laurea Magistrale a Ciclo Unico - dm 270/04;1946;M;1
2018/2019;Laurea - dm 270/04;1947;F;1
2017/2018;Laurea - dm 270/04;1998;F;85954
2017/2018;Laurea - dm 270/04;1998;M;69957
2017/2018;Laurea - dm 270/04;1997;F;28144
2017/2018;Laurea - dm 270/04;1997;M;24066
2017/2018;Laurea Magistrale - dm 270/04;1995;F;19502
2017/2018;Laurea Magistrale a Ciclo Unico - dm 270/04;1998;F;17256
2017/2018;Laurea Magistrale - dm 270/04;1994;F;16922
2017/2018;Laurea Magistrale - dm 270/04;1995;M;15638
2017/2018;Laurea Magistrale - dm 270/04;1994;M;12871
2017/2018;Laurea - dm 270/04;1999;F;10564
2017/2018;Laurea - dm 270/04;1996;M;10468
2017/2018;Laurea - dm 270/04;1996;F;10030
2017/2018;Laurea Magistrale - dm 270/04;1993;F;9309
2017/2018;Laurea Magistrale a Ciclo Unico - dm 270/04;1998;M;8367
2017/2018;Laurea Magistrale - dm 270/04;1993;M;8241
