ANNO_ACCADEMICO;COD_ISTITUTO;TIPO_ISTITUTO;NOME_ISTITUTO;COMUNE_SEDE;CODICE_INTERVENTO;DESCRIZIONE_INTERVENTO;INTERVENTI_CORSI_SUP_VO;INTERVENTI_CORSI_ACCADEMICI_NO;INTERVENTI_CORSI_ACCADEMICI_NO_POST
2024-2025;022401022205;Conservatori di Musica;Francesco Antonio Bonporti;TRENTO;072;Altri interventi di tipo finanziario - N. contributi finanziari per il trasporto;0;0;0
2024-2025;022401022205;Conservatori di Musica;Francesco Antonio Bonporti;TRENTO;073;Altri interventi di tipo finanziario - N. altri sussidi concessi;0;0;0
2024-2025;022401022205;Conservatori di Musica;Francesco Antonio Bonporti;TRENTO;074;Altri interventi di tipo finanziario - N. contributi straordinari;0;0;0
2024-2025;022402022153;Conservatori di Musica;Francesco A. Bonporti (sezione staccata);TRENTO - RIVA DEL GARDA (TN);013;Borse di studio - N. borse concesse;0;0;0
2024-2025;022402022153;Conservatori di Musica;Francesco A. Bonporti (sezione staccata);TRENTO - RIVA DEL GARDA (TN);014;Borse di studio -  N. borse concesse - di cui con fondi trasferiti da enti privati (banche, donazioni private, ecc.);0;0;0
2024-2025;022402022153;Conservatori di Musica;Francesco A. Bonporti (sezione staccata);TRENTO - RIVA DEL GARDA (TN);015;Borse di studio - N. borse concesse - di cui con fondi trasferiti da enti pubblici;0;0;0
2024-2025;022402022153;Conservatori di Musica;Francesco A. Bonporti (sezione staccata);TRENTO - RIVA DEL GARDA (TN);031;Mobilità internazionale - N. studenti iscritti nell'istituto coinvolti in scambi internazionali;0;1;0
2024-2025;022402022153;Conservatori di Musica;Francesco A. Bonporti (sezione staccata);TRENTO - RIVA DEL GARDA (TN);033;Mobilità internazionale - N. studenti iscritti in istituti esteri coinvolti in scambi internazionali presso l'istituto;0;0;0
2024-2025;022402022153;Conservatori di Musica;Francesco A. Bonporti (sezione staccata);TRENTO - RIVA DEL GARDA (TN);034;Mobilità internazionale - N. studenti iscritti nell'istituto coinvolti in scambi internazionali - di cui n. studenti in mobilità extra Unione Europea;0;0;0
2024-2025;022402022153;Conservatori di Musica;Francesco A. Bonporti (sezione staccata);TRENTO - RIVA DEL GARDA (TN);041;Interventi a favore di studenti con disabilità - N. domande;0;0;0
2024-2025;022402022153;Conservatori di Musica;Francesco A. Bonporti (sezione staccata);TRENTO - RIVA DEL GARDA (TN);042;Interventi a favore di studenti con disabilità - N. interventi concessi;0;0;0
2024-2025;022402022153;Conservatori di Musica;Francesco A. Bonporti (sezione staccata);TRENTO - RIVA DEL GARDA (TN);051;Attività di collaborazione a tempo parziale - N. collaborazioni;0;0;0
2024-2025;022402022153;Conservatori di Musica;Francesco A. Bonporti (sezione staccata);TRENTO - RIVA DEL GARDA (TN);061;Posti alloggio e contributi-alloggio - N. domande posti alloggio;0;0;0
2024-2025;022402022153;Conservatori di Musica;Francesco A. Bonporti (sezione staccata);TRENTO - RIVA DEL GARDA (TN);062;Posti alloggio e contributi-alloggio - N. posti alloggio assegnati;0;0;0
2024-2025;022402022153;Conservatori di Musica;Francesco A. Bonporti (sezione staccata);TRENTO - RIVA DEL GARDA (TN);063;Posti alloggio e contributi-alloggio - N. domande contributi-alloggio;0;0;0
2024-2025;022402022153;Conservatori di Musica;Francesco A. Bonporti (sezione staccata);TRENTO - RIVA DEL GARDA (TN);064;Posti alloggio e contributi-alloggio - N. contributi-alloggio assegnati;0;0;0
2024-2025;022402022153;Conservatori di Musica;Francesco A. Bonporti (sezione staccata);TRENTO - RIVA DEL GARDA (TN);070;Altri interventi di tipo finanziario - N. prestiti agevolati;0;0;0
2024-2025;022402022153;Conservatori di Musica;Francesco A. Bonporti (sezione staccata);TRENTO - RIVA DEL GARDA (TN);071;Altri interventi di tipo finanziario - N. premi per il conseguimento del titolo;0;0;0
2024-2025;022402022153;Conservatori di Musica;Francesco A. Bonporti (sezione staccata);TRENTO - RIVA DEL GARDA (TN);072;Altri interventi di tipo finanziario - N. contributi finanziari per il trasporto;0;0;0
2024-2025;022402022153;Conservatori di Musica;Francesco A. Bonporti (sezione staccata);TRENTO - RIVA DEL GARDA (TN);073;Altri interventi di tipo finanziario - N. altri sussidi concessi;0;0;0
2024-2025;022402022153;Conservatori di Musica;Francesco A. Bonporti (sezione staccata);TRENTO - RIVA DEL GARDA (TN);074;Altri interventi di tipo finanziario - N. contributi straordinari;0;0;0
2024-2025;022803022205;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Trentino Art Academy di TRENTO;TRENTO;013;Borse di studio - N. borse concesse;0;0;0
2024-2025;022803022205;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Trentino Art Academy di TRENTO;TRENTO;014;Borse di studio -  N. borse concesse - di cui con fondi trasferiti da enti privati (banche, donazioni private, ecc.);0;0;0
2024-2025;022803022205;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Trentino Art Academy di TRENTO;TRENTO;015;Borse di studio - N. borse concesse - di cui con fondi trasferiti da enti pubblici;0;0;0
2024-2025;022803022205;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Trentino Art Academy di TRENTO;TRENTO;031;Mobilità internazionale - N. studenti iscritti nell'istituto coinvolti in scambi internazionali;0;0;0
2024-2025;022803022205;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Trentino Art Academy di TRENTO;TRENTO;033;Mobilità internazionale - N. studenti iscritti in istituti esteri coinvolti in scambi internazionali presso l'istituto;0;0;0
2024-2025;022803022205;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Trentino Art Academy di TRENTO;TRENTO;034;Mobilità internazionale - N. studenti iscritti nell'istituto coinvolti in scambi internazionali - di cui n. studenti in mobilità extra Unione Europea;0;0;0
2024-2025;022803022205;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Trentino Art Academy di TRENTO;TRENTO;041;Interventi a favore di studenti con disabilità - N. domande;0;0;0
2024-2025;022803022205;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Trentino Art Academy di TRENTO;TRENTO;042;Interventi a favore di studenti con disabilità - N. interventi concessi;0;0;0
2024-2025;022803022205;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Trentino Art Academy di TRENTO;TRENTO;051;Attività di collaborazione a tempo parziale - N. collaborazioni;0;0;0
2024-2025;022803022205;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Trentino Art Academy di TRENTO;TRENTO;061;Posti alloggio e contributi-alloggio - N. domande posti alloggio;0;0;0
2024-2025;022803022205;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Trentino Art Academy di TRENTO;TRENTO;062;Posti alloggio e contributi-alloggio - N. posti alloggio assegnati;0;0;0
2024-2025;022803022205;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Trentino Art Academy di TRENTO;TRENTO;063;Posti alloggio e contributi-alloggio - N. domande contributi-alloggio;0;0;0
2024-2025;022803022205;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Trentino Art Academy di TRENTO;TRENTO;064;Posti alloggio e contributi-alloggio - N. contributi-alloggio assegnati;0;0;0
2024-2025;022803022205;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Trentino Art Academy di TRENTO;TRENTO;070;Altri interventi di tipo finanziario - N. prestiti agevolati;0;0;0
2024-2025;022803022205;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Trentino Art Academy di TRENTO;TRENTO;071;Altri interventi di tipo finanziario - N. premi per il conseguimento del titolo;0;0;0
2024-2025;022803022205;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Trentino Art Academy di TRENTO;TRENTO;072;Altri interventi di tipo finanziario - N. contributi finanziari per il trasporto;0;0;0
2024-2025;022803022205;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Trentino Art Academy di TRENTO;TRENTO;073;Altri interventi di tipo finanziario - N. altri sussidi concessi;0;0;0
2024-2025;022803022205;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Trentino Art Academy di TRENTO;TRENTO;074;Altri interventi di tipo finanziario - N. contributi straordinari;0;0;0
2024-2025;023102023091;Accademie delle Belle Arti;;VERONA;013;Borse di studio - N. borse concesse;0;0;0
2024-2025;023102023091;Accademie delle Belle Arti;;VERONA;014;Borse di studio -  N. borse concesse - di cui con fondi trasferiti da enti privati (banche, donazioni private, ecc.);0;0;0
2024-2025;023102023091;Accademie delle Belle Arti;;VERONA;015;Borse di studio - N. borse concesse - di cui con fondi trasferiti da enti pubblici;0;0;0
2024-2025;023102023091;Accademie delle Belle Arti;;VERONA;031;Mobilità internazionale - N. studenti iscritti nell'istituto coinvolti in scambi internazionali;0;10;0
2024-2025;023102023091;Accademie delle Belle Arti;;VERONA;033;Mobilità internazionale - N. studenti iscritti in istituti esteri coinvolti in scambi internazionali presso l'istituto;0;15;0
2024-2025;023102023091;Accademie delle Belle Arti;;VERONA;034;Mobilità internazionale - N. studenti iscritti nell'istituto coinvolti in scambi internazionali - di cui n. studenti in mobilità extra Unione Europea;0;0;0
2024-2025;023102023091;Accademie delle Belle Arti;;VERONA;041;Interventi a favore di studenti con disabilità - N. domande;0;0;0
2024-2025;023102023091;Accademie delle Belle Arti;;VERONA;042;Interventi a favore di studenti con disabilità - N. interventi concessi;0;0;0
2024-2025;023102023091;Accademie delle Belle Arti;;VERONA;051;Attività di collaborazione a tempo parziale - N. collaborazioni;0;7;0
2024-2025;023102023091;Accademie delle Belle Arti;;VERONA;061;Posti alloggio e contributi-alloggio - N. domande posti alloggio;0;0;0
2024-2025;023102023091;Accademie delle Belle Arti;;VERONA;062;Posti alloggio e contributi-alloggio - N. posti alloggio assegnati;0;0;0
2024-2025;023102023091;Accademie delle Belle Arti;;VERONA;063;Posti alloggio e contributi-alloggio - N. domande contributi-alloggio;0;0;0
2024-2025;023102023091;Accademie delle Belle Arti;;VERONA;064;Posti alloggio e contributi-alloggio - N. contributi-alloggio assegnati;0;0;0
2024-2025;023102023091;Accademie delle Belle Arti;;VERONA;070;Altri interventi di tipo finanziario - N. prestiti agevolati;0;0;0
2024-2025;023102023091;Accademie delle Belle Arti;;VERONA;071;Altri interventi di tipo finanziario - N. premi per il conseguimento del titolo;0;0;0
2024-2025;023102023091;Accademie delle Belle Arti;;VERONA;072;Altri interventi di tipo finanziario - N. contributi finanziari per il trasporto;0;0;0
2024-2025;023102023091;Accademie delle Belle Arti;;VERONA;073;Altri interventi di tipo finanziario - N. altri sussidi concessi;0;0;0
2024-2025;023102023091;Accademie delle Belle Arti;;VERONA;074;Altri interventi di tipo finanziario - N. contributi straordinari;0;0;0
2024-2025;023401023091;Conservatori di Musica;Felice E. Dall'Abaco;VERONA;013;Borse di studio - N. borse concesse;0;57;0
2024-2025;023401023091;Conservatori di Musica;Felice E. Dall'Abaco;VERONA;014;Borse di studio -  N. borse concesse - di cui con fondi trasferiti da enti privati (banche, donazioni private, ecc.);0;57;0
2024-2025;023401023091;Conservatori di Musica;Felice E. Dall'Abaco;VERONA;015;Borse di studio - N. borse concesse - di cui con fondi trasferiti da enti pubblici;0;0;0
2024-2025;023401023091;Conservatori di Musica;Felice E. Dall'Abaco;VERONA;031;Mobilità internazionale - N. studenti iscritti nell'istituto coinvolti in scambi internazionali;0;14;0
2024-2025;023401023091;Conservatori di Musica;Felice E. Dall'Abaco;VERONA;033;Mobilità internazionale - N. studenti iscritti in istituti esteri coinvolti in scambi internazionali presso l'istituto;0;7;0
2024-2025;023401023091;Conservatori di Musica;Felice E. Dall'Abaco;VERONA;034;Mobilità internazionale - N. studenti iscritti nell'istituto coinvolti in scambi internazionali - di cui n. studenti in mobilità extra Unione Europea;0;0;0
2024-2025;023401023091;Conservatori di Musica;Felice E. Dall'Abaco;VERONA;041;Interventi a favore di studenti con disabilità - N. domande;0;0;0
2024-2025;023401023091;Conservatori di Musica;Felice E. Dall'Abaco;VERONA;042;Interventi a favore di studenti con disabilità - N. interventi concessi;0;0;0
2024-2025;023401023091;Conservatori di Musica;Felice E. Dall'Abaco;VERONA;051;Attività di collaborazione a tempo parziale - N. collaborazioni;0;43;0
2024-2025;023401023091;Conservatori di Musica;Felice E. Dall'Abaco;VERONA;061;Posti alloggio e contributi-alloggio - N. domande posti alloggio;0;0;0
2024-2025;023401023091;Conservatori di Musica;Felice E. Dall'Abaco;VERONA;062;Posti alloggio e contributi-alloggio - N. posti alloggio assegnati;0;0;0
2024-2025;023401023091;Conservatori di Musica;Felice E. Dall'Abaco;VERONA;063;Posti alloggio e contributi-alloggio - N. domande contributi-alloggio;0;0;0
2024-2025;023401023091;Conservatori di Musica;Felice E. Dall'Abaco;VERONA;064;Posti alloggio e contributi-alloggio - N. contributi-alloggio assegnati;0;0;0
2024-2025;023401023091;Conservatori di Musica;Felice E. Dall'Abaco;VERONA;070;Altri interventi di tipo finanziario - N. prestiti agevolati;0;0;0
2024-2025;023401023091;Conservatori di Musica;Felice E. Dall'Abaco;VERONA;071;Altri interventi di tipo finanziario - N. premi per il conseguimento del titolo;0;0;0
2024-2025;023401023091;Conservatori di Musica;Felice E. Dall'Abaco;VERONA;072;Altri interventi di tipo finanziario - N. contributi finanziari per il trasporto;0;0;0
2024-2025;023401023091;Conservatori di Musica;Felice E. Dall'Abaco;VERONA;073;Altri interventi di tipo finanziario - N. altri sussidi concessi;0;0;0
2024-2025;023401023091;Conservatori di Musica;Felice E. Dall'Abaco;VERONA;074;Altri interventi di tipo finanziario - N. contributi straordinari;0;0;0
2024-2025;024401024116;Conservatori di Musica;Arrigo Pedrollo;VICENZA;013;Borse di studio - N. borse concesse;0;29;0
2024-2025;024401024116;Conservatori di Musica;Arrigo Pedrollo;VICENZA;014;Borse di studio -  N. borse concesse - di cui con fondi trasferiti da enti privati (banche, donazioni private, ecc.);0;14;0
2024-2025;024401024116;Conservatori di Musica;Arrigo Pedrollo;VICENZA;015;Borse di studio - N. borse concesse - di cui con fondi trasferiti da enti pubblici;0;0;0
2024-2025;024401024116;Conservatori di Musica;Arrigo Pedrollo;VICENZA;031;Mobilità internazionale - N. studenti iscritti nell'istituto coinvolti in scambi internazionali;0;20;0
2024-2025;024401024116;Conservatori di Musica;Arrigo Pedrollo;VICENZA;033;Mobilità internazionale - N. studenti iscritti in istituti esteri coinvolti in scambi internazionali presso l'istituto;0;18;0
2024-2025;024401024116;Conservatori di Musica;Arrigo Pedrollo;VICENZA;034;Mobilità internazionale - N. studenti iscritti nell'istituto coinvolti in scambi internazionali - di cui n. studenti in mobilità extra Unione Europea;0;2;0
2024-2025;024401024116;Conservatori di Musica;Arrigo Pedrollo;VICENZA;041;Interventi a favore di studenti con disabilità - N. domande;0;0;0
2024-2025;024401024116;Conservatori di Musica;Arrigo Pedrollo;VICENZA;042;Interventi a favore di studenti con disabilità - N. interventi concessi;0;0;0
2024-2025;024401024116;Conservatori di Musica;Arrigo Pedrollo;VICENZA;051;Attività di collaborazione a tempo parziale - N. collaborazioni;0;0;0
2024-2025;024401024116;Conservatori di Musica;Arrigo Pedrollo;VICENZA;061;Posti alloggio e contributi-alloggio - N. domande posti alloggio;0;0;0
2024-2025;024401024116;Conservatori di Musica;Arrigo Pedrollo;VICENZA;062;Posti alloggio e contributi-alloggio - N. posti alloggio assegnati;0;0;0
2024-2025;024401024116;Conservatori di Musica;Arrigo Pedrollo;VICENZA;063;Posti alloggio e contributi-alloggio - N. domande contributi-alloggio;0;0;0
2024-2025;024401024116;Conservatori di Musica;Arrigo Pedrollo;VICENZA;064;Posti alloggio e contributi-alloggio - N. contributi-alloggio assegnati;0;0;0
2024-2025;024401024116;Conservatori di Musica;Arrigo Pedrollo;VICENZA;070;Altri interventi di tipo finanziario - N. prestiti agevolati;0;0;0
2024-2025;024401024116;Conservatori di Musica;Arrigo Pedrollo;VICENZA;071;Altri interventi di tipo finanziario - N. premi per il conseguimento del titolo;0;0;0
2024-2025;024401024116;Conservatori di Musica;Arrigo Pedrollo;VICENZA;072;Altri interventi di tipo finanziario - N. contributi finanziari per il trasporto;0;0;0
2024-2025;024401024116;Conservatori di Musica;Arrigo Pedrollo;VICENZA;073;Altri interventi di tipo finanziario - N. altri sussidi concessi;0;0;0
2024-2025;024401024116;Conservatori di Musica;Arrigo Pedrollo;VICENZA;074;Altri interventi di tipo finanziario - N. contributi straordinari;0;0;0
