ANNOSCOLASTICO,CODICESCUOLA,ORDINESCUOLA,ANNOCORSO,ALUNNI,ALUNNICITTADINANZAITALIANA,ALUNNICITTADINANZANONITALIANA,ALUNNICITTADINANZANONITALIANAPAESIUE,ALUNNICITTADINANZANONITALIANAPAESINONUE
202425,BSPS01500L,SCUOLA SECONDARIA II GRADO,5,30,26,4,0,4
202425,GE1E02500A,SCUOLA PRIMARIA,1,17,14,3,0,3
202425,LO1E00500E,SCUOLA PRIMARIA,3,35,35,0,0,0
202425,VI1E01100T,SCUOLA PRIMARIA,3,21,17,4,1,3
202425,MCTFBF5005,SCUOLA SECONDARIA II GRADO,3,5,5,0,0,0
202425,APPC0Q500G,SCUOLA SECONDARIA II GRADO,4,8,7,1,0,1
202425,BGPL16500Q,SCUOLA SECONDARIA II GRADO,2,16,16,0,0,0
202425,CA1E00700Q,SCUOLA PRIMARIA,5,19,18,1,0,1
202425,RMPSII500C,SCUOLA SECONDARIA II GRADO,3,8,8,0,0,0
202425,PAPMB55005,SCUOLA SECONDARIA II GRADO,3,16,16,0,0,0
202425,PA1E02900T,SCUOLA PRIMARIA,5,14,14,0,0,0
202425,LC1E00100D,SCUOLA PRIMARIA,3,15,15,0,0,0
202425,MI1EO4500Q,SCUOLA PRIMARIA,3,39,35,4,0,4
202425,AVTDMI500Z,SCUOLA SECONDARIA II GRADO,2,5,5,0,0,0
202425,LC1M040009,SCUOLA SECONDARIA I GRADO,1,64,64,0,0,0
202425,VATFQS5007,SCUOLA SECONDARIA II GRADO,4,25,25,0,0,0
202425,CO1E01500N,SCUOLA PRIMARIA,5,14,14,0,0,0
202425,TO1E02700Q,SCUOLA PRIMARIA,5,49,38,11,2,9
202425,VAPS4N5008,SCUOLA SECONDARIA II GRADO,1,22,21,1,0,1
202425,TARI00500A,SCUOLA SECONDARIA II GRADO,4,2,2,0,0,0
202425,NATHA4500E,SCUOLA SECONDARIA II GRADO,5,68,66,2,0,2
202425,BO1E014001,SCUOLA PRIMARIA,4,41,39,2,1,1
202425,LI1E00400D,SCUOLA PRIMARIA,5,17,17,0,0,0
202425,MIPC04500B,SCUOLA SECONDARIA II GRADO,5,48,48,0,0,0
202425,NAPM31500X,SCUOLA SECONDARIA II GRADO,3,7,7,0,0,0
202425,VETFO1500N,SCUOLA SECONDARIA II GRADO,1,3,3,0,0,0
202425,RM1E01100P,SCUOLA PRIMARIA,3,21,20,1,0,1
202425,RMPS8Q500R,SCUOLA SECONDARIA II GRADO,3,27,25,2,0,2
202425,CE1MOT500D,SCUOLA SECONDARIA I GRADO,1,2,2,0,0,0
202425,CE1E06200P,SCUOLA PRIMARIA,3,15,13,2,0,2
202425,VBPM03500D,SCUOLA SECONDARIA II GRADO,3,14,14,0,0,0
202425,MI1M00600X,SCUOLA SECONDARIA I GRADO,3,39,38,1,0,1
202425,PE1E00400X,SCUOLA PRIMARIA,5,22,22,0,0,0
202425,VATN01500A,SCUOLA SECONDARIA II GRADO,4,9,9,0,0,0
202425,TV1E006003,SCUOLA PRIMARIA,1,10,10,0,0,0
202425,CE1E029003,SCUOLA PRIMARIA,4,10,8,2,1,1
202425,RNTD02500G,SCUOLA SECONDARIA II GRADO,1,6,6,0,0,0
202425,FIPC035006,SCUOLA SECONDARIA II GRADO,5,9,9,0,0,0
202425,VRPL01500D,SCUOLA SECONDARIA II GRADO,5,29,28,1,0,1
202425,NATF30500A,SCUOLA SECONDARIA II GRADO,1,11,11,0,0,0
202425,RM1E15400D,SCUOLA PRIMARIA,2,8,7,1,0,1
202425,RMPSLS5006,SCUOLA SECONDARIA II GRADO,1,16,16,0,0,0
202425,RM1E11100G,SCUOLA PRIMARIA,2,23,23,0,0,0
202425,VR1E00500V,SCUOLA PRIMARIA,1,22,21,1,0,1
202425,NATD51500C,SCUOLA SECONDARIA II GRADO,4,29,29,0,0,0
202425,RA1M00400C,SCUOLA SECONDARIA I GRADO,2,28,27,1,0,1
202425,BGPS00500D,SCUOLA SECONDARIA II GRADO,2,25,24,1,1,0
202425,MI1M00300C,SCUOLA SECONDARIA I GRADO,3,54,53,1,0,1
202425,FRRFL1500I,SCUOLA SECONDARIA II GRADO,5,33,30,3,3,0
202425,RM1E200002,SCUOLA PRIMARIA,1,14,13,1,0,1
202425,NATFVB500S,SCUOLA SECONDARIA II GRADO,5,22,22,0,0,0
202425,BNPS12500Z,SCUOLA SECONDARIA II GRADO,3,26,25,1,1,0
202425,RM1E01000V,SCUOLA PRIMARIA,4,37,35,2,0,2
202425,MIPL08500Q,SCUOLA SECONDARIA II GRADO,4,16,15,1,0,1
202425,NAPS25500C,SCUOLA SECONDARIA II GRADO,3,8,8,0,0,0
202425,CA1E00200L,SCUOLA PRIMARIA,4,24,24,0,0,0
202425,VI1M01300P,SCUOLA SECONDARIA I GRADO,1,11,11,0,0,0
202425,AQ1E00700D,SCUOLA PRIMARIA,5,32,32,0,0,0
202425,FI1E06200C,SCUOLA PRIMARIA,1,66,63,3,1,2
202425,NA1E03200R,SCUOLA PRIMARIA,2,12,12,0,0,0
202425,TVPMVC5000,SCUOLA SECONDARIA II GRADO,2,27,27,0,0,0
202425,NAPC00500E,SCUOLA SECONDARIA II GRADO,2,5,3,2,0,2
202425,PDPL02500A,SCUOLA SECONDARIA II GRADO,5,39,36,3,1,2
202425,NA1E10200T,SCUOLA PRIMARIA,3,19,18,1,0,1
202425,LUPSGN5009,SCUOLA SECONDARIA II GRADO,2,5,3,2,0,2
202425,NA1E058001,SCUOLA PRIMARIA,1,11,11,0,0,0
202425,TO1E00100G,SCUOLA PRIMARIA,5,58,56,2,0,2
202425,RMPSE55000,SCUOLA SECONDARIA II GRADO,3,49,46,3,2,1
202425,REPM7R500G,SCUOLA SECONDARIA II GRADO,4,10,10,0,0,0
202425,SARFTV500I,SCUOLA SECONDARIA II GRADO,2,3,1,2,0,2
202425,VA1E009004,SCUOLA PRIMARIA,1,71,70,1,0,1
202425,NATDNH500U,SCUOLA SECONDARIA II GRADO,2,16,16,0,0,0
202425,NA1E03700X,SCUOLA PRIMARIA,3,40,36,4,1,3
202425,PA1E01800B,SCUOLA PRIMARIA,1,19,19,0,0,0
202425,IS1MS7500N,SCUOLA SECONDARIA I GRADO,2,2,2,0,0,0
202425,NA1E14700B,SCUOLA PRIMARIA,1,10,10,0,0,0
202425,MI1E13000C,SCUOLA PRIMARIA,4,36,36,0,0,0
202425,LC1E009004,SCUOLA PRIMARIA,5,47,47,0,0,0
202425,FIPS04500X,SCUOLA SECONDARIA II GRADO,4,55,54,1,1,0
202425,PVTD065009,SCUOLA SECONDARIA II GRADO,4,5,4,1,0,1
202425,PSTF005006,SCUOLA SECONDARIA II GRADO,4,26,26,0,0,0
202425,NA1E078006,SCUOLA PRIMARIA,3,23,21,2,0,2
202425,BNTD02500Q,SCUOLA SECONDARIA II GRADO,4,5,4,1,0,1
202425,PA1EDC5004,SCUOLA PRIMARIA,3,6,6,0,0,0
202425,VI1E00900T,SCUOLA PRIMARIA,3,25,25,0,0,0
202425,VE1E006003,SCUOLA PRIMARIA,5,28,24,4,0,4
202425,IM1E00600C,SCUOLA PRIMARIA,4,12,8,4,1,3
202425,NA1E00300R,SCUOLA PRIMARIA,3,14,12,2,0,2
202425,CO1E012006,SCUOLA PRIMARIA,4,26,23,3,1,2
202425,SA1E00600P,SCUOLA PRIMARIA,5,15,15,0,0,0
202425,VRPSN9500T,SCUOLA SECONDARIA II GRADO,2,25,25,0,0,0
202425,NA1E113008,SCUOLA PRIMARIA,2,14,14,0,0,0
202425,BI1M01000N,SCUOLA SECONDARIA I GRADO,3,22,22,0,0,0
202425,CR1E00700T,SCUOLA PRIMARIA,2,20,18,2,0,2
202425,LI1E006005,SCUOLA PRIMARIA,5,39,37,2,0,2
202425,RM1MMA5002,SCUOLA SECONDARIA I GRADO,2,25,24,1,0,1
202425,MI1E01400N,SCUOLA PRIMARIA,5,31,31,0,0,0
202425,REPM01500A,SCUOLA SECONDARIA II GRADO,2,17,16,1,0,1
202425,VC1E00100P,SCUOLA PRIMARIA,4,16,14,2,0,2
202425,CT1M00700N,SCUOLA SECONDARIA I GRADO,1,2,2,0,0,0
202425,RM1M04300B,SCUOLA SECONDARIA I GRADO,2,18,16,2,0,2
202425,BGPS12500G,SCUOLA SECONDARIA II GRADO,3,11,11,0,0,0
202425,CT1E008008,SCUOLA PRIMARIA,4,56,54,2,0,2
202425,BS1M02300G,SCUOLA SECONDARIA I GRADO,3,87,84,3,0,3
202425,VRRI01500X,SCUOLA SECONDARIA II GRADO,3,5,5,0,0,0
202425,AGTD4Q5003,SCUOLA SECONDARIA II GRADO,3,3,3,0,0,0
202425,RM1E19400X,SCUOLA PRIMARIA,5,18,18,0,0,0
202425,FG1E010003,SCUOLA PRIMARIA,2,23,23,0,0,0
202425,MEPS01500B,SCUOLA SECONDARIA II GRADO,4,3,3,0,0,0
202425,MITDGN5002,SCUOLA SECONDARIA II GRADO,3,25,20,5,1,4
202425,GEPMAH500O,SCUOLA SECONDARIA II GRADO,2,30,30,0,0,0
202425,MCPMOP500O,SCUOLA SECONDARIA II GRADO,5,29,25,4,2,2
202425,VITB15500E,SCUOLA SECONDARIA II GRADO,3,10,9,1,0,1
202425,TOPM085002,SCUOLA SECONDARIA II GRADO,4,10,9,1,0,1
202425,SA1E01000A,SCUOLA PRIMARIA,2,12,10,2,1,1
202425,BTPLS4500L,SCUOLA SECONDARIA II GRADO,1,5,5,0,0,0
202425,RMPMIO5006,SCUOLA SECONDARIA II GRADO,3,6,6,0,0,0
202425,NA1E17900V,SCUOLA PRIMARIA,1,10,10,0,0,0
202425,VR1E00200B,SCUOLA PRIMARIA,5,13,11,2,0,2
202425,TVPS57500F,SCUOLA SECONDARIA II GRADO,5,26,26,0,0,0
202425,AVTD3P5005,SCUOLA SECONDARIA II GRADO,2,8,8,0,0,0
202425,BN1E82500A,SCUOLA PRIMARIA,3,23,23,0,0,0
202425,MI1E08700B,SCUOLA PRIMARIA,1,64,62,2,0,2
202425,RN1E007001,SCUOLA PRIMARIA,3,18,17,1,1,0
202425,FG1E01200P,SCUOLA PRIMARIA,2,17,16,1,1,0
202425,MI1E00100G,SCUOLA PRIMARIA,3,40,23,17,1,16
202425,NA1E27900Q,SCUOLA PRIMARIA,3,12,12,0,0,0
202425,NATHES5002,SCUOLA SECONDARIA II GRADO,4,6,6,0,0,0
202425,VT1M00500P,SCUOLA SECONDARIA I GRADO,1,18,17,1,0,1
202425,RMPM045004,SCUOLA SECONDARIA II GRADO,3,9,9,0,0,0
202425,BOPSVN5005,SCUOLA SECONDARIA II GRADO,1,10,10,0,0,0
202425,VR1M02900L,SCUOLA SECONDARIA I GRADO,3,59,59,0,0,0
202425,TOPL66500H,SCUOLA SECONDARIA II GRADO,5,24,24,0,0,0
202425,AN1E002005,SCUOLA PRIMARIA,4,16,16,0,0,0
202425,SRPM475001,SCUOLA SECONDARIA II GRADO,4,11,11,0,0,0
202425,MIPMN45001,SCUOLA SECONDARIA II GRADO,3,8,7,1,0,1
202425,RG1E0O5005,SCUOLA PRIMARIA,1,18,18,0,0,0
202425,CE1E066002,SCUOLA PRIMARIA,2,20,20,0,0,0
202425,FI1E03200L,SCUOLA PRIMARIA,3,19,15,4,0,4
202425,BS1E6L5004,SCUOLA PRIMARIA,4,16,15,1,0,1
202425,SATFVA500L,SCUOLA SECONDARIA II GRADO,4,2,2,0,0,0
202425,MI1E140003,SCUOLA PRIMARIA,5,37,35,2,0,2
202425,TO1E04900L,SCUOLA PRIMARIA,5,43,43,0,0,0
202425,TO1E07500P,SCUOLA PRIMARIA,1,30,24,6,1,5
202425,RMTD545007,SCUOLA SECONDARIA II GRADO,3,16,13,3,0,3
202425,BSPMN8500Q,SCUOLA SECONDARIA II GRADO,2,31,31,0,0,0
202425,CTTN01500A,SCUOLA SECONDARIA II GRADO,2,4,4,0,0,0
202425,MEPLZL500L,SCUOLA SECONDARIA II GRADO,5,20,20,0,0,0
202425,TS1E00500D,SCUOLA PRIMARIA,3,18,14,4,0,4
202425,SAPS09500G,SCUOLA SECONDARIA II GRADO,3,5,3,2,0,2
202425,RMSL3E5005,SCUOLA SECONDARIA II GRADO,4,5,4,1,0,1
202425,CETB015007,SCUOLA SECONDARIA II GRADO,2,13,13,0,0,0
202425,CL1E00400X,SCUOLA PRIMARIA,5,21,21,0,0,0
202425,ATRI02500P,SCUOLA SECONDARIA II GRADO,5,13,7,6,0,6
202425,FIPS035009,SCUOLA SECONDARIA II GRADO,3,10,10,0,0,0
202425,MC1M8S500G,SCUOLA SECONDARIA I GRADO,2,21,21,0,0,0
202425,GE1E01100C,SCUOLA PRIMARIA,4,48,48,0,0,0
202425,COSLZE5008,SCUOLA SECONDARIA II GRADO,2,11,9,2,0,2
202425,RMPLUU500N,SCUOLA SECONDARIA II GRADO,1,20,18,2,0,2
202425,SRPM475001,SCUOLA SECONDARIA II GRADO,1,8,8,0,0,0
202425,UDPSMD500L,SCUOLA SECONDARIA II GRADO,1,10,9,1,0,1
202425,VE1E01100E,SCUOLA PRIMARIA,1,13,12,1,0,1
202425,SATFTV500U,SCUOLA SECONDARIA II GRADO,1,20,19,1,0,1
202425,MS1E002007,SCUOLA PRIMARIA,4,16,14,2,0,2
202425,RMPS505001,SCUOLA SECONDARIA II GRADO,4,19,19,0,0,0
202425,LCRFHO5008,SCUOLA SECONDARIA II GRADO,4,10,10,0,0,0
202425,NAPC095002,SCUOLA SECONDARIA II GRADO,2,17,16,1,0,1
202425,RMPC455002,SCUOLA SECONDARIA II GRADO,4,4,4,0,0,0
202425,MC1E001003,SCUOLA PRIMARIA,1,23,23,0,0,0
202425,FR1E001009,SCUOLA PRIMARIA,4,32,31,1,0,1
202425,BSPM6Z500C,SCUOLA SECONDARIA II GRADO,2,21,17,4,2,2
202425,SSTD015004,SCUOLA SECONDARIA II GRADO,2,7,7,0,0,0
202425,MIPLGB500O,SCUOLA SECONDARIA II GRADO,2,22,21,1,0,1
202425,TPSD015003,SCUOLA SECONDARIA II GRADO,5,49,48,1,0,1
202425,LTPLCG500C,SCUOLA SECONDARIA II GRADO,5,23,21,2,1,1
202425,CSPM025005,SCUOLA SECONDARIA II GRADO,5,7,5,2,1,1
202425,MI1E017005,SCUOLA PRIMARIA,5,73,71,2,0,2
202425,MI1E016009,SCUOLA PRIMARIA,5,29,28,1,0,1
202425,BS1E01500B,SCUOLA PRIMARIA,5,39,36,3,0,3
202425,SAPM53500M,SCUOLA SECONDARIA II GRADO,2,4,4,0,0,0
202425,FI1E01800A,SCUOLA PRIMARIA,4,12,8,4,2,2
202425,MI1EES500O,SCUOLA PRIMARIA,3,37,35,2,0,2
202425,UD1E00300X,SCUOLA PRIMARIA,5,17,15,2,2,0
202425,RM1E02600C,SCUOLA PRIMARIA,2,64,62,2,0,2
202425,TO1E009006,SCUOLA PRIMARIA,4,40,38,2,2,0
202425,MI1M09300X,SCUOLA SECONDARIA I GRADO,1,30,19,11,0,11
202425,PATDAH500E,SCUOLA SECONDARIA II GRADO,4,2,2,0,0,0
202425,NAPS5M500T,SCUOLA SECONDARIA II GRADO,3,19,5,14,11,3
202425,RM1E056008,SCUOLA PRIMARIA,5,17,16,1,0,1
202425,BNTLN2500A,SCUOLA SECONDARIA II GRADO,2,2,2,0,0,0
202425,NA1E12300V,SCUOLA PRIMARIA,4,39,39,0,0,0
202425,MIPC09500C,SCUOLA SECONDARIA II GRADO,5,38,36,2,2,0
202425,RMPM17500R,SCUOLA SECONDARIA II GRADO,5,19,19,0,0,0
202425,TOPS76500T,SCUOLA SECONDARIA II GRADO,3,53,51,2,1,1
202425,MI1E00200B,SCUOLA PRIMARIA,5,21,21,0,0,0
202425,SATFU9500P,SCUOLA SECONDARIA II GRADO,3,8,8,0,0,0
202425,SAPMBS5006,SCUOLA SECONDARIA II GRADO,3,13,13,0,0,0
202425,BS1E00500R,SCUOLA PRIMARIA,2,31,27,4,1,3
202425,FI1E014003,SCUOLA PRIMARIA,2,20,19,1,0,1
202425,SIPS01500C,SCUOLA SECONDARIA II GRADO,2,13,11,2,0,2
202425,NARHR7500Q,SCUOLA SECONDARIA II GRADO,3,7,7,0,0,0
202425,RM1E06200G,SCUOLA PRIMARIA,3,24,23,1,0,1
202425,CE1E02100C,SCUOLA PRIMARIA,2,14,14,0,0,0
202425,TO1E012002,SCUOLA PRIMARIA,5,26,24,2,0,2
202425,CO1E00900A,SCUOLA PRIMARIA,4,19,18,1,0,1
202425,MI1M089008,SCUOLA SECONDARIA I GRADO,1,5,4,1,0,1
202425,RN1E00200T,SCUOLA PRIMARIA,1,15,13,2,0,2
202425,RN1E005009,SCUOLA PRIMARIA,3,42,42,0,0,0
202425,SATDG75005,SCUOLA SECONDARIA II GRADO,1,8,8,0,0,0
202425,TR1E00100P,SCUOLA PRIMARIA,5,11,8,3,0,3
202425,NA1E05900R,SCUOLA PRIMARIA,5,16,16,0,0,0
202425,RGRHH6500Z,SCUOLA SECONDARIA II GRADO,4,15,12,3,2,1
202425,RE1E00300T,SCUOLA PRIMARIA,4,38,36,2,0,2
202425,CE1ECZ5004,SCUOLA PRIMARIA,1,11,11,0,0,0
202425,SRPS52500Q,SCUOLA SECONDARIA II GRADO,4,6,6,0,0,0
202425,RMRF00500V,SCUOLA SECONDARIA II GRADO,1,2,2,0,0,0
202425,VE1E00200Q,SCUOLA PRIMARIA,4,21,21,0,0,0
202425,RM1E5U5009,SCUOLA PRIMARIA,4,6,6,0,0,0
202425,MI1E033003,SCUOLA PRIMARIA,2,25,24,1,0,1
202425,CLTDMD5006,SCUOLA SECONDARIA II GRADO,5,61,59,2,0,2
202425,RM1ERB5004,SCUOLA PRIMARIA,4,10,9,1,1,0
202425,RM1E03800P,SCUOLA PRIMARIA,1,4,2,2,0,2
202425,CTSD015003,SCUOLA SECONDARIA II GRADO,5,27,26,1,1,0
202425,MBPSUD500O,SCUOLA SECONDARIA II GRADO,5,19,19,0,0,0
202425,MI1M05300D,SCUOLA SECONDARIA I GRADO,3,21,18,3,0,3
202425,VAPMCL500Q,SCUOLA SECONDARIA II GRADO,3,26,26,0,0,0
202425,FEPLUM500O,SCUOLA SECONDARIA II GRADO,1,14,12,2,0,2
202425,PRPSNN500M,SCUOLA SECONDARIA II GRADO,4,6,6,0,0,0
202425,CERH00500D,SCUOLA SECONDARIA II GRADO,2,13,13,0,0,0
202425,AP1E005007,SCUOLA PRIMARIA,5,24,21,3,0,3
202425,GE1M02500G,SCUOLA SECONDARIA I GRADO,3,23,21,2,0,2
202425,PG1M00500G,SCUOLA SECONDARIA I GRADO,1,2,1,1,1,0
202425,VE1E013006,SCUOLA PRIMARIA,3,24,22,2,0,2
202425,AVTD06500A,SCUOLA SECONDARIA II GRADO,3,3,3,0,0,0
202425,LCRC4F500Q,SCUOLA SECONDARIA II GRADO,2,23,20,3,0,3
202425,BLPSMD500A,SCUOLA SECONDARIA II GRADO,2,10,10,0,0,0
202425,RMPC33500X,SCUOLA SECONDARIA II GRADO,3,12,10,2,1,1
202425,CO1E012006,SCUOLA PRIMARIA,2,21,20,1,0,1
202425,BO1M001004,SCUOLA SECONDARIA I GRADO,3,42,42,0,0,0
202425,VTPM7D500R,SCUOLA SECONDARIA II GRADO,3,11,11,0,0,0
202425,MI1E06600A,SCUOLA PRIMARIA,3,47,45,2,1,1
202425,NA1E11000R,SCUOLA PRIMARIA,5,24,23,1,0,1
202425,NA1E05900R,SCUOLA PRIMARIA,1,13,13,0,0,0
202425,NAPMTL5004,SCUOLA SECONDARIA II GRADO,4,8,8,0,0,0
202425,NA1E247008,SCUOLA PRIMARIA,3,12,11,1,0,1
202425,CA1E01400V,SCUOLA PRIMARIA,4,21,21,0,0,0
202425,RM1E113007,SCUOLA PRIMARIA,3,9,9,0,0,0
202425,BG1M01900B,SCUOLA SECONDARIA I GRADO,3,65,61,4,1,3
202425,TOPSA6500N,SCUOLA SECONDARIA II GRADO,3,10,10,0,0,0
202425,BOPS05500C,SCUOLA SECONDARIA II GRADO,1,20,18,2,0,2
202425,VR1EEF5000,SCUOLA PRIMARIA,2,37,37,0,0,0
202425,BGPSQZ500T,SCUOLA SECONDARIA II GRADO,2,16,15,1,1,0
202425,MI1ETG500L,SCUOLA PRIMARIA,1,6,6,0,0,0
202425,NA1E17500G,SCUOLA PRIMARIA,4,10,7,3,1,2
202425,RO1E00300A,SCUOLA PRIMARIA,4,22,22,0,0,0
202425,TO1E02700Q,SCUOLA PRIMARIA,4,50,40,10,2,8
202425,NATFP25004,SCUOLA SECONDARIA II GRADO,3,2,1,1,0,1
202425,NARFZO500E,SCUOLA SECONDARIA II GRADO,2,7,7,0,0,0
202425,BO1E00400A,SCUOLA PRIMARIA,3,14,12,2,0,2
202425,TARI00500A,SCUOLA SECONDARIA II GRADO,3,1,1,0,0,0
202425,RMPS97500P,SCUOLA SECONDARIA II GRADO,4,20,20,0,0,0
202425,RM1E12300T,SCUOLA PRIMARIA,2,52,49,3,1,2
202425,CETD43500Q,SCUOLA SECONDARIA II GRADO,5,62,58,4,2,2
202425,RMPS285007,SCUOLA SECONDARIA II GRADO,4,12,12,0,0,0
202425,FI1E01700E,SCUOLA PRIMARIA,3,33,28,5,0,5
202425,SATNV3500O,SCUOLA SECONDARIA II GRADO,4,2,2,0,0,0
202425,RC1E00800Q,SCUOLA PRIMARIA,1,13,12,1,0,1
202425,NA1E198008,SCUOLA PRIMARIA,2,15,15,0,0,0
202425,CE1E00600A,SCUOLA PRIMARIA,4,21,19,2,2,0
202425,NATNIZ500M,SCUOLA SECONDARIA II GRADO,2,4,4,0,0,0
202425,CE1E043009,SCUOLA PRIMARIA,1,12,12,0,0,0
202425,RNRCCE500C,SCUOLA SECONDARIA II GRADO,5,23,16,7,0,7
202425,CO1E00700P,SCUOLA PRIMARIA,2,48,45,3,1,2
202425,MI1M07300P,SCUOLA SECONDARIA I GRADO,1,87,83,4,0,4
202425,BA1E01000P,SCUOLA PRIMARIA,4,24,23,1,0,1
202425,RM1E206001,SCUOLA PRIMARIA,3,22,21,1,1,0
202425,MESD01500T,SCUOLA SECONDARIA II GRADO,2,17,17,0,0,0
202425,CTPL00500R,SCUOLA SECONDARIA II GRADO,1,1,1,0,0,0
202425,CORH005002,SCUOLA SECONDARIA II GRADO,2,22,19,3,0,3
202425,RMTB035009,SCUOLA SECONDARIA II GRADO,4,47,36,11,5,6
202425,BT1E018009,SCUOLA PRIMARIA,2,59,59,0,0,0
202425,FGRHSR500L,SCUOLA SECONDARIA II GRADO,3,7,6,1,1,0
202425,NATDAT500E,SCUOLA SECONDARIA II GRADO,1,8,8,0,0,0
202425,NA1E127006,SCUOLA PRIMARIA,1,37,36,1,0,1
202425,CE1E002003,SCUOLA PRIMARIA,3,25,24,1,0,1
202425,FIPCI25001,SCUOLA SECONDARIA II GRADO,3,22,21,1,1,0
202425,PVRFL2500T,SCUOLA SECONDARIA II GRADO,5,13,12,1,0,1
202425,VRPMPR500A,SCUOLA SECONDARIA II GRADO,2,24,23,1,1,0
202425,VAPS785001,SCUOLA SECONDARIA II GRADO,2,22,20,2,0,2
202425,TVPMRQ500V,SCUOLA SECONDARIA II GRADO,4,23,23,0,0,0
202425,VR1M01100B,SCUOLA SECONDARIA I GRADO,1,20,19,1,0,1
202425,NA1E07000G,SCUOLA PRIMARIA,4,20,18,2,0,2
202425,BG1E01500V,SCUOLA PRIMARIA,3,28,26,2,1,1
202425,COPCCE5008,SCUOLA SECONDARIA II GRADO,4,17,13,4,0,4
202425,GE1E03700L,SCUOLA PRIMARIA,5,25,23,2,1,1
202425,PRPS4I500E,SCUOLA SECONDARIA II GRADO,2,22,21,1,0,1
202425,VI1M01200V,SCUOLA SECONDARIA I GRADO,3,36,36,0,0,0
202425,VI1M01500A,SCUOLA SECONDARIA I GRADO,2,5,4,1,0,1
202425,MBPS345002,SCUOLA SECONDARIA II GRADO,5,24,24,0,0,0
202425,VEPS015003,SCUOLA SECONDARIA II GRADO,5,21,21,0,0,0
202425,RM1EGU500T,SCUOLA PRIMARIA,3,48,47,1,0,1
202425,PA1E035005,SCUOLA PRIMARIA,3,51,51,0,0,0
202425,NA1E01700P,SCUOLA PRIMARIA,3,32,32,0,0,0
202425,LC1M05000X,SCUOLA SECONDARIA I GRADO,1,43,43,0,0,0
202425,SARHTF500G,SCUOLA SECONDARIA II GRADO,1,9,9,0,0,0
202425,RM1E16700G,SCUOLA PRIMARIA,4,23,23,0,0,0
202425,TV1M00900Q,SCUOLA SECONDARIA I GRADO,3,36,36,0,0,0
202425,FE1E004005,SCUOLA PRIMARIA,5,24,24,0,0,0
202425,KR1M00100A,SCUOLA SECONDARIA I GRADO,3,17,13,4,3,1
202425,BS1E002009,SCUOLA PRIMARIA,2,24,23,1,0,1
202425,RM1E15400D,SCUOLA PRIMARIA,5,14,13,1,1,0
202425,CSPMMV500S,SCUOLA SECONDARIA II GRADO,1,18,18,0,0,0
202425,RM1E065003,SCUOLA PRIMARIA,3,17,17,0,0,0
202425,RM1E014006,SCUOLA PRIMARIA,4,26,26,0,0,0
202425,PD1E012008,SCUOLA PRIMARIA,5,34,34,0,0,0
202425,RMTD51500B,SCUOLA SECONDARIA II GRADO,4,16,16,0,0,0
202425,NATFGP5005,SCUOLA SECONDARIA II GRADO,5,30,30,0,0,0
202425,AGTD00500C,SCUOLA SECONDARIA II GRADO,2,4,4,0,0,0
202425,NARFA35009,SCUOLA SECONDARIA II GRADO,1,2,2,0,0,0
202425,VAPSZC500T,SCUOLA SECONDARIA II GRADO,5,25,25,0,0,0
202425,NA1E11600Q,SCUOLA PRIMARIA,1,24,24,0,0,0
202425,LU1E00600G,SCUOLA PRIMARIA,1,23,21,2,1,1
202425,RGTD04500G,SCUOLA SECONDARIA II GRADO,3,4,4,0,0,0
202425,RGTD105002,SCUOLA SECONDARIA II GRADO,4,3,3,0,0,0
202425,RMPSAD500D,SCUOLA SECONDARIA II GRADO,1,28,26,2,1,1
202425,BG1M02500P,SCUOLA SECONDARIA I GRADO,3,14,14,0,0,0
202425,RMPST6500P,SCUOLA SECONDARIA II GRADO,1,12,12,0,0,0
202425,RARI015004,SCUOLA SECONDARIA II GRADO,5,7,7,0,0,0
202425,SATDST500C,SCUOLA SECONDARIA II GRADO,5,57,54,3,0,3
202425,PVPL02500T,SCUOLA SECONDARIA II GRADO,5,16,16,0,0,0
202425,NO1M001009,SCUOLA SECONDARIA I GRADO,1,75,72,3,1,2
202425,MISL04500B,SCUOLA SECONDARIA II GRADO,2,55,53,2,1,1
202425,BS1EUE5000,SCUOLA PRIMARIA,5,10,10,0,0,0
202425,FR1M00200A,SCUOLA SECONDARIA I GRADO,1,17,16,1,0,1
202425,RM1E199003,SCUOLA PRIMARIA,1,8,8,0,0,0
202425,NARFFC500D,SCUOLA SECONDARIA II GRADO,2,3,3,0,0,0
202425,NATL145007,SCUOLA SECONDARIA II GRADO,5,15,15,0,0,0
202425,VR1M013003,SCUOLA SECONDARIA I GRADO,1,84,80,4,1,3
202425,RM1E01200E,SCUOLA PRIMARIA,2,27,27,0,0,0
202425,AP1E00200Q,SCUOLA PRIMARIA,4,15,14,1,0,1
202425,MCPM00500L,SCUOLA SECONDARIA II GRADO,2,12,12,0,0,0
202425,OR1E00100R,SCUOLA PRIMARIA,4,12,12,0,0,0
202425,RETDVV500C,SCUOLA SECONDARIA II GRADO,1,19,17,2,0,2
202425,VE1M001005,SCUOLA SECONDARIA I GRADO,3,11,10,1,0,1
202425,MIPS1R500A,SCUOLA SECONDARIA II GRADO,1,43,43,0,0,0
202425,BRTD04500A,SCUOLA SECONDARIA II GRADO,2,4,4,0,0,0
202425,IM1E00400R,SCUOLA PRIMARIA,4,22,19,3,0,3
202425,NA1E04800A,SCUOLA PRIMARIA,5,28,28,0,0,0
