ANNOSCOLASTICO,CODICESCUOLA,ORDINESCUOLA,ANNOCORSOCLASSE,CLASSI,ALUNNIMASCHI,ALUNNIFEMMINE
202425,TORI04702D,SCUOLA SECONDARIA II GRADO,3,3,58,0
202425,KRMM83302A,SCUOLA SECONDARIA I GRADO,1,2,12,16
202425,CSMM815011,SCUOLA SECONDARIA I GRADO,3,2,12,15
202425,SVRI003012,SCUOLA SECONDARIA II GRADO,3,3,36,19
202425,FGMM88301D,SCUOLA SECONDARIA I GRADO,1,2,21,12
202425,VTEE822055,SCUOLA PRIMARIA,2,1,4,7
202425,REEE84101A,SCUOLA PRIMARIA,2,2,20,30
202425,NAEE8GC03V,SCUOLA PRIMARIA,3,1,10,13
202425,PAEE8BQ01Q,SCUOLA PRIMARIA,3,2,18,13
202425,LCEE81901C,SCUOLA PRIMARIA,1,2,21,12
202425,LEEE881019,SCUOLA PRIMARIA,1,2,15,13
202425,NUEE82301X,SCUOLA PRIMARIA,1,1,10,11
202425,PAMM817029,SCUOLA SECONDARIA I GRADO,1,1,4,10
202425,CEEE8AR016,SCUOLA PRIMARIA,1,5,45,43
202425,PVEE81201D,SCUOLA PRIMARIA,3,2,18,15
202425,VIEE87001B,SCUOLA PRIMARIA,2,2,13,18
202425,PCEE81201B,SCUOLA PRIMARIA,2,2,21,18
202425,VIEE81501V,SCUOLA PRIMARIA,2,2,19,29
202425,PNEE83302E,SCUOLA PRIMARIA,2,2,17,14
202425,RMEE8AD032,SCUOLA PRIMARIA,2,2,13,16
202425,FREE82601B,SCUOLA PRIMARIA,5,2,20,19
202425,SOEE801018,SCUOLA PRIMARIA,3,2,17,21
202425,CNRC002513,SCUOLA SECONDARIA II GRADO,5,1,6,13
202425,BGEE82301G,SCUOLA PRIMARIA,4,3,38,25
202425,PDRH00901C,SCUOLA SECONDARIA II GRADO,4,3,33,18
202425,NAPM079019,SCUOLA SECONDARIA II GRADO,3,4,25,74
202425,NATN14101C,SCUOLA SECONDARIA II GRADO,1,1,10,11
202425,CEEE80801Q,SCUOLA PRIMARIA,1,1,7,8
202425,MISL011019,SCUOLA SECONDARIA II GRADO,4,4,15,78
202425,TVEE84401G,SCUOLA PRIMARIA,1,1,9,4
202425,MIEE8EK027,SCUOLA PRIMARIA,3,1,10,9
202425,UDRC00402G,SCUOLA SECONDARIA II GRADO,2,1,18,6
202425,BRMM82701V,SCUOLA SECONDARIA I GRADO,3,4,36,42
202425,NAEE8G002A,SCUOLA PRIMARIA,4,2,21,15
202425,GEEE85604V,SCUOLA PRIMARIA,5,2,16,17
202425,LUEE81803N,SCUOLA PRIMARIA,3,1,14,10
202425,MIEE836018,SCUOLA PRIMARIA,4,3,27,24
202425,SOEE82005T,SCUOLA PRIMARIA,4,2,27,13
202425,BAEE846028,SCUOLA PRIMARIA,2,1,8,11
202425,PGTF003013,SCUOLA SECONDARIA II GRADO,3,2,30,1
202425,NUEE86202G,SCUOLA PRIMARIA,2,2,10,16
202425,CTEE81902D,SCUOLA PRIMARIA,2,1,11,6
202425,SREE838023,SCUOLA PRIMARIA,2,1,10,7
202425,CLTA00901P,SCUOLA SECONDARIA II GRADO,3,2,23,3
202425,UDEE81202D,SCUOLA PRIMARIA,5,1,3,3
202425,TOEE80601C,SCUOLA PRIMARIA,1,1,7,8
202425,PGEE82201T,SCUOLA PRIMARIA,3,1,11,11
202425,VCMM808016,SCUOLA SECONDARIA I GRADO,1,3,25,24
202425,MIEE8C303V,SCUOLA PRIMARIA,3,2,24,19
202425,MITD57000B,SCUOLA SECONDARIA II GRADO,5,8,75,70
202425,BREE83801A,SCUOLA PRIMARIA,4,3,35,26
202425,RMEE8G7024,SCUOLA PRIMARIA,2,1,13,10
202425,RMMM818016,SCUOLA SECONDARIA I GRADO,2,11,115,93
202425,RMEE8FV01R,SCUOLA PRIMARIA,5,2,17,17
202425,BOEE88102E,SCUOLA PRIMARIA,2,3,39,33
202425,BSEE881014,SCUOLA PRIMARIA,1,1,8,13
202425,COMM81901N,SCUOLA SECONDARIA I GRADO,2,2,18,20
202425,AQPM012018,SCUOLA SECONDARIA II GRADO,3,9,19,139
202425,PGRH028013,SCUOLA SECONDARIA II GRADO,1,5,43,53
202425,PARA014021,SCUOLA SECONDARIA II GRADO,4,2,23,11
202425,TOEE86301L,SCUOLA PRIMARIA,5,1,10,4
202425,GEEE820044,SCUOLA PRIMARIA,1,1,6,3
202425,LOMM80702X,SCUOLA SECONDARIA I GRADO,1,1,11,12
202425,APEE82201P,SCUOLA PRIMARIA,2,2,21,23
202425,PIPS02000A,SCUOLA SECONDARIA II GRADO,2,8,100,96
202425,VIEE82402P,SCUOLA PRIMARIA,2,1,9,14
202425,AQTD01901T,SCUOLA SECONDARIA II GRADO,2,1,13,7
202425,PDEE86001B,SCUOLA PRIMARIA,2,3,25,37
202425,BGEE8AB026,SCUOLA PRIMARIA,1,1,10,9
202425,PIPS04000G,SCUOLA SECONDARIA II GRADO,3,11,139,115
202425,BGEE826035,SCUOLA PRIMARIA,1,1,15,10
202425,CREE82102V,SCUOLA PRIMARIA,4,1,6,11
202425,NAPS046011,SCUOLA SECONDARIA II GRADO,5,5,37,58
202425,LEMM8AR01L,SCUOLA SECONDARIA I GRADO,1,6,79,64
202425,GREE82101C,SCUOLA PRIMARIA,3,2,12,16
202425,COEE84201Q,SCUOLA PRIMARIA,2,1,7,10
202425,PNTD00601D,SCUOLA SECONDARIA II GRADO,3,2,31,20
202425,CEMM83801E,SCUOLA SECONDARIA I GRADO,3,6,51,42
202425,PZEE84103N,SCUOLA PRIMARIA,1,1,5,10
202425,IMEE82001C,SCUOLA PRIMARIA,7,1,8,6
202425,BSMM85404T,SCUOLA SECONDARIA I GRADO,2,1,8,4
202425,RMEE8CC019,SCUOLA PRIMARIA,2,4,44,37
202425,CHRI00701A,SCUOLA SECONDARIA II GRADO,2,2,21,20
202425,MEEE83901C,SCUOLA PRIMARIA,2,2,15,20
202425,LEEE89101X,SCUOLA PRIMARIA,2,3,32,21
202425,LCTL013018,SCUOLA SECONDARIA II GRADO,1,2,34,11
202425,SARC12000G,SCUOLA SECONDARIA II GRADO,5,1,4,10
202425,CZEE87403Q,SCUOLA PRIMARIA,7,2,15,12
202425,SVEE805032,SCUOLA PRIMARIA,3,1,3,7
202425,PETF00301C,SCUOLA SECONDARIA II GRADO,5,4,44,20
202425,LTEE81403V,SCUOLA PRIMARIA,3,1,9,3
202425,CAMM84701V,SCUOLA SECONDARIA I GRADO,3,3,29,32
202425,CZEE82301R,SCUOLA PRIMARIA,3,1,10,10
202425,MTEE82101D,SCUOLA PRIMARIA,4,2,16,18
202425,MBSL06301V,SCUOLA SECONDARIA II GRADO,4,1,5,12
202425,VIEE87901T,SCUOLA PRIMARIA,4,2,24,19
202425,CSEE829043,SCUOLA PRIMARIA,1,1,4,0
202425,RMMM87301P,SCUOLA SECONDARIA I GRADO,2,3,33,32
202425,VREE86302N,SCUOLA PRIMARIA,3,1,13,5
202425,ALEE80806C,SCUOLA PRIMARIA,3,1,4,3
202425,CLEE823024,SCUOLA PRIMARIA,5,1,5,3
202425,CSEE8AT03C,SCUOLA PRIMARIA,1,1,6,8
202425,PREE818028,SCUOLA PRIMARIA,1,1,12,6
202425,SPEE808033,SCUOLA PRIMARIA,7,2,19,5
202425,MTPS01701A,SCUOLA SECONDARIA II GRADO,1,7,74,75
202425,PDMM84201R,SCUOLA SECONDARIA I GRADO,1,3,21,31
202425,PNEE83101T,SCUOLA PRIMARIA,1,2,15,19
202425,UDTD01301L,SCUOLA SECONDARIA II GRADO,2,2,19,28
202425,PCEE81703L,SCUOLA PRIMARIA,1,2,21,9
202425,SAEE01401C,SCUOLA PRIMARIA,4,2,16,20
202425,RMEE8BD02G,SCUOLA PRIMARIA,4,1,4,10
202425,CAMM87901A,SCUOLA SECONDARIA I GRADO,2,6,67,51
202425,RMMM8DR01T,SCUOLA SECONDARIA I GRADO,1,8,89,91
202425,SAEE87706Q,SCUOLA PRIMARIA,1,1,7,5
202425,NUEE87001D,SCUOLA PRIMARIA,4,1,9,12
202425,PDEE86504N,SCUOLA PRIMARIA,1,1,13,10
202425,BRPS030029,SCUOLA SECONDARIA II GRADO,1,3,7,50
202425,FIRI003014,SCUOLA SECONDARIA II GRADO,5,2,14,13
202425,NAEE8FQ02A,SCUOLA PRIMARIA,3,3,20,28
202425,MERA02401R,SCUOLA SECONDARIA II GRADO,4,3,35,21
202425,AQRI007011,SCUOLA SECONDARIA II GRADO,3,5,60,26
202425,RMTD01301C,SCUOLA SECONDARIA II GRADO,2,2,38,10
202425,TVEE85001V,SCUOLA PRIMARIA,2,1,11,6
202425,CEEE8BF019,SCUOLA PRIMARIA,3,5,51,35
202425,CAEE882017,SCUOLA PRIMARIA,4,1,2,5
202425,BAEE8AL021,SCUOLA PRIMARIA,1,3,24,30
202425,ROEE81605A,SCUOLA PRIMARIA,3,1,3,10
202425,ISPC003019,SCUOLA SECONDARIA II GRADO,1,3,23,38
202425,PZEE82006Q,SCUOLA PRIMARIA,5,1,6,7
202425,RAEE81901P,SCUOLA PRIMARIA,1,3,32,29
202425,RMEE8DJ03A,SCUOLA PRIMARIA,2,1,13,7
202425,VVMM80704G,SCUOLA SECONDARIA I GRADO,3,1,1,5
202425,NAMM8EM01A,SCUOLA SECONDARIA I GRADO,1,4,29,28
202425,BAEE87401B,SCUOLA PRIMARIA,4,5,58,33
202425,RMEE8FD022,SCUOLA PRIMARIA,5,2,20,12
202425,PNEE81103P,SCUOLA PRIMARIA,2,3,30,31
202425,FRMM83801L,SCUOLA SECONDARIA I GRADO,3,3,33,33
202425,TVRA018015,SCUOLA SECONDARIA II GRADO,5,2,26,3
202425,PCTD07000P,SCUOLA SECONDARIA II GRADO,5,1,4,12
202425,MCMM80601V,SCUOLA SECONDARIA I GRADO,1,1,6,8
202425,MOMM83401R,SCUOLA SECONDARIA I GRADO,2,4,49,51
202425,NAEE8BM01G,SCUOLA PRIMARIA,5,3,33,16
202425,RAPS01000Q,SCUOLA SECONDARIA II GRADO,4,11,114,136
202425,GEEE81401N,SCUOLA PRIMARIA,4,1,7,11
202425,VAEE866012,SCUOLA PRIMARIA,3,2,27,21
202425,FIEE82903L,SCUOLA PRIMARIA,3,2,15,13
202425,FIEE840019,SCUOLA PRIMARIA,5,2,19,21
202425,GEPS01000T,SCUOLA SECONDARIA II GRADO,1,3,45,28
202425,CTPS040009,SCUOLA SECONDARIA II GRADO,2,15,200,148
202425,GREE81901C,SCUOLA PRIMARIA,5,2,15,11
202425,BLMM82003Q,SCUOLA SECONDARIA I GRADO,1,1,13,8
202425,ANMM842018,SCUOLA SECONDARIA I GRADO,2,5,55,51
202425,PDMM839022,SCUOLA SECONDARIA I GRADO,1,2,25,15
202425,LUEE844047,SCUOLA PRIMARIA,4,1,9,6
202425,BATD02000A,SCUOLA SECONDARIA II GRADO,5,9,87,55
202425,UDEE86105T,SCUOLA PRIMARIA,4,1,8,3
202425,SAEE8AA021,SCUOLA PRIMARIA,2,1,14,6
202425,BSEE88301Q,SCUOLA PRIMARIA,2,3,30,31
202425,BNEE82603A,SCUOLA PRIMARIA,2,1,9,5
202425,FREE81601R,SCUOLA PRIMARIA,4,2,18,20
202425,BLEE82101E,SCUOLA PRIMARIA,3,1,6,13
202425,UDEE86002V,SCUOLA PRIMARIA,1,2,18,21
202425,RMEE8BT01T,SCUOLA PRIMARIA,5,4,49,42
202425,BGEE86401T,SCUOLA PRIMARIA,1,1,3,7
202425,FOEE82401L,SCUOLA PRIMARIA,5,2,18,24
202425,PGPS02000N,SCUOLA SECONDARIA II GRADO,4,11,125,112
202425,PAEE847026,SCUOLA PRIMARIA,4,2,15,24
202425,LIEE80302C,SCUOLA PRIMARIA,4,1,5,1
202425,LUTD02301B,SCUOLA SECONDARIA II GRADO,5,4,29,34
202425,CEEE8BH022,SCUOLA PRIMARIA,1,4,30,29
202425,PEEE81101R,SCUOLA PRIMARIA,5,1,11,12
202425,NAMM8BQ01T,SCUOLA SECONDARIA I GRADO,2,6,68,55
202425,LOEE81602Q,SCUOLA PRIMARIA,2,2,20,13
202425,PDMM840026,SCUOLA SECONDARIA I GRADO,2,2,28,22
202425,ATTF007013,SCUOLA SECONDARIA II GRADO,5,1,15,2
202425,BOEE853019,SCUOLA PRIMARIA,4,2,22,24
202425,CEEE886011,SCUOLA PRIMARIA,2,2,20,16
202425,BSEE886028,SCUOLA PRIMARIA,5,1,8,12
202425,GOEE80301Q,SCUOLA PRIMARIA,5,2,26,21
202425,CZEE84002G,SCUOLA PRIMARIA,5,3,22,30
202425,TSEE807031,SCUOLA PRIMARIA,4,1,6,4
202425,SRRC017012,SCUOLA SECONDARIA II GRADO,2,3,43,28
202425,SAEE8CC01R,SCUOLA PRIMARIA,1,2,15,25
202425,REEE84001E,SCUOLA PRIMARIA,3,1,7,11
202425,NAEE218013,SCUOLA PRIMARIA,3,2,19,12
202425,VBMM812017,SCUOLA SECONDARIA I GRADO,2,2,26,16
202425,BGMM85902A,SCUOLA SECONDARIA I GRADO,2,4,32,54
202425,PEEE822017,SCUOLA PRIMARIA,1,2,14,20
202425,TOEE8A902G,SCUOLA PRIMARIA,1,3,29,20
202425,ORMM803015,SCUOLA SECONDARIA I GRADO,3,1,15,11
202425,CNTF017022,SCUOLA SECONDARIA II GRADO,1,15,297,43
202425,BGMM85202G,SCUOLA SECONDARIA I GRADO,3,3,33,42
202425,PVMM80801R,SCUOLA SECONDARIA I GRADO,1,3,23,31
202425,NAPC33001V,SCUOLA SECONDARIA II GRADO,5,3,5,64
202425,LUEE83802T,SCUOLA PRIMARIA,3,2,20,26
202425,CBPS070003,SCUOLA SECONDARIA II GRADO,4,4,56,35
202425,NARI01002C,SCUOLA SECONDARIA II GRADO,4,4,22,37
202425,PREE835022,SCUOLA PRIMARIA,5,2,17,25
202425,CBEE823012,SCUOLA PRIMARIA,5,2,25,16
202425,KREE813037,SCUOLA PRIMARIA,5,3,32,26
202425,RCEE83701D,SCUOLA PRIMARIA,3,2,24,16
202425,RMRH061504,SCUOLA SECONDARIA II GRADO,5,1,9,6
202425,LOTA01000L,SCUOLA SECONDARIA II GRADO,2,6,60,43
202425,RMTD008011,SCUOLA SECONDARIA II GRADO,3,8,93,71
202425,BNPM003015,SCUOLA SECONDARIA II GRADO,1,6,31,105
202425,NUMM87002D,SCUOLA SECONDARIA I GRADO,3,1,6,10
202425,VREE860015,SCUOLA PRIMARIA,3,2,22,23
202425,ANMM83201N,SCUOLA SECONDARIA I GRADO,1,6,77,65
202425,CEPC10000A,SCUOLA SECONDARIA II GRADO,5,4,21,50
202425,SAMM8BL048,SCUOLA SECONDARIA I GRADO,2,1,3,3
202425,CTTF043508,SCUOLA SECONDARIA II GRADO,2,2,28,32
202425,RAEE82302B,SCUOLA PRIMARIA,2,1,10,8
202425,PGEE83803D,SCUOLA PRIMARIA,2,1,10,7
202425,VBTD00301T,SCUOLA SECONDARIA II GRADO,3,2,9,15
202425,PDEE86003D,SCUOLA PRIMARIA,5,1,10,10
202425,CEEE8AD057,SCUOLA PRIMARIA,2,1,9,8
202425,PEPS01000C,SCUOLA SECONDARIA II GRADO,2,13,149,133
202425,GEEE817015,SCUOLA PRIMARIA,5,2,20,20
202425,NAEE8BE03D,SCUOLA PRIMARIA,4,1,5,10
202425,UDEE843014,SCUOLA PRIMARIA,2,2,17,25
202425,TPEE84103Q,SCUOLA PRIMARIA,1,1,12,7
202425,AGEE851031,SCUOLA PRIMARIA,5,2,15,18
202425,BGEE83503X,SCUOLA PRIMARIA,3,4,46,36
202425,LIEE81602E,SCUOLA PRIMARIA,5,1,6,8
202425,AVMM88302L,SCUOLA SECONDARIA I GRADO,2,2,11,16
202425,SOEE81802P,SCUOLA PRIMARIA,5,1,12,4
202425,RGPM00401G,SCUOLA SECONDARIA II GRADO,5,8,56,124
202425,LEEE85001N,SCUOLA PRIMARIA,4,4,37,31
202425,LUTD01401L,SCUOLA SECONDARIA II GRADO,3,3,32,22
202425,TOEE85402V,SCUOLA PRIMARIA,1,1,12,8
202425,VAEE853021,SCUOLA PRIMARIA,5,2,25,25
202425,MIEE8EE01N,SCUOLA PRIMARIA,1,5,48,45
202425,PSEE81801P,SCUOLA PRIMARIA,4,3,28,19
202425,NUEE87103B,SCUOLA PRIMARIA,2,1,8,7
202425,SAMM816012,SCUOLA SECONDARIA I GRADO,2,1,9,15
202425,REEE83102R,SCUOLA PRIMARIA,2,1,7,9
202425,CREE825037,SCUOLA PRIMARIA,3,1,8,11
202425,LUEE84305C,SCUOLA PRIMARIA,5,2,12,18
202425,GREE830017,SCUOLA PRIMARIA,2,2,21,23
202425,CAEE88707L,SCUOLA PRIMARIA,5,1,6,4
202425,CNEE821034,SCUOLA PRIMARIA,7,2,14,9
202425,MOEE82303D,SCUOLA PRIMARIA,1,2,15,14
202425,NAPM023019,SCUOLA SECONDARIA II GRADO,3,3,15,25
202425,RMEE820017,SCUOLA PRIMARIA,5,1,5,10
202425,CZTF00701D,SCUOLA SECONDARIA II GRADO,3,2,17,12
202425,NAMM80301D,SCUOLA SECONDARIA I GRADO,3,2,17,20
202425,MEEE8AE01X,SCUOLA PRIMARIA,4,2,18,12
202425,BSEE802013,SCUOLA PRIMARIA,3,2,15,10
202425,ATEE817013,SCUOLA PRIMARIA,1,1,13,9
202425,PTEE82002V,SCUOLA PRIMARIA,3,3,28,26
202425,TVMM87801N,SCUOLA SECONDARIA I GRADO,3,5,52,59
202425,NAEE8DY014,SCUOLA PRIMARIA,3,2,22,17
202425,CSMM887042,SCUOLA SECONDARIA I GRADO,3,1,4,3
202425,VBEE820017,SCUOLA PRIMARIA,4,1,10,10
202425,TVEE81501G,SCUOLA PRIMARIA,5,2,16,19
202425,PZEE87104E,SCUOLA PRIMARIA,3,1,10,6
202425,CREE809017,SCUOLA PRIMARIA,2,2,24,15
202425,RMTD03150A,SCUOLA SECONDARIA II GRADO,5,1,18,19
202425,CSEE89603R,SCUOLA PRIMARIA,1,3,16,20
202425,PREE81605Q,SCUOLA PRIMARIA,1,1,7,3
202425,APRH00201Q,SCUOLA SECONDARIA II GRADO,3,2,28,15
202425,NASL010002,SCUOLA SECONDARIA II GRADO,4,9,43,120
202425,RMMM833018,SCUOLA SECONDARIA I GRADO,1,5,54,56
202425,RMPM02601Q,SCUOLA SECONDARIA II GRADO,1,9,49,162
202425,BSTF013014,SCUOLA SECONDARIA II GRADO,5,3,51,2
202425,BOEE81301V,SCUOLA PRIMARIA,3,3,32,32
202425,MIPS02201V,SCUOLA SECONDARIA II GRADO,5,5,59,51
202425,BNPS010006,SCUOLA SECONDARIA II GRADO,3,10,107,100
202425,CHTF01201P,SCUOLA SECONDARIA II GRADO,2,8,134,23
202425,CNEE818038,SCUOLA PRIMARIA,4,1,12,8
202425,NAEE34402D,SCUOLA PRIMARIA,1,3,33,30
202425,PAEE8AH026,SCUOLA PRIMARIA,2,2,15,7
202425,NAEE8FX01D,SCUOLA PRIMARIA,1,1,9,4
202425,RMEE8AK03A,SCUOLA PRIMARIA,5,5,46,44
202425,CSMM877018,SCUOLA SECONDARIA I GRADO,3,1,5,15
202425,APPS002012,SCUOLA SECONDARIA II GRADO,3,2,21,14
202425,AGMM841017,SCUOLA SECONDARIA I GRADO,1,5,44,45
202425,GEEE83501P,SCUOLA PRIMARIA,4,2,19,19
202425,ANMM82401P,SCUOLA SECONDARIA I GRADO,2,2,23,30
202425,RARH01151Q,SCUOLA SECONDARIA II GRADO,5,1,8,10
202425,MIPS06101D,SCUOLA SECONDARIA II GRADO,3,6,40,82
202425,BNPC01401B,SCUOLA SECONDARIA II GRADO,2,1,6,11
202425,VIEE826019,SCUOLA PRIMARIA,2,1,7,7
202425,TVEE83203B,SCUOLA PRIMARIA,2,1,14,10
202425,MCEE82403G,SCUOLA PRIMARIA,2,1,9,13
202425,VRMM859021,SCUOLA SECONDARIA I GRADO,3,3,37,37
202425,FGRI021011,SCUOLA SECONDARIA II GRADO,1,1,5,11
202425,VREE89203P,SCUOLA PRIMARIA,1,2,19,12
202425,CNEE80703T,SCUOLA PRIMARIA,3,1,16,6
202425,CREE81402Q,SCUOLA PRIMARIA,5,1,8,4
202425,APEE806051,SCUOLA PRIMARIA,1,1,6,4
202425,RAMM80501Q,SCUOLA SECONDARIA I GRADO,2,6,68,54
202425,VRMM882011,SCUOLA SECONDARIA I GRADO,3,7,76,68
202425,GREE815059,SCUOLA PRIMARIA,7,2,12,13
202425,CNEE854019,SCUOLA PRIMARIA,4,2,13,20
202425,TOEE895025,SCUOLA PRIMARIA,3,1,11,11
202425,AGEE844061,SCUOLA PRIMARIA,5,1,6,8
202425,MBEE8E001B,SCUOLA PRIMARIA,3,3,27,37
202425,MIEE8DQ02G,SCUOLA PRIMARIA,5,3,20,33
202425,LEEE88102A,SCUOLA PRIMARIA,4,1,13,12
202425,PREE81501Q,SCUOLA PRIMARIA,7,2,17,9
202425,AREE813015,SCUOLA PRIMARIA,2,1,11,3
202425,CSMM87401R,SCUOLA SECONDARIA I GRADO,1,3,24,24
202425,CTEE8AZ06N,SCUOLA PRIMARIA,3,1,6,9
202425,LISL002011,SCUOLA SECONDARIA II GRADO,5,2,14,35
202425,RMEE8FE01R,SCUOLA PRIMARIA,2,4,34,36
202425,MITF390005,SCUOLA SECONDARIA II GRADO,1,8,175,34
202425,RGEE811026,SCUOLA PRIMARIA,2,2,19,15
202425,TOEE86301L,SCUOLA PRIMARIA,7,1,6,4
202425,PGEE00207X,SCUOLA PRIMARIA,3,2,19,20
202425,SSEE856035,SCUOLA PRIMARIA,2,1,13,5
202425,LUMM82601D,SCUOLA SECONDARIA I GRADO,2,1,4,11
202425,MNEE806033,SCUOLA PRIMARIA,3,1,5,8
202425,FIEE821021,SCUOLA PRIMARIA,5,2,24,27
202425,OREE820021,SCUOLA PRIMARIA,1,1,5,12
202425,AVTF07050D,SCUOLA SECONDARIA II GRADO,5,2,24,2
202425,MOMM81302R,SCUOLA SECONDARIA I GRADO,1,2,14,18
202425,PDEE85602R,SCUOLA PRIMARIA,2,1,9,5
202425,TAEE86802T,SCUOLA PRIMARIA,5,1,12,6
202425,RMMM8EA01T,SCUOLA SECONDARIA I GRADO,1,8,83,70
202425,REEE84401T,SCUOLA PRIMARIA,5,1,6,6
202425,CAMM84802Q,SCUOLA SECONDARIA I GRADO,1,1,9,4
202425,RMPS330022,SCUOLA SECONDARIA II GRADO,2,3,28,38
202425,RMPM123015,SCUOLA SECONDARIA II GRADO,5,1,6,11
202425,BSEE81204R,SCUOLA PRIMARIA,5,3,24,27
202425,SVTL00101B,SCUOLA SECONDARIA II GRADO,5,5,42,47
202425,RMEE85802P,SCUOLA PRIMARIA,2,1,11,6
202425,LOMM80701V,SCUOLA SECONDARIA I GRADO,3,1,12,8
202425,SSEE813048,SCUOLA PRIMARIA,5,1,4,14
202425,BRPM04000V,SCUOLA SECONDARIA II GRADO,1,11,74,180
202425,PGEE04208B,SCUOLA PRIMARIA,5,1,6,11
202425,RCPS016011,SCUOLA SECONDARIA II GRADO,5,2,21,23
202425,SIEE82001C,SCUOLA PRIMARIA,1,1,9,11
202425,AREE836041,SCUOLA PRIMARIA,1,1,9,15
202425,CTEE803053,SCUOLA PRIMARIA,2,2,15,6
202425,MBMM829011,SCUOLA SECONDARIA I GRADO,2,3,28,23
202425,ORMM820031,SCUOLA SECONDARIA I GRADO,1,1,13,10
202425,VBEE819035,SCUOLA PRIMARIA,5,2,16,15
202425,CSEE836057,SCUOLA PRIMARIA,1,1,3,7
202425,MITD09301R,SCUOLA SECONDARIA II GRADO,3,4,38,35
202425,TOTL03701V,SCUOLA SECONDARIA II GRADO,4,4,32,37
202425,APEE821031,SCUOLA PRIMARIA,2,1,8,3
202425,PGPS09000X,SCUOLA SECONDARIA II GRADO,1,9,133,94
202425,TEEE83604V,SCUOLA PRIMARIA,2,2,18,11
202425,RCEE848065,SCUOLA PRIMARIA,5,1,2,1
202425,IMRA00401L,SCUOLA SECONDARIA II GRADO,4,3,27,18
202425,NAEE172042,SCUOLA PRIMARIA,4,1,12,8
202425,SRMM86301N,SCUOLA SECONDARIA I GRADO,3,5,51,49
202425,ROEE80501Q,SCUOLA PRIMARIA,1,1,15,9
202425,IMEE810041,SCUOLA PRIMARIA,4,1,9,10
202425,BATD21000D,SCUOLA SECONDARIA II GRADO,5,6,48,31
202425,FGTA01101E,SCUOLA SECONDARIA II GRADO,1,2,50,2
202425,CSPC02201E,SCUOLA SECONDARIA II GRADO,2,2,12,14
202425,VAEE82602L,SCUOLA PRIMARIA,1,1,8,6
202425,VIEE82602A,SCUOLA PRIMARIA,3,2,13,16
202425,VCEE817012,SCUOLA PRIMARIA,2,2,17,27
202425,TAPS006012,SCUOLA SECONDARIA II GRADO,4,6,37,65
202425,SSTF010007,SCUOLA SECONDARIA II GRADO,5,8,132,12
202425,CORI00901T,SCUOLA SECONDARIA II GRADO,2,10,142,83
202425,CEEE81805E,SCUOLA PRIMARIA,1,3,25,23
202425,FITD00901N,SCUOLA SECONDARIA II GRADO,5,7,45,65
202425,BSEE81801L,SCUOLA PRIMARIA,2,1,9,11
202425,KRTD01301D,SCUOLA SECONDARIA II GRADO,4,2,23,10
202425,GREE81806T,SCUOLA PRIMARIA,5,1,13,12
202425,NAMM8FF01L,SCUOLA SECONDARIA I GRADO,2,9,77,78
202425,MIEE8FQ03T,SCUOLA PRIMARIA,4,1,6,9
202425,MTEE82601L,SCUOLA PRIMARIA,1,1,6,9
202425,TPEE82605Q,SCUOLA PRIMARIA,5,1,10,9
202425,TOEE8AJ01X,SCUOLA PRIMARIA,5,2,24,21
202425,CNMM820026,SCUOLA SECONDARIA I GRADO,3,2,18,20
202425,VTEE822011,SCUOLA PRIMARIA,4,3,31,26
202425,BAEE804015,SCUOLA PRIMARIA,5,3,26,27
202425,BNEE83406C,SCUOLA PRIMARIA,2,1,7,8
202425,LTEE855013,SCUOLA PRIMARIA,1,1,5,7
202425,RERI090008,SCUOLA SECONDARIA II GRADO,5,7,27,81
202425,CEEE81806G,SCUOLA PRIMARIA,1,3,17,17
202425,REEE848015,SCUOLA PRIMARIA,4,2,27,19
202425,RMEE8FY018,SCUOLA PRIMARIA,5,4,48,31
202425,TOEE89404B,SCUOLA PRIMARIA,3,1,9,6
202425,LCEE81403B,SCUOLA PRIMARIA,2,1,12,8
202425,TVEE87201Q,SCUOLA PRIMARIA,4,1,12,15
202425,LTEE825017,SCUOLA PRIMARIA,2,1,4,3
202425,MTPS01701A,SCUOLA SECONDARIA II GRADO,2,8,64,84
202425,TPEE83301P,SCUOLA PRIMARIA,4,2,21,14
202425,TETF040001,SCUOLA SECONDARIA II GRADO,2,2,20,8
202425,PTEE82802D,SCUOLA PRIMARIA,3,1,13,11
202425,RCRI031018,SCUOLA SECONDARIA II GRADO,3,2,33,5
202425,CREE804014,SCUOLA PRIMARIA,5,3,31,33
202425,PEMM81202L,SCUOLA SECONDARIA I GRADO,2,1,3,12
202425,TEEE82301N,SCUOLA PRIMARIA,4,1,10,7
202425,MIEE8C502D,SCUOLA PRIMARIA,2,1,6,8
202425,UDRC01101N,SCUOLA SECONDARIA II GRADO,4,3,27,13
202425,VIEE81804D,SCUOLA PRIMARIA,1,5,40,48
202425,TSEE81001P,SCUOLA PRIMARIA,4,2,15,17
202425,PATF04201L,SCUOLA SECONDARIA II GRADO,3,1,17,1
202425,LUSL020509,SCUOLA SECONDARIA II GRADO,5,1,5,13
202425,VRTD05000T,SCUOLA SECONDARIA II GRADO,2,8,49,124
202425,FGEE856027,SCUOLA PRIMARIA,2,1,1,1
202425,MNEE82502B,SCUOLA PRIMARIA,5,1,12,9
202425,MIEE8FC02N,SCUOLA PRIMARIA,3,2,24,16
