ANNOSCOLASTICO,CODICESCUOLA,ORDINESCUOLA,ANNOCORSO,FASCIAETA,ALUNNI
202425,NAEE8FQ019,SCUOLA PRIMARIA,4,9 anni,26
202425,NUMM83201N,SCUOLA SECONDARIA I GRADO,1,12 anni,2
202425,MBMM87501P,SCUOLA SECONDARIA I GRADO,2,> di 13 anni,3
202425,FRSL031018,SCUOLA SECONDARIA II GRADO,2,16 anni,6
202425,LCMM80901R,SCUOLA SECONDARIA I GRADO,2,13 anni,9
202425,SAEE873017,SCUOLA PRIMARIA,5,9 anni,7
202425,RGEE81005D,SCUOLA PRIMARIA,5,10 anni,9
202425,VVEE80310L,SCUOLA PRIMARIA,2,7 anni,7
202425,PTTD050001,SCUOLA SECONDARIA II GRADO,4,16 anni,2
202425,TOEE84903C,SCUOLA PRIMARIA,3,8 anni,4
202425,RMPC200004,SCUOLA SECONDARIA II GRADO,5,> di 18 anni,17
202425,PGTL00201B,SCUOLA SECONDARIA II GRADO,5,18 anni,29
202425,TRMM82103P,SCUOLA SECONDARIA I GRADO,3,13 anni,24
202425,SREE84403B,SCUOLA PRIMARIA,4,9 anni,11
202425,PIPC00701T,SCUOLA SECONDARIA II GRADO,1,15 anni,1
202425,PDEE85604V,SCUOLA PRIMARIA,1,6 anni,16
202425,LUEE84202D,SCUOLA PRIMARIA,2,6 anni,2
202425,AQEE026115,SCUOLA PRIMARIA,2,7 anni,2
202425,LCEE82002N,SCUOLA PRIMARIA,1,7 anni,1
202425,RGMM809014,SCUOLA SECONDARIA I GRADO,1,12 anni,5
202425,PZMM82401R,SCUOLA SECONDARIA I GRADO,1,11 anni,19
202425,BRPS11000V,SCUOLA SECONDARIA II GRADO,3,17 anni,5
202425,CAEE840037,SCUOLA PRIMARIA,4,9 anni,16
202425,PDMM089002,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,3
202425,CNEE835021,SCUOLA PRIMARIA,4,9 anni,6
202425,MBEE8AA051,SCUOLA PRIMARIA,1,6 anni,43
202425,TPEE81301D,SCUOLA PRIMARIA,1,< di 6 anni,2
202425,TVSL022014,SCUOLA SECONDARIA II GRADO,2,15 anni,84
202425,PIEE840036,SCUOLA PRIMARIA,3,7 anni,2
202425,BARH120016,SCUOLA SECONDARIA II GRADO,3,18 anni,2
202425,CTEE825083,SCUOLA PRIMARIA,4,9 anni,22
202425,GRTF01150R,SCUOLA SECONDARIA II GRADO,5,18 anni,1
202425,MEEE819028,SCUOLA PRIMARIA,4,8 anni,3
202425,CAMM885126,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,1
202425,UDRC013019,SCUOLA SECONDARIA II GRADO,3,16 anni,19
202425,NOEE83304C,SCUOLA PRIMARIA,5,> di 10 anni,3
202425,MNEE83801C,SCUOLA PRIMARIA,1,7 anni,3
202425,VRMM878019,SCUOLA SECONDARIA I GRADO,1,11 anni,44
202425,TPTD00202C,SCUOLA SECONDARIA II GRADO,1,15 anni,2
202425,SSMM843021,SCUOLA SECONDARIA I GRADO,1,11 anni,43
202425,ROMM80501P,SCUOLA SECONDARIA I GRADO,3,13 anni,55
202425,MIMM836017,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,3
202425,ROEE81401E,SCUOLA PRIMARIA,4,8 anni,2
202425,PGEE02302Q,SCUOLA PRIMARIA,1,6 anni,24
202425,CSMM82403T,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,2
202425,GREE82003P,SCUOLA PRIMARIA,4,9 anni,3
202425,COTF00901P,SCUOLA SECONDARIA II GRADO,3,18 anni,1
202425,VIEE85902N,SCUOLA PRIMARIA,5,10 anni,27
202425,SAEE8BU012,SCUOLA PRIMARIA,2,6 anni,15
202425,VEEE818035,SCUOLA PRIMARIA,5,> di 10 anni,1
202425,LIEE818026,SCUOLA PRIMARIA,5,10 anni,38
202425,RMRH122012,SCUOLA SECONDARIA II GRADO,4,16 anni,4
202425,UDEE860052,SCUOLA PRIMARIA,2,6 anni,1
202425,GERI07000P,SCUOLA SECONDARIA II GRADO,5,18 anni,54
202425,BLMM80901V,SCUOLA SECONDARIA I GRADO,1,11 anni,45
202425,PZPM01601C,SCUOLA SECONDARIA II GRADO,3,15 anni,7
202425,ANEE81102P,SCUOLA PRIMARIA,5,10 anni,30
202425,ROPS01000P,SCUOLA SECONDARIA II GRADO,2,16 anni,3
202425,CTEE8AD02A,SCUOLA PRIMARIA,3,8 anni,63
202425,MOEE820021,SCUOLA PRIMARIA,5,10 anni,13
202425,MIRI09201A,SCUOLA SECONDARIA II GRADO,3,18 anni,3
202425,RMEE8D2047,SCUOLA PRIMARIA,3,8 anni,19
202425,UDMM021017,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,2
202425,TOSD02601L,SCUOLA SECONDARIA II GRADO,2,15 anni,100
202425,FORH00250A,SCUOLA SECONDARIA II GRADO,2,17 anni,1
202425,MORI02000L,SCUOLA SECONDARIA II GRADO,1,< di 14 anni,2
202425,PZMM84002Q,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,7
202425,BSTF004019,SCUOLA SECONDARIA II GRADO,3,17 anni,29
202425,CTSL01006L,SCUOLA SECONDARIA II GRADO,3,17 anni,2
202425,RITD00801A,SCUOLA SECONDARIA II GRADO,3,18 anni,1
202425,MIEE8BJ015,SCUOLA PRIMARIA,3,9 anni,2
202425,CEEE89501Q,SCUOLA PRIMARIA,1,6 anni,19
202425,LOEE80202T,SCUOLA PRIMARIA,3,7 anni,3
202425,PRMM826015,SCUOLA SECONDARIA I GRADO,2,13 anni,7
202425,CZMM86001P,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,5
202425,RCPC001014,SCUOLA SECONDARIA II GRADO,3,18 anni,1
202425,RIPS00801E,SCUOLA SECONDARIA II GRADO,1,< di 14 anni,19
202425,MIEE8DR01A,SCUOLA PRIMARIA,2,6 anni,3
202425,RMEE8F101D,SCUOLA PRIMARIA,1,6 anni,66
202425,PREE80803P,SCUOLA PRIMARIA,3,9 anni,3
202425,ANMM850017,SCUOLA SECONDARIA I GRADO,3,13 anni,97
202425,PZEE87101B,SCUOLA PRIMARIA,5,10 anni,19
202425,CSEE85008L,SCUOLA PRIMARIA,2,7 anni,3
202425,MIEE8FK03V,SCUOLA PRIMARIA,4,9 anni,18
202425,RMEE82502B,SCUOLA PRIMARIA,1,6 anni,37
202425,PEMM828015,SCUOLA SECONDARIA I GRADO,3,13 anni,120
202425,FIMM833015,SCUOLA SECONDARIA I GRADO,2,12 anni,100
202425,MEEE88905N,SCUOLA PRIMARIA,1,< di 6 anni,4
202425,CZTD01901D,SCUOLA SECONDARIA II GRADO,5,> di 18 anni,17
202425,AVTA028023,SCUOLA SECONDARIA II GRADO,3,15 anni,1
202425,PRMM839039,SCUOLA SECONDARIA I GRADO,1,11 anni,7
202425,AGEE83001T,SCUOLA PRIMARIA,5,> di 10 anni,6
202425,TOEE8AB04V,SCUOLA PRIMARIA,4,9 anni,15
202425,PSEE824012,SCUOLA PRIMARIA,2,6 anni,5
202425,RCMM812025,SCUOLA SECONDARIA I GRADO,3,12 anni,4
202425,SSEE02504G,SCUOLA PRIMARIA,1,6 anni,11
202425,PDTD014012,SCUOLA SECONDARIA II GRADO,1,< di 14 anni,1
202425,VAEE85902X,SCUOLA PRIMARIA,3,8 anni,30
202425,TOTD034022,SCUOLA SECONDARIA II GRADO,3,18 anni,1
202425,VEEE868036,SCUOLA PRIMARIA,1,6 anni,26
202425,SPEE81508B,SCUOLA PRIMARIA,2,7 anni,14
202425,PZEE85902T,SCUOLA PRIMARIA,2,6 anni,4
202425,MTRA00401T,SCUOLA SECONDARIA II GRADO,5,18 anni,18
202425,RMPS50000T,SCUOLA SECONDARIA II GRADO,4,18 anni,3
202425,MSRI006023,SCUOLA SECONDARIA II GRADO,3,> di 18 anni,1
202425,TOEE8BE01T,SCUOLA PRIMARIA,4,9 anni,33
202425,CHTD00301N,SCUOLA SECONDARIA II GRADO,3,16 anni,16
202425,TOEE815028,SCUOLA PRIMARIA,4,9 anni,43
202425,PAEE8AM041,SCUOLA PRIMARIA,4,10 anni,1
202425,BIMM802027,SCUOLA SECONDARIA I GRADO,2,12 anni,14
202425,BGEE81503P,SCUOLA PRIMARIA,1,7 anni,3
202425,BAEE8AP039,SCUOLA PRIMARIA,4,9 anni,22
202425,ATEE817024,SCUOLA PRIMARIA,4,10 anni,4
202425,SRTL01601X,SCUOLA SECONDARIA II GRADO,1,15 anni,3
202425,VTEE83203N,SCUOLA PRIMARIA,1,< di 6 anni,2
202425,CEEE8BF019,SCUOLA PRIMARIA,5,> di 10 anni,2
202425,SVEE809028,SCUOLA PRIMARIA,3,8 anni,16
202425,BAEE85602V,SCUOLA PRIMARIA,2,7 anni,14
202425,RNEE812016,SCUOLA PRIMARIA,3,9 anni,2
202425,MNPS011011,SCUOLA SECONDARIA II GRADO,4,16 anni,10
202425,RMTF09050C,SCUOLA SECONDARIA II GRADO,5,17 anni,2
202425,CEEE01205L,SCUOLA PRIMARIA,2,7 anni,29
202425,CAEE884053,SCUOLA PRIMARIA,4,8 anni,1
202425,SAMM836017,SCUOLA SECONDARIA I GRADO,2,> di 13 anni,1
202425,CTPS04901R,SCUOLA SECONDARIA II GRADO,1,14 anni,181
202425,LTTD027017,SCUOLA SECONDARIA II GRADO,3,18 anni,4
202425,PGEE862018,SCUOLA PRIMARIA,5,> di 10 anni,2
202425,AVMM86302B,SCUOLA SECONDARIA I GRADO,1,11 anni,20
202425,GOEE814049,SCUOLA PRIMARIA,4,9 anni,20
202425,PZMM81704R,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,1
202425,NOEE826016,SCUOLA PRIMARIA,2,8 anni,7
202425,NATD144012,SCUOLA SECONDARIA II GRADO,2,> di 18 anni,3
202425,RMEE8B8041,SCUOLA PRIMARIA,2,7 anni,34
202425,RCEE855024,SCUOLA PRIMARIA,2,6 anni,5
202425,PTEE81005B,SCUOLA PRIMARIA,3,8 anni,16
202425,TVEE84501B,SCUOLA PRIMARIA,4,8 anni,1
202425,PEMM83201R,SCUOLA SECONDARIA I GRADO,2,11 anni,18
202425,VRMM873027,SCUOLA SECONDARIA I GRADO,1,12 anni,1
202425,ARRC019015,SCUOLA SECONDARIA II GRADO,1,16 anni,3
202425,NAPC130004,SCUOLA SECONDARIA II GRADO,4,17 anni,127
202425,SAMM857018,SCUOLA SECONDARIA I GRADO,3,12 anni,10
202425,ALEE817045,SCUOLA PRIMARIA,2,7 anni,7
202425,RMEE89104C,SCUOLA PRIMARIA,3,9 anni,1
202425,CZEE85201R,SCUOLA PRIMARIA,3,7 anni,19
202425,TEMM842012,SCUOLA SECONDARIA I GRADO,1,12 anni,5
202425,PAMM8AX018,SCUOLA SECONDARIA I GRADO,2,12 anni,82
202425,BSEE860046,SCUOLA PRIMARIA,1,6 anni,19
202425,AVEE807057,SCUOLA PRIMARIA,2,6 anni,1
202425,NAEE8GK011,SCUOLA PRIMARIA,5,> di 10 anni,2
202425,FEMM803012,SCUOLA SECONDARIA I GRADO,3,13 anni,45
202425,VRMM816023,SCUOLA SECONDARIA I GRADO,2,11 anni,1
202425,VTRH01202N,SCUOLA SECONDARIA II GRADO,3,17 anni,7
202425,TRMM811012,SCUOLA SECONDARIA I GRADO,3,12 anni,4
202425,TPEE84103Q,SCUOLA PRIMARIA,4,8 anni,2
202425,MIPC140005,SCUOLA SECONDARIA II GRADO,2,15 anni,177
202425,NAEE15803P,SCUOLA PRIMARIA,3,7 anni,7
202425,CZMM821047,SCUOLA SECONDARIA I GRADO,1,13 anni,1
202425,TEEE834036,SCUOLA PRIMARIA,4,9 anni,13
202425,BSEE87803A,SCUOLA PRIMARIA,4,9 anni,24
202425,GREE80903X,SCUOLA PRIMARIA,5,10 anni,14
202425,ANMM84401X,SCUOLA SECONDARIA I GRADO,2,12 anni,75
202425,AVEE848019,SCUOLA PRIMARIA,5,10 anni,31
202425,CARF010003,SCUOLA SECONDARIA II GRADO,5,> di 18 anni,34
202425,NOMM820027,SCUOLA SECONDARIA I GRADO,1,13 anni,1
202425,RCEE83916T,SCUOLA PRIMARIA,4,9 anni,8
202425,VVMM81305X,SCUOLA SECONDARIA I GRADO,3,13 anni,9
202425,MSRH010005,SCUOLA SECONDARIA II GRADO,1,15 anni,24
202425,SSMM812029,SCUOLA SECONDARIA I GRADO,2,11 anni,2
202425,ALPS00701X,SCUOLA SECONDARIA II GRADO,1,< di 14 anni,1
202425,CTEE8A801L,SCUOLA PRIMARIA,3,7 anni,3
202425,VRMM860036,SCUOLA SECONDARIA I GRADO,1,11 anni,12
202425,BAEE817017,SCUOLA PRIMARIA,5,9 anni,4
202425,RAEE817013,SCUOLA PRIMARIA,4,10 anni,3
202425,RCMM83703E,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,3
202425,MIRC01401C,SCUOLA SECONDARIA II GRADO,1,< di 14 anni,3
202425,FITD00801T,SCUOLA SECONDARIA II GRADO,3,16 anni,92
202425,BGMM818024,SCUOLA SECONDARIA I GRADO,2,12 anni,36
202425,PVPS00101G,SCUOLA SECONDARIA II GRADO,2,18 anni,2
202425,MNPM00101B,SCUOLA SECONDARIA II GRADO,1,< di 14 anni,2
202425,CEPS02000T,SCUOLA SECONDARIA II GRADO,3,15 anni,105
202425,BNEE80405G,SCUOLA PRIMARIA,4,10 anni,2
202425,FGMM80801Q,SCUOLA SECONDARIA I GRADO,3,12 anni,3
202425,TOEE8AP01V,SCUOLA PRIMARIA,3,9 anni,1
202425,PNEE822046,SCUOLA PRIMARIA,1,6 anni,41
202425,MTEE81702V,SCUOLA PRIMARIA,5,> di 10 anni,1
202425,TOEE87104P,SCUOLA PRIMARIA,2,7 anni,23
202425,BNMM82901P,SCUOLA SECONDARIA I GRADO,2,12 anni,44
202425,RMEE8AL02D,SCUOLA PRIMARIA,2,7 anni,21
202425,MBTD06851A,SCUOLA SECONDARIA II GRADO,2,18 anni,2
202425,NUMM87002D,SCUOLA SECONDARIA I GRADO,1,11 anni,16
202425,PDMM89902N,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,2
202425,CTTD03401V,SCUOLA SECONDARIA II GRADO,5,18 anni,49
202425,TVMM83401X,SCUOLA SECONDARIA I GRADO,2,12 anni,96
202425,VREE84803L,SCUOLA PRIMARIA,3,8 anni,17
202425,PNEE81702L,SCUOLA PRIMARIA,3,9 anni,1
202425,PGTD11000Q,SCUOLA SECONDARIA II GRADO,4,16 anni,9
202425,SREE853047,SCUOLA PRIMARIA,5,10 anni,28
202425,NAMM8DZ01V,SCUOLA SECONDARIA I GRADO,1,12 anni,3
202425,ATEE81403N,SCUOLA PRIMARIA,3,9 anni,2
202425,PGEE827022,SCUOLA PRIMARIA,2,7 anni,36
202425,MITD02102X,SCUOLA SECONDARIA II GRADO,5,> di 18 anni,18
202425,MITD330007,SCUOLA SECONDARIA II GRADO,1,18 anni,1
202425,RIEE81102V,SCUOLA PRIMARIA,4,9 anni,15
202425,NATF04050C,SCUOLA SECONDARIA II GRADO,3,18 anni,5
202425,MBEE8EV01B,SCUOLA PRIMARIA,1,< di 6 anni,1
202425,FREE84504X,SCUOLA PRIMARIA,1,6 anni,14
202425,FREE842019,SCUOLA PRIMARIA,2,6 anni,1
202425,VRTE00901Q,SCUOLA SECONDARIA II GRADO,3,15 anni,1
202425,MIEE87701E,SCUOLA PRIMARIA,5,10 anni,43
202425,KREE81102E,SCUOLA PRIMARIA,3,8 anni,65
202425,SRMM840011,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,3
202425,SSMM028053,SCUOLA SECONDARIA I GRADO,2,> di 13 anni,1
202425,CNEE818049,SCUOLA PRIMARIA,4,10 anni,2
202425,NAMM847017,SCUOLA SECONDARIA I GRADO,3,13 anni,69
202425,GRMM82601E,SCUOLA SECONDARIA I GRADO,1,11 anni,113
202425,PRRC00401A,SCUOLA SECONDARIA II GRADO,5,> di 18 anni,53
202425,VAEE851018,SCUOLA PRIMARIA,1,< di 6 anni,3
202425,UDMM85302P,SCUOLA SECONDARIA I GRADO,1,11 anni,54
202425,TVRH03000V,SCUOLA SECONDARIA II GRADO,4,18 anni,27
202425,TOTA023025,SCUOLA SECONDARIA II GRADO,3,16 anni,10
202425,PDRI02601N,SCUOLA SECONDARIA II GRADO,1,16 anni,8
202425,TEEE82503B,SCUOLA PRIMARIA,3,8 anni,19
202425,IMEE80801T,SCUOLA PRIMARIA,3,7 anni,2
202425,NOEE818017,SCUOLA PRIMARIA,5,10 anni,127
202425,BOEE83204B,SCUOLA PRIMARIA,5,10 anni,12
202425,ENPM01101P,SCUOLA SECONDARIA II GRADO,2,15 anni,43
202425,VAEE81802N,SCUOLA PRIMARIA,2,7 anni,23
202425,LCEE80401P,SCUOLA PRIMARIA,2,8 anni,2
202425,CSPS07901D,SCUOLA SECONDARIA II GRADO,2,15 anni,111
202425,KREE80401A,SCUOLA PRIMARIA,2,7 anni,40
202425,CTEE86402B,SCUOLA PRIMARIA,2,10 anni,2
202425,CSEE8AV012,SCUOLA PRIMARIA,5,10 anni,30
202425,BGEE839059,SCUOLA PRIMARIA,5,10 anni,12
202425,RMMM83501X,SCUOLA SECONDARIA I GRADO,1,11 anni,96
202425,PZTH016011,SCUOLA SECONDARIA II GRADO,3,17 anni,6
202425,ANMM82901T,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,4
202425,RMTF19000X,SCUOLA SECONDARIA II GRADO,5,18 anni,111
202425,GETD013016,SCUOLA SECONDARIA II GRADO,5,17 anni,7
202425,TAPS021014,SCUOLA SECONDARIA II GRADO,3,16 anni,33
202425,LEEE8AN02B,SCUOLA PRIMARIA,3,8 anni,31
202425,RGEE82203N,SCUOLA PRIMARIA,2,7 anni,36
202425,MNEE819035,SCUOLA PRIMARIA,1,< di 6 anni,1
202425,AQRA017032,SCUOLA SECONDARIA II GRADO,5,18 anni,10
202425,MCTF004507,SCUOLA SECONDARIA II GRADO,1,16 anni,1
202425,RMTD008011,SCUOLA SECONDARIA II GRADO,5,18 anni,123
202425,RNTD01000T,SCUOLA SECONDARIA II GRADO,5,18 anni,100
202425,TVRI023018,SCUOLA SECONDARIA II GRADO,4,18 anni,29
202425,ATEE804011,SCUOLA PRIMARIA,1,6 anni,7
202425,FGEE87601B,SCUOLA PRIMARIA,1,6 anni,45
202425,VEEE82904L,SCUOLA PRIMARIA,2,7 anni,23
202425,VAEE83813B,SCUOLA PRIMARIA,3,9 anni,3
202425,UDMM86101L,SCUOLA SECONDARIA I GRADO,2,12 anni,23
202425,TSEE81703G,SCUOLA PRIMARIA,2,7 anni,17
202425,LEMM84302E,SCUOLA SECONDARIA I GRADO,2,12 anni,14
202425,PAEE820048,SCUOLA PRIMARIA,2,6 anni,3
202425,MIEE881016,SCUOLA PRIMARIA,5,10 anni,36
202425,SAEE888066,SCUOLA PRIMARIA,2,8 anni,1
202425,VAEE88004B,SCUOLA PRIMARIA,5,10 anni,19
202425,TVEE86105D,SCUOLA PRIMARIA,4,9 anni,38
202425,ARMM819013,SCUOLA SECONDARIA I GRADO,3,12 anni,1
202425,VVRC00201B,SCUOLA SECONDARIA II GRADO,4,18 anni,1
202425,BGEE870026,SCUOLA PRIMARIA,3,8 anni,40
202425,SAEE01401C,SCUOLA PRIMARIA,2,6 anni,4
202425,SPMM82502P,SCUOLA SECONDARIA I GRADO,1,11 anni,78
202425,VREE87603R,SCUOLA PRIMARIA,2,7 anni,17
202425,RGEE82901A,SCUOLA PRIMARIA,1,7 anni,3
202425,MIEE8E3023,SCUOLA PRIMARIA,2,7 anni,85
202425,CAEE825013,SCUOLA PRIMARIA,4,8 anni,2
202425,LTRH01000P,SCUOLA SECONDARIA II GRADO,4,17 anni,49
202425,FGTF17000V,SCUOLA SECONDARIA II GRADO,3,17 anni,14
202425,BSMM823013,SCUOLA SECONDARIA I GRADO,3,12 anni,2
202425,VTTD001018,SCUOLA SECONDARIA II GRADO,2,17 anni,5
202425,NAEE8DV02N,SCUOLA PRIMARIA,3,7 anni,2
202425,LITH00901C,SCUOLA SECONDARIA II GRADO,1,< di 14 anni,2
202425,RMEE8CC019,SCUOLA PRIMARIA,1,6 anni,72
202425,ENEE81002A,SCUOLA PRIMARIA,5,> di 10 anni,1
202425,CAMM83503P,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,4
202425,NAEE892016,SCUOLA PRIMARIA,2,7 anni,47
202425,BIEE802017,SCUOLA PRIMARIA,4,9 anni,2
202425,NARI004014,SCUOLA SECONDARIA II GRADO,4,16 anni,4
202425,LIEE820037,SCUOLA PRIMARIA,2,7 anni,39
202425,REEE819026,SCUOLA PRIMARIA,5,10 anni,7
202425,TEPS01401B,SCUOLA SECONDARIA II GRADO,1,15 anni,1
202425,GOEE81205P,SCUOLA PRIMARIA,4,9 anni,13
202425,AGEE851042,SCUOLA PRIMARIA,2,6 anni,3
202425,GEPS07000D,SCUOLA SECONDARIA II GRADO,5,> di 18 anni,8
202425,FREE82601B,SCUOLA PRIMARIA,1,7 anni,1
202425,CAEE016019,SCUOLA PRIMARIA,3,8 anni,59
202425,KRPS010005,SCUOLA SECONDARIA II GRADO,1,< di 14 anni,54
202425,RCEE85103T,SCUOLA PRIMARIA,1,< di 6 anni,1
202425,PZSD030003,SCUOLA SECONDARIA II GRADO,3,> di 18 anni,2
202425,TOEE8B502V,SCUOLA PRIMARIA,2,7 anni,32
202425,CEEE82901R,SCUOLA PRIMARIA,3,8 anni,37
202425,PEMM81702Q,SCUOLA SECONDARIA I GRADO,3,13 anni,18
202425,MSMM80901P,SCUOLA SECONDARIA I GRADO,2,> di 13 anni,2
202425,REMM84001D,SCUOLA SECONDARIA I GRADO,3,12 anni,7
202425,RNMM81601C,SCUOLA SECONDARIA I GRADO,2,11 anni,3
202425,NAEE8HM017,SCUOLA PRIMARIA,3,9 anni,1
202425,AVRI01601G,SCUOLA SECONDARIA II GRADO,4,17 anni,20
202425,SVTH009019,SCUOLA SECONDARIA II GRADO,1,15 anni,12
202425,MIMM8FS01Q,SCUOLA SECONDARIA I GRADO,2,12 anni,190
202425,BSPS00801E,SCUOLA SECONDARIA II GRADO,4,> di 18 anni,1
202425,RCMM855012,SCUOLA SECONDARIA I GRADO,2,13 anni,1
202425,BOTF014019,SCUOLA SECONDARIA II GRADO,1,< di 14 anni,2
202425,CHEE812058,SCUOLA PRIMARIA,4,8 anni,1
202425,VETH00801E,SCUOLA SECONDARIA II GRADO,4,17 anni,29
202425,RMRH04000N,SCUOLA SECONDARIA II GRADO,3,18 anni,7
202425,RNEE821033,SCUOLA PRIMARIA,1,7 anni,2
202425,GEEE805031,SCUOLA PRIMARIA,4,8 anni,1
202425,TOTF04850D,SCUOLA SECONDARIA II GRADO,4,17 anni,2
202425,PDMM896015,SCUOLA SECONDARIA I GRADO,2,> di 13 anni,1
202425,VAMM87501Q,SCUOLA SECONDARIA I GRADO,2,13 anni,7
202425,PIEE83005N,SCUOLA PRIMARIA,3,9 anni,1
202425,TPTD02601X,SCUOLA SECONDARIA II GRADO,3,> di 18 anni,4
202425,CBRI00301E,SCUOLA SECONDARIA II GRADO,5,17 anni,1
202425,BLEE81901E,SCUOLA PRIMARIA,1,< di 6 anni,1
202425,SAEE8AP097,SCUOLA PRIMARIA,4,8 anni,5
202425,MSSD014016,SCUOLA SECONDARIA II GRADO,2,17 anni,2
202425,BAEE80903A,SCUOLA PRIMARIA,5,> di 10 anni,1
202425,TOEE881016,SCUOLA PRIMARIA,3,8 anni,99
202425,RAMM817012,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,1
202425,TOEE8AG02X,SCUOLA PRIMARIA,4,> di 10 anni,1
202425,PRRI01050P,SCUOLA SECONDARIA II GRADO,2,16 anni,2
202425,ARTD01351V,SCUOLA SECONDARIA II GRADO,3,17 anni,1
202425,RMEE8FT015,SCUOLA PRIMARIA,4,8 anni,5
202425,BGMM83603P,SCUOLA SECONDARIA I GRADO,3,13 anni,31
202425,LCMM80901R,SCUOLA SECONDARIA I GRADO,2,12 anni,66
202425,SVMM80601P,SCUOLA SECONDARIA I GRADO,1,13 anni,1
202425,BAPS07000G,SCUOLA SECONDARIA II GRADO,5,18 anni,120
202425,CNEE84001B,SCUOLA PRIMARIA,2,8 anni,2
202425,GREE81702T,SCUOLA PRIMARIA,1,6 anni,7
202425,PAEE8AT012,SCUOLA PRIMARIA,4,8 anni,7
202425,SRMM84801G,SCUOLA SECONDARIA I GRADO,1,12 anni,6
202425,ATEE80803A,SCUOLA PRIMARIA,1,7 anni,1
202425,CTEE80301V,SCUOLA PRIMARIA,2,6 anni,2
202425,PREE01601L,SCUOLA PRIMARIA,4,8 anni,4
202425,SVEE805021,SCUOLA PRIMARIA,2,7 anni,29
202425,AVEE837031,SCUOLA PRIMARIA,2,7 anni,6
202425,CSRI06101D,SCUOLA SECONDARIA II GRADO,3,16 anni,34
202425,RMTF009013,SCUOLA SECONDARIA II GRADO,2,18 anni,3
202425,CNEE825019,SCUOLA PRIMARIA,2,7 anni,53
202425,FIEE84902R,SCUOLA PRIMARIA,1,7 anni,1
202425,VEEE840018,SCUOLA PRIMARIA,5,9 anni,3
202425,TOEE8AK01Q,SCUOLA PRIMARIA,1,7 anni,1
202425,NAMM8CN011,SCUOLA SECONDARIA I GRADO,2,11 anni,17
202425,CTPS020004,SCUOLA SECONDARIA II GRADO,1,14 anni,164
202425,CTPC040006,SCUOLA SECONDARIA II GRADO,4,16 anni,70
202425,SSEE83001V,SCUOLA PRIMARIA,1,< di 6 anni,1
202425,LUEE81403A,SCUOLA PRIMARIA,4,9 anni,10
202425,IMRA00401L,SCUOLA SECONDARIA II GRADO,3,17 anni,14
202425,AVEE87401T,SCUOLA PRIMARIA,1,< di 6 anni,1
202425,SVMM80201B,SCUOLA SECONDARIA I GRADO,1,11 anni,14
202425,NAPM083011,SCUOLA SECONDARIA II GRADO,5,> di 18 anni,1
202425,ALMM829017,SCUOLA SECONDARIA I GRADO,2,12 anni,72
202425,COEE80701C,SCUOLA PRIMARIA,2,7 anni,35
202425,TOPM027013,SCUOLA SECONDARIA II GRADO,2,15 anni,145
202425,SSTD01901C,SCUOLA SECONDARIA II GRADO,4,16 anni,5
202425,TORC052017,SCUOLA SECONDARIA II GRADO,5,18 anni,46
202425,SAMM8AU02B,SCUOLA SECONDARIA I GRADO,2,12 anni,9
202425,CBEE84802B,SCUOLA PRIMARIA,3,7 anni,8
202425,VBEE81502R,SCUOLA PRIMARIA,1,< di 6 anni,1
202425,RCPS01901C,SCUOLA SECONDARIA II GRADO,1,14 anni,109
202425,PASL03201R,SCUOLA SECONDARIA II GRADO,3,17 anni,21
202425,VIPC00101A,SCUOLA SECONDARIA II GRADO,3,16 anni,85
202425,LETD03951L,SCUOLA SECONDARIA II GRADO,4,17 anni,3
202425,TOEE137045,SCUOLA PRIMARIA,5,10 anni,17
202425,PDTL010004,SCUOLA SECONDARIA II GRADO,3,18 anni,3
202425,CLEE82102C,SCUOLA PRIMARIA,1,7 anni,1
202425,PDEE862013,SCUOLA PRIMARIA,2,6 anni,1
202425,SVEE81401P,SCUOLA PRIMARIA,1,6 anni,34
202425,BSEE87503V,SCUOLA PRIMARIA,5,9 anni,2
202425,RCEE842011,SCUOLA PRIMARIA,2,6 anni,6
202425,RCEE82614N,SCUOLA PRIMARIA,2,7 anni,10
202425,NUEE83203R,SCUOLA PRIMARIA,5,10 anni,17
202425,ORRI01201P,SCUOLA SECONDARIA II GRADO,1,16 anni,1
202425,CATF027019,SCUOLA SECONDARIA II GRADO,4,16 anni,3
202425,FGMM843013,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,5
202425,MNEE82801T,SCUOLA PRIMARIA,5,> di 10 anni,3
202425,BTEE06802V,SCUOLA PRIMARIA,4,9 anni,20
