ANNO_ACCADEMICO;TIPO_ISTITUTO;Area_Istituto;NOME_ISTITUTO;COMUNE_SEDE;COD_ISTITUTO;REGIONE_ISTITUTO;AREA_CORSO;TIPO_CORSO;SCUOLA_AGGREGAZIONE;CLASSE;CORSO;GENERE;ISCRITTI-I-ANNO
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Lucio Campiani;MANTOVA;7333;LOMBARDIA;Nuove tecnologie e linguaggi musicali;AFAM_Corso Diploma accademico 1L;JAZZ;DCPL17;Contrabbasso Jazz;F;1
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Lucio Campiani;MANTOVA;7333;LOMBARDIA;Nuove tecnologie e linguaggi musicali;AFAM_Corso Diploma accademico 1L;JAZZ;DCPL40;Pianoforte Jazz;M;5
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Lucio Campiani;MANTOVA;7333;LOMBARDIA;Nuove tecnologie e linguaggi musicali;AFAM_Corso Diploma accademico 1L;JAZZ;DCPL42;Saxofono Jazz;M;1
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Lucio Campiani;MANTOVA;7333;LOMBARDIA;Strumenti a fiato;AFAM_Corso Diploma accademico 2L;FAGOTTO;DCSL24;Fagotto;M;1
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Lucio Campiani;MANTOVA;7333;LOMBARDIA;Strumenti a fiato;AFAM_Corso Diploma accademico 2L;TROMBA;DCSL46;Tromba;M;1
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Lucio Campiani;MANTOVA;7333;LOMBARDIA;Strumenti a fiato;AFAM_Corso Diploma accademico 1L;CORNO;DCPL19;Corno;F;1
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Lucio Campiani;MANTOVA;7333;LOMBARDIA;Strumenti a fiato;AFAM_Corso Diploma accademico 1L;FAGOTTO;DCPL24;Fagotto;M;1
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Lucio Campiani;MANTOVA;7333;LOMBARDIA;Strumenti a fiato;AFAM_Corso Diploma accademico 1L;OBOE;DCPL36;Oboe;M;1
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Lucio Campiani;MANTOVA;7333;LOMBARDIA;Strumenti a fiato;AFAM_Corso Diploma accademico 1L;SAXOFONO;DCPL41;Saxofono;M;4
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Lucio Campiani;MANTOVA;7333;LOMBARDIA;Strumenti a fiato;AFAM_Corso Diploma accademico 1L;TROMBONE;DCPL49;Trombone;M;1
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Lucio Campiani;MANTOVA;7333;LOMBARDIA;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 2L;FISARMONICA;DCSL26;Fisarmonica;F;1
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Lucio Campiani;MANTOVA;7333;LOMBARDIA;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 2L;PIANOFORTE;DCSL31;Maestro collaboratore;F;1
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Lucio Campiani;MANTOVA;7333;LOMBARDIA;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 2L;ORGANO E COMPOSIZIONE ORGANISTICA;DCSL38;Organo;F;1
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Lucio Campiani;MANTOVA;7333;LOMBARDIA;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 2L;ORGANO E COMPOSIZIONE ORGANISTICA;DCSL38;Organo;M;1
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Lucio Campiani;MANTOVA;7333;LOMBARDIA;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 2L;PIANOFORTE;DCSL39;Pianoforte;M;3
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Lucio Campiani;MANTOVA;7333;LOMBARDIA;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 1L;CLAVICEMBALO;DCPL14;Clavicembalo e Tastiere Storiche;M;2
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Lucio Campiani;MANTOVA;7333;LOMBARDIA;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 1L;FISARMONICA;DCPL26;Fisarmonica;F;2
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Lucio Campiani;MANTOVA;7333;LOMBARDIA;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 1L;PIANOFORTE;DCPL31;Maestro collaboratore;F;1
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Lucio Campiani;MANTOVA;7333;LOMBARDIA;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 1L;ORGANO E COMPOSIZIONE ORGANISTICA;DCPL38;Organo;M;2
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Lucio Campiani;MANTOVA;7333;LOMBARDIA;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 1L;ORGANO E COMPOSIZIONE ORGANISTICA;DCPL66;Organo e Musica Liturgica;M;2
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Lucio Campiani;MANTOVA;7333;LOMBARDIA;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 1L;PIANOFORTE;DCPL39;Pianoforte;M;2
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Lucio Campiani;MANTOVA;7333;LOMBARDIA;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 2L;CHITARRA;DCSL09;Chitarra;M;1
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Lucio Campiani;MANTOVA;7333;LOMBARDIA;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 2L;VIOLONCELLO;DCSL57;Violoncello;F;1
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Lucio Campiani;MANTOVA;7333;LOMBARDIA;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 2L;VIOLONCELLO;DCSL57;Violoncello;M;1
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Lucio Campiani;MANTOVA;7333;LOMBARDIA;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 1L;CHITARRA;DCPL09;Chitarra;M;6
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Lucio Campiani;MANTOVA;7333;LOMBARDIA;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 1L;VIOLA;DCPL52;Viola;F;1
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Lucio Campiani;MANTOVA;7333;LOMBARDIA;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 1L;VIOLA;DCPL52;Viola;M;1
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Lucio Campiani;MANTOVA;7333;LOMBARDIA;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 1L;VIOLINO;DCPL54;Violino;F;1
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Lucio Campiani;MANTOVA;7333;LOMBARDIA;Teoria e analisi, composizione e direzione;AFAM_Corso Diploma accademico 2L;COMPOSIZIONE;DCSL15;Composizione;M;1
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Lucio Campiani;MANTOVA;7333;LOMBARDIA;Teoria e analisi, composizione e direzione;AFAM_Corso Diploma accademico 1L;MUSICA CORALE E DIREZIONE DI CORO;DCPL33;Direzione di Coro e Composizione corale;F;2
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Lucio Campiani;MANTOVA;7333;LOMBARDIA;Teoria e analisi, composizione e direzione;AFAM_Corso Diploma accademico 1L;MUSICA CORALE E DIREZIONE DI CORO;DCPL33;Direzione di Coro e Composizione corale;M;1
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Luigi Canepa;SASSARI;7211;SARDEGNA;Canto e teatro musicale;AFAM_Corso Diploma accademico 2L;CANTO;DCSL06;Canto;F;3
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Luigi Canepa;SASSARI;7211;SARDEGNA;Canto e teatro musicale;AFAM_Corso Diploma accademico 2L;CANTO;DCSL06;Canto;M;1
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Luigi Canepa;SASSARI;7211;SARDEGNA;Canto e teatro musicale;AFAM_Corso Diploma accademico 1L;CANTO;DCPL06;Canto;F;2
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Luigi Canepa;SASSARI;7211;SARDEGNA;Canto e teatro musicale;AFAM_Corso Diploma accademico 1L;CANTO;DCPL06;Canto;M;1
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Luigi Canepa;SASSARI;7211;SARDEGNA;Didattica;AFAM_Corso Diploma accademico 2L;DIDATTICA DELLA MUSICA E DELLO STRUMENTO;DCSL21;Didattica della Musica;F;6
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Luigi Canepa;SASSARI;7211;SARDEGNA;Didattica;AFAM_Corso Diploma accademico 2L;DIDATTICA DELLA MUSICA E DELLO STRUMENTO;DCSL21;Didattica della Musica;M;1
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Luigi Canepa;SASSARI;7211;SARDEGNA;Didattica;AFAM_Corso Diploma accademico 2L;DIDATTICA DELLA MUSICA E DELLO STRUMENTO;DCSL21;Didattica della Musica - Ind. Didattica dello strumento;F;1
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Luigi Canepa;SASSARI;7211;SARDEGNA;Didattica;AFAM_Corso Diploma accademico 2L;DIDATTICA DELLA MUSICA E DELLO STRUMENTO;DCSL21;Didattica della Musica - Ind. Didattica dello strumento;M;2
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Luigi Canepa;SASSARI;7211;SARDEGNA;Didattica;AFAM_Corso Diploma accademico 1L;DIDATTICA DELLA MUSICA E DELLO STRUMENTO;DCPL21;Didattica della Musica;M;2
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Luigi Canepa;SASSARI;7211;SARDEGNA;Didattica;AFAM_Corso Diploma accademico 1L;DIDATTICA DELLA MUSICA E DELLO STRUMENTO;DCPL21;Didattica della Musica;F;1
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Luigi Canepa;SASSARI;7211;SARDEGNA;Nuove tecnologie e linguaggi musicali;AFAM_Corso Diploma accademico 1L;JAZZ;DCPL05;Batteria e Percussioni Jazz;M;3
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Luigi Canepa;SASSARI;7211;SARDEGNA;Nuove tecnologie e linguaggi musicali;AFAM_Corso Diploma accademico 1L;JAZZ;DCPL07;Canto Jazz;M;1
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Luigi Canepa;SASSARI;7211;SARDEGNA;Nuove tecnologie e linguaggi musicali;AFAM_Corso Diploma accademico 1L;JAZZ;DCPL10;Chitarra Jazz;M;2
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Luigi Canepa;SASSARI;7211;SARDEGNA;Nuove tecnologie e linguaggi musicali;AFAM_Corso Diploma accademico 1L;JAZZ;DCPL17;Contrabbasso Jazz;M;1
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Luigi Canepa;SASSARI;7211;SARDEGNA;Nuove tecnologie e linguaggi musicali;AFAM_Corso Diploma accademico 1L;MUSICA ELETTRONICA;DCPL34;Musica Elettronica;M;5
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Luigi Canepa;SASSARI;7211;SARDEGNA;Nuove tecnologie e linguaggi musicali;AFAM_Corso Diploma accademico 1L;MUSICA ELETTRONICA;DCPL34;Musica Elettronica - Ind. Regia del suono;M;1
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Luigi Canepa;SASSARI;7211;SARDEGNA;Nuove tecnologie e linguaggi musicali;AFAM_Corso Diploma accademico 1L;JAZZ;DCPL40;Pianoforte Jazz;M;2
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Luigi Canepa;SASSARI;7211;SARDEGNA;Nuove tecnologie e linguaggi musicali;AFAM_Corso Diploma accademico 1L;JAZZ;DCPL42;Saxofono Jazz;M;3
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Luigi Canepa;SASSARI;7211;SARDEGNA;Strumenti a fiato;AFAM_Corso Diploma accademico 2L;CLARINETTO;DCSL11;Clarinetto;F;1
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Luigi Canepa;SASSARI;7211;SARDEGNA;Strumenti a fiato;AFAM_Corso Diploma accademico 2L;OBOE;DCSL36;Oboe;F;1
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Luigi Canepa;SASSARI;7211;SARDEGNA;Strumenti a fiato;AFAM_Corso Diploma accademico 2L;OBOE;DCSL36;Oboe;M;2
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Luigi Canepa;SASSARI;7211;SARDEGNA;Strumenti a fiato;AFAM_Corso Diploma accademico 2L;SAXOFONO;DCSL41;Saxofono;F;1
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Luigi Canepa;SASSARI;7211;SARDEGNA;Strumenti a fiato;AFAM_Corso Diploma accademico 1L;CLARINETTO;DCPL11;Clarinetto;F;1
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Luigi Canepa;SASSARI;7211;SARDEGNA;Strumenti a fiato;AFAM_Corso Diploma accademico 1L;CORNO;DCPL19;Corno;M;1
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Luigi Canepa;SASSARI;7211;SARDEGNA;Strumenti a fiato;AFAM_Corso Diploma accademico 1L;FLAUTO;DCPL27;Flauto;F;1
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Luigi Canepa;SASSARI;7211;SARDEGNA;Strumenti a fiato;AFAM_Corso Diploma accademico 1L;FLAUTO;DCPL27;Flauto;M;1
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Luigi Canepa;SASSARI;7211;SARDEGNA;Strumenti a fiato;AFAM_Corso Diploma accademico 1L;TROMBA;DCPL46;Tromba;M;6
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Luigi Canepa;SASSARI;7211;SARDEGNA;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 2L;PIANOFORTE;DCSL39;Pianoforte;F;2
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Luigi Canepa;SASSARI;7211;SARDEGNA;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 2L;PIANOFORTE;DCSL39;Pianoforte;M;3
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Luigi Canepa;SASSARI;7211;SARDEGNA;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 1L;ORGANO E COMPOSIZIONE ORGANISTICA;DCPL66;Organo e Musica Liturgica;M;1
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Luigi Canepa;SASSARI;7211;SARDEGNA;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 1L;PIANOFORTE;DCPL39;Pianoforte;F;10
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Luigi Canepa;SASSARI;7211;SARDEGNA;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 1L;PIANOFORTE;DCPL39;Pianoforte;M;6
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Luigi Canepa;SASSARI;7211;SARDEGNA;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 1L;STRUMENTI A PERCUSSIONE;DCPL44;Strumenti a percussione;F;1
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Luigi Canepa;SASSARI;7211;SARDEGNA;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 1L;STRUMENTI A PERCUSSIONE;DCPL44;Strumenti a percussione;M;3
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Luigi Canepa;SASSARI;7211;SARDEGNA;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 2L;ARPA;DCSL01;Arpa;F;1
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Luigi Canepa;SASSARI;7211;SARDEGNA;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 2L;CONTRABBASSO;DCSL16;Contrabbasso;M;1
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Luigi Canepa;SASSARI;7211;SARDEGNA;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 2L;VIOLINO;DCSL54;Violino;M;2
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Luigi Canepa;SASSARI;7211;SARDEGNA;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 2L;VIOLONCELLO;DCSL57;Violoncello;M;1
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Luigi Canepa;SASSARI;7211;SARDEGNA;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 1L;CHITARRA;DCPL09;Chitarra;F;1
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Luigi Canepa;SASSARI;7211;SARDEGNA;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 1L;CHITARRA;DCPL09;Chitarra;M;2
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Luigi Canepa;SASSARI;7211;SARDEGNA;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 1L;CONTRABBASSO;DCPL16;Contrabbasso;M;2
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Luigi Canepa;SASSARI;7211;SARDEGNA;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 1L;VIOLINO;DCPL54;Violino;F;4
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Luigi Canepa;SASSARI;7211;SARDEGNA;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 1L;VIOLINO;DCPL54;Violino;M;2
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Luigi Canepa;SASSARI;7211;SARDEGNA;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 1L;VIOLONCELLO;DCPL57;Violoncello;F;2
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Luigi Canepa;SASSARI;7211;SARDEGNA;Teoria e analisi, composizione e direzione;AFAM_Corso Diploma accademico 2L;COMPOSIZIONE;DCSL15;Composizione;M;1
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Luigi Canepa;SASSARI;7211;SARDEGNA;Teoria e analisi, composizione e direzione;AFAM_Corso Diploma accademico 2L;MUSICA CORALE E DIREZIONE DI CORO;DCSL33;Direzione di Coro e Composizione corale;M;1
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Luigi Canepa;SASSARI;7211;SARDEGNA;Teoria e analisi, composizione e direzione;AFAM_Corso Diploma accademico 1L;COMPOSIZIONE;DCPL15;Composizione;M;2
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Luigi Cherubini;FIRENZE;7326;TOSCANA;Canto e teatro musicale;AFAM_Corso Diploma accademico 2L;CANTO;DCSL06;Canto;F;9
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Luigi Cherubini;FIRENZE;7326;TOSCANA;Canto e teatro musicale;AFAM_Corso Diploma accademico 2L;CANTO;DCSL06;Canto;M;4
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Luigi Cherubini;FIRENZE;7326;TOSCANA;Canto e teatro musicale;AFAM_Corso Diploma accademico 2L;CANTO;DCSL08;Canto rinascimentale barocco;M;1
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Luigi Cherubini;FIRENZE;7326;TOSCANA;Canto e teatro musicale;AFAM_Corso Diploma accademico 2L;MUSICA DA CAMERA;DCSL68;Musica da camera;F;6
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Luigi Cherubini;FIRENZE;7326;TOSCANA;Canto e teatro musicale;AFAM_Corso Diploma accademico 2L;MUSICA DA CAMERA;DCSL68;Musica da camera;M;1
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Luigi Cherubini;FIRENZE;7326;TOSCANA;Canto e teatro musicale;AFAM_Corso Diploma accademico 2L;MUSICA VOCALE DA CAMERA;DCSL35;Musica vocale da camera;F;8
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Luigi Cherubini;FIRENZE;7326;TOSCANA;Canto e teatro musicale;AFAM_Corso Diploma accademico 2L;MUSICA VOCALE DA CAMERA;DCSL35;Musica vocale da camera;M;3
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Luigi Cherubini;FIRENZE;7326;TOSCANA;Canto e teatro musicale;AFAM_Corso Diploma accademico 1L;CANTO;DCPL06;Canto;F;5
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Luigi Cherubini;FIRENZE;7326;TOSCANA;Canto e teatro musicale;AFAM_Corso Diploma accademico 1L;CANTO;DCPL06;Canto;M;5
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Luigi Cherubini;FIRENZE;7326;TOSCANA;Canto e teatro musicale;AFAM_Corso Diploma accademico 1L;CANTO;DCPL08;Canto rinascimentale barocco;F;2
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Luigi Cherubini;FIRENZE;7326;TOSCANA;Canto e teatro musicale;AFAM_Corso Diploma accademico 1L;CANTO;DCPL08;Canto rinascimentale barocco;M;1
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Luigi Cherubini;FIRENZE;7326;TOSCANA;Canto e teatro musicale;AFAM_Corso Diploma accademico 1L;MUSICA VOCALE DA CAMERA;DCPL35;Musica vocale da camera - Ind. Cantanti;F;3
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Luigi Cherubini;FIRENZE;7326;TOSCANA;Didattica;AFAM_Corso Diploma accademico 2L;DIDATTICA DELLA MUSICA E DELLO STRUMENTO;DCSL21;Didattica della Musica;F;4
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Luigi Cherubini;FIRENZE;7326;TOSCANA;Didattica;AFAM_Corso Diploma accademico 1L;DIDATTICA DELLA MUSICA E DELLO STRUMENTO;DCPL21;Didattica della Musica - Ind. Strumentale;M;1
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Luigi Cherubini;FIRENZE;7326;TOSCANA;Didattica;AFAM_Corso Diploma accademico 1L;DIDATTICA DELLA MUSICA E DELLO STRUMENTO;DCPL21;Didattica della Musica - Ind. Strumentale;F;2
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Luigi Cherubini;FIRENZE;7326;TOSCANA;Nuove tecnologie e linguaggi musicali;AFAM_Corso Diploma accademico 2L;JAZZ;DCSL05;Batteria e Percussioni Jazz;M;1
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Luigi Cherubini;FIRENZE;7326;TOSCANA;Nuove tecnologie e linguaggi musicali;AFAM_Corso Diploma accademico 2L;JAZZ;DCSL10;Chitarra Jazz;M;4
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Luigi Cherubini;FIRENZE;7326;TOSCANA;Nuove tecnologie e linguaggi musicali;AFAM_Corso Diploma accademico 2L;JAZZ;DCSL64;Composizione Jazz;M;5
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Luigi Cherubini;FIRENZE;7326;TOSCANA;Nuove tecnologie e linguaggi musicali;AFAM_Corso Diploma accademico 2L;JAZZ;DCSL17;Contrabbasso Jazz;M;3
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Luigi Cherubini;FIRENZE;7326;TOSCANA;Nuove tecnologie e linguaggi musicali;AFAM_Corso Diploma accademico 2L;MUSICA ELETTRONICA;DCSL34;Musica e nuove tecnologie;F;4
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Luigi Cherubini;FIRENZE;7326;TOSCANA;Nuove tecnologie e linguaggi musicali;AFAM_Corso Diploma accademico 2L;MUSICA ELETTRONICA;DCSL34;Musica e nuove tecnologie;M;12
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Luigi Cherubini;FIRENZE;7326;TOSCANA;Nuove tecnologie e linguaggi musicali;AFAM_Corso Diploma accademico 2L;JAZZ;DCSL40;Pianoforte Jazz;M;2
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Luigi Cherubini;FIRENZE;7326;TOSCANA;Nuove tecnologie e linguaggi musicali;AFAM_Corso Diploma accademico 2L;JAZZ;DCSL42;Saxofono Jazz;M;2
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Luigi Cherubini;FIRENZE;7326;TOSCANA;Nuove tecnologie e linguaggi musicali;AFAM_Corso Diploma accademico 1L;JAZZ;DCPL05;Batteria e Percussioni Jazz;M;1
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Luigi Cherubini;FIRENZE;7326;TOSCANA;Nuove tecnologie e linguaggi musicali;AFAM_Corso Diploma accademico 1L;JAZZ;DCPL10;Chitarra Jazz;M;3
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Luigi Cherubini;FIRENZE;7326;TOSCANA;Nuove tecnologie e linguaggi musicali;AFAM_Corso Diploma accademico 1L;JAZZ;DCPL17;Contrabbasso Jazz;M;1
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Luigi Cherubini;FIRENZE;7326;TOSCANA;Nuove tecnologie e linguaggi musicali;AFAM_Corso Diploma accademico 1L;MUSICA ELETTRONICA;DCPL34;Musica Elettronica;F;3
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Luigi Cherubini;FIRENZE;7326;TOSCANA;Nuove tecnologie e linguaggi musicali;AFAM_Corso Diploma accademico 1L;MUSICA ELETTRONICA;DCPL34;Musica Elettronica;M;10
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Luigi Cherubini;FIRENZE;7326;TOSCANA;Nuove tecnologie e linguaggi musicali;AFAM_Corso Diploma accademico 1L;JAZZ;DCPL40;Pianoforte Jazz;M;3
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Luigi Cherubini;FIRENZE;7326;TOSCANA;Nuove tecnologie e linguaggi musicali;AFAM_Corso Diploma accademico 1L;JAZZ;DCPL42;Saxofono Jazz;M;2
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Luigi Cherubini;FIRENZE;7326;TOSCANA;Strumenti a fiato;AFAM_Corso Diploma accademico 2L;BASSO TUBA;DCSL04;Basso tuba;M;1
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Luigi Cherubini;FIRENZE;7326;TOSCANA;Strumenti a fiato;AFAM_Corso Diploma accademico 2L;CLARINETTO;DCSL11;Clarinetto;M;3
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Luigi Cherubini;FIRENZE;7326;TOSCANA;Strumenti a fiato;AFAM_Corso Diploma accademico 2L;CORNO;DCSL19;Corno;M;2
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Luigi Cherubini;FIRENZE;7326;TOSCANA;Strumenti a fiato;AFAM_Corso Diploma accademico 2L;FLAUTO;DCSL27;Flauto;M;3
2019-2020;Conservatorio di Musica;Area Musicale/Coreutica;Luigi Cherubini;FIRENZE;7326;TOSCANA;Strumenti a fiato;AFAM_Corso Diploma accademico 2L;FLAUTO;DCSL27;Flauto;F;2
