AnnoA;AteneoCOD;AteneoNOME;ClasseNUMERO;CorsoNOME;SedeP;SedeC;GruppoCODICE;Sesso;Isc
2023/2024;3801;Ferrara;L-25;Tecnologie Agrarie e Acquacoltura del Delta;38.0;38008;13;F;18
2023/2024;3801;Ferrara;LM-60;Metodologie e Innovazione Didattica per le Biogeoscienze e per la Chimica;38.0;38008;9;F;18
2023/2024;3801;Ferrara;LM-40;Matematica;38.0;38008;9;M;18
2023/2024;4101;Urbino;99999;Giurisprudenza;41.0;41067;8;F;18
2023/2024;4101;Urbino;14/S;Farmacia;41.0;41067;14;F;18
2023/2024;4201;Marche;LM/SNT3;Scienze delle Professioni Sanitarie Tecniche Assistenziali;42.0;42002;14;F;18
2023/2024;4301;Macerata;LM/SC-GIUR;Scienze Giuridiche per l'Innovazione;43.0;43023;8;F;18
2023/2024;4201;Marche;LM-56;Data Science per l'Economia e le Imprese;42.0;42002;7;F;18
2023/2024;4201;Marche;LM-70;Food And Beverage Innovation And Management;42.0;42002;13;F;18
2023/2024;4801;Firenze;L-21;PIANIFICAZIONE DELLA CITTA', DEL TERRITORIO E DEL PAESAGGIO;48.0;48014;11;F;18
2023/2024;4801;Firenze;L/SNT3;Tecniche di Laboratorio Biomedico (Abilitante alla Professione Sanitaria di Tecnico di Laboratorio Biomedico);48.0;48017;14;M;18
2023/2024;4801;Firenze;LM-12;Design per l'Innovazione Sostenibile;48.0;48017;2;M;18
2023/2024;5001;Pisa;99999;Ingegneria elettronica;50.0;50026;12;M;18
2023/2024;5001;Pisa;99999;Scienze biologiche;50.0;50026;9;F;18
2023/2024;5001;Pisa;99999;Ingegneria meccanica;50.0;50026;12;M;18
2023/2024;4801;Firenze;LM-64;Intermediazione Culturale e Religiosa;48.0;48017;3;F;18
2023/2024;4801;Firenze;LM-57;Scienze Pedagogiche e Management della Formazione per Lo Sviluppo Sostenibile;48.0;48017;1;F;18
2023/2024;4801;Firenze;LM-85;Scienze dell'Educazione degli Adulti, della Formazione Continua e Scienze Pedagogiche per Lo Sviluppo Umano Sostenibile;48.0;48017;1;F;18
2023/2024;5401;Perugia;L-18;Economia del Turismo;54.0;54001;7;M;18
2023/2024;5201;Siena;LM-54;Chemistry;52.0;52032;9;F;18
2023/2024;5201;Siena;99999;Medicina e chirurgia;52.0;52032;14;F;18
2023/2024;5201;Siena;L/SNT3;Tecniche di Radiologia Medica, per Immagini e Radioterapia (Abilitante alla Professione Sanitaria di Tecnico di Radiologia Medica);52.0;52032;14;F;18
2023/2024;5001;Pisa;LM-6;Conservazione ed Evoluzione;50.0;50026;9;M;18
2023/2024;5401;Perugia;LM-85;Consulenza Pedagogica e Coordinamento di Interventi Formativi;54.0;54039;1;M;18
2023/2024;5401;Perugia;LM-32;Ingegneria Informatica e Robotica;54.0;54039;12;F;18
2023/2024;5401;Perugia;LM-35;Ingegneria per l'Ambiente e il Territorio;54.0;54039;11;M;18
2023/2024;5401;Perugia;LM-1;Scienze Socioantropologiche per l'Integrazione e la Sicurezza Sociale;55.0;55022;5;M;18
2023/2024;5801;Roma La Sapienza;99999;Fisica;58.0;58091;9;F;18
2023/2024;5601;Tuscia;LM-76;Circular Economy;58.0;58032;7;F;18
2023/2024;5601;Tuscia;L-21;Pianificazione e Progettazione del Paesaggio e dell'Ambiente;56.0;56059;11;M;18
2023/2024;5801;Roma La Sapienza;L/SNT3;Tecniche di Radiologia Medica, per Immagini e Radioterapia (Abilitante alla Professione Sanitaria di Tecnico di Radiologia Medica);60.0;60038;14;M;18
2023/2024;5801;Roma La Sapienza;L/SNT3;Tecniche di Laboratorio Biomedico (Abilitante alla Professione Sanitaria di Tecnico di Laboratorio Biomedico);94.0;94038;14;F;18
2023/2024;5801;Roma La Sapienza;L/SNT3;Igiene Dentale (Abilitante alla Professione Sanitaria di Igienista Dentale);59.0;59011;14;M;18
2023/2024;5801;Roma La Sapienza;99999;Lingue e letterature straniere moderne;58.0;58091;4;F;18
2023/2024;5801;Roma La Sapienza;L-18;Economia dell’Innovazione;57.0;57059;7;M;18
2023/2024;5801;Roma La Sapienza;LM-28;Sustainable Transportation And Electrical Power Systems;58.0;58091;12;M;18
2023/2024;5801;Roma La Sapienza;LM-35;Ingegneria dell'Ambiente per Lo Sviluppo Sostenibile;59.0;59011;11;M;18
2023/2024;5802;Roma Tor Vergata;LM-18;Informatica;58.0;58091;10;M;18
2023/2024;5802;Roma Tor Vergata;LM-24;Ingegneria e Tecniche del Costruire;58.0;58091;11;F;18
2023/2024;5807;Roma Tre;LM-64;Religioni, Culture, Storia;58.0;58091;3;M;18
2023/2024;5807;Roma Tre;LM-87;Coordinatore dei Servizi Educativi e dei Servizi Sociali;58.0;58091;14;M;18
2023/2024;5807;Roma Tre;L-19;Educatore di Nido e dei Servizi per l'Infanzia;58.0;58091;1;M;18
2023/2024;5802;Roma Tor Vergata;LM-71;Chemical Nano-Engineering;58.0;58091;9;F;18
2023/2024;6001;Cassino;L-9;Ingegneria Gestionale;60.0;60038;12;F;18
2023/2024;6201;Sannio;LM-29;Ingegneria Elettronica per l'Automazione e le Telecomunicazioni;62.0;62008;12;M;18
2023/2024;6201;Sannio;L-16;Scienze dell'Amministrazione Digitale;62.0;62008;5;F;18
2023/2024;6201;Sannio;L-16;Scienze dell'Amministrazione Digitale;62.0;62008;5;M;18
2023/2024;6301;Napoli Federico II;99999;Medicina e chirurgia;63.0;63049;14;M;18
2023/2024;6301;Napoli Federico II;L/DS;Gestione dei Sistemi Aerospaziali per la Difesa;63.0;63060;5;F;18
2023/2024;6301;Napoli Federico II;L-11;Corso di Laurea in Lingue, Culture e Letterature Moderne Europee;63.0;63049;4;M;18
2023/2024;6301;Napoli Federico II;L-13;Corso di Laurea in Scienze Biologiche;63.0;63049;9;F;18
2023/2024;6301;Napoli Federico II;L-39;Corso di Laurea Interfacolta in Servizio Sociale;63.0;63049;14;F;18
2023/2024;6301;Napoli Federico II;LM-52;Relazioni Internazionali;63.0;63049;5;M;18
2023/2024;6301;Napoli Federico II;LM-23;Transportation Engineering And Mobility;63.0;63049;11;F;18
2023/2024;6302;Napoli Parthenope;L-7;Ingegneria Civile e Ambientale per la Mitigazione dei Rischi;63.0;63049;11;F;18
2023/2024;6306;Napoli Vanvitelli;L/SNT3;Tecniche di Radiologia Medica, per Immagini e Radioterapia (Abilitante alla Professione Sanitaria di Tecnico di Radiologia Medica);61.0;61022;14;F;18
2023/2024;101;Torino;13;Scienze dei Beni Culturali;1.0;1272;2;F;18
2023/2024;101;Torino;46/S;Medicina e Chirurgia (Orbassano);1.0;1171;14;F;18
2023/2024;101;Torino;99999;Filosofia;1.0;1272;3;F;18
2023/2024;101;Torino;99999;Discipline dell'arte, della musica e dello spettacolo;1.0;1272;2;F;18
2023/2024;101;Torino;99999;Pedagogia;1.0;1272;1;F;18
2023/2024;101;Torino;LM-56;Economic Analysis And Policy;1.0;1272;7;F;18
2023/2024;101;Torino;LM-73;Scienze dei Sistemi Forestali e dell'Ambiente;1.0;1120;13;M;18
2023/2024;101;Torino;LM/SNT3;Scienze delle Professioni Sanitarie Tecniche Diagnostiche;1.0;1272;14;F;18
2023/2024;101;Torino;LM/SNT4;Scienze delle Professioni Sanitarie della Prevenzione;1.0;1272;14;F;18
2023/2024;101;Torino;LM/SNT1;Scienze Infermieristiche e Ostetriche;1.0;1272;14;M;18
2023/2024;1001;Genova;99999;Lingue e letterature straniere;10.0;10025;4;F;18
2023/2024;201;Piemonte Orientale;LM-56;Economia e Management;6.0;6003;7;F;18
2023/2024;1001;Genova;LM-33;Ingegneria Meccanica - Energia e Aeronautica;10.0;10025;12;F;18
2023/2024;1001;Genova;LM-34;Ingegneria Navale;10.0;10025;12;F;18
2023/2024;1001;Genova;LM-4cu;Architettura;10.0;10025;11;M;18
2023/2024;1001;Genova;LM-2;Archeologie: Professione e Saperi (Archeopes);10.0;10025;3;F;18
2023/2024;1001;Genova;LM-17;Fisica;10.0;10025;9;F;18
2024/2025;1001;Genova;LM-26;Safety Engineering for Transport, Logistics, and Production - Ingegneria della Sicurezza per i Trasporti, la Logistica e i Sistemi di Produzione;10.0;10025;12;F;19
2024/2025;1001;Genova;LM-85;Pedagogia, Progettazione e Ricerca Educativa;10.0;10025;1;M;19
2024/2025;1001;Genova;L-9;Ingegneria Meccanica - Energia e Produzione;9.0;9056;12;M;19
2024/2025;1001;Genova;LM/SNT3;Scienze delle Professioni Sanitarie Tecniche Diagnostiche;10.0;10025;14;F;19
2024/2025;1001;Genova;L/SNT2;Podologia (Abilitante alla Professione Sanitaria di Podologo);10.0;10025;14;F;19
2024/2025;201;Piemonte Orientale;LM-54;Scienze Chimiche;6.0;6003;9;M;19
2024/2025;401;Bra Scienze Gastronomiche;LM/GASTR;Food Industry Management;4.0;4029;7;F;19
2024/2025;701;Aosta;L-18;Scienze dell'Economia e della Gestione Aziendale;7.0;7058;7;M;19
2024/2025;101;Torino;LM-73;Scienze dei Sistemi Forestali e dell'Ambiente;1.0;1120;13;F;19
2024/2025;101;Torino;LM-51;Psicologia Clinica: Salute e Interventi nella Comunita';1.0;1272;6;M;19
2024/2025;101;Torino;L/SNT2;Educazione Professionale (Abilitante alla Professione Sanitaria di Educatore Professionale);4.0;4215;14;M;19
2024/2025;101;Torino;13;Scienze dei Beni Culturali;1.0;1272;2;F;19
2024/2025;3701;Bologna;LM-94;Specialized Translation;40.0;40012;4;M;19
2024/2025;3701;Bologna;LM-84;Global Cultures;37.0;37006;3;F;19
2024/2025;3701;Bologna;L-33;Economics Of Tourism And Cities;99.0;99014;7;M;19
2024/2025;3701;Bologna;L-29;Scienze Farmaceutiche Applicate;37.0;37032;9;M;19
2024/2025;3701;Bologna;LM-20;Aerospace Engineering;40.0;40012;12;F;19
2024/2025;3701;Bologna;LM-38;Language, Society And Communication/Lingua, Societa' e Comunicazione;37.0;37006;4;F;19
2024/2025;3601;Modena e Reggio Emilia;LM-32;Artificial Intelligence Engineering;36.0;36023;12;F;19
2024/2025;3601;Modena e Reggio Emilia;L-9;Ingegneria per l'Industria Intelligente;35.0;35033;12;M;19
2024/2025;3401;Parma;LM-19;Giornalismo, Cultura Editoriale e Comunicazione Multimediale;34.0;34027;5;F;19
2024/2025;3401;Parma;L-P02;Qualità e Approvvigionamento di Materie Prime per l'Agro-Alimentare;34.0;34027;13;M;19
2024/2025;3601;Modena e Reggio Emilia;L/SNT3;Dietistica (Abilitante alla Professione Sanitaria di Dietista);36.0;36023;14;M;19
2024/2025;2801;Padova;LM-77;Economia e Diritto;28.0;28060;7;M;19
2024/2025;2801;Padova;LM-75;Scienze e Tecnologie per l'Ambiente e il Territorio;28.0;28044;9;F;19
2024/2025;3201;Trieste;LM-75;Scienze per l'Ambiente Marino e Costiero;32.0;32006;9;F;19
2024/2025;3201;Trieste;LM-40;Matematica;32.0;32006;9;F;19
2024/2025;3201;Trieste;LM-40;Mathematics;32.0;32006;9;M;19
2024/2025;3201;Trieste;L/SNT3;Tecniche di Radiologia Medica, per Immagini e Radioterapia (Abilitante alla Professione Sanitaria di Tecnico di Radiologia Medica);32.0;32006;14;M;19
2024/2025;3201;Trieste;L/SNT1;Ostetricia (Abilitante alla Professione Sanitaria di Ostetrica/o);32.0;32006;14;F;19
2024/2025;3001;Udine;LM-18;Informatica;30.0;30129;10;F;19
2024/2025;3001;Udine;LM-63;Diritto per l'Innovazione di Imprese e Pubbliche Amministrazioni;30.0;30129;5;M;19
2024/2025;2801;Padova;L-21;Riassetto del Territorio e Tutela del Paesaggio;28.0;28044;11;F;19
2024/2025;2801;Padova;L-36;Scienze Politiche, Studi Internazionali, Governo delle Amministrazioni;28.0;28060;5;M;19
2024/2025;2701;Ca' Foscari Venezia;LM-Sc.Mat.;Science And Technology Of Bio And Nanomaterials;27.0;27042;9;F;19
2024/2025;2701;Ca' Foscari Venezia;LM-77;Management;27.0;27042;7;M;19
2024/2025;2701;Ca' Foscari Venezia;L-7;Ingegneria Ambientale per la Transizione Ecologica;27.0;27042;11;F;19
2024/2025;2301;Verona;LM-89;Storia delle Arti;23.0;23091;2;M;19
2024/2025;2301;Verona;LM-41;Medicina e Chirurgia Ad Indirizzo Tecnologico;23.0;23091;14;M;19
2024/2025;1801;Pavia;LM-37;Letterature Europee e Americane;18.0;18110;4;F;19
2024/2025;1801;Pavia;LM-25;Industrial Automation Engineering;18.0;18110;12;F;19
2024/2025;2101;Bolzano;LM-87;Innovazione e Ricerca per Gli Interventi Socio-Assistenziali-Educativi;21.0;21011;14;F;19
2024/2025;1801;Pavia;L/SNT3;Tecniche di Laboratorio Biomedico (Abilitante alla Professione Sanitaria di Tecnico di Laboratorio Biomedico);18.0;18110;14;M;19
2024/2025;1509;Milano Bicocca;L/SNT3;Igiene Dentale (Abilitante alla Professione Sanitaria di Igienista Dentale);15.0;108033;14;F;19
2024/2025;1509;Milano Bicocca;18;Scienze dell'Educazione;15.0;15146;1;F;19
2024/2025;1508;Milano San Raffaele;L-2;Ricerca Biotecnologica in Medicina;15.0;15146;9;M;19
2024/2025;1510;Rozzano (MI) Humanitas University;L/SNT3;Tecniche di Laboratorio Biomedico (Abilitante alla Professione Sanitaria di Tecnico di Laboratorio Biomedico);15.0;15173;14;F;19
2024/2025;1509;Milano Bicocca;LM-53;Materials Science;15.0;15146;12;M;19
2024/2025;1504;Milano Cattolica;LM-91;Applied Data Science For Banking And Finance;17.0;17029;10;F;19
2024/2025;1504;Milano Cattolica;LM-41;Medicine and Surgery;21.0;21008;14;M;19
2024/2025;1504;Milano Cattolica;L-26;Food Production Management;33.0;33032;13;F;19
2024/2025;1503;Milano Bocconi;LM-18;Artificial Intelligence;15.0;15146;10;F;19
2024/2025;1504;Milano Cattolica;L/SNT1;Infermieristica (Abilitante alla Professione Sanitaria di Infermiere);70.0;70006;14;M;19
2024/2025;1502;Milano Politecnico;LM-24;Architectural Engineering;97.0;97042;11;M;19
2024/2025;1501;Milano;47/S;Medicina Veterinaria;15.0;15146;13;F;19
2024/2025;1501;Milano;LM-84;Cultural, Intellectual And Visual History;15.0;15146;3;F;19
2024/2025;8701;Catania;LM-17;Physics;87.0;87015;9;F;19
2024/2025;8701;Catania;LM-56;Economia e Politiche Pubbliche;87.0;87015;7;M;19
2024/2025;8701;Catania;LM-39;Scienze Linguistiche per l'Intercultura e la Formazione;88.0;88009;4;M;19
2024/2025;9201;Cagliari;LM-17;Fisica;92.0;92009;9;F;19
2024/2025;9001;Sassari;LM-86;Wildlife Management, Conservation, And Control;90.0;90064;13;M;19
2024/2025;9201;Cagliari;L/SNT3;Tecniche di Neurofisiopatologia (Abilitante alla Professione Sanitaria di Tecnico di Neurofisiopatologia);92.0;92009;14;F;19
2024/2025;8301;Messina;LM-79;Geophysical Sciences For Seismic Risk;83.0;83048;9;M;19
2024/2025;8301;Messina;LM-78;Filosofia Contemporanea;83.0;83048;3;M;19
2024/2025;8301;Messina;LM-40;Matematica;83.0;83048;9;F;19
2024/2025;8301;Messina;LM-2;Tradizione Classica e Archeologia del Mediterraneo;83.0;83048;3;F;19
2024/2025;8201;Palermo;LM-90;Migration, Rights, Integration;82.0;82053;5;F;19
2024/2025;8201;Palermo;LM-6;Biologia Molecolare e della Salute;82.0;82053;9;M;19
2024/2025;8201;Palermo;LM-6;Biologia Marina;82.0;82053;9;M;19
2024/2025;9201;Cagliari;LM-91;Data Science, Business Analytics e Innovazione;92.0;92009;10;F;19
2024/2025;8201;Palermo;LM-15;Scienze dell'Antichità;82.0;82053;3;M;19
2024/2025;8201;Palermo;L-15;Scienze del Turismo;82.0;82053;7;M;19
2024/2025;8201;Palermo;L-34;Scienze Geologiche;82.0;82053;9;F;19
2024/2025;8201;Palermo;L-25;Scienze Forestali ed Ambientali;82.0;82053;13;F;19
2024/2025;8201;Palermo;L-25;Agroingegneria;82.0;82053;13;F;19
2024/2025;8201;Palermo;L-21;Urbanistica e Scienze della Citta';82.0;82053;11;M;19
2024/2025;7501;Salento;LM-90;Governance Euro-Mediterranea delle Politiche Migratorie;75.0;75035;5;M;19
2024/2025;7501;Salento;LM-33;Ingegneria Meccanica;75.0;75035;12;F;19
2024/2025;7501;Salento;LM-31;Management Engineering - Ingegneria Gestionale;75.0;75035;12;F;19
2024/2025;7801;Calabria;18-bis;Scienze della Formazione Primaria;78.0;78102;1;F;19
2024/2025;7203;Casamassima – LUM G. Degennaro;L-8;Ingegneria Informatica per la Transizione Digitale;72.0;72015;12;M;19
2024/2025;7201;Bari;LM-71;Chimica Industriale;72.0;72006;9;M;19
2024/2025;7201;Bari;L/SNT3;Tecniche Ortopediche (Abilitante alla Professione Sanitaria di Tecnico Ortopedico);72.0;72006;14;F;19
2024/2025;7201;Bari;L-11;Culture delle Lingue Moderne e del Turismo;72.0;72006;4;F;19
2024/2025;7201;Bari;LM-43;Patrimonio Digitale. Musei, Archivi, Biblioteche;72.0;72006;5;F;19
2024/2025;6901;Chieti e Pescara;LM-51;Psychology Of Well-Being And Performance;69.0;69022;6;M;19
2024/2025;6901;Chieti e Pescara;LM-2;Beni Archeologici e Storico-Artistici;69.0;69022;3;M;19
2024/2025;7001;Molise;LM/SNT2;Scienze Riabilitative delle Professioni Sanitarie;70.0;70006;14;M;19
2024/2025;7001;Molise;L-15;Scienze Turistiche;70.0;70078;7;M;19
2024/2025;7101;Foggia;L-10;Lettere e Beni Culturali;71.0;71024;3;M;19
2024/2025;7101;Foggia;LM-6;Clinical And Experimental Biology;71.0;71024;9;F;19
2024/2025;6501;Salerno;LM-35;Ingegneria per l'Ambiente e il Territorio;65.0;65052;11;F;19
2024/2025;6306;Napoli Vanvitelli;LM-75;Scienze e Tecnologie per l'Ambiente e il Territorio;61.0;61022;9;M;19
2024/2025;6306;Napoli Vanvitelli;LM-51;Psicologia Clinica;61.0;61022;6;M;19
2024/2025;6306;Napoli Vanvitelli;L/SNT3;Tecniche di Radiologia Medica, per Immagini e Radioterapia (Abilitante alla Professione Sanitaria di Tecnico di Radiologia Medica);64.0;64008;14;M;19
2024/2025;6306;Napoli Vanvitelli;L-25;Scienze Agrarie e Forestali;61.0;61022;13;F;19
2024/2025;6302;Napoli Parthenope;LM-77;Economia & Management del Mare;63.0;63049;7;F;19
2024/2025;6301;Napoli Federico II;LM-71;Industrial Chemistry For Circular And Bio Economy;63.0;63049;9;F;19
2024/2025;6301;Napoli Federico II;LM-65;Discipline della Musica e dello Spettacolo. Storia e Teoria;63.0;63049;2;M;19
2024/2025;6301;Napoli Federico II;LM-4cu;Corso di Laurea Magistrale in Architettura;63.0;63049;11;M;19
2024/2025;6301;Napoli Federico II;LM-51;Psicologia;63.0;63049;6;M;19
2024/2025;6301;Napoli Federico II;LM-42;Corso di Laurea Magistrale in Medicina Veterinaria;63.0;63049;13;F;19
2024/2025;6001;Cassino;LM-23;Ingegneria Civile, per l'Ambiente e il Territorio;60.0;60019;11;M;19
2024/2025;6001;Cassino;LM-14;Lettere;60.0;60019;3;M;19
2024/2025;6202;Benevento Giustino Fortunato - telematica;L-19;Scienze dell'Educazione;62.0;62008;1;M;19
2024/2025;5817;Roma Link Campus;L-36;Scienze della Politica e dei Rapporti Internazionali;58.0;58091;5;M;19
2024/2025;5815;Roma UNICUSANO - telematica;L-24;Scienze Psicologiche del Lavoro e delle Organizzazioni;58.0;58091;6;F;19
2024/2025;5815;Roma UNICUSANO - telematica;LM-23;Ingegneria Civile;58.0;58091;11;F;19
2024/2025;6301;Napoli Federico II;L-7;Corso di Laurea in Ingegneria per l'Ambiente e il Territorio;63.0;63049;11;F;19
2024/2025;6301;Napoli Federico II;L-9;Corso di Laurea in Ingegneria Gestionale della Logistica e della Produzione;63.0;63049;12;F;19
2024/2025;6301;Napoli Federico II;L/SNT3;Igiene Dentale (Abilitante alla Professione Sanitaria di Igienista Dentale);63.0;63049;14;M;19
2024/2025;6301;Napoli Federico II;L-18;Gestione dell'Ospitalita' Turistica;63.0;63049;7;M;19
2024/2025;5805;Roma Luiss;LM-91;Data Science And Management;58.0;58091;10;F;19
2024/2025;5809;Roma UNINT;L-36;Scienze Politiche, Sicurezza Internazionale e Criminalità;58.0;58091;5;F;19
2024/2025;5801;Roma La Sapienza;LM-88;Scienze Sociali Applicate;58.0;58091;5;F;19
2024/2025;5801;Roma La Sapienza;LM-2;Mediterranean Archaeology;58.0;58091;3;F;19
2024/2025;5801;Roma La Sapienza;LM-41;"Medicina e Chirurgia ""B""";58.0;58091;14;M;19
2024/2025;5801;Roma La Sapienza;LM-55;Cognitive Forensic Sciences;58.0;58091;6;M;19
2024/2025;5801;Roma La Sapienza;LM-55;Scienze Cognitive Forensi;58.0;58091;6;M;19
2024/2025;5801;Roma La Sapienza;L/SNT3;Tecniche di Laboratorio Biomedico (Abilitante alla Professione Sanitaria di Tecnico di Laboratorio Biomedico);94.0;94038;14;F;19
2024/2025;5801;Roma La Sapienza;L/SNT3;Tecniche Audiometriche (Abilitante alla Professione Sanitaria di Audiometrista);58.0;58091;14;F;19
2024/2025;5801;Roma La Sapienza;L/SNT3;Dietistica (Abilitante alla Professione Sanitaria di Dietista);57.0;57059;14;F;19
2024/2025;5801;Roma La Sapienza;L/SNT2;Fisioterapia (Abilitante alla Professione Sanitaria di Fisioterapista);57.0;57059;14;F;19
2024/2025;5401;Perugia;LM-70;Tecnologie e Biotecnologie degli Alimenti;54.0;54039;13;F;19
2024/2025;5403;Perugia Stranieri;L-10;Lingua e Cultura Italiana Nel Mondo Digitale;54.0;54039;3;F;19
2024/2025;5801;Roma La Sapienza;12;Scienze Biologiche;58.0;58091;9;F;19
2024/2025;5601;Tuscia;L-P02;Produzione Sementiera e Vivaismo;56.0;56059;13;M;19
2024/2025;5601;Tuscia;LM-37;Lingue e Culture per la Comunicazione Internazionale;56.0;56059;4;M;19
2024/2025;5601;Tuscia;LM-2;Archeologia e Storia dell'Arte. Tutela e Valorizzazione;56.0;56059;3;F;19
2024/2025;5201;Siena;LM-6;Biodiversity, Conservation And Environmental Quality;52.0;52032;9;F;19
2024/2025;5201;Siena;LM-85;Scienze per la Formazione e la Consulenza Pedagogica nelle Organizzazioni;51.0;51002;1;M;19
2024/2025;5202;Siena Stranieri;L-10;Lingua e Cultura Italiana per l'Insegnamento Agli Stranieri e per la Scuola;52.0;52032;3;M;19
2024/2025;5201;Siena;L-P02;Agribusiness;52.0;52032;13;F;19
2024/2025;5202;Siena Stranieri;L-10;Lingua e Cultura Italiana in Contesti Globali;52.0;52032;3;F;19
2024/2025;5001;Pisa;LM-63;Scienze delle Pubbliche Amministrazioni;50.0;50026;5;M;19
2024/2025;5201;Siena;L/SNT2;Ortottica ed Assistenza Oftalmologica (Abilitante alla Professione Sanitaria di Ortottista ed Assistente di Oftalmologia);52.0;52032;14;F;19
2024/2025;5001;Pisa;LM-51;Psicologia Clinica e Scienze Comportamentali;50.0;50026;6;M;19
2024/2025;5001;Pisa;LM-24;Ingegneria Strutturale e Edile;50.0;50026;11;F;19
2024/2025;4801;Firenze;LM-86;Scienze e Gestione delle Risorse Faunistico-Ambientali;48.0;48017;13;F;19
2024/2025;4201;Marche;LM/SNT3;Scienze delle professioni sanitarie tecniche diagnostiche;42.0;42002;14;F;19
2024/2025;4201;Marche;L/SNT3;Tecniche di Laboratorio Biomedico (Abilitante alla Professione Sanitaria di Tecnico di Laboratorio Biomedico);42.0;42002;14;M;19
2024/2025;4201;Marche;LM/SNT1;Scienze Infermieristiche e Ostetriche;42.0;42002;14;M;19
2024/2025;3801;Ferrara;LM-32;Ingegneria Informatica e dell’Automazione;38.0;38008;12;F;19
2024/2025;3801;Ferrara;L/SNT3;Igiene Dentale (Abilitante alla Professione Sanitaria di Igienista Dentale);38.0;38008;14;M;19
2023/2024;9201;Cagliari;L-9;Ingegneria Meccanica e Gestionale;92.0;92009;12;F;19
