ANNO_ACCADEMICO;TIPO_ISTITUTO;Area_Istituto;NOME_ISTITUTO;COMUNE_SEDE;COD_ISTITUTO;REGIONE_ISTITUTO;AREA_CORSO;TIPO_CORSO;SCUOLA_AGGREGAZIONE;CLASSE;CORSO;GENERE;ISCRITTI
2018-2019;Conservatorio di Musica;Area Musicale/Coreutica;Felice E. Dall'Abaco;VERONA;7208;VENETO;Strumenti a fiato;AFAM_Corso Diploma accademico 1L;CLARINETTO;DCPL11;Clarinetto;F;7
2018-2019;Conservatorio di Musica;Area Musicale/Coreutica;Felice E. Dall'Abaco;VERONA;7208;VENETO;Strumenti a fiato;AFAM_Corso Diploma accademico 1L;CORNO;DCPL19;Corno;M;1
2018-2019;Conservatorio di Musica;Area Musicale/Coreutica;Felice E. Dall'Abaco;VERONA;7208;VENETO;Strumenti a fiato;AFAM_Corso Diploma accademico 1L;FAGOTTO;DCPL24;Fagotto;M;1
2018-2019;Conservatorio di Musica;Area Musicale/Coreutica;Felice E. Dall'Abaco;VERONA;7208;VENETO;Strumenti a fiato;AFAM_Corso Diploma accademico 1L;FLAUTO;DCPL27;Flauto;M;2
2018-2019;Conservatorio di Musica;Area Musicale/Coreutica;Felice E. Dall'Abaco;VERONA;7208;VENETO;Strumenti a fiato;AFAM_Corso Diploma accademico 1L;FLAUTO;DCPL27;Flauto;F;10
2018-2019;Conservatorio di Musica;Area Musicale/Coreutica;Felice E. Dall'Abaco;VERONA;7208;VENETO;Strumenti a fiato;AFAM_Corso Diploma accademico 1L;FLAUTO DOLCE;DCPL28;Flauto dolce;F;1
2018-2019;Conservatorio di Musica;Area Musicale/Coreutica;Felice E. Dall'Abaco;VERONA;7208;VENETO;Strumenti a fiato;AFAM_Corso Diploma accademico 1L;FLAUTO DOLCE;DCPL29;Flauto traversiere;M;1
2018-2019;Conservatorio di Musica;Area Musicale/Coreutica;Felice E. Dall'Abaco;VERONA;7208;VENETO;Strumenti a fiato;AFAM_Corso Diploma accademico 1L;FLAUTO DOLCE;DCPL29;Flauto traversiere;F;1
2018-2019;Conservatorio di Musica;Area Musicale/Coreutica;Felice E. Dall'Abaco;VERONA;7208;VENETO;Strumenti a fiato;AFAM_Corso Diploma accademico 1L;OBOE;DCPL36;Oboe;M;1
2018-2019;Conservatorio di Musica;Area Musicale/Coreutica;Felice E. Dall'Abaco;VERONA;7208;VENETO;Strumenti a fiato;AFAM_Corso Diploma accademico 1L;OBOE;DCPL37;Oboe barocco e classico;M;2
2018-2019;Conservatorio di Musica;Area Musicale/Coreutica;Felice E. Dall'Abaco;VERONA;7208;VENETO;Strumenti a fiato;AFAM_Corso Diploma accademico 1L;SAXOFONO;DCPL41;Saxofono;M;2
2018-2019;Conservatorio di Musica;Area Musicale/Coreutica;Felice E. Dall'Abaco;VERONA;7208;VENETO;Strumenti a fiato;AFAM_Corso Diploma accademico 1L;SAXOFONO;DCPL41;Saxofono;F;2
2018-2019;Conservatorio di Musica;Area Musicale/Coreutica;Felice E. Dall'Abaco;VERONA;7208;VENETO;Strumenti a fiato;AFAM_Corso Diploma accademico 1L;TROMBA;DCPL46;Tromba;M;4
2018-2019;Conservatorio di Musica;Area Musicale/Coreutica;Felice E. Dall'Abaco;VERONA;7208;VENETO;Strumenti a fiato;AFAM_Corso Diploma accademico 1L;TROMBA;DCPL46;Tromba;F;1
2018-2019;Conservatorio di Musica;Area Musicale/Coreutica;Felice E. Dall'Abaco;VERONA;7208;VENETO;Strumenti a fiato;AFAM_Corso Diploma accademico 1L;TROMBONE;DCPL49;Trombone;M;6
2018-2019;Conservatorio di Musica;Area Musicale/Coreutica;Felice E. Dall'Abaco;VERONA;7208;VENETO;Strumenti a fiato;AFAM_Corso Diploma accademico 2L;BASSO TUBA;DCSL04;Basso tuba;M;1
2018-2019;Conservatorio di Musica;Area Musicale/Coreutica;Felice E. Dall'Abaco;VERONA;7208;VENETO;Strumenti a fiato;AFAM_Corso Diploma accademico 2L;CORNO;DCSL19;Corno;M;3
2018-2019;Conservatorio di Musica;Area Musicale/Coreutica;Felice E. Dall'Abaco;VERONA;7208;VENETO;Strumenti a fiato;AFAM_Corso Diploma accademico 2L;FAGOTTO;DCSL24;Fagotto;M;2
2018-2019;Conservatorio di Musica;Area Musicale/Coreutica;Felice E. Dall'Abaco;VERONA;7208;VENETO;Strumenti a fiato;AFAM_Corso Diploma accademico 2L;FAGOTTO;DCSL24;Fagotto;F;1
2018-2019;Conservatorio di Musica;Area Musicale/Coreutica;Felice E. Dall'Abaco;VERONA;7208;VENETO;Strumenti a fiato;AFAM_Corso Diploma accademico 2L;FLAUTO;DCSL27;Flauto;F;1
2018-2019;Conservatorio di Musica;Area Musicale/Coreutica;Felice E. Dall'Abaco;VERONA;7208;VENETO;Strumenti a fiato;AFAM_Corso Diploma accademico 2L;FLAUTO DOLCE;DCSL29;Flauto traversiere;F;3
2018-2019;Conservatorio di Musica;Area Musicale/Coreutica;Felice E. Dall'Abaco;VERONA;7208;VENETO;Strumenti a fiato;AFAM_Corso Diploma accademico 2L;OBOE;DCSL36;Oboe;M;1
2018-2019;Conservatorio di Musica;Area Musicale/Coreutica;Felice E. Dall'Abaco;VERONA;7208;VENETO;Strumenti a fiato;AFAM_Corso Diploma accademico 2L;OBOE;DCSL36;Oboe;F;2
2018-2019;Conservatorio di Musica;Area Musicale/Coreutica;Felice E. Dall'Abaco;VERONA;7208;VENETO;Strumenti a fiato;AFAM_Corso Diploma accademico 2L;SAXOFONO;DCSL41;Saxofono;M;1
2018-2019;Conservatorio di Musica;Area Musicale/Coreutica;Felice E. Dall'Abaco;VERONA;7208;VENETO;Strumenti a fiato;AFAM_Corso Diploma accademico 2L;TROMBA;DCSL46;Tromba;M;2
2018-2019;Conservatorio di Musica;Area Musicale/Coreutica;Felice E. Dall'Abaco;VERONA;7208;VENETO;Strumenti a fiato;AFAM_Corso Vecchio Ordinamento (ad esaurim.);CORNO;-;Corno;M;1
2018-2019;Conservatorio di Musica;Area Musicale/Coreutica;Felice E. Dall'Abaco;VERONA;7208;VENETO;Strumenti a fiato;AFAM_Corso Vecchio Ordinamento (ad esaurim.);SAXOFONO;-;Saxofono;M;1
2018-2019;Conservatorio di Musica;Area Musicale/Coreutica;Felice E. Dall'Abaco;VERONA;7208;VENETO;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 1L;CLAVICEMBALO;DCPL14;Clavicembalo e Tastiere Storiche;M;2
2018-2019;Conservatorio di Musica;Area Musicale/Coreutica;Felice E. Dall'Abaco;VERONA;7208;VENETO;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 1L;ORGANO E COMPOSIZIONE ORGANISTICA;DCPL38;Organo;M;1
2018-2019;Conservatorio di Musica;Area Musicale/Coreutica;Felice E. Dall'Abaco;VERONA;7208;VENETO;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 1L;ORGANO E COMPOSIZIONE ORGANISTICA;DCPL66;Organo e Musica Liturgica;M;1
2018-2019;Conservatorio di Musica;Area Musicale/Coreutica;Felice E. Dall'Abaco;VERONA;7208;VENETO;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 1L;PIANOFORTE;DCPL31;Maestro collaboratore;M;1
2018-2019;Conservatorio di Musica;Area Musicale/Coreutica;Felice E. Dall'Abaco;VERONA;7208;VENETO;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 1L;PIANOFORTE;DCPL31;Maestro collaboratore;F;1
2018-2019;Conservatorio di Musica;Area Musicale/Coreutica;Felice E. Dall'Abaco;VERONA;7208;VENETO;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 1L;PIANOFORTE;DCPL39;Pianoforte;M;14
2018-2019;Conservatorio di Musica;Area Musicale/Coreutica;Felice E. Dall'Abaco;VERONA;7208;VENETO;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 1L;PIANOFORTE;DCPL39;Pianoforte;F;19
2018-2019;Conservatorio di Musica;Area Musicale/Coreutica;Felice E. Dall'Abaco;VERONA;7208;VENETO;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 1L;STRUMENTI A PERCUSSIONE;DCPL44;Strumenti a percussione;M;5
2018-2019;Conservatorio di Musica;Area Musicale/Coreutica;Felice E. Dall'Abaco;VERONA;7208;VENETO;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 1L;STRUMENTI A PERCUSSIONE;DCPL44;Strumenti a percussione;F;2
2018-2019;Conservatorio di Musica;Area Musicale/Coreutica;Felice E. Dall'Abaco;VERONA;7208;VENETO;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 2L;ORGANO E COMPOSIZIONE ORGANISTICA;DCSL38;Organo;M;1
2018-2019;Conservatorio di Musica;Area Musicale/Coreutica;Felice E. Dall'Abaco;VERONA;7208;VENETO;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 2L;PIANOFORTE;DCSL31;Maestro collaboratore;M;2
2018-2019;Conservatorio di Musica;Area Musicale/Coreutica;Felice E. Dall'Abaco;VERONA;7208;VENETO;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 2L;PIANOFORTE;DCSL31;Maestro collaboratore;F;3
2018-2019;Conservatorio di Musica;Area Musicale/Coreutica;Felice E. Dall'Abaco;VERONA;7208;VENETO;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 2L;PIANOFORTE;DCSL39;Pianoforte;M;4
2018-2019;Conservatorio di Musica;Area Musicale/Coreutica;Felice E. Dall'Abaco;VERONA;7208;VENETO;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 2L;PIANOFORTE;DCSL39;Pianoforte;F;9
2018-2019;Conservatorio di Musica;Area Musicale/Coreutica;Felice E. Dall'Abaco;VERONA;7208;VENETO;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 2L;STRUMENTI A PERCUSSIONE;DCSL44;Strumenti a percussione;M;3
2018-2019;Conservatorio di Musica;Area Musicale/Coreutica;Felice E. Dall'Abaco;VERONA;7208;VENETO;Strumenti a tastiera e a percussione;AFAM_Corso Vecchio Ordinamento (ad esaurim.);ORGANO E COMPOSIZIONE ORGANISTICA;-;Organo e composizione organistica;M;1
2018-2019;Conservatorio di Musica;Area Musicale/Coreutica;Felice E. Dall'Abaco;VERONA;7208;VENETO;Strumenti a tastiera e a percussione;AFAM_Corso Vecchio Ordinamento (ad esaurim.);PIANOFORTE;-;Pianoforte;M;2
2018-2019;Conservatorio di Musica;Area Musicale/Coreutica;Felice E. Dall'Abaco;VERONA;7208;VENETO;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 1L;ARPA;DCPL01;Arpa;F;1
2018-2019;Conservatorio di Musica;Area Musicale/Coreutica;Felice E. Dall'Abaco;VERONA;7208;VENETO;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 1L;ARPA;DCPL02;Arpa rinascimentale barocca;F;1
2018-2019;Conservatorio di Musica;Area Musicale/Coreutica;Felice E. Dall'Abaco;VERONA;7208;VENETO;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 1L;CHITARRA;DCPL09;Chitarra;M;1
2018-2019;Conservatorio di Musica;Area Musicale/Coreutica;Felice E. Dall'Abaco;VERONA;7208;VENETO;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 1L;CHITARRA;DCPL09;Chitarra;F;2
2018-2019;Conservatorio di Musica;Area Musicale/Coreutica;Felice E. Dall'Abaco;VERONA;7208;VENETO;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 1L;CONTRABBASSO;DCPL16;Contrabbasso;M;2
2018-2019;Conservatorio di Musica;Area Musicale/Coreutica;Felice E. Dall'Abaco;VERONA;7208;VENETO;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 1L;CONTRABBASSO;DCPL16;Contrabbasso;F;1
2018-2019;Conservatorio di Musica;Area Musicale/Coreutica;Felice E. Dall'Abaco;VERONA;7208;VENETO;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 1L;LIUTO;DCPL30;Liuto;M;1
2018-2019;Conservatorio di Musica;Area Musicale/Coreutica;Felice E. Dall'Abaco;VERONA;7208;VENETO;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 1L;VIOLA;DCPL52;Viola;M;2
2018-2019;Conservatorio di Musica;Area Musicale/Coreutica;Felice E. Dall'Abaco;VERONA;7208;VENETO;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 1L;VIOLA;DCPL52;Viola;F;3
2018-2019;Conservatorio di Musica;Area Musicale/Coreutica;Felice E. Dall'Abaco;VERONA;7208;VENETO;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 1L;VIOLA DA GAMBA;DCPL53;Viola da gamba;M;2
2018-2019;Conservatorio di Musica;Area Musicale/Coreutica;Felice E. Dall'Abaco;VERONA;7208;VENETO;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 1L;VIOLINO;DCPL54;Violino;M;3
2018-2019;Conservatorio di Musica;Area Musicale/Coreutica;Felice E. Dall'Abaco;VERONA;7208;VENETO;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 1L;VIOLINO;DCPL54;Violino;F;11
2018-2019;Conservatorio di Musica;Area Musicale/Coreutica;Felice E. Dall'Abaco;VERONA;7208;VENETO;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 1L;VIOLINO;DCPL55;Violino barocco;M;1
2018-2019;Conservatorio di Musica;Area Musicale/Coreutica;Felice E. Dall'Abaco;VERONA;7208;VENETO;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 1L;VIOLINO;DCPL55;Violino barocco;F;1
2018-2019;Conservatorio di Musica;Area Musicale/Coreutica;Felice E. Dall'Abaco;VERONA;7208;VENETO;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 1L;VIOLONCELLO;DCPL57;Violoncello;M;2
2018-2019;Conservatorio di Musica;Area Musicale/Coreutica;Felice E. Dall'Abaco;VERONA;7208;VENETO;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 1L;VIOLONCELLO;DCPL57;Violoncello;F;5
2018-2019;Conservatorio di Musica;Area Musicale/Coreutica;Felice E. Dall'Abaco;VERONA;7208;VENETO;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 1L;VIOLONCELLO;DCPL58;Violoncello barocco;F;1
2018-2019;Conservatorio di Musica;Area Musicale/Coreutica;Felice E. Dall'Abaco;VERONA;7208;VENETO;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 2L;ARPA;DCSL01;Arpa;F;1
2018-2019;Conservatorio di Musica;Area Musicale/Coreutica;Felice E. Dall'Abaco;VERONA;7208;VENETO;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 2L;ARPA;DCSL02;Arpa rinascimentale barocca;F;1
2018-2019;Conservatorio di Musica;Area Musicale/Coreutica;Felice E. Dall'Abaco;VERONA;7208;VENETO;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 2L;CONTRABBASSO;DCSL16;Contrabbasso;M;1
2018-2019;Conservatorio di Musica;Area Musicale/Coreutica;Felice E. Dall'Abaco;VERONA;7208;VENETO;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 2L;LIUTO;DCSL30;Liuto;M;1
2018-2019;Conservatorio di Musica;Area Musicale/Coreutica;Felice E. Dall'Abaco;VERONA;7208;VENETO;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 2L;LIUTO;DCSL30;Liuto;F;1
2018-2019;Conservatorio di Musica;Area Musicale/Coreutica;Felice E. Dall'Abaco;VERONA;7208;VENETO;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 2L;VIOLA;DCSL52;Viola;F;1
2018-2019;Conservatorio di Musica;Area Musicale/Coreutica;Felice E. Dall'Abaco;VERONA;7208;VENETO;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 2L;VIOLINO;DCSL54;Violino;M;1
2018-2019;Conservatorio di Musica;Area Musicale/Coreutica;Felice E. Dall'Abaco;VERONA;7208;VENETO;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 2L;VIOLINO;DCSL54;Violino;F;4
2018-2019;Conservatorio di Musica;Area Musicale/Coreutica;Felice E. Dall'Abaco;VERONA;7208;VENETO;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 2L;VIOLINO;DCSL55;Violino barocco;M;5
2018-2019;Conservatorio di Musica;Area Musicale/Coreutica;Felice E. Dall'Abaco;VERONA;7208;VENETO;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 2L;VIOLINO;DCSL55;Violino barocco;F;1
2018-2019;Conservatorio di Musica;Area Musicale/Coreutica;Felice E. Dall'Abaco;VERONA;7208;VENETO;Strumenti ad arco e a corda;AFAM_Corso Vecchio Ordinamento (ad esaurim.);CHITARRA;-;Chitarra;M;1
2018-2019;Conservatorio di Musica;Area Musicale/Coreutica;Felice E. Dall'Abaco;VERONA;7208;VENETO;Strumenti ad arco e a corda;AFAM_Corso Vecchio Ordinamento (ad esaurim.);CHITARRA;-;Chitarra;F;1
2018-2019;Conservatorio di Musica;Area Musicale/Coreutica;Felice E. Dall'Abaco;VERONA;7208;VENETO;Strumenti ad arco e a corda;AFAM_Corso Vecchio Ordinamento (ad esaurim.);CONTRABBASSO;-;Contrabbasso;F;1
2018-2019;Conservatorio di Musica;Area Musicale/Coreutica;Felice E. Dall'Abaco;VERONA;7208;VENETO;Strumenti ad arco e a corda;AFAM_Corso Vecchio Ordinamento (ad esaurim.);VIOLINO;-;Violino;M;1
2018-2019;Conservatorio di Musica;Area Musicale/Coreutica;Felice E. Dall'Abaco;VERONA;7208;VENETO;Strumenti ad arco e a corda;AFAM_Corso Vecchio Ordinamento (ad esaurim.);VIOLONCELLO;-;Violoncello;F;1
2018-2019;Conservatorio di Musica;Area Musicale/Coreutica;Felice E. Dall'Abaco;VERONA;7208;VENETO;Teoria e analisi, composizione e direzione;AFAM_Corso Diploma accademico 1L;COMPOSIZIONE;DCPL15;Composizione;M;3
2018-2019;Conservatorio di Musica;Area Musicale/Coreutica;Felice E. Dall'Abaco;VERONA;7208;VENETO;Teoria e analisi, composizione e direzione;AFAM_Corso Diploma accademico 1L;COMPOSIZIONE;DCPL15;Composizione;F;2
2018-2019;Conservatorio di Musica;Area Musicale/Coreutica;Felice E. Dall'Abaco;VERONA;7208;VENETO;Teoria e analisi, composizione e direzione;AFAM_Corso Diploma accademico 1L;MUSICA CORALE E DIREZIONE DI CORO;DCPL33;Direzione di Coro e Composizione corale;M;1
2018-2019;Conservatorio di Musica;Area Musicale/Coreutica;Felice E. Dall'Abaco;VERONA;7208;VENETO;Teoria e analisi, composizione e direzione;AFAM_Corso Diploma accademico 1L;MUSICA CORALE E DIREZIONE DI CORO;DCPL33;Direzione di Coro e Composizione corale;F;2
2018-2019;Conservatorio di Musica;Area Musicale/Coreutica;Felice E. Dall'Abaco;VERONA;7208;VENETO;Teoria e analisi, composizione e direzione;AFAM_Corso Diploma accademico 1L;STRUMENTAZIONE PER BANDA;DCPL43;Strumentazione per orchestra di fiati;M;1
2018-2019;Conservatorio di Musica;Area Musicale/Coreutica;Felice E. Dall'Abaco;VERONA;7208;VENETO;Teoria e analisi, composizione e direzione;AFAM_Corso Diploma accademico 2L;COMPOSIZIONE;DCSL15;Composizione;M;1
2018-2019;Conservatorio di Musica;Area Musicale/Coreutica;Felice E. Dall'Abaco;VERONA;7208;VENETO;Teoria e analisi, composizione e direzione;AFAM_Corso Diploma accademico 2L;MUSICA CORALE E DIREZIONE DI CORO;DCSL33;Direzione di Coro e Composizione corale;M;1
2018-2019;Conservatorio di Musica;Area Musicale/Coreutica;Felice E. Dall'Abaco;VERONA;7208;VENETO;Teoria e analisi, composizione e direzione;AFAM_Corso Vecchio Ordinamento (ad esaurim.);COMPOSIZIONE;-;Composizione;M;2
2018-2019;Conservatorio di Musica;Area Musicale/Coreutica;Felice E. Dall'Abaco;VERONA;7208;VENETO;Teoria e analisi, composizione e direzione;AFAM_Corso Vecchio Ordinamento (ad esaurim.);COMPOSIZIONE;-;Composizione;F;2
2018-2019;Conservatorio di Musica;Area Musicale/Coreutica;Francesco A. Bonporti (sezione staccata);TRENTO - RIVA DEL GARDA (TN);7260;TRENTINO-ALTO ADIGE;Canto e teatro musicale;AFAM_Corso Diploma accademico 1L;CANTO;DCPL06;Canto;M;1
2018-2019;Conservatorio di Musica;Area Musicale/Coreutica;Francesco A. Bonporti (sezione staccata);TRENTO - RIVA DEL GARDA (TN);7260;TRENTINO-ALTO ADIGE;Canto e teatro musicale;AFAM_Corso Diploma accademico 1L;CANTO;DCPL06;Canto;F;5
2018-2019;Conservatorio di Musica;Area Musicale/Coreutica;Francesco A. Bonporti (sezione staccata);TRENTO - RIVA DEL GARDA (TN);7260;TRENTINO-ALTO ADIGE;Canto e teatro musicale;AFAM_Corso Diploma accademico 2L;CANTO;DCSL06;Canto;M;2
2018-2019;Conservatorio di Musica;Area Musicale/Coreutica;Francesco A. Bonporti (sezione staccata);TRENTO - RIVA DEL GARDA (TN);7260;TRENTINO-ALTO ADIGE;Canto e teatro musicale;AFAM_Corso Diploma accademico 2L;CANTO;DCSL06;Canto;F;3
2018-2019;Conservatorio di Musica;Area Musicale/Coreutica;Francesco A. Bonporti (sezione staccata);TRENTO - RIVA DEL GARDA (TN);7260;TRENTINO-ALTO ADIGE;Strumenti a fiato;AFAM_Corso Diploma accademico 1L;TROMBONE;DCPL23;Eufonio;M;1
2018-2019;Conservatorio di Musica;Area Musicale/Coreutica;Francesco A. Bonporti (sezione staccata);TRENTO - RIVA DEL GARDA (TN);7260;TRENTINO-ALTO ADIGE;Strumenti a fiato;AFAM_Corso Diploma accademico 1L;TROMBONE;DCPL49;Trombone;M;1
2018-2019;Conservatorio di Musica;Area Musicale/Coreutica;Francesco A. Bonporti (sezione staccata);TRENTO - RIVA DEL GARDA (TN);7260;TRENTINO-ALTO ADIGE;Strumenti a fiato;AFAM_Corso Diploma accademico 2L;FLAUTO;DCSL27;Flauto;F;1
2018-2019;Conservatorio di Musica;Area Musicale/Coreutica;Francesco A. Bonporti (sezione staccata);TRENTO - RIVA DEL GARDA (TN);7260;TRENTINO-ALTO ADIGE;Strumenti a fiato;AFAM_Corso Diploma accademico 2L;TROMBONE;DCSL49;Trombone;M;2
2018-2019;Conservatorio di Musica;Area Musicale/Coreutica;Francesco A. Bonporti (sezione staccata);TRENTO - RIVA DEL GARDA (TN);7260;TRENTINO-ALTO ADIGE;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 1L;FISARMONICA;DCPL26;Fisarmonica;M;5
2018-2019;Conservatorio di Musica;Area Musicale/Coreutica;Francesco A. Bonporti (sezione staccata);TRENTO - RIVA DEL GARDA (TN);7260;TRENTINO-ALTO ADIGE;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 1L;FISARMONICA;DCPL26;Fisarmonica;F;2
2018-2019;Conservatorio di Musica;Area Musicale/Coreutica;Francesco A. Bonporti (sezione staccata);TRENTO - RIVA DEL GARDA (TN);7260;TRENTINO-ALTO ADIGE;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 1L;PIANOFORTE;DCPL39;Pianoforte;M;4
2018-2019;Conservatorio di Musica;Area Musicale/Coreutica;Francesco A. Bonporti (sezione staccata);TRENTO - RIVA DEL GARDA (TN);7260;TRENTINO-ALTO ADIGE;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 1L;PIANOFORTE;DCPL39;Pianoforte;F;4
2018-2019;Conservatorio di Musica;Area Musicale/Coreutica;Francesco A. Bonporti (sezione staccata);TRENTO - RIVA DEL GARDA (TN);7260;TRENTINO-ALTO ADIGE;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 1L;STRUMENTI A PERCUSSIONE;DCPL44;Strumenti a percussione;F;1
2018-2019;Conservatorio di Musica;Area Musicale/Coreutica;Francesco A. Bonporti (sezione staccata);TRENTO - RIVA DEL GARDA (TN);7260;TRENTINO-ALTO ADIGE;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 2L;PIANOFORTE;DCSL39;Pianoforte;M;5
2018-2019;Conservatorio di Musica;Area Musicale/Coreutica;Francesco A. Bonporti (sezione staccata);TRENTO - RIVA DEL GARDA (TN);7260;TRENTINO-ALTO ADIGE;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 2L;PIANOFORTE;DCSL39;Pianoforte;F;2
2018-2019;Conservatorio di Musica;Area Musicale/Coreutica;Francesco A. Bonporti (sezione staccata);TRENTO - RIVA DEL GARDA (TN);7260;TRENTINO-ALTO ADIGE;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 1L;CHITARRA;DCPL09;Chitarra;M;1
2018-2019;Conservatorio di Musica;Area Musicale/Coreutica;Francesco A. Bonporti (sezione staccata);TRENTO - RIVA DEL GARDA (TN);7260;TRENTINO-ALTO ADIGE;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 1L;CHITARRA;DCPL09;Chitarra;F;1
2018-2019;Conservatorio di Musica;Area Musicale/Coreutica;Francesco A. Bonporti (sezione staccata);TRENTO - RIVA DEL GARDA (TN);7260;TRENTINO-ALTO ADIGE;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 1L;VIOLINO;DCPL54;Violino;M;1
2018-2019;Conservatorio di Musica;Area Musicale/Coreutica;Francesco A. Bonporti (sezione staccata);TRENTO - RIVA DEL GARDA (TN);7260;TRENTINO-ALTO ADIGE;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 1L;VIOLINO;DCPL54;Violino;F;1
2018-2019;Conservatorio di Musica;Area Musicale/Coreutica;Francesco A. Bonporti (sezione staccata);TRENTO - RIVA DEL GARDA (TN);7260;TRENTINO-ALTO ADIGE;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 1L;VIOLONCELLO;DCPL57;Violoncello;F;1
2018-2019;Conservatorio di Musica;Area Musicale/Coreutica;Francesco A. Bonporti (sezione staccata);TRENTO - RIVA DEL GARDA (TN);7260;TRENTINO-ALTO ADIGE;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 2L;CHITARRA;DCSL09;Chitarra;M;3
