ANNO;AteneoCOD;AteneoNOME;AteneoREGIONE;AteneoAREAGEO;CorsoTIPO;COD_FoET2013;DESC_FoET2013;Genere;SPECIALIZZANDI
2022/2023;05401;Perugia - Università degli studi;Umbria;CENTRO;SCUOLA DI SPECIALIZZAZIONE;02;Arts and humanities;F;35
2022/2023;05401;Perugia - Università degli studi;Umbria;CENTRO;SCUOLA DI SPECIALIZZAZIONE;05;Natural sciences, mathematics and statistics;F;8
2022/2023;05401;Perugia - Università degli studi;Umbria;CENTRO;SCUOLA DI SPECIALIZZAZIONE;04;Business, administration and law;F;10
2022/2023;05401;Perugia - Università degli studi;Umbria;CENTRO;SCUOLA DI SPECIALIZZAZIONE;05;Natural sciences, mathematics and statistics;M;3
2022/2023;05401;Perugia - Università degli studi;Umbria;CENTRO;SCUOLA DI SPECIALIZZAZIONE;04;Business, administration and law;M;4
2022/2023;05401;Perugia - Università degli studi;Umbria;CENTRO;SCUOLA DI SPECIALIZZAZIONE;09;Health and welfare;F;422
2022/2023;05801;"Roma - Università degli studi ""La Sapienza""";Lazio;CENTRO;SCUOLA DI SPECIALIZZAZIONE;07;Engineering, manufacturing and construction;M;5
2022/2023;05801;"Roma - Università degli studi ""La Sapienza""";Lazio;CENTRO;SCUOLA DI SPECIALIZZAZIONE;04;Business, administration and law;F;77
2022/2023;05801;"Roma - Università degli studi ""La Sapienza""";Lazio;CENTRO;SCUOLA DI SPECIALIZZAZIONE;09;Health and welfare;M;1348
2022/2023;05801;"Roma - Università degli studi ""La Sapienza""";Lazio;CENTRO;SCUOLA DI SPECIALIZZAZIONE;03;Social sciences, journalism and information;F;129
2022/2023;05801;"Roma - Università degli studi ""La Sapienza""";Lazio;CENTRO;SCUOLA DI SPECIALIZZAZIONE;05;Natural sciences, mathematics and statistics;M;55
2022/2023;05801;"Roma - Università degli studi ""La Sapienza""";Lazio;CENTRO;SCUOLA DI SPECIALIZZAZIONE;02;Arts and humanities;M;41
2022/2023;05801;"Roma - Università degli studi ""La Sapienza""";Lazio;CENTRO;SCUOLA DI SPECIALIZZAZIONE;09;Health and welfare;F;1956
2022/2023;05801;"Roma - Università degli studi ""La Sapienza""";Lazio;CENTRO;SCUOLA DI SPECIALIZZAZIONE;03;Social sciences, journalism and information;M;28
2022/2023;05801;"Roma - Università degli studi ""La Sapienza""";Lazio;CENTRO;SCUOLA DI SPECIALIZZAZIONE;05;Natural sciences, mathematics and statistics;F;162
2022/2023;05801;"Roma - Università degli studi ""La Sapienza""";Lazio;CENTRO;SCUOLA DI SPECIALIZZAZIONE;07;Engineering, manufacturing and construction;F;25
2022/2023;05801;"Roma - Università degli studi ""La Sapienza""";Lazio;CENTRO;SCUOLA DI SPECIALIZZAZIONE;02;Arts and humanities;F;113
2022/2023;05801;"Roma - Università degli studi ""La Sapienza""";Lazio;CENTRO;SCUOLA DI SPECIALIZZAZIONE;04;Business, administration and law;M;18
2022/2023;05802;"Roma - Università degli studi di ""Tor Vergata""";Lazio;CENTRO;SCUOLA DI SPECIALIZZAZIONE;05;Natural sciences, mathematics and statistics;M;16
2022/2023;05802;"Roma - Università degli studi di ""Tor Vergata""";Lazio;CENTRO;SCUOLA DI SPECIALIZZAZIONE;09;Health and welfare;M;568
2022/2023;05802;"Roma - Università degli studi di ""Tor Vergata""";Lazio;CENTRO;SCUOLA DI SPECIALIZZAZIONE;09;Health and welfare;F;833
2022/2023;05802;"Roma - Università degli studi di ""Tor Vergata""";Lazio;CENTRO;SCUOLA DI SPECIALIZZAZIONE;05;Natural sciences, mathematics and statistics;F;73
2022/2023;05803;Roma - Libera Università Maria SS.Assunta (LUMSA);Lazio;CENTRO;SCUOLA DI SPECIALIZZAZIONE;04;Business, administration and law;M;5
2022/2023;05803;Roma - Libera Università Maria SS.Assunta (LUMSA);Lazio;CENTRO;SCUOLA DI SPECIALIZZAZIONE;04;Business, administration and law;F;24
2022/2023;05807;Roma - III Università degli studi;Lazio;CENTRO;SCUOLA DI SPECIALIZZAZIONE;04;Business, administration and law;F;24
2022/2023;05807;Roma - III Università degli studi;Lazio;CENTRO;SCUOLA DI SPECIALIZZAZIONE;04;Business, administration and law;M;13
2022/2023;05808;"Roma - Università ""Campus Bio-Medico""";Lazio;CENTRO;SCUOLA DI SPECIALIZZAZIONE;09;Health and welfare;M;274
2022/2023;05808;"Roma - Università ""Campus Bio-Medico""";Lazio;CENTRO;SCUOLA DI SPECIALIZZAZIONE;09;Health and welfare;F;304
2022/2023;05808;"Roma - Università ""Campus Bio-Medico""";Lazio;CENTRO;SCUOLA DI SPECIALIZZAZIONE;05;Natural sciences, mathematics and statistics;F;4
2022/2023;05808;"Roma - Università ""Campus Bio-Medico""";Lazio;CENTRO;SCUOLA DI SPECIALIZZAZIONE;05;Natural sciences, mathematics and statistics;M;1
2022/2023;05810;"Roma - Università telematica ""Guglielmo Marconi""";Lazio;CENTRO;SCUOLA DI SPECIALIZZAZIONE;04;Business, administration and law;M;41
2022/2023;05810;"Roma - Università telematica ""Guglielmo Marconi""";Lazio;CENTRO;SCUOLA DI SPECIALIZZAZIONE;04;Business, administration and law;F;45
2022/2023;06301;"Napoli - Università degli studi ""Federico II""";Campania;SUD;SCUOLA DI SPECIALIZZAZIONE;08;Agriculture, forestry, fisheries and veterinary;F;169
2022/2023;06301;"Napoli - Università degli studi ""Federico II""";Campania;SUD;SCUOLA DI SPECIALIZZAZIONE;07;Engineering, manufacturing and construction;F;21
2022/2023;06301;"Napoli - Università degli studi ""Federico II""";Campania;SUD;SCUOLA DI SPECIALIZZAZIONE;07;Engineering, manufacturing and construction;M;5
2022/2023;06301;"Napoli - Università degli studi ""Federico II""";Campania;SUD;SCUOLA DI SPECIALIZZAZIONE;02;Arts and humanities;F;6
2022/2023;06301;"Napoli - Università degli studi ""Federico II""";Campania;SUD;SCUOLA DI SPECIALIZZAZIONE;09;Health and welfare;M;1140
2022/2023;06301;"Napoli - Università degli studi ""Federico II""";Campania;SUD;SCUOLA DI SPECIALIZZAZIONE;04;Business, administration and law;M;13
2022/2023;06301;"Napoli - Università degli studi ""Federico II""";Campania;SUD;SCUOLA DI SPECIALIZZAZIONE;04;Business, administration and law;F;28
2022/2023;06301;"Napoli - Università degli studi ""Federico II""";Campania;SUD;SCUOLA DI SPECIALIZZAZIONE;05;Natural sciences, mathematics and statistics;F;123
2022/2023;06301;"Napoli - Università degli studi ""Federico II""";Campania;SUD;SCUOLA DI SPECIALIZZAZIONE;09;Health and welfare;F;1289
2022/2023;06301;"Napoli - Università degli studi ""Federico II""";Campania;SUD;SCUOLA DI SPECIALIZZAZIONE;08;Agriculture, forestry, fisheries and veterinary;M;101
2022/2023;06301;"Napoli - Università degli studi ""Federico II""";Campania;SUD;SCUOLA DI SPECIALIZZAZIONE;05;Natural sciences, mathematics and statistics;M;33
2022/2023;06301;"Napoli - Università degli studi ""Federico II""";Campania;SUD;SCUOLA DI SPECIALIZZAZIONE;02;Arts and humanities;M;4
2022/2023;06302;"Napoli - Università degli studi ""Parthenope""";Campania;SUD;SCUOLA DI SPECIALIZZAZIONE;04;Business, administration and law;M;17
2022/2023;06302;"Napoli - Università degli studi ""Parthenope""";Campania;SUD;SCUOLA DI SPECIALIZZAZIONE;04;Business, administration and law;F;12
2022/2023;06304;"Napoli - Università degli studi ""Suor Orsola Benincasa""";Campania;SUD;SCUOLA DI SPECIALIZZAZIONE;04;Business, administration and law;M;4
2022/2023;06304;"Napoli - Università degli studi ""Suor Orsola Benincasa""";Campania;SUD;SCUOLA DI SPECIALIZZAZIONE;02;Arts and humanities;M;20
2022/2023;06304;"Napoli - Università degli studi ""Suor Orsola Benincasa""";Campania;SUD;SCUOLA DI SPECIALIZZAZIONE;02;Arts and humanities;F;61
2022/2023;06304;"Napoli - Università degli studi ""Suor Orsola Benincasa""";Campania;SUD;SCUOLA DI SPECIALIZZAZIONE;04;Business, administration and law;F;14
2022/2023;06306;"Napoli - Università degli studi della Campania ""Luigi Vanvitelli""";Campania;SUD;SCUOLA DI SPECIALIZZAZIONE;03;Social sciences, journalism and information;M;4
2022/2023;06306;"Napoli - Università degli studi della Campania ""Luigi Vanvitelli""";Campania;SUD;SCUOLA DI SPECIALIZZAZIONE;09;Health and welfare;M;832
2022/2023;06306;"Napoli - Università degli studi della Campania ""Luigi Vanvitelli""";Campania;SUD;SCUOLA DI SPECIALIZZAZIONE;04;Business, administration and law;F;11
2022/2023;06306;"Napoli - Università degli studi della Campania ""Luigi Vanvitelli""";Campania;SUD;SCUOLA DI SPECIALIZZAZIONE;05;Natural sciences, mathematics and statistics;M;45
2022/2023;06306;"Napoli - Università degli studi della Campania ""Luigi Vanvitelli""";Campania;SUD;SCUOLA DI SPECIALIZZAZIONE;05;Natural sciences, mathematics and statistics;F;154
2022/2023;06306;"Napoli - Università degli studi della Campania ""Luigi Vanvitelli""";Campania;SUD;SCUOLA DI SPECIALIZZAZIONE;03;Social sciences, journalism and information;F;11
2022/2023;06306;"Napoli - Università degli studi della Campania ""Luigi Vanvitelli""";Campania;SUD;SCUOLA DI SPECIALIZZAZIONE;09;Health and welfare;F;965
2022/2023;06306;"Napoli - Università degli studi della Campania ""Luigi Vanvitelli""";Campania;SUD;SCUOLA DI SPECIALIZZAZIONE;04;Business, administration and law;M;10
2022/2023;06501;Salerno - Università degli studi;Campania;SUD;SCUOLA DI SPECIALIZZAZIONE;02;Arts and humanities;F;19
2022/2023;06501;Salerno - Università degli studi;Campania;SUD;SCUOLA DI SPECIALIZZAZIONE;09;Health and welfare;M;199
2022/2023;06501;Salerno - Università degli studi;Campania;SUD;SCUOLA DI SPECIALIZZAZIONE;04;Business, administration and law;M;13
2022/2023;06501;Salerno - Università degli studi;Campania;SUD;SCUOLA DI SPECIALIZZAZIONE;05;Natural sciences, mathematics and statistics;F;27
2022/2023;06501;Salerno - Università degli studi;Campania;SUD;SCUOLA DI SPECIALIZZAZIONE;02;Arts and humanities;M;17
2022/2023;06501;Salerno - Università degli studi;Campania;SUD;SCUOLA DI SPECIALIZZAZIONE;04;Business, administration and law;F;14
2022/2023;06501;Salerno - Università degli studi;Campania;SUD;SCUOLA DI SPECIALIZZAZIONE;05;Natural sciences, mathematics and statistics;M;19
2022/2023;06501;Salerno - Università degli studi;Campania;SUD;SCUOLA DI SPECIALIZZAZIONE;09;Health and welfare;F;253
2022/2023;06601;L'Aquila - Università degli studi;Abruzzo;SUD;SCUOLA DI SPECIALIZZAZIONE;09;Health and welfare;F;305
2022/2023;06601;L'Aquila - Università degli studi;Abruzzo;SUD;SCUOLA DI SPECIALIZZAZIONE;03;Social sciences, journalism and information;F;16
2022/2023;06601;L'Aquila - Università degli studi;Abruzzo;SUD;SCUOLA DI SPECIALIZZAZIONE;05;Natural sciences, mathematics and statistics;F;25
2022/2023;06601;L'Aquila - Università degli studi;Abruzzo;SUD;SCUOLA DI SPECIALIZZAZIONE;03;Social sciences, journalism and information;M;2
2022/2023;06601;L'Aquila - Università degli studi;Abruzzo;SUD;SCUOLA DI SPECIALIZZAZIONE;09;Health and welfare;M;277
2022/2023;06601;L'Aquila - Università degli studi;Abruzzo;SUD;SCUOLA DI SPECIALIZZAZIONE;05;Natural sciences, mathematics and statistics;M;11
2022/2023;06701;Teramo - Università degli studi;Abruzzo;SUD;SCUOLA DI SPECIALIZZAZIONE;08;Agriculture, forestry, fisheries and veterinary;M;44
2022/2023;06701;Teramo - Università degli studi;Abruzzo;SUD;SCUOLA DI SPECIALIZZAZIONE;04;Business, administration and law;M;3
2022/2023;06701;Teramo - Università degli studi;Abruzzo;SUD;SCUOLA DI SPECIALIZZAZIONE;08;Agriculture, forestry, fisheries and veterinary;F;82
2022/2023;06701;Teramo - Università degli studi;Abruzzo;SUD;SCUOLA DI SPECIALIZZAZIONE;99;Field unknown;F;34
2022/2023;06701;Teramo - Università degli studi;Abruzzo;SUD;SCUOLA DI SPECIALIZZAZIONE;99;Field unknown;M;43
2022/2023;06701;Teramo - Università degli studi;Abruzzo;SUD;SCUOLA DI SPECIALIZZAZIONE;04;Business, administration and law;F;10
2022/2023;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;Abruzzo;SUD;SCUOLA DI SPECIALIZZAZIONE;09;Health and welfare;M;276
2022/2023;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;Abruzzo;SUD;SCUOLA DI SPECIALIZZAZIONE;05;Natural sciences, mathematics and statistics;F;18
2022/2023;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;Abruzzo;SUD;SCUOLA DI SPECIALIZZAZIONE;09;Health and welfare;F;389
2022/2023;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;Abruzzo;SUD;SCUOLA DI SPECIALIZZAZIONE;05;Natural sciences, mathematics and statistics;M;5
2022/2023;07001;Campobasso - Università degli studi del Molise;Molise;SUD;SCUOLA DI SPECIALIZZAZIONE;09;Health and welfare;F;46
2022/2023;07001;Campobasso - Università degli studi del Molise;Molise;SUD;SCUOLA DI SPECIALIZZAZIONE;09;Health and welfare;M;29
2022/2023;07001;Campobasso - Università degli studi del Molise;Molise;SUD;SCUOLA DI SPECIALIZZAZIONE;04;Business, administration and law;F;6
2022/2023;07101;Foggia - Università degli studi;Puglia;SUD;SCUOLA DI SPECIALIZZAZIONE;05;Natural sciences, mathematics and statistics;M;9
2022/2023;07101;Foggia - Università degli studi;Puglia;SUD;SCUOLA DI SPECIALIZZAZIONE;09;Health and welfare;M;270
2022/2023;07101;Foggia - Università degli studi;Puglia;SUD;SCUOLA DI SPECIALIZZAZIONE;09;Health and welfare;F;367
2022/2023;07101;Foggia - Università degli studi;Puglia;SUD;SCUOLA DI SPECIALIZZAZIONE;05;Natural sciences, mathematics and statistics;F;24
2022/2023;07201;Bari - Università degli studi;Puglia;SUD;SCUOLA DI SPECIALIZZAZIONE;05;Natural sciences, mathematics and statistics;M;12
2022/2023;07201;Bari - Università degli studi;Puglia;SUD;SCUOLA DI SPECIALIZZAZIONE;09;Health and welfare;M;718
2022/2023;07201;Bari - Università degli studi;Puglia;SUD;SCUOLA DI SPECIALIZZAZIONE;08;Agriculture, forestry, fisheries and veterinary;F;88
2022/2023;07201;Bari - Università degli studi;Puglia;SUD;SCUOLA DI SPECIALIZZAZIONE;03;Social sciences, journalism and information;M;3
2022/2023;07201;Bari - Università degli studi;Puglia;SUD;SCUOLA DI SPECIALIZZAZIONE;02;Arts and humanities;M;6
2022/2023;07201;Bari - Università degli studi;Puglia;SUD;SCUOLA DI SPECIALIZZAZIONE;04;Business, administration and law;F;14
2022/2023;07201;Bari - Università degli studi;Puglia;SUD;SCUOLA DI SPECIALIZZAZIONE;09;Health and welfare;F;1092
2022/2023;07201;Bari - Università degli studi;Puglia;SUD;SCUOLA DI SPECIALIZZAZIONE;04;Business, administration and law;M;5
2022/2023;07201;Bari - Università degli studi;Puglia;SUD;SCUOLA DI SPECIALIZZAZIONE;03;Social sciences, journalism and information;F;19
2022/2023;07201;Bari - Università degli studi;Puglia;SUD;SCUOLA DI SPECIALIZZAZIONE;05;Natural sciences, mathematics and statistics;F;38
2022/2023;07201;Bari - Università degli studi;Puglia;SUD;SCUOLA DI SPECIALIZZAZIONE;02;Arts and humanities;F;8
2022/2023;07201;Bari - Università degli studi;Puglia;SUD;SCUOLA DI SPECIALIZZAZIONE;08;Agriculture, forestry, fisheries and veterinary;M;62
2022/2023;07202;Bari - Politecnico;Puglia;SUD;SCUOLA DI SPECIALIZZAZIONE;07;Engineering, manufacturing and construction;M;1
2022/2023;07202;Bari - Politecnico;Puglia;SUD;SCUOLA DI SPECIALIZZAZIONE;07;Engineering, manufacturing and construction;F;4
2022/2023;07501;Lecce - Università del Salento;Puglia;SUD;SCUOLA DI SPECIALIZZAZIONE;02;Arts and humanities;F;24
2022/2023;07501;Lecce - Università del Salento;Puglia;SUD;SCUOLA DI SPECIALIZZAZIONE;02;Arts and humanities;M;10
2022/2023;07501;Lecce - Università del Salento;Puglia;SUD;SCUOLA DI SPECIALIZZAZIONE;04;Business, administration and law;F;12
2022/2023;07501;Lecce - Università del Salento;Puglia;SUD;SCUOLA DI SPECIALIZZAZIONE;04;Business, administration and law;M;10
2022/2023;07601;Potenza - Università degli studi della Basilicata;Basilicata;SUD;SCUOLA DI SPECIALIZZAZIONE;02;Arts and humanities;F;20
2022/2023;07601;Potenza - Università degli studi della Basilicata;Basilicata;SUD;SCUOLA DI SPECIALIZZAZIONE;02;Arts and humanities;M;15
2022/2023;07801;Arcavacata di Rende - Università della Calabria;Calabria;SUD;SCUOLA DI SPECIALIZZAZIONE;99;Field unknown;M;8
2022/2023;07801;Arcavacata di Rende - Università della Calabria;Calabria;SUD;SCUOLA DI SPECIALIZZAZIONE;99;Field unknown;F;13
2022/2023;07901;"Catanzaro - Università degli studi ""Magna Grecia""";Calabria;SUD;SCUOLA DI SPECIALIZZAZIONE;05;Natural sciences, mathematics and statistics;M;17
2022/2023;07901;"Catanzaro - Università degli studi ""Magna Grecia""";Calabria;SUD;SCUOLA DI SPECIALIZZAZIONE;04;Business, administration and law;M;16
2022/2023;07901;"Catanzaro - Università degli studi ""Magna Grecia""";Calabria;SUD;SCUOLA DI SPECIALIZZAZIONE;04;Business, administration and law;F;23
2022/2023;07901;"Catanzaro - Università degli studi ""Magna Grecia""";Calabria;SUD;SCUOLA DI SPECIALIZZAZIONE;05;Natural sciences, mathematics and statistics;F;40
2022/2023;07901;"Catanzaro - Università degli studi ""Magna Grecia""";Calabria;SUD;SCUOLA DI SPECIALIZZAZIONE;09;Health and welfare;M;321
2022/2023;07901;"Catanzaro - Università degli studi ""Magna Grecia""";Calabria;SUD;SCUOLA DI SPECIALIZZAZIONE;09;Health and welfare;F;400
2022/2023;08001;Reggio Calabria - Università degli studi Mediterranea;Calabria;SUD;SCUOLA DI SPECIALIZZAZIONE;04;Business, administration and law;M;2
2022/2023;08001;Reggio Calabria - Università degli studi Mediterranea;Calabria;SUD;SCUOLA DI SPECIALIZZAZIONE;04;Business, administration and law;F;3
2022/2023;08201;Palermo - Università degli studi;Sicilia;ISOLE;SCUOLA DI SPECIALIZZAZIONE;04;Business, administration and law;F;19
2022/2023;08201;Palermo - Università degli studi;Sicilia;ISOLE;SCUOLA DI SPECIALIZZAZIONE;09;Health and welfare;M;658
2022/2023;08201;Palermo - Università degli studi;Sicilia;ISOLE;SCUOLA DI SPECIALIZZAZIONE;09;Health and welfare;F;894
2022/2023;08201;Palermo - Università degli studi;Sicilia;ISOLE;SCUOLA DI SPECIALIZZAZIONE;04;Business, administration and law;M;9
2022/2023;08201;Palermo - Università degli studi;Sicilia;ISOLE;SCUOLA DI SPECIALIZZAZIONE;05;Natural sciences, mathematics and statistics;M;14
2022/2023;08201;Palermo - Università degli studi;Sicilia;ISOLE;SCUOLA DI SPECIALIZZAZIONE;05;Natural sciences, mathematics and statistics;F;33
2022/2023;08301;Messina - Università degli studi;Sicilia;ISOLE;SCUOLA DI SPECIALIZZAZIONE;04;Business, administration and law;M;4
2022/2023;08301;Messina - Università degli studi;Sicilia;ISOLE;SCUOLA DI SPECIALIZZAZIONE;09;Health and welfare;F;649
2022/2023;08301;Messina - Università degli studi;Sicilia;ISOLE;SCUOLA DI SPECIALIZZAZIONE;03;Social sciences, journalism and information;M;10
2022/2023;08301;Messina - Università degli studi;Sicilia;ISOLE;SCUOLA DI SPECIALIZZAZIONE;08;Agriculture, forestry, fisheries and veterinary;M;76
2022/2023;08301;Messina - Università degli studi;Sicilia;ISOLE;SCUOLA DI SPECIALIZZAZIONE;05;Natural sciences, mathematics and statistics;F;72
2022/2023;08301;Messina - Università degli studi;Sicilia;ISOLE;SCUOLA DI SPECIALIZZAZIONE;05;Natural sciences, mathematics and statistics;M;40
2022/2023;08301;Messina - Università degli studi;Sicilia;ISOLE;SCUOLA DI SPECIALIZZAZIONE;04;Business, administration and law;F;4
2022/2023;08301;Messina - Università degli studi;Sicilia;ISOLE;SCUOLA DI SPECIALIZZAZIONE;03;Social sciences, journalism and information;F;32
2022/2023;08301;Messina - Università degli studi;Sicilia;ISOLE;SCUOLA DI SPECIALIZZAZIONE;09;Health and welfare;M;451
2022/2023;08301;Messina - Università degli studi;Sicilia;ISOLE;SCUOLA DI SPECIALIZZAZIONE;08;Agriculture, forestry, fisheries and veterinary;F;91
2022/2023;08701;Catania - Università degli studi;Sicilia;ISOLE;SCUOLA DI SPECIALIZZAZIONE;04;Business, administration and law;F;21
2022/2023;08701;Catania - Università degli studi;Sicilia;ISOLE;SCUOLA DI SPECIALIZZAZIONE;05;Natural sciences, mathematics and statistics;M;39
2022/2023;08701;Catania - Università degli studi;Sicilia;ISOLE;SCUOLA DI SPECIALIZZAZIONE;09;Health and welfare;M;552
2022/2023;08701;Catania - Università degli studi;Sicilia;ISOLE;SCUOLA DI SPECIALIZZAZIONE;02;Arts and humanities;F;23
2022/2023;08701;Catania - Università degli studi;Sicilia;ISOLE;SCUOLA DI SPECIALIZZAZIONE;09;Health and welfare;F;678
2022/2023;08701;Catania - Università degli studi;Sicilia;ISOLE;SCUOLA DI SPECIALIZZAZIONE;02;Arts and humanities;M;6
2022/2023;08701;Catania - Università degli studi;Sicilia;ISOLE;SCUOLA DI SPECIALIZZAZIONE;04;Business, administration and law;M;11
2022/2023;08701;Catania - Università degli studi;Sicilia;ISOLE;SCUOLA DI SPECIALIZZAZIONE;05;Natural sciences, mathematics and statistics;F;64
2022/2023;09001;Sassari - Università degli studi;Sardegna;ISOLE;SCUOLA DI SPECIALIZZAZIONE;08;Agriculture, forestry, fisheries and veterinary;F;59
2022/2023;09001;Sassari - Università degli studi;Sardegna;ISOLE;SCUOLA DI SPECIALIZZAZIONE;04;Business, administration and law;M;3
2022/2023;09001;Sassari - Università degli studi;Sardegna;ISOLE;SCUOLA DI SPECIALIZZAZIONE;02;Arts and humanities;M;7
2022/2023;09001;Sassari - Università degli studi;Sardegna;ISOLE;SCUOLA DI SPECIALIZZAZIONE;05;Natural sciences, mathematics and statistics;M;11
2022/2023;09001;Sassari - Università degli studi;Sardegna;ISOLE;SCUOLA DI SPECIALIZZAZIONE;09;Health and welfare;F;309
2022/2023;09001;Sassari - Università degli studi;Sardegna;ISOLE;SCUOLA DI SPECIALIZZAZIONE;09;Health and welfare;M;238
2022/2023;09001;Sassari - Università degli studi;Sardegna;ISOLE;SCUOLA DI SPECIALIZZAZIONE;05;Natural sciences, mathematics and statistics;F;33
2022/2023;09001;Sassari - Università degli studi;Sardegna;ISOLE;SCUOLA DI SPECIALIZZAZIONE;04;Business, administration and law;F;19
2022/2023;09001;Sassari - Università degli studi;Sardegna;ISOLE;SCUOLA DI SPECIALIZZAZIONE;02;Arts and humanities;F;22
2022/2023;09001;Sassari - Università degli studi;Sardegna;ISOLE;SCUOLA DI SPECIALIZZAZIONE;08;Agriculture, forestry, fisheries and veterinary;M;29
2022/2023;09201;Cagliari - Università degli studi;Sardegna;ISOLE;SCUOLA DI SPECIALIZZAZIONE;03;Social sciences, journalism and information;F;34
2022/2023;09201;Cagliari - Università degli studi;Sardegna;ISOLE;SCUOLA DI SPECIALIZZAZIONE;07;Engineering, manufacturing and construction;M;9
2022/2023;09201;Cagliari - Università degli studi;Sardegna;ISOLE;SCUOLA DI SPECIALIZZAZIONE;09;Health and welfare;F;687
2022/2023;09201;Cagliari - Università degli studi;Sardegna;ISOLE;SCUOLA DI SPECIALIZZAZIONE;03;Social sciences, journalism and information;M;4
2022/2023;09201;Cagliari - Università degli studi;Sardegna;ISOLE;SCUOLA DI SPECIALIZZAZIONE;07;Engineering, manufacturing and construction;F;9
2022/2023;09201;Cagliari - Università degli studi;Sardegna;ISOLE;SCUOLA DI SPECIALIZZAZIONE;02;Arts and humanities;M;4
2022/2023;09201;Cagliari - Università degli studi;Sardegna;ISOLE;SCUOLA DI SPECIALIZZAZIONE;04;Business, administration and law;M;2
2022/2023;09201;Cagliari - Università degli studi;Sardegna;ISOLE;SCUOLA DI SPECIALIZZAZIONE;04;Business, administration and law;F;5
2022/2023;09201;Cagliari - Università degli studi;Sardegna;ISOLE;SCUOLA DI SPECIALIZZAZIONE;09;Health and welfare;M;430
2022/2023;09201;Cagliari - Università degli studi;Sardegna;ISOLE;SCUOLA DI SPECIALIZZAZIONE;05;Natural sciences, mathematics and statistics;M;25
2022/2023;09201;Cagliari - Università degli studi;Sardegna;ISOLE;SCUOLA DI SPECIALIZZAZIONE;05;Natural sciences, mathematics and statistics;F;62
2022/2023;09201;Cagliari - Università degli studi;Sardegna;ISOLE;SCUOLA DI SPECIALIZZAZIONE;02;Arts and humanities;F;15
