ANNO_ACCADEMICO;TIPO_ISTITUTO;Area_Istituto;NOME_ISTITUTO;COMUNE;COD_ISTITUTO;REGIONE_ISTITUTO;AREA_CORSO;TIPO_CORSO;SCUOLA_AGGREGAZIONE;CLASSE;CORSO;GENERE;ISCRITTI-I-ANNO
2024-2025;Conservatorio di Musica statale;Area Musicale/Coreutica;Santa Cecilia;ROMA;7309 ;LAZIO;Teoria e analisi, composizione e direzione;AFAM_Corso Diploma accademico 2L;COMPOSIZIONE;DCSL15/A;DISCIPLINE STORICHE, CRITICHE E ANALITICHE DELLA MUSICA;M;2
2024-2025;Conservatorio di Musica statale;Area Musicale/Coreutica;Santa Cecilia;ROMA;7309 ;LAZIO;Teoria e analisi, composizione e direzione;AFAM_Corso Diploma accademico 2L;COMPOSIZIONE;DCSL15/A;DISCIPLINE STORICHE, CRITICHE E ANALITICHE DELLA MUSICA;F;4
2024-2025;Conservatorio di Musica statale;Area Musicale/Coreutica;Santa Cecilia;ROMA;7309 ;LAZIO;Teoria e analisi, composizione e direzione;AFAM_Corso Diploma accademico 2L;DIREZIONE D'ORCHESTRA;DCSL22;DIREZIONE D'ORCHESTRA;M;1
2024-2025;Conservatorio di Musica statale;Area Musicale/Coreutica;Santa Cecilia;ROMA;7309 ;LAZIO;Teoria e analisi, composizione e direzione;AFAM_Corso Diploma accademico 2L;DIREZIONE D'ORCHESTRA;DCSL99;DIREZIONE DEL REPERTORIO VOCALE E SACRO;F;1
2024-2025;Conservatorio di Musica statale;Area Musicale/Coreutica;Santa Cecilia;ROMA;7309 ;LAZIO;Teoria e analisi, composizione e direzione;AFAM_Corso Diploma accademico 2L;DIREZIONE D'ORCHESTRA;DCSL99;DIREZIONE DEL REPERTORIO VOCALE E SACRO;M;2
2024-2025;Conservatorio di Musica statale;Area Musicale/Coreutica;Santa Cecilia;ROMA;7309 ;LAZIO;Teoria e analisi, composizione e direzione;AFAM_Corso Diploma accademico 2L;STRUMENTAZIONE PER BANDA;DCSL43;STRUMENTAZIONE PER ORCHESTRA DI FIATI;M;2
2024-2025;Conservatorio di Musica statale;Area Musicale/Coreutica;Santa Cecilia;ROMA;7309 ;LAZIO;Teoria e analisi, composizione e direzione;AFAM_Corso Diploma accademico di Perfezionamento/Master II liv.;DISCIPLINE MUSICALI;Master 2L;ARTISTIC RESEARCH IN MUSIC (AReMUS);F;4
2024-2025;Conservatorio di Musica statale;Area Musicale/Coreutica;Santa Cecilia;ROMA;7309 ;LAZIO;Teoria e analisi, composizione e direzione;AFAM_Corso Diploma accademico di Perfezionamento/Master II liv.;DISCIPLINE MUSICALI;Master 2L;ARTISTIC RESEARCH IN MUSIC (AReMUS);M;4
2024-2025;Conservatorio di Musica statale;Area Musicale/Coreutica;Stanislao Giacomantonio;COSENZA;7209 ;CALABRIA;Canto e teatro musicale;AFAM_Corso Diploma accademico 1L;MUSICA VOCALE DA CAMERA;DCPL35;MUSICA VOCALE DA CAMERA - Cantanti;M;1
2024-2025;Conservatorio di Musica statale;Area Musicale/Coreutica;Stanislao Giacomantonio;COSENZA;7209 ;CALABRIA;Canto e teatro musicale;AFAM_Corso Diploma accademico 2L;CANTO;DCSL06;CANTO;F;4
2024-2025;Conservatorio di Musica statale;Area Musicale/Coreutica;Stanislao Giacomantonio;COSENZA;7209 ;CALABRIA;Canto e teatro musicale;AFAM_Corso Diploma accademico 2L;CANTO;DCSL06;CANTO;M;1
2024-2025;Conservatorio di Musica statale;Area Musicale/Coreutica;Stanislao Giacomantonio;COSENZA;7209 ;CALABRIA;Canto e teatro musicale;AFAM_Corso Diploma accademico 2L;MUSICA VOCALE DA CAMERA;DCSL35;MUSICA VOCALE DA CAMERA - Cantanti;M;1
2024-2025;Conservatorio di Musica statale;Area Musicale/Coreutica;Stanislao Giacomantonio;COSENZA;7209 ;CALABRIA;Canto e teatro musicale;AFAM_Corso Diploma accademico 2L;MUSICA VOCALE DA CAMERA;DCSL35;MUSICA VOCALE DA CAMERA - Cantanti;F;2
2024-2025;Conservatorio di Musica statale;Area Musicale/Coreutica;Stanislao Giacomantonio;COSENZA;7209 ;CALABRIA;Canto e teatro musicale;AFAM_Corso Diploma accademico 2L;MUSICA VOCALE DA CAMERA;DCSL35;MUSICA VOCALE DA CAMERA - Pianisti;F;1
2024-2025;Conservatorio di Musica statale;Area Musicale/Coreutica;Stanislao Giacomantonio;COSENZA;7209 ;CALABRIA;Canto e teatro musicale;AFAM_Corso Diploma accademico 2L;MUSICA VOCALE DA CAMERA;DCSL35;MUSICA VOCALE DA CAMERA - Pianisti;M;1
2024-2025;Conservatorio di Musica statale;Area Musicale/Coreutica;Stanislao Giacomantonio;COSENZA;7209 ;CALABRIA;Didattica della musica;AFAM_Corso Diploma accademico 1L;DIDATTICA DELLA MUSICA;DCPL21;DIDATTICA DELLA MUSICA;F;5
2024-2025;Conservatorio di Musica statale;Area Musicale/Coreutica;Stanislao Giacomantonio;COSENZA;7209 ;CALABRIA;Didattica della musica;AFAM_Corso Diploma accademico 2L;DIDATTICA DELLA MUSICA;DCSL21;DIDATTICA DELLA MUSICA - Didattica della musica;F;1
2024-2025;Conservatorio di Musica statale;Area Musicale/Coreutica;Stanislao Giacomantonio;COSENZA;7209 ;CALABRIA;Didattica della musica;AFAM_Corso Diploma accademico 2L;DIDATTICA DELLA MUSICA;DCSL21;DIDATTICA DELLA MUSICA - Didattica della musica - Didattica dello strumento;F;7
2024-2025;Conservatorio di Musica statale;Area Musicale/Coreutica;Stanislao Giacomantonio;COSENZA;7209 ;CALABRIA;Didattica della musica;AFAM_Corso Diploma accademico 2L;DIDATTICA DELLA MUSICA;DCSL21;DIDATTICA DELLA MUSICA - Didattica della musica - Didattica dello strumento;M;4
2024-2025;Conservatorio di Musica statale;Area Musicale/Coreutica;Stanislao Giacomantonio;COSENZA;7209 ;CALABRIA;Musica d'insieme;AFAM_Corso Diploma accademico 2L;MUSICA D'INSIEME;DCSL68;MUSICA D'INSIEME - Musica da camera;F;6
2024-2025;Conservatorio di Musica statale;Area Musicale/Coreutica;Stanislao Giacomantonio;COSENZA;7209 ;CALABRIA;Musica d'insieme;AFAM_Corso Diploma accademico 2L;MUSICA D'INSIEME;DCSL68;MUSICA D'INSIEME - Musica da camera;M;17
2024-2025;Conservatorio di Musica statale;Area Musicale/Coreutica;Stanislao Giacomantonio;COSENZA;7209 ;CALABRIA;Nuove tecnologie e linguaggi musicali;AFAM_Corso Diploma accademico 1L;JAZZ;DCPL07;CANTO JAZZ;F;2
2024-2025;Conservatorio di Musica statale;Area Musicale/Coreutica;Stanislao Giacomantonio;COSENZA;7209 ;CALABRIA;Nuove tecnologie e linguaggi musicali;AFAM_Corso Diploma accademico 1L;JAZZ;DCPL10;CHITARRA JAZZ;M;1
2024-2025;Conservatorio di Musica statale;Area Musicale/Coreutica;Stanislao Giacomantonio;COSENZA;7209 ;CALABRIA;Nuove tecnologie e linguaggi musicali;AFAM_Corso Diploma accademico 1L;JAZZ;DCPL42;SAXOFONO JAZZ;M;1
2024-2025;Conservatorio di Musica statale;Area Musicale/Coreutica;Stanislao Giacomantonio;COSENZA;7209 ;CALABRIA;Nuove tecnologie e linguaggi musicali;AFAM_Corso Diploma accademico 1L;JAZZ;DCPL67;POPULAR MUSIC - Basso Elettrico Pop/Rock;M;1
2024-2025;Conservatorio di Musica statale;Area Musicale/Coreutica;Stanislao Giacomantonio;COSENZA;7209 ;CALABRIA;Nuove tecnologie e linguaggi musicali;AFAM_Corso Diploma accademico 1L;JAZZ;DCPL67;POPULAR MUSIC - Batteria e percussioni Pop/Rock;F;1
2024-2025;Conservatorio di Musica statale;Area Musicale/Coreutica;Stanislao Giacomantonio;COSENZA;7209 ;CALABRIA;Nuove tecnologie e linguaggi musicali;AFAM_Corso Diploma accademico 1L;JAZZ;DCPL67;POPULAR MUSIC - Canto Pop/Rock;F;3
2024-2025;Conservatorio di Musica statale;Area Musicale/Coreutica;Stanislao Giacomantonio;COSENZA;7209 ;CALABRIA;Nuove tecnologie e linguaggi musicali;AFAM_Corso Diploma accademico 1L;JAZZ;DCPL67;POPULAR MUSIC - Canto Pop/Rock;M;1
2024-2025;Conservatorio di Musica statale;Area Musicale/Coreutica;Stanislao Giacomantonio;COSENZA;7209 ;CALABRIA;Nuove tecnologie e linguaggi musicali;AFAM_Corso Diploma accademico 1L;JAZZ;DCPL67;POPULAR MUSIC - Chitarra Pop/Rock;M;3
2024-2025;Conservatorio di Musica statale;Area Musicale/Coreutica;Stanislao Giacomantonio;COSENZA;7209 ;CALABRIA;Nuove tecnologie e linguaggi musicali;AFAM_Corso Diploma accademico 1L;MUSICA ELETTRONICA;DCPL61;TECNICO DEL SUONO;M;2
2024-2025;Conservatorio di Musica statale;Area Musicale/Coreutica;Stanislao Giacomantonio;COSENZA;7209 ;CALABRIA;Nuove tecnologie e linguaggi musicali;AFAM_Corso Diploma accademico 2L;JAZZ;DCSL03;BASSO ELETTRICO JAZZ;M;1
2024-2025;Conservatorio di Musica statale;Area Musicale/Coreutica;Stanislao Giacomantonio;COSENZA;7209 ;CALABRIA;Nuove tecnologie e linguaggi musicali;AFAM_Corso Diploma accademico 2L;JAZZ;DCSL07;CANTO JAZZ;F;1
2024-2025;Conservatorio di Musica statale;Area Musicale/Coreutica;Stanislao Giacomantonio;COSENZA;7209 ;CALABRIA;Nuove tecnologie e linguaggi musicali;AFAM_Corso Diploma accademico 2L;JAZZ;DCSL10;CHITARRA JAZZ;M;2
2024-2025;Conservatorio di Musica statale;Area Musicale/Coreutica;Stanislao Giacomantonio;COSENZA;7209 ;CALABRIA;Nuove tecnologie e linguaggi musicali;AFAM_Corso Diploma accademico 2L;JAZZ;DCSL40;PIANOFORTE JAZZ;M;1
2024-2025;Conservatorio di Musica statale;Area Musicale/Coreutica;Stanislao Giacomantonio;COSENZA;7209 ;CALABRIA;Nuove tecnologie e linguaggi musicali;AFAM_Corso Diploma accademico 2L;JAZZ;DCSL64;COMPOSIZIONE JAZZ;M;2
2024-2025;Conservatorio di Musica statale;Area Musicale/Coreutica;Stanislao Giacomantonio;COSENZA;7209 ;CALABRIA;Nuove tecnologie e linguaggi musicali;AFAM_Corso Diploma accademico 2L;JAZZ;DCSL67;POPULAR MUSIC - Batteria e percussioni Pop/Rock;M;1
2024-2025;Conservatorio di Musica statale;Area Musicale/Coreutica;Stanislao Giacomantonio;COSENZA;7209 ;CALABRIA;Nuove tecnologie e linguaggi musicali;AFAM_Corso Diploma accademico 2L;JAZZ;DCSL67;POPULAR MUSIC - Canto Pop/Rock;F;3
2024-2025;Conservatorio di Musica statale;Area Musicale/Coreutica;Stanislao Giacomantonio;COSENZA;7209 ;CALABRIA;Nuove tecnologie e linguaggi musicali;AFAM_Corso Diploma accademico 2L;JAZZ;DCSL67;POPULAR MUSIC - Chitarra Pop/Rock;M;1
2024-2025;Conservatorio di Musica statale;Area Musicale/Coreutica;Stanislao Giacomantonio;COSENZA;7209 ;CALABRIA;Ricerca - ambito musicale;AFAM_Dottorato di Ricerca;DISCIPLINE MUSICALI;Dottorato;PRATICHE, SCIENZE E TECNOLOGIE DEL PATRIMONIO MUSICALE MATERIALE E IMMATERIALE;F;7
2024-2025;Conservatorio di Musica statale;Area Musicale/Coreutica;Stanislao Giacomantonio;COSENZA;7209 ;CALABRIA;Ricerca - ambito musicale;AFAM_Dottorato di Ricerca;DISCIPLINE MUSICALI;Dottorato;PRATICHE, SCIENZE E TECNOLOGIE DEL PATRIMONIO MUSICALE MATERIALE E IMMATERIALE;M;3
2024-2025;Conservatorio di Musica statale;Area Musicale/Coreutica;Stanislao Giacomantonio;COSENZA;7209 ;CALABRIA;Strumenti a fiato;AFAM_Corso Diploma accademico 1L;BASSO TUBA;DCPL04;BASSO TUBA;M;2
2024-2025;Conservatorio di Musica statale;Area Musicale/Coreutica;Stanislao Giacomantonio;COSENZA;7209 ;CALABRIA;Strumenti a fiato;AFAM_Corso Diploma accademico 1L;CLARINETTO;DCPL11;CLARINETTO;F;2
2024-2025;Conservatorio di Musica statale;Area Musicale/Coreutica;Stanislao Giacomantonio;COSENZA;7209 ;CALABRIA;Strumenti a fiato;AFAM_Corso Diploma accademico 1L;CLARINETTO;DCPL11;CLARINETTO;M;4
2024-2025;Conservatorio di Musica statale;Area Musicale/Coreutica;Stanislao Giacomantonio;COSENZA;7209 ;CALABRIA;Strumenti a fiato;AFAM_Corso Diploma accademico 1L;CORNO;DCPL19;CORNO;F;1
2024-2025;Conservatorio di Musica statale;Area Musicale/Coreutica;Stanislao Giacomantonio;COSENZA;7209 ;CALABRIA;Strumenti a fiato;AFAM_Corso Diploma accademico 1L;CORNO;DCPL19;CORNO;M;1
2024-2025;Conservatorio di Musica statale;Area Musicale/Coreutica;Stanislao Giacomantonio;COSENZA;7209 ;CALABRIA;Strumenti a fiato;AFAM_Corso Diploma accademico 1L;FAGOTTO;DCPL24;FAGOTTO;M;1
2024-2025;Conservatorio di Musica statale;Area Musicale/Coreutica;Stanislao Giacomantonio;COSENZA;7209 ;CALABRIA;Strumenti a fiato;AFAM_Corso Diploma accademico 1L;FLAUTO;DCPL27;FLAUTO;F;3
2024-2025;Conservatorio di Musica statale;Area Musicale/Coreutica;Stanislao Giacomantonio;COSENZA;7209 ;CALABRIA;Strumenti a fiato;AFAM_Corso Diploma accademico 1L;FLAUTO;DCPL27;FLAUTO;M;1
2024-2025;Conservatorio di Musica statale;Area Musicale/Coreutica;Stanislao Giacomantonio;COSENZA;7209 ;CALABRIA;Strumenti a fiato;AFAM_Corso Diploma accademico 1L;FLAUTO DOLCE;DCPL28;FLAUTO DOLCE;M;2
2024-2025;Conservatorio di Musica statale;Area Musicale/Coreutica;Stanislao Giacomantonio;COSENZA;7209 ;CALABRIA;Strumenti a fiato;AFAM_Corso Diploma accademico 1L;OBOE;DCPL36;OBOE;F;1
2024-2025;Conservatorio di Musica statale;Area Musicale/Coreutica;Stanislao Giacomantonio;COSENZA;7209 ;CALABRIA;Strumenti a fiato;AFAM_Corso Diploma accademico 1L;SAXOFONO;DCPL41;SAXOFONO;M;3
2024-2025;Conservatorio di Musica statale;Area Musicale/Coreutica;Stanislao Giacomantonio;COSENZA;7209 ;CALABRIA;Strumenti a fiato;AFAM_Corso Diploma accademico 1L;TROMBA;DCPL46;TROMBA;M;2
2024-2025;Conservatorio di Musica statale;Area Musicale/Coreutica;Stanislao Giacomantonio;COSENZA;7209 ;CALABRIA;Strumenti a fiato;AFAM_Corso Diploma accademico 1L;TROMBONE;DCPL23;EUFONIO;M;1
2024-2025;Conservatorio di Musica statale;Area Musicale/Coreutica;Stanislao Giacomantonio;COSENZA;7209 ;CALABRIA;Strumenti a fiato;AFAM_Corso Diploma accademico 2L;CLARINETTO;DCSL11;CLARINETTO;F;2
2024-2025;Conservatorio di Musica statale;Area Musicale/Coreutica;Stanislao Giacomantonio;COSENZA;7209 ;CALABRIA;Strumenti a fiato;AFAM_Corso Diploma accademico 2L;CLARINETTO;DCSL11;CLARINETTO;M;1
2024-2025;Conservatorio di Musica statale;Area Musicale/Coreutica;Stanislao Giacomantonio;COSENZA;7209 ;CALABRIA;Strumenti a fiato;AFAM_Corso Diploma accademico 2L;FLAUTO;DCSL27;FLAUTO;F;3
2024-2025;Conservatorio di Musica statale;Area Musicale/Coreutica;Stanislao Giacomantonio;COSENZA;7209 ;CALABRIA;Strumenti a fiato;AFAM_Corso Diploma accademico 2L;SAXOFONO;DCSL41;SAXOFONO;F;1
2024-2025;Conservatorio di Musica statale;Area Musicale/Coreutica;Stanislao Giacomantonio;COSENZA;7209 ;CALABRIA;Strumenti a fiato;AFAM_Corso Diploma accademico 2L;TROMBONE;DCSL49;TROMBONE;F;1
2024-2025;Conservatorio di Musica statale;Area Musicale/Coreutica;Stanislao Giacomantonio;COSENZA;7209 ;CALABRIA;Strumenti a fiato;AFAM_Corso Diploma accademico 2L;TROMBONE;DCSL49;TROMBONE;M;1
2024-2025;Conservatorio di Musica statale;Area Musicale/Coreutica;Stanislao Giacomantonio;COSENZA;7209 ;CALABRIA;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 1L;CLAVICEMBALO;DCPL14;CLAVICEMBALO E TASTIERE STORICHE;F;2
2024-2025;Conservatorio di Musica statale;Area Musicale/Coreutica;Stanislao Giacomantonio;COSENZA;7209 ;CALABRIA;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 1L;PIANOFORTE;DCPL39;PIANOFORTE;F;8
2024-2025;Conservatorio di Musica statale;Area Musicale/Coreutica;Stanislao Giacomantonio;COSENZA;7209 ;CALABRIA;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 1L;PIANOFORTE;DCPL39;PIANOFORTE;M;8
2024-2025;Conservatorio di Musica statale;Area Musicale/Coreutica;Stanislao Giacomantonio;COSENZA;7209 ;CALABRIA;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 1L;STRUMENTI A PERCUSSIONE;DCPL44;STRUMENTI A PERCUSSIONE;M;5
2024-2025;Conservatorio di Musica statale;Area Musicale/Coreutica;Stanislao Giacomantonio;COSENZA;7209 ;CALABRIA;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 2L;PIANOFORTE;DCSL39;PIANOFORTE;F;8
2024-2025;Conservatorio di Musica statale;Area Musicale/Coreutica;Stanislao Giacomantonio;COSENZA;7209 ;CALABRIA;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 2L;PIANOFORTE;DCSL39;PIANOFORTE;M;7
2024-2025;Conservatorio di Musica statale;Area Musicale/Coreutica;Stanislao Giacomantonio;COSENZA;7209 ;CALABRIA;Strumenti a tastiera e a percussione;AFAM_Corso Diploma accademico 2L;STRUMENTI A PERCUSSIONE;DCSL44;STRUMENTI A PERCUSSIONE;M;3
2024-2025;Conservatorio di Musica statale;Area Musicale/Coreutica;Stanislao Giacomantonio;COSENZA;7209 ;CALABRIA;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 1L;CONTRABBASSO;DCPL16;CONTRABBASSO;M;1
2024-2025;Conservatorio di Musica statale;Area Musicale/Coreutica;Stanislao Giacomantonio;COSENZA;7209 ;CALABRIA;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 1L;LIUTO;DCPL30;LIUTO;M;1
2024-2025;Conservatorio di Musica statale;Area Musicale/Coreutica;Stanislao Giacomantonio;COSENZA;7209 ;CALABRIA;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 1L;VIOLINO;DCPL54;VIOLINO;F;7
2024-2025;Conservatorio di Musica statale;Area Musicale/Coreutica;Stanislao Giacomantonio;COSENZA;7209 ;CALABRIA;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 1L;VIOLINO;DCPL54;VIOLINO;M;4
2024-2025;Conservatorio di Musica statale;Area Musicale/Coreutica;Stanislao Giacomantonio;COSENZA;7209 ;CALABRIA;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 1L;VIOLINO;DCPL55;VIOLINO BAROCCO;M;1
2024-2025;Conservatorio di Musica statale;Area Musicale/Coreutica;Stanislao Giacomantonio;COSENZA;7209 ;CALABRIA;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 1L;VIOLONCELLO;DCPL57;VIOLONCELLO;F;2
2024-2025;Conservatorio di Musica statale;Area Musicale/Coreutica;Stanislao Giacomantonio;COSENZA;7209 ;CALABRIA;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 1L;VIOLONCELLO;DCPL57;VIOLONCELLO;M;4
2024-2025;Conservatorio di Musica statale;Area Musicale/Coreutica;Stanislao Giacomantonio;COSENZA;7209 ;CALABRIA;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 2L;CHITARRA;DCSL09;CHITARRA;M;3
2024-2025;Conservatorio di Musica statale;Area Musicale/Coreutica;Stanislao Giacomantonio;COSENZA;7209 ;CALABRIA;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 2L;CHITARRA;DCSL09;CHITARRA;F;1
2024-2025;Conservatorio di Musica statale;Area Musicale/Coreutica;Stanislao Giacomantonio;COSENZA;7209 ;CALABRIA;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 2L;VIOLINO;DCSL54;VIOLINO;F;2
2024-2025;Conservatorio di Musica statale;Area Musicale/Coreutica;Stanislao Giacomantonio;COSENZA;7209 ;CALABRIA;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 2L;VIOLINO;DCSL54;VIOLINO;M;2
2024-2025;Conservatorio di Musica statale;Area Musicale/Coreutica;Stanislao Giacomantonio;COSENZA;7209 ;CALABRIA;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 2L;VIOLONCELLO;DCSL57;VIOLONCELLO;F;1
2024-2025;Conservatorio di Musica statale;Area Musicale/Coreutica;Stanislao Giacomantonio;COSENZA;7209 ;CALABRIA;Strumenti ad arco e a corda;AFAM_Corso Diploma accademico 2L;VIOLONCELLO;DCSL57;VIOLONCELLO;M;2
2024-2025;Conservatorio di Musica statale;Area Musicale/Coreutica;Stanislao Giacomantonio;COSENZA;7209 ;CALABRIA;Teoria e analisi, composizione e direzione;AFAM_Corso Diploma accademico 1L;COMPOSIZIONE;DCPL15;COMPOSIZIONE;M;2
2024-2025;Conservatorio di Musica statale;Area Musicale/Coreutica;Stanislao Giacomantonio;COSENZA;7209 ;CALABRIA;Teoria e analisi, composizione e direzione;AFAM_Corso Diploma accademico 1L;DIREZIONE D'ORCHESTRA;DCPL22;DIREZIONE D'ORCHESTRA;F;1
2024-2025;Conservatorio di Musica statale;Area Musicale/Coreutica;Stanislao Giacomantonio;COSENZA;7209 ;CALABRIA;Teoria e analisi, composizione e direzione;AFAM_Corso Diploma accademico 1L;MUSICA CORALE E DIREZIONE DI CORO;DCPL33;DIREZIONE DI CORO E COMPOSIZIONE CORALE;M;1
2024-2025;Conservatorio di Musica statale;Area Musicale/Coreutica;Stanislao Giacomantonio;COSENZA;7209 ;CALABRIA;Teoria e analisi, composizione e direzione;AFAM_Corso Diploma accademico 1L;STRUMENTAZIONE PER BANDA;DCPL43;STRUMENTAZIONE PER ORCHESTRA DI FIATI - Direzione;F;1
2024-2025;Conservatorio di Musica statale;Area Musicale/Coreutica;Tito Schipa;LECCE;7239 ;PUGLIA;Canto e teatro musicale;AFAM_Corso Diploma accademico 1L;CANTO;DCPL06;CANTO;F;2
2024-2025;Conservatorio di Musica statale;Area Musicale/Coreutica;Tito Schipa;LECCE;7239 ;PUGLIA;Canto e teatro musicale;AFAM_Corso Diploma accademico 1L;CANTO;DCPL06;CANTO;M;2
2024-2025;Conservatorio di Musica statale;Area Musicale/Coreutica;Tito Schipa;LECCE;7239 ;PUGLIA;Canto e teatro musicale;AFAM_Corso Diploma accademico 2L;CANTO;DCSL06;CANTO;F;6
2024-2025;Conservatorio di Musica statale;Area Musicale/Coreutica;Tito Schipa;LECCE;7239 ;PUGLIA;Canto e teatro musicale;AFAM_Corso Diploma accademico 2L;CANTO;DCSL06;CANTO;M;3
2024-2025;Conservatorio di Musica statale;Area Musicale/Coreutica;Tito Schipa;LECCE;7239 ;PUGLIA;Nuove tecnologie e linguaggi musicali;AFAM_Corso Diploma accademico 1L;JAZZ;DCPL05;BATTERIA E PERCUSSIONI JAZZ;M;1
2024-2025;Conservatorio di Musica statale;Area Musicale/Coreutica;Tito Schipa;LECCE;7239 ;PUGLIA;Nuove tecnologie e linguaggi musicali;AFAM_Corso Diploma accademico 1L;JAZZ;DCPL07;CANTO JAZZ;F;2
2024-2025;Conservatorio di Musica statale;Area Musicale/Coreutica;Tito Schipa;LECCE;7239 ;PUGLIA;Nuove tecnologie e linguaggi musicali;AFAM_Corso Diploma accademico 1L;JAZZ;DCPL10;CHITARRA JAZZ;M;1
2024-2025;Conservatorio di Musica statale;Area Musicale/Coreutica;Tito Schipa;LECCE;7239 ;PUGLIA;Nuove tecnologie e linguaggi musicali;AFAM_Corso Diploma accademico 1L;JAZZ;DCPL10;CHITARRA JAZZ;F;1
2024-2025;Conservatorio di Musica statale;Area Musicale/Coreutica;Tito Schipa;LECCE;7239 ;PUGLIA;Nuove tecnologie e linguaggi musicali;AFAM_Corso Diploma accademico 1L;JAZZ;DCPL17;CONTRABBASSO JAZZ;M;2
2024-2025;Conservatorio di Musica statale;Area Musicale/Coreutica;Tito Schipa;LECCE;7239 ;PUGLIA;Nuove tecnologie e linguaggi musicali;AFAM_Corso Diploma accademico 1L;JAZZ;DCPL64;COMPOSIZIONE JAZZ;M;3
2024-2025;Conservatorio di Musica statale;Area Musicale/Coreutica;Tito Schipa;LECCE;7239 ;PUGLIA;Nuove tecnologie e linguaggi musicali;AFAM_Corso Diploma accademico 1L;JAZZ;DCPL65;MUSICHE TRADIZIONALI - Etnomusicologia;F;3
2024-2025;Conservatorio di Musica statale;Area Musicale/Coreutica;Tito Schipa;LECCE;7239 ;PUGLIA;Nuove tecnologie e linguaggi musicali;AFAM_Corso Diploma accademico 1L;JAZZ;DCPL65;MUSICHE TRADIZIONALI - Etnomusicologia;M;1
2024-2025;Conservatorio di Musica statale;Area Musicale/Coreutica;Tito Schipa;LECCE;7239 ;PUGLIA;Nuove tecnologie e linguaggi musicali;AFAM_Corso Diploma accademico 1L;JAZZ;DCPL67;POPULAR MUSIC - Batteria e percussioni Pop/Rock;M;2
2024-2025;Conservatorio di Musica statale;Area Musicale/Coreutica;Tito Schipa;LECCE;7239 ;PUGLIA;Nuove tecnologie e linguaggi musicali;AFAM_Corso Diploma accademico 1L;JAZZ;DCPL67;POPULAR MUSIC - Canto Pop/Rock;M;1
2024-2025;Conservatorio di Musica statale;Area Musicale/Coreutica;Tito Schipa;LECCE;7239 ;PUGLIA;Nuove tecnologie e linguaggi musicali;AFAM_Corso Diploma accademico 1L;JAZZ;DCPL67;POPULAR MUSIC - Canto Pop/Rock;F;2
2024-2025;Conservatorio di Musica statale;Area Musicale/Coreutica;Tito Schipa;LECCE;7239 ;PUGLIA;Nuove tecnologie e linguaggi musicali;AFAM_Corso Diploma accademico 1L;JAZZ;DCPL67;POPULAR MUSIC - Composizione Pop/Rock;M;3
2024-2025;Conservatorio di Musica statale;Area Musicale/Coreutica;Tito Schipa;LECCE;7239 ;PUGLIA;Nuove tecnologie e linguaggi musicali;AFAM_Corso Diploma accademico 1L;MUSICA ELETTRONICA;DCPL34;MUSICA ELETTRONICA;M;3
2024-2025;Conservatorio di Musica statale;Area Musicale/Coreutica;Tito Schipa;LECCE;7239 ;PUGLIA;Nuove tecnologie e linguaggi musicali;AFAM_Corso Diploma accademico 1L;MUSICA ELETTRONICA;DCPL61;TECNICO DEL SUONO;M;2
2024-2025;Conservatorio di Musica statale;Area Musicale/Coreutica;Tito Schipa;LECCE;7239 ;PUGLIA;Nuove tecnologie e linguaggi musicali;AFAM_Corso Diploma accademico 2L;JAZZ;DCSL05;BATTERIA E PERCUSSIONI JAZZ;M;2
2024-2025;Conservatorio di Musica statale;Area Musicale/Coreutica;Tito Schipa;LECCE;7239 ;PUGLIA;Nuove tecnologie e linguaggi musicali;AFAM_Corso Diploma accademico 2L;JAZZ;DCSL07;CANTO JAZZ;F;3
2024-2025;Conservatorio di Musica statale;Area Musicale/Coreutica;Tito Schipa;LECCE;7239 ;PUGLIA;Nuove tecnologie e linguaggi musicali;AFAM_Corso Diploma accademico 2L;JAZZ;DCSL10;CHITARRA JAZZ;M;2
