ANNO_ACCADEMICO;AREA_ISTITUTO;CONTINENTE;PROVENIENZA;GENERE;ISCR_STRANIERI
2016-2017;Area Artistica;EUROPA UE;Malta;F;1
2016-2017;Area Artistica;EUROPA UE;Paesi Bassi - Olanda;M;5
2016-2017;Area Artistica;EUROPA UE;Paesi Bassi - Olanda;F;6
2016-2017;Area Artistica;EUROPA UE;Polonia;F;37
2016-2017;Area Artistica;EUROPA UE;Polonia;M;10
2016-2017;Area Artistica;EUROPA UE;Portogallo;F;11
2016-2017;Area Artistica;EUROPA UE;Portogallo;M;4
2016-2017;Area Artistica;EUROPA UE;Regno Unito;F;15
2016-2017;Area Artistica;EUROPA UE;Regno Unito;M;6
2016-2017;Area Artistica;EUROPA UE;Repubblica Ceca;F;5
2016-2017;Area Artistica;EUROPA UE;Romania;F;117
2016-2017;Area Artistica;EUROPA UE;Romania;M;40
2016-2017;Area Artistica;EUROPA UE;Slovacchia;M;1
2016-2017;Area Artistica;EUROPA UE;Slovacchia;F;5
2016-2017;Area Artistica;EUROPA UE;Slovenia;F;18
2016-2017;Area Artistica;EUROPA UE;Slovenia;M;2
2016-2017;Area Artistica;EUROPA UE;Spagna;F;33
2016-2017;Area Artistica;EUROPA UE;Spagna;M;15
2016-2017;Area Artistica;EUROPA UE;Svezia;F;19
2016-2017;Area Artistica;EUROPA UE;Svezia;M;6
2016-2017;Area Artistica;EUROPA UE;Ungheria;F;11
2016-2017;Area Artistica;EUROPA UE;Ungheria;M;2
2016-2017;Area Artistica;NORD AMERICA;Barbados;F;1
2016-2017;Area Artistica;NORD AMERICA;Canada;F;3
2016-2017;Area Artistica;NORD AMERICA;Canada;M;2
2016-2017;Area Artistica;NORD AMERICA;Cuba;M;1
2016-2017;Area Artistica;NORD AMERICA;Cuba;F;3
2016-2017;Area Artistica;NORD AMERICA;El Salvador;M;1
2016-2017;Area Artistica;NORD AMERICA;El Salvador;F;3
2016-2017;Area Artistica;NORD AMERICA;Guatemala;F;1
2016-2017;Area Artistica;NORD AMERICA;Guatemala;M;2
2016-2017;Area Artistica;NORD AMERICA;Haiti;F;1
2016-2017;Area Artistica;NORD AMERICA;Honduras;F;3
2016-2017;Area Artistica;NORD AMERICA;Messico;F;20
2016-2017;Area Artistica;NORD AMERICA;Messico;M;19
2016-2017;Area Artistica;NORD AMERICA;Repubblica Dominicana;F;2
2016-2017;Area Artistica;NORD AMERICA;Repubblica Dominicana;M;1
2016-2017;Area Artistica;NORD AMERICA;Saint Kitts e Nevis;M;1
2016-2017;Area Artistica;NORD AMERICA;Stati Uniti di America;F;33
2016-2017;Area Artistica;NORD AMERICA;Stati Uniti di America;M;12
2016-2017;Area Artistica;OCEANIA;Australia;M;1
2016-2017;Area Artistica;OCEANIA;Australia;F;3
2016-2017;Area Artistica;SUD AMERICA;Argentina;F;17
2016-2017;Area Artistica;SUD AMERICA;Argentina;M;7
2016-2017;Area Artistica;SUD AMERICA;Bolivia;F;13
2016-2017;Area Artistica;SUD AMERICA;Bolivia;M;2
2016-2017;Area Artistica;SUD AMERICA;Brasile;F;33
2016-2017;Area Artistica;SUD AMERICA;Brasile;M;23
2016-2017;Area Artistica;SUD AMERICA;Cile;F;5
2016-2017;Area Artistica;SUD AMERICA;Cile;M;4
2016-2017;Area Artistica;SUD AMERICA;Colombia;M;24
2016-2017;Area Artistica;SUD AMERICA;Colombia;F;39
2016-2017;Area Artistica;SUD AMERICA;Ecuador;M;10
2016-2017;Area Artistica;SUD AMERICA;Ecuador;F;27
2016-2017;Area Artistica;SUD AMERICA;Paraguay;F;2
2016-2017;Area Artistica;SUD AMERICA;Perù;F;19
2016-2017;Area Artistica;SUD AMERICA;Perù;M;15
2016-2017;Area Artistica;SUD AMERICA;Uruguay;M;1
2016-2017;Area Artistica;SUD AMERICA;Venezuela;F;16
2016-2017;Area Artistica;SUD AMERICA;Venezuela;M;5
2016-2017;Area Musicale/Coreutica;AFRICA;Algeria;M;2
2016-2017;Area Musicale/Coreutica;AFRICA;Costa d Avorio;M;1
2016-2017;Area Musicale/Coreutica;AFRICA;Egitto;F;1
2016-2017;Area Musicale/Coreutica;AFRICA;Egitto;M;1
2016-2017;Area Musicale/Coreutica;AFRICA;Madagascar;M;1
2016-2017;Area Musicale/Coreutica;AFRICA;Marocco;M;1
2016-2017;Area Musicale/Coreutica;AFRICA;Somalia;F;1
2016-2017;Area Musicale/Coreutica;AFRICA;Sud Africa;F;1
2016-2017;Area Musicale/Coreutica;AFRICA;Tunisia;F;2
2016-2017;Area Musicale/Coreutica;ASIA;Arabia Saudita;F;1
2016-2017;Area Musicale/Coreutica;ASIA;Armenia;F;4
2016-2017;Area Musicale/Coreutica;ASIA;Armenia;M;1
2016-2017;Area Musicale/Coreutica;ASIA;Azerbaigian;M;1
2016-2017;Area Musicale/Coreutica;ASIA;Cina;F;656
2016-2017;Area Musicale/Coreutica;ASIA;Cina;M;449
2016-2017;Area Musicale/Coreutica;ASIA;Corea del Sud;F;237
2016-2017;Area Musicale/Coreutica;ASIA;Corea del Sud;M;143
2016-2017;Area Musicale/Coreutica;ASIA;Filippine;F;1
2016-2017;Area Musicale/Coreutica;ASIA;Filippine;M;2
2016-2017;Area Musicale/Coreutica;ASIA;Georgia;F;8
2016-2017;Area Musicale/Coreutica;ASIA;Georgia;M;4
2016-2017;Area Musicale/Coreutica;ASIA;Giappone;F;78
2016-2017;Area Musicale/Coreutica;ASIA;Giappone;M;22
2016-2017;Area Musicale/Coreutica;ASIA;Indonesia;F;3
2016-2017;Area Musicale/Coreutica;ASIA;Indonesia;M;3
2016-2017;Area Musicale/Coreutica;ASIA;Iran;F;9
2016-2017;Area Musicale/Coreutica;ASIA;Iran;M;36
2016-2017;Area Musicale/Coreutica;ASIA;Iraq;M;1
2016-2017;Area Musicale/Coreutica;ASIA;Israele;F;5
2016-2017;Area Musicale/Coreutica;ASIA;Israele;M;1
2016-2017;Area Musicale/Coreutica;ASIA;Kazakistan;F;9
2016-2017;Area Musicale/Coreutica;ASIA;Kazakistan;M;1
2016-2017;Area Musicale/Coreutica;ASIA;Kirghizistan;M;1
2016-2017;Area Musicale/Coreutica;ASIA;Libano;M;2
2016-2017;Area Musicale/Coreutica;ASIA;Mongolia;F;2
2016-2017;Area Musicale/Coreutica;ASIA;Mongolia;M;1
2016-2017;Area Musicale/Coreutica;ASIA;Palestina;M;6
2016-2017;Area Musicale/Coreutica;ASIA;Siria;F;3
2016-2017;Area Musicale/Coreutica;ASIA;Siria;M;1
2016-2017;Area Musicale/Coreutica;ASIA;Taiwan;F;14
2016-2017;Area Musicale/Coreutica;ASIA;Taiwan;M;3
2016-2017;Area Musicale/Coreutica;ASIA;Uzbekistan;F;2
2016-2017;Area Musicale/Coreutica;EUROPA extra UE;Albania;M;24
2016-2017;Area Musicale/Coreutica;EUROPA extra UE;Albania;F;18
2016-2017;Area Musicale/Coreutica;EUROPA extra UE;Bielorussia;M;2
2016-2017;Area Musicale/Coreutica;EUROPA extra UE;Bielorussia;F;7
2016-2017;Area Musicale/Coreutica;EUROPA extra UE;Bosnia-Erzegovina;F;2
2016-2017;Area Musicale/Coreutica;EUROPA extra UE;Bosnia-Erzegovina;M;2
2016-2017;Area Musicale/Coreutica;EUROPA extra UE;Federazione Russa;F;66
2016-2017;Area Musicale/Coreutica;EUROPA extra UE;Federazione Russa;M;13
2016-2017;Area Musicale/Coreutica;EUROPA extra UE;Islanda;F;4
2016-2017;Area Musicale/Coreutica;EUROPA extra UE;Islanda;M;1
2016-2017;Area Musicale/Coreutica;EUROPA extra UE;Kosovo;F;2
2016-2017;Area Musicale/Coreutica;EUROPA extra UE;Kosovo;M;2
2016-2017;Area Musicale/Coreutica;EUROPA extra UE;Macedonia del Nord;F;4
2016-2017;Area Musicale/Coreutica;EUROPA extra UE;Macedonia del Nord;M;3
2016-2017;Area Musicale/Coreutica;EUROPA extra UE;Moldavia;F;9
2016-2017;Area Musicale/Coreutica;EUROPA extra UE;Moldavia;M;6
2016-2017;Area Musicale/Coreutica;EUROPA extra UE;Montenegro;M;2
2016-2017;Area Musicale/Coreutica;EUROPA extra UE;Norvegia;F;2
2016-2017;Area Musicale/Coreutica;EUROPA extra UE;San Marino;F;1
2016-2017;Area Musicale/Coreutica;EUROPA extra UE;San Marino;M;5
2016-2017;Area Musicale/Coreutica;EUROPA extra UE;Serbia;F;12
2016-2017;Area Musicale/Coreutica;EUROPA extra UE;Serbia;M;9
2016-2017;Area Musicale/Coreutica;EUROPA extra UE;Serbia e Montenegro (ex Jugoslavia);F;3
2016-2017;Area Musicale/Coreutica;EUROPA extra UE;Serbia e Montenegro (ex Jugoslavia);M;1
2016-2017;Area Musicale/Coreutica;EUROPA extra UE;Svizzera;F;5
2016-2017;Area Musicale/Coreutica;EUROPA extra UE;Svizzera;M;7
2016-2017;Area Musicale/Coreutica;EUROPA extra UE;Turchia;M;11
2016-2017;Area Musicale/Coreutica;EUROPA extra UE;Turchia;F;13
2016-2017;Area Musicale/Coreutica;EUROPA extra UE;Ucraina;M;17
2016-2017;Area Musicale/Coreutica;EUROPA extra UE;Ucraina;F;38
2016-2017;Area Musicale/Coreutica;EUROPA UE;Austria;F;9
2016-2017;Area Musicale/Coreutica;EUROPA UE;Belgio;F;3
2016-2017;Area Musicale/Coreutica;EUROPA UE;Belgio;M;2
2016-2017;Area Musicale/Coreutica;EUROPA UE;Bulgaria;F;8
2016-2017;Area Musicale/Coreutica;EUROPA UE;Bulgaria;M;3
2016-2017;Area Musicale/Coreutica;EUROPA UE;Croazia;F;17
2016-2017;Area Musicale/Coreutica;EUROPA UE;Croazia;M;31
2016-2017;Area Musicale/Coreutica;EUROPA UE;Estonia;F;2
2016-2017;Area Musicale/Coreutica;EUROPA UE;Estonia;M;4
2016-2017;Area Musicale/Coreutica;EUROPA UE;Finlandia;F;6
2016-2017;Area Musicale/Coreutica;EUROPA UE;Finlandia;M;1
2016-2017;Area Musicale/Coreutica;EUROPA UE;Francia;M;6
2016-2017;Area Musicale/Coreutica;EUROPA UE;Francia;F;12
2016-2017;Area Musicale/Coreutica;EUROPA UE;Germania;F;17
2016-2017;Area Musicale/Coreutica;EUROPA UE;Germania;M;10
2016-2017;Area Musicale/Coreutica;EUROPA UE;Grecia;F;10
2016-2017;Area Musicale/Coreutica;EUROPA UE;Grecia;M;6
2016-2017;Area Musicale/Coreutica;EUROPA UE;Irlanda;F;1
2016-2017;Area Musicale/Coreutica;EUROPA UE;Lettonia;F;5
2016-2017;Area Musicale/Coreutica;EUROPA UE;Lettonia;M;1
2016-2017;Area Musicale/Coreutica;EUROPA UE;Lituania;F;5
2016-2017;Area Musicale/Coreutica;EUROPA UE;Malta;F;1
2016-2017;Area Musicale/Coreutica;EUROPA UE;Paesi Bassi - Olanda;F;3
2016-2017;Area Musicale/Coreutica;EUROPA UE;Paesi Bassi - Olanda;M;1
2016-2017;Area Musicale/Coreutica;EUROPA UE;Polonia;F;24
2016-2017;Area Musicale/Coreutica;EUROPA UE;Polonia;M;6
2016-2017;Area Musicale/Coreutica;EUROPA UE;Portogallo;F;1
2016-2017;Area Musicale/Coreutica;EUROPA UE;Portogallo;M;2
2016-2017;Area Musicale/Coreutica;EUROPA UE;Regno Unito;F;4
2016-2017;Area Musicale/Coreutica;EUROPA UE;Regno Unito;M;5
2016-2017;Area Musicale/Coreutica;EUROPA UE;Repubblica Ceca;F;2
2016-2017;Area Musicale/Coreutica;EUROPA UE;Romania;F;30
2016-2017;Area Musicale/Coreutica;EUROPA UE;Romania;M;20
2016-2017;Area Musicale/Coreutica;EUROPA UE;Slovacchia;F;5
2016-2017;Area Musicale/Coreutica;EUROPA UE;Slovacchia;M;1
2016-2017;Area Musicale/Coreutica;EUROPA UE;Slovenia;F;10
2016-2017;Area Musicale/Coreutica;EUROPA UE;Slovenia;M;11
2016-2017;Area Musicale/Coreutica;EUROPA UE;Spagna;M;30
2016-2017;Area Musicale/Coreutica;EUROPA UE;Spagna;F;25
2016-2017;Area Musicale/Coreutica;EUROPA UE;Svezia;F;2
2016-2017;Area Musicale/Coreutica;EUROPA UE;Svezia;M;1
2016-2017;Area Musicale/Coreutica;EUROPA UE;Ungheria;F;6
2016-2017;Area Musicale/Coreutica;EUROPA UE;Ungheria;M;5
2016-2017;Area Musicale/Coreutica;NON DEFINITO;Stato non definito;F;3
2016-2017;Area Musicale/Coreutica;NON DEFINITO;Stato non definito;M;3
2016-2017;Area Musicale/Coreutica;NORD AMERICA;Canada;F;4
2016-2017;Area Musicale/Coreutica;NORD AMERICA;Costa Rica;F;2
2016-2017;Area Musicale/Coreutica;NORD AMERICA;Costa Rica;M;3
2016-2017;Area Musicale/Coreutica;NORD AMERICA;Cuba;F;6
2016-2017;Area Musicale/Coreutica;NORD AMERICA;Guatemala;F;1
2016-2017;Area Musicale/Coreutica;NORD AMERICA;Honduras;M;1
2016-2017;Area Musicale/Coreutica;NORD AMERICA;Messico;F;24
2016-2017;Area Musicale/Coreutica;NORD AMERICA;Messico;M;30
2016-2017;Area Musicale/Coreutica;NORD AMERICA;Panama;M;3
2016-2017;Area Musicale/Coreutica;NORD AMERICA;Repubblica Dominicana;M;1
2016-2017;Area Musicale/Coreutica;NORD AMERICA;Stati Uniti di America;F;8
2016-2017;Area Musicale/Coreutica;NORD AMERICA;Stati Uniti di America;M;11
2016-2017;Area Musicale/Coreutica;OCEANIA;Australia;F;4
2016-2017;Area Musicale/Coreutica;OCEANIA;Nuova Zelanda;M;1
2016-2017;Area Musicale/Coreutica;SUD AMERICA;Argentina;F;9
2016-2017;Area Musicale/Coreutica;SUD AMERICA;Argentina;M;5
2016-2017;Area Musicale/Coreutica;SUD AMERICA;Bolivia;F;3
2016-2017;Area Musicale/Coreutica;SUD AMERICA;Brasile;F;8
2016-2017;Area Musicale/Coreutica;SUD AMERICA;Brasile;M;20
2016-2017;Area Musicale/Coreutica;SUD AMERICA;Cile;F;1
2016-2017;Area Musicale/Coreutica;SUD AMERICA;Cile;M;7
2016-2017;Area Musicale/Coreutica;SUD AMERICA;Colombia;F;8
2016-2017;Area Musicale/Coreutica;SUD AMERICA;Colombia;M;12
2016-2017;Area Musicale/Coreutica;SUD AMERICA;Ecuador;F;4
2016-2017;Area Musicale/Coreutica;SUD AMERICA;Ecuador;M;5
2016-2017;Area Musicale/Coreutica;SUD AMERICA;Paraguay;F;2
2016-2017;Area Musicale/Coreutica;SUD AMERICA;Paraguay;M;3
2016-2017;Area Musicale/Coreutica;SUD AMERICA;Perù;F;6
2016-2017;Area Musicale/Coreutica;SUD AMERICA;Perù;M;5
2016-2017;Area Musicale/Coreutica;SUD AMERICA;Uruguay;F;2
2016-2017;Area Musicale/Coreutica;SUD AMERICA;Uruguay;M;1
2016-2017;Area Musicale/Coreutica;SUD AMERICA;Venezuela;F;7
2016-2017;Area Musicale/Coreutica;SUD AMERICA;Venezuela;M;9
2015-2016;Area Artistica;AFRICA;Algeria;F;1
2015-2016;Area Artistica;AFRICA;Algeria;M;1
2015-2016;Area Artistica;AFRICA;Angola;F;1
2015-2016;Area Artistica;AFRICA;Benin;F;1
2015-2016;Area Artistica;AFRICA;Camerun;F;3
2015-2016;Area Artistica;AFRICA;Camerun;M;5
2015-2016;Area Artistica;AFRICA;Costa d Avorio;F;2
2015-2016;Area Artistica;AFRICA;Costa d Avorio;M;1
2015-2016;Area Artistica;AFRICA;Egitto;M;6
2015-2016;Area Artistica;AFRICA;Egitto;F;13
2015-2016;Area Artistica;AFRICA;Eswatini;F;1
2015-2016;Area Artistica;AFRICA;Etiopia;M;2
2015-2016;Area Artistica;AFRICA;Etiopia;F;2
2015-2016;Area Artistica;AFRICA;Ghana;F;2
2015-2016;Area Artistica;AFRICA;Ghana;M;1
2015-2016;Area Artistica;AFRICA;Kenya;F;5
2015-2016;Area Artistica;AFRICA;Libia;F;3
2015-2016;Area Artistica;AFRICA;Libia;M;4
2015-2016;Area Artistica;AFRICA;Madagascar;F;3
2015-2016;Area Artistica;AFRICA;Marocco;F;15
2015-2016;Area Artistica;AFRICA;Marocco;M;11
2015-2016;Area Artistica;AFRICA;Mauritania;F;1
2015-2016;Area Artistica;AFRICA;Nigeria;F;1
2015-2016;Area Artistica;AFRICA;Nigeria;M;1
2015-2016;Area Artistica;AFRICA;Repubblica Democratica del Congo (ex Zaire);F;1
2015-2016;Area Artistica;AFRICA;Senegal;F;1
2015-2016;Area Artistica;AFRICA;Sud Africa;F;1
2015-2016;Area Artistica;AFRICA;Sud Africa;M;3
2015-2016;Area Artistica;AFRICA;Tunisia;F;1
2015-2016;Area Artistica;AFRICA;Tunisia;M;1
2015-2016;Area Artistica;AFRICA;Uganda;F;1
2015-2016;Area Artistica;AFRICA;Zimbabwe;M;1
2015-2016;Area Artistica;ASIA;Afghanistan;M;2
2015-2016;Area Artistica;ASIA;Arabia Saudita;M;1
2015-2016;Area Artistica;ASIA;Arabia Saudita;F;4
2015-2016;Area Artistica;ASIA;Armenia;F;5
2015-2016;Area Artistica;ASIA;Armenia;M;2
2015-2016;Area Artistica;ASIA;Azerbaigian;F;2
2015-2016;Area Artistica;ASIA;Azerbaigian;M;6
2015-2016;Area Artistica;ASIA;Bangladesh;M;1
2015-2016;Area Artistica;ASIA;Cambogia;M;1
2015-2016;Area Artistica;ASIA;Cina;F;3274
2015-2016;Area Artistica;ASIA;Cina;M;1856
2015-2016;Area Artistica;ASIA;Corea del Sud;F;89
2015-2016;Area Artistica;ASIA;Corea del Sud;M;32
2015-2016;Area Artistica;ASIA;Emirati Arabi Uniti;F;1
2015-2016;Area Artistica;ASIA;Filippine;M;5
2015-2016;Area Artistica;ASIA;Filippine;F;8
2015-2016;Area Artistica;ASIA;Georgia;M;3
2015-2016;Area Artistica;ASIA;Georgia;F;10
2015-2016;Area Artistica;ASIA;Giappone;F;27
2015-2016;Area Artistica;ASIA;Giappone;M;6
2015-2016;Area Artistica;ASIA;Giordania;F;2
2015-2016;Area Artistica;ASIA;Hong Kong (Cina);F;2
2015-2016;Area Artistica;ASIA;India;F;106
2015-2016;Area Artistica;ASIA;India;M;53
2015-2016;Area Artistica;ASIA;Indonesia;F;18
2015-2016;Area Artistica;ASIA;Indonesia;M;3
2015-2016;Area Artistica;ASIA;Iran;F;369
2015-2016;Area Artistica;ASIA;Iran;M;124
2015-2016;Area Artistica;ASIA;Iraq;M;3
2015-2016;Area Artistica;ASIA;Israele;F;13
2015-2016;Area Artistica;ASIA;Israele;M;6
2015-2016;Area Artistica;ASIA;Kazakistan;F;11
2015-2016;Area Artistica;ASIA;Kazakistan;M;2
2015-2016;Area Artistica;ASIA;Libano;F;27
2015-2016;Area Artistica;ASIA;Libano;M;12
2015-2016;Area Artistica;ASIA;Malaysia;M;1
2015-2016;Area Artistica;ASIA;Mongolia;F;12
2015-2016;Area Artistica;ASIA;Mongolia;M;4
2015-2016;Area Artistica;ASIA;Oman;F;1
2015-2016;Area Artistica;ASIA;Pakistan;F;1
2015-2016;Area Artistica;ASIA;Pakistan;M;1
2015-2016;Area Artistica;ASIA;Palestina;F;1
2015-2016;Area Artistica;ASIA;Siria;M;2
2015-2016;Area Artistica;ASIA;Siria;F;5
2015-2016;Area Artistica;ASIA;Sri Lanka;F;1
2015-2016;Area Artistica;ASIA;Sri Lanka;M;2
2015-2016;Area Artistica;ASIA;Taiwan;F;21
2015-2016;Area Artistica;ASIA;Taiwan;M;5
2015-2016;Area Artistica;ASIA;Thailandia;F;22
2015-2016;Area Artistica;ASIA;Thailandia;M;10
2015-2016;Area Artistica;ASIA;Uzbekistan;F;1
2015-2016;Area Artistica;ASIA;Vietnam;F;5
2015-2016;Area Artistica;ASIA;Vietnam;M;1
2015-2016;Area Artistica;EUROPA extra UE;Albania;M;52
2015-2016;Area Artistica;EUROPA extra UE;Albania;F;80
2015-2016;Area Artistica;EUROPA extra UE;Bielorussia;F;10
2015-2016;Area Artistica;EUROPA extra UE;Bielorussia;M;3
2015-2016;Area Artistica;EUROPA extra UE;Bosnia-Erzegovina;F;2
2015-2016;Area Artistica;EUROPA extra UE;Bosnia-Erzegovina;M;5
2015-2016;Area Artistica;EUROPA extra UE;Federazione Russa;F;138
2015-2016;Area Artistica;EUROPA extra UE;Federazione Russa;M;23
2015-2016;Area Artistica;EUROPA extra UE;Islanda;F;2
2015-2016;Area Artistica;EUROPA extra UE;Islanda;M;3
2015-2016;Area Artistica;EUROPA extra UE;Kosovo;F;2
2015-2016;Area Artistica;EUROPA extra UE;Kosovo;M;1
2015-2016;Area Artistica;EUROPA extra UE;Macedonia del Nord;F;7
2015-2016;Area Artistica;EUROPA extra UE;Macedonia del Nord;M;4
2015-2016;Area Artistica;EUROPA extra UE;Moldavia;F;36
2015-2016;Area Artistica;EUROPA extra UE;Moldavia;M;9
2015-2016;Area Artistica;EUROPA extra UE;Monaco;F;1
2015-2016;Area Artistica;EUROPA extra UE;Montenegro;F;4
2015-2016;Area Artistica;EUROPA extra UE;Montenegro;M;1
2015-2016;Area Artistica;EUROPA extra UE;Norvegia;F;25
2015-2016;Area Artistica;EUROPA extra UE;Norvegia;M;7
2015-2016;Area Artistica;EUROPA extra UE;San Marino;F;8
2015-2016;Area Artistica;EUROPA extra UE;San Marino;M;6
2015-2016;Area Artistica;EUROPA extra UE;Serbia;F;21
2015-2016;Area Artistica;EUROPA extra UE;Serbia;M;4
2015-2016;Area Artistica;EUROPA extra UE;Serbia e Montenegro (ex Jugoslavia);F;16
2015-2016;Area Artistica;EUROPA extra UE;Serbia e Montenegro (ex Jugoslavia);M;2
2015-2016;Area Artistica;EUROPA extra UE;Svizzera;F;73
2015-2016;Area Artistica;EUROPA extra UE;Svizzera;M;34
2015-2016;Area Artistica;EUROPA extra UE;Turchia;M;53
2015-2016;Area Artistica;EUROPA extra UE;Turchia;F;128
2015-2016;Area Artistica;EUROPA extra UE;Ucraina;F;61
2015-2016;Area Artistica;EUROPA extra UE;Ucraina;M;22
2015-2016;Area Artistica;EUROPA UE;Austria;F;8
2015-2016;Area Artistica;EUROPA UE;Austria;M;3
2015-2016;Area Artistica;EUROPA UE;Belgio;F;3
2015-2016;Area Artistica;EUROPA UE;Belgio;M;3
2015-2016;Area Artistica;EUROPA UE;Bulgaria;F;65
2015-2016;Area Artistica;EUROPA UE;Bulgaria;M;14
2015-2016;Area Artistica;EUROPA UE;Cipro;M;11
2015-2016;Area Artistica;EUROPA UE;Cipro;F;33
2015-2016;Area Artistica;EUROPA UE;Croazia;F;21
2015-2016;Area Artistica;EUROPA UE;Croazia;M;5
2015-2016;Area Artistica;EUROPA UE;Danimarca;F;3
2015-2016;Area Artistica;EUROPA UE;Danimarca;M;1
2015-2016;Area Artistica;EUROPA UE;Estonia;F;3
2015-2016;Area Artistica;EUROPA UE;Finlandia;F;9
2015-2016;Area Artistica;EUROPA UE;Finlandia;M;1
2015-2016;Area Artistica;EUROPA UE;Francia;F;47
2015-2016;Area Artistica;EUROPA UE;Francia;M;8
2015-2016;Area Artistica;EUROPA UE;Germania;F;48
2015-2016;Area Artistica;EUROPA UE;Germania;M;26
2015-2016;Area Artistica;EUROPA UE;Grecia;F;33
2015-2016;Area Artistica;EUROPA UE;Grecia;M;17
2015-2016;Area Artistica;EUROPA UE;Irlanda;M;1
2015-2016;Area Artistica;EUROPA UE;Irlanda;F;1
2015-2016;Area Artistica;EUROPA UE;Lettonia;F;9
2015-2016;Area Artistica;EUROPA UE;Lettonia;M;3
2015-2016;Area Artistica;EUROPA UE;Lituania;F;13
2015-2016;Area Artistica;EUROPA UE;Lussemburgo;F;2
2015-2016;Area Artistica;EUROPA UE;Lussemburgo;M;1
2015-2016;Area Artistica;EUROPA UE;Malta;F;1
2015-2016;Area Artistica;EUROPA UE;Paesi Bassi - Olanda;F;11
2015-2016;Area Artistica;EUROPA UE;Paesi Bassi - Olanda;M;4
2015-2016;Area Artistica;EUROPA UE;Polonia;M;6
2015-2016;Area Artistica;EUROPA UE;Polonia;F;34
2015-2016;Area Artistica;EUROPA UE;Portogallo;M;5
2015-2016;Area Artistica;EUROPA UE;Portogallo;F;7
2015-2016;Area Artistica;EUROPA UE;Regno Unito;F;10
2015-2016;Area Artistica;EUROPA UE;Regno Unito;M;7
2015-2016;Area Artistica;EUROPA UE;Repubblica Ceca;F;2
2015-2016;Area Artistica;EUROPA UE;Romania;F;95
2015-2016;Area Artistica;EUROPA UE;Romania;M;42
2015-2016;Area Artistica;EUROPA UE;Slovacchia;F;9
2015-2016;Area Artistica;EUROPA UE;Slovenia;F;13
2015-2016;Area Artistica;EUROPA UE;Slovenia;M;5
2015-2016;Area Artistica;EUROPA UE;Spagna;F;35
2015-2016;Area Artistica;EUROPA UE;Spagna;M;19
2015-2016;Area Artistica;EUROPA UE;Svezia;F;20
2015-2016;Area Artistica;EUROPA UE;Svezia;M;8
2015-2016;Area Artistica;EUROPA UE;Ungheria;M;3
2015-2016;Area Artistica;EUROPA UE;Ungheria;F;7
2015-2016;Area Artistica;NORD AMERICA;Bahamas;F;1
2015-2016;Area Artistica;NORD AMERICA;Canada;F;6
2015-2016;Area Artistica;NORD AMERICA;Canada;M;2
2015-2016;Area Artistica;NORD AMERICA;Costa Rica;M;1
2015-2016;Area Artistica;NORD AMERICA;Cuba;F;2
2015-2016;Area Artistica;NORD AMERICA;Cuba;M;1
2015-2016;Area Artistica;NORD AMERICA;El Salvador;F;2
2015-2016;Area Artistica;NORD AMERICA;El Salvador;M;2
2015-2016;Area Artistica;NORD AMERICA;Guatemala;M;2
2015-2016;Area Artistica;NORD AMERICA;Guatemala;F;3
2015-2016;Area Artistica;NORD AMERICA;Haiti;F;1
2015-2016;Area Artistica;NORD AMERICA;Honduras;F;1
2015-2016;Area Artistica;NORD AMERICA;Messico;F;27
2015-2016;Area Artistica;NORD AMERICA;Messico;M;19
2015-2016;Area Artistica;NORD AMERICA;Nicaragua;M;1
2015-2016;Area Artistica;NORD AMERICA;Repubblica Dominicana;F;4
2015-2016;Area Artistica;NORD AMERICA;Repubblica Dominicana;M;1
2015-2016;Area Artistica;NORD AMERICA;Stati Uniti di America;F;31
2015-2016;Area Artistica;NORD AMERICA;Stati Uniti di America;M;11
2015-2016;Area Artistica;OCEANIA;Australia;F;4
2015-2016;Area Artistica;SUD AMERICA;Argentina;M;5
2015-2016;Area Artistica;SUD AMERICA;Argentina;F;14
2015-2016;Area Artistica;SUD AMERICA;Bolivia;F;12
2015-2016;Area Artistica;SUD AMERICA;Bolivia;M;2
2015-2016;Area Artistica;SUD AMERICA;Brasile;F;40
2015-2016;Area Artistica;SUD AMERICA;Brasile;M;19
2015-2016;Area Artistica;SUD AMERICA;Cile;F;7
2015-2016;Area Artistica;SUD AMERICA;Cile;M;6
2015-2016;Area Artistica;SUD AMERICA;Colombia;F;43
2015-2016;Area Artistica;SUD AMERICA;Colombia;M;18
2015-2016;Area Artistica;SUD AMERICA;Ecuador;F;23
2015-2016;Area Artistica;SUD AMERICA;Ecuador;M;16
2015-2016;Area Artistica;SUD AMERICA;Paraguay;F;1
2015-2016;Area Artistica;SUD AMERICA;Perù;M;18
2015-2016;Area Artistica;SUD AMERICA;Perù;F;19
2015-2016;Area Artistica;SUD AMERICA;Venezuela;M;5
2015-2016;Area Artistica;SUD AMERICA;Venezuela;F;16
2015-2016;Area Musicale/Coreutica;AFRICA;Algeria;M;4
2015-2016;Area Musicale/Coreutica;AFRICA;Costa d Avorio;M;1
2015-2016;Area Musicale/Coreutica;AFRICA;Egitto;M;2
2015-2016;Area Musicale/Coreutica;AFRICA;Eritrea;M;1
2015-2016;Area Musicale/Coreutica;AFRICA;Marocco;M;1
2015-2016;Area Musicale/Coreutica;AFRICA;Senegal;F;1
2015-2016;Area Musicale/Coreutica;AFRICA;Tunisia;F;2
