ANNO_ACCADEMICO;REGIONE_ISTITUTO;TIPO_ISTITUTO;Area_Istituto;PROVENIENZA_STUDENTE;ISCR_ITALIANI;;
2023-2024;LAZIO;Accademia Nazionale di Arte Drammatica;Area Artistica;PUGLIA;5;;
2023-2024;LAZIO;Accademia Nazionale di Arte Drammatica;Area Artistica;SICILIA;6;;
2023-2024;LAZIO;Accademia Nazionale di Arte Drammatica;Area Artistica;TOSCANA;6;;
2023-2024;LAZIO;Accademia Nazionale di Arte Drammatica;Area Artistica;UMBRIA;1;;
2023-2024;LAZIO;Accademia Nazionale di Arte Drammatica;Area Artistica;VALLE D'AOSTA;1;;
2023-2024;LAZIO;Accademia Nazionale di Arte Drammatica;Area Artistica;VENETO;6;;
2023-2024;LAZIO;Accademia Nazionale di Danza;Area Musicale/Coreutica;ABRUZZO;10;;
2023-2024;LAZIO;Accademia Nazionale di Danza;Area Musicale/Coreutica;BASILICATA;2;;
2023-2024;LAZIO;Accademia Nazionale di Danza;Area Musicale/Coreutica;CALABRIA;9;;
2023-2024;LAZIO;Accademia Nazionale di Danza;Area Musicale/Coreutica;CAMPANIA;77;;
2023-2024;LAZIO;Accademia Nazionale di Danza;Area Musicale/Coreutica;EMILIA ROMAGNA;5;;
2023-2024;LAZIO;Accademia Nazionale di Danza;Area Musicale/Coreutica;FRIULI VENEZIA GIULIA;3;;
2023-2024;LAZIO;Accademia Nazionale di Danza;Area Musicale/Coreutica;LAZIO;43;;
2023-2024;LAZIO;Accademia Nazionale di Danza;Area Musicale/Coreutica;LIGURIA;1;;
2023-2024;LAZIO;Accademia Nazionale di Danza;Area Musicale/Coreutica;LOMBARDIA;11;;
2023-2024;LAZIO;Accademia Nazionale di Danza;Area Musicale/Coreutica;MARCHE;14;;
2023-2024;LAZIO;Accademia Nazionale di Danza;Area Musicale/Coreutica;MOLISE;1;;
2023-2024;LAZIO;Accademia Nazionale di Danza;Area Musicale/Coreutica;PIEMONTE;5;;
2023-2024;LAZIO;Accademia Nazionale di Danza;Area Musicale/Coreutica;PUGLIA;24;;
2023-2024;LAZIO;Accademia Nazionale di Danza;Area Musicale/Coreutica;SARDEGNA;4;;
2023-2024;LAZIO;Accademia Nazionale di Danza;Area Musicale/Coreutica;SICILIA;45;;
2023-2024;LAZIO;Accademia Nazionale di Danza;Area Musicale/Coreutica;TOSCANA;11;;
2023-2024;LAZIO;Accademia Nazionale di Danza;Area Musicale/Coreutica;TRENTINO-ALTO ADIGE;1;;
2023-2024;LAZIO;Accademia Nazionale di Danza;Area Musicale/Coreutica;UMBRIA;1;;
2023-2024;LAZIO;Accademia Nazionale di Danza;Area Musicale/Coreutica;VENETO;8;;
2023-2024;LAZIO;Conservatorio di Musica statale;Area Musicale/Coreutica;ABRUZZO;39;;
2023-2024;LAZIO;Conservatorio di Musica statale;Area Musicale/Coreutica;BASILICATA;19;;
2023-2024;LAZIO;Conservatorio di Musica statale;Area Musicale/Coreutica;CALABRIA;37;;
2023-2024;LAZIO;Conservatorio di Musica statale;Area Musicale/Coreutica;CAMPANIA;64;;
2023-2024;LAZIO;Conservatorio di Musica statale;Area Musicale/Coreutica;EMILIA ROMAGNA;4;;
2023-2024;LAZIO;Conservatorio di Musica statale;Area Musicale/Coreutica;FRIULI VENEZIA GIULIA;5;;
2023-2024;LAZIO;Conservatorio di Musica statale;Area Musicale/Coreutica;LAZIO;1435;;
2023-2024;LAZIO;Conservatorio di Musica statale;Area Musicale/Coreutica;LIGURIA;3;;
2023-2024;LAZIO;Conservatorio di Musica statale;Area Musicale/Coreutica;LOMBARDIA;9;;
2023-2024;LAZIO;Conservatorio di Musica statale;Area Musicale/Coreutica;MARCHE;5;;
2023-2024;LAZIO;Conservatorio di Musica statale;Area Musicale/Coreutica;MOLISE;15;;
2023-2024;LAZIO;Conservatorio di Musica statale;Area Musicale/Coreutica;PIEMONTE;4;;
2023-2024;LAZIO;Conservatorio di Musica statale;Area Musicale/Coreutica;PUGLIA;35;;
2023-2024;LAZIO;Conservatorio di Musica statale;Area Musicale/Coreutica;Residenti all'Estero;1;;
2023-2024;LAZIO;Conservatorio di Musica statale;Area Musicale/Coreutica;SARDEGNA;8;;
2023-2024;LAZIO;Conservatorio di Musica statale;Area Musicale/Coreutica;SICILIA;50;;
2023-2024;LAZIO;Conservatorio di Musica statale;Area Musicale/Coreutica;TOSCANA;15;;
2023-2024;LAZIO;Conservatorio di Musica statale;Area Musicale/Coreutica;TRENTINO-ALTO ADIGE;1;;
2023-2024;LAZIO;Conservatorio di Musica statale;Area Musicale/Coreutica;UMBRIA;18;;
2023-2024;LAZIO;Conservatorio di Musica statale;Area Musicale/Coreutica;VENETO;7;;
2023-2024;LAZIO;Istituto superiore per le Industrie Artistiche;Area Artistica;CALABRIA;3;;
2023-2024;LAZIO;Istituto superiore per le Industrie Artistiche;Area Artistica;CAMPANIA;8;;
2023-2024;LAZIO;Istituto superiore per le Industrie Artistiche;Area Artistica;EMILIA ROMAGNA;5;;
2023-2024;LAZIO;Istituto superiore per le Industrie Artistiche;Area Artistica;FRIULI VENEZIA GIULIA;1;;
2023-2024;LAZIO;Istituto superiore per le Industrie Artistiche;Area Artistica;LAZIO;145;;
2023-2024;LAZIO;Istituto superiore per le Industrie Artistiche;Area Artistica;LIGURIA;1;;
2023-2024;LAZIO;Istituto superiore per le Industrie Artistiche;Area Artistica;LOMBARDIA;1;;
2023-2024;LAZIO;Istituto superiore per le Industrie Artistiche;Area Artistica;MARCHE;6;;
2023-2024;LAZIO;Istituto superiore per le Industrie Artistiche;Area Artistica;MOLISE;6;;
2023-2024;LAZIO;Istituto superiore per le Industrie Artistiche;Area Artistica;PIEMONTE;3;;
2023-2024;LAZIO;Istituto superiore per le Industrie Artistiche;Area Artistica;PUGLIA;15;;
2023-2024;LAZIO;Istituto superiore per le Industrie Artistiche;Area Artistica;Residenti all'Estero;1;;
2023-2024;LAZIO;Istituto superiore per le Industrie Artistiche;Area Artistica;SARDEGNA;3;;
2023-2024;LAZIO;Istituto superiore per le Industrie Artistiche;Area Artistica;SICILIA;6;;
2023-2024;LAZIO;Istituto superiore per le Industrie Artistiche;Area Artistica;TOSCANA;8;;
2023-2024;LAZIO;Istituto superiore per le Industrie Artistiche;Area Artistica;TRENTINO-ALTO ADIGE;1;;
2023-2024;LAZIO;Istituto superiore per le Industrie Artistiche;Area Artistica;UMBRIA;6;;
2023-2024;LAZIO;Istituto superiore per le Industrie Artistiche;Area Artistica;VENETO;3;;
2023-2024;LAZIO;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;ABRUZZO;71;;
2023-2024;LAZIO;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Musicale/Coreutica;ABRUZZO;21;;
2023-2024;LAZIO;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Musicale/Coreutica;BASILICATA;16;;
2023-2024;LAZIO;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;BASILICATA;27;;
2023-2024;LAZIO;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Musicale/Coreutica;CALABRIA;16;;
2023-2024;LAZIO;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;CALABRIA;52;;
2023-2024;LAZIO;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;CAMPANIA;159;;
2023-2024;LAZIO;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Musicale/Coreutica;CAMPANIA;33;;
2023-2024;LAZIO;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;EMILIA ROMAGNA;43;;
2023-2024;LAZIO;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Musicale/Coreutica;EMILIA ROMAGNA;6;;
2023-2024;LAZIO;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;FRIULI VENEZIA GIULIA;14;;
2023-2024;LAZIO;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Musicale/Coreutica;FRIULI VENEZIA GIULIA;1;;
2023-2024;LAZIO;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;LAZIO;1473;;
2023-2024;LAZIO;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Musicale/Coreutica;LAZIO;395;;
2023-2024;LAZIO;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Musicale/Coreutica;LIGURIA;3;;
2023-2024;LAZIO;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;LIGURIA;16;;
2023-2024;LAZIO;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;LOMBARDIA;86;;
2023-2024;LAZIO;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Musicale/Coreutica;LOMBARDIA;8;;
2023-2024;LAZIO;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;MARCHE;49;;
2023-2024;LAZIO;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Musicale/Coreutica;MARCHE;11;;
2023-2024;LAZIO;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Musicale/Coreutica;MOLISE;8;;
2023-2024;LAZIO;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;MOLISE;24;;
2023-2024;LAZIO;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Musicale/Coreutica;PIEMONTE;7;;
2023-2024;LAZIO;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;PIEMONTE;31;;
2023-2024;LAZIO;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;PUGLIA;109;;
2023-2024;LAZIO;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Musicale/Coreutica;PUGLIA;32;;
2023-2024;LAZIO;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;Residenti all'Estero;9;;
2023-2024;LAZIO;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Musicale/Coreutica;Residenti all'Estero;1;;
2023-2024;LAZIO;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;SARDEGNA;41;;
2023-2024;LAZIO;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Musicale/Coreutica;SARDEGNA;4;;
2023-2024;LAZIO;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;SICILIA;82;;
2023-2024;LAZIO;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Musicale/Coreutica;SICILIA;26;;
2023-2024;LAZIO;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Musicale/Coreutica;TOSCANA;18;;
2023-2024;LAZIO;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;TOSCANA;53;;
2023-2024;LAZIO;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;TRENTINO-ALTO ADIGE;10;;
2023-2024;LAZIO;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;UMBRIA;57;;
2023-2024;LAZIO;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Musicale/Coreutica;UMBRIA;18;;
2023-2024;LAZIO;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;VALLE D'AOSTA;3;;
2023-2024;LAZIO;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Musicale/Coreutica;VENETO;7;;
2023-2024;LAZIO;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;VENETO;37;;
2023-2024;LIGURIA;Accademia di Belle Arti statale;Area Artistica;ABRUZZO;1;;
2023-2024;LIGURIA;Accademia di Belle Arti statale;Area Artistica;CAMPANIA;1;;
2023-2024;LIGURIA;Accademia di Belle Arti statale;Area Artistica;EMILIA ROMAGNA;1;;
2023-2024;LIGURIA;Accademia di Belle Arti statale;Area Artistica;LAZIO;3;;
2023-2024;LIGURIA;Accademia di Belle Arti statale;Area Artistica;LIGURIA;465;;
2023-2024;LIGURIA;Accademia di Belle Arti statale;Area Artistica;LOMBARDIA;13;;
2023-2024;LIGURIA;Accademia di Belle Arti statale;Area Artistica;MARCHE;1;;
2023-2024;LIGURIA;Accademia di Belle Arti statale;Area Artistica;PIEMONTE;38;;
2023-2024;LIGURIA;Accademia di Belle Arti statale;Area Artistica;PUGLIA;1;;
2023-2024;LIGURIA;Accademia di Belle Arti statale;Area Artistica;SARDEGNA;3;;
2023-2024;LIGURIA;Accademia di Belle Arti statale;Area Artistica;TOSCANA;2;;
2023-2024;LIGURIA;Accademia di Belle Arti statale;Area Artistica;TRENTINO-ALTO ADIGE;2;;
2023-2024;LIGURIA;Accademia Legalmente Riconosciuta;Area Artistica;CAMPANIA;1;;
2023-2024;LIGURIA;Accademia Legalmente Riconosciuta;Area Artistica;EMILIA ROMAGNA;2;;
2023-2024;LIGURIA;Accademia Legalmente Riconosciuta;Area Artistica;LIGURIA;59;;
2023-2024;LIGURIA;Accademia Legalmente Riconosciuta;Area Artistica;LOMBARDIA;3;;
2023-2024;LIGURIA;Accademia Legalmente Riconosciuta;Area Artistica;MARCHE;1;;
2023-2024;LIGURIA;Accademia Legalmente Riconosciuta;Area Artistica;PIEMONTE;13;;
2023-2024;LIGURIA;Accademia Legalmente Riconosciuta;Area Artistica;PUGLIA;1;;
2023-2024;LIGURIA;Accademia Legalmente Riconosciuta;Area Artistica;TOSCANA;1;;
2023-2024;LIGURIA;Accademia Legalmente Riconosciuta;Area Artistica;VALLE D'AOSTA;1;;
2023-2024;LIGURIA;Accademia Legalmente Riconosciuta;Area Artistica;VENETO;3;;
2023-2024;LIGURIA;Conservatorio di Musica statale;Area Musicale/Coreutica;CALABRIA;1;;
2023-2024;LIGURIA;Conservatorio di Musica statale;Area Musicale/Coreutica;EMILIA ROMAGNA;3;;
2023-2024;LIGURIA;Conservatorio di Musica statale;Area Musicale/Coreutica;LAZIO;1;;
2023-2024;LIGURIA;Conservatorio di Musica statale;Area Musicale/Coreutica;LIGURIA;270;;
2023-2024;LIGURIA;Conservatorio di Musica statale;Area Musicale/Coreutica;LOMBARDIA;6;;
2023-2024;LIGURIA;Conservatorio di Musica statale;Area Musicale/Coreutica;PIEMONTE;19;;
2023-2024;LIGURIA;Conservatorio di Musica statale;Area Musicale/Coreutica;PUGLIA;1;;
2023-2024;LIGURIA;Conservatorio di Musica statale;Area Musicale/Coreutica;SARDEGNA;5;;
2023-2024;LIGURIA;Conservatorio di Musica statale;Area Musicale/Coreutica;SICILIA;1;;
2023-2024;LIGURIA;Conservatorio di Musica statale;Area Musicale/Coreutica;TOSCANA;89;;
2023-2024;LIGURIA;Conservatorio di Musica statale;Area Musicale/Coreutica;TRENTINO-ALTO ADIGE;1;;
2023-2024;LIGURIA;Conservatorio di Musica statale;Area Musicale/Coreutica;VALLE D'AOSTA;5;;
2023-2024;LOMBARDIA;Accademia di Belle Arti statale;Area Artistica;ABRUZZO;30;;
2023-2024;LOMBARDIA;Accademia di Belle Arti statale;Area Artistica;BASILICATA;14;;
2023-2024;LOMBARDIA;Accademia di Belle Arti statale;Area Artistica;CALABRIA;32;;
2023-2024;LOMBARDIA;Accademia di Belle Arti statale;Area Artistica;CAMPANIA;41;;
2023-2024;LOMBARDIA;Accademia di Belle Arti statale;Area Artistica;EMILIA ROMAGNA;123;;
2023-2024;LOMBARDIA;Accademia di Belle Arti statale;Area Artistica;FRIULI VENEZIA GIULIA;28;;
2023-2024;LOMBARDIA;Accademia di Belle Arti statale;Area Artistica;LAZIO;32;;
2023-2024;LOMBARDIA;Accademia di Belle Arti statale;Area Artistica;LIGURIA;50;;
2023-2024;LOMBARDIA;Accademia di Belle Arti statale;Area Artistica;LOMBARDIA;2578;;
2023-2024;LOMBARDIA;Accademia di Belle Arti statale;Area Artistica;MARCHE;35;;
2023-2024;LOMBARDIA;Accademia di Belle Arti statale;Area Artistica;MOLISE;2;;
2023-2024;LOMBARDIA;Accademia di Belle Arti statale;Area Artistica;PIEMONTE;159;;
2023-2024;LOMBARDIA;Accademia di Belle Arti statale;Area Artistica;PUGLIA;59;;
2023-2024;LOMBARDIA;Accademia di Belle Arti statale;Area Artistica;Residenti all'Estero;4;;
2023-2024;LOMBARDIA;Accademia di Belle Arti statale;Area Artistica;SARDEGNA;29;;
2023-2024;LOMBARDIA;Accademia di Belle Arti statale;Area Artistica;SICILIA;78;;
2023-2024;LOMBARDIA;Accademia di Belle Arti statale;Area Artistica;TOSCANA;48;;
2023-2024;LOMBARDIA;Accademia di Belle Arti statale;Area Artistica;TRENTINO-ALTO ADIGE;18;;
2023-2024;LOMBARDIA;Accademia di Belle Arti statale;Area Artistica;UMBRIA;4;;
2023-2024;LOMBARDIA;Accademia di Belle Arti statale;Area Artistica;VALLE D'AOSTA;3;;
2023-2024;LOMBARDIA;Accademia di Belle Arti statale;Area Artistica;VENETO;63;;
2023-2024;LOMBARDIA;Accademia Legalmente Riconosciuta;Area Artistica;ABRUZZO;51;;
2023-2024;LOMBARDIA;Accademia Legalmente Riconosciuta;Area Artistica;BASILICATA;24;;
2023-2024;LOMBARDIA;Accademia Legalmente Riconosciuta;Area Artistica;CALABRIA;88;;
2023-2024;LOMBARDIA;Accademia Legalmente Riconosciuta;Area Artistica;CAMPANIA;128;;
2023-2024;LOMBARDIA;Accademia Legalmente Riconosciuta;Area Artistica;EMILIA ROMAGNA;240;;
2023-2024;LOMBARDIA;Accademia Legalmente Riconosciuta;Area Artistica;FRIULI VENEZIA GIULIA;57;;
2023-2024;LOMBARDIA;Accademia Legalmente Riconosciuta;Area Artistica;LAZIO;64;;
2023-2024;LOMBARDIA;Accademia Legalmente Riconosciuta;Area Artistica;LIGURIA;118;;
2023-2024;LOMBARDIA;Accademia Legalmente Riconosciuta;Area Artistica;LOMBARDIA;3661;;
2023-2024;LOMBARDIA;Accademia Legalmente Riconosciuta;Area Artistica;MARCHE;112;;
2023-2024;LOMBARDIA;Accademia Legalmente Riconosciuta;Area Artistica;MOLISE;10;;
2023-2024;LOMBARDIA;Accademia Legalmente Riconosciuta;Area Artistica;PIEMONTE;242;;
2023-2024;LOMBARDIA;Accademia Legalmente Riconosciuta;Area Artistica;PUGLIA;182;;
2023-2024;LOMBARDIA;Accademia Legalmente Riconosciuta;Area Artistica;Residenti all'Estero;29;;
2023-2024;LOMBARDIA;Accademia Legalmente Riconosciuta;Area Artistica;SARDEGNA;47;;
2023-2024;LOMBARDIA;Accademia Legalmente Riconosciuta;Area Artistica;SICILIA;190;;
2023-2024;LOMBARDIA;Accademia Legalmente Riconosciuta;Area Artistica;TOSCANA;75;;
2023-2024;LOMBARDIA;Accademia Legalmente Riconosciuta;Area Artistica;TRENTINO-ALTO ADIGE;288;;
2023-2024;LOMBARDIA;Accademia Legalmente Riconosciuta;Area Artistica;UMBRIA;20;;
2023-2024;LOMBARDIA;Accademia Legalmente Riconosciuta;Area Artistica;VALLE D'AOSTA;13;;
2023-2024;LOMBARDIA;Accademia Legalmente Riconosciuta;Area Artistica;VENETO;416;;
2023-2024;LOMBARDIA;Conservatorio di Musica statale;Area Musicale/Coreutica;ABRUZZO;12;;
2023-2024;LOMBARDIA;Conservatorio di Musica statale;Area Musicale/Coreutica;BASILICATA;8;;
2023-2024;LOMBARDIA;Conservatorio di Musica statale;Area Musicale/Coreutica;CALABRIA;32;;
2023-2024;LOMBARDIA;Conservatorio di Musica statale;Area Musicale/Coreutica;CAMPANIA;31;;
2023-2024;LOMBARDIA;Conservatorio di Musica statale;Area Musicale/Coreutica;EMILIA ROMAGNA;63;;
2023-2024;LOMBARDIA;Conservatorio di Musica statale;Area Musicale/Coreutica;FRIULI VENEZIA GIULIA;27;;
2023-2024;LOMBARDIA;Conservatorio di Musica statale;Area Musicale/Coreutica;LAZIO;22;;
2023-2024;LOMBARDIA;Conservatorio di Musica statale;Area Musicale/Coreutica;LIGURIA;27;;
2023-2024;LOMBARDIA;Conservatorio di Musica statale;Area Musicale/Coreutica;LOMBARDIA;1625;;
2023-2024;LOMBARDIA;Conservatorio di Musica statale;Area Musicale/Coreutica;MARCHE;24;;
2023-2024;LOMBARDIA;Conservatorio di Musica statale;Area Musicale/Coreutica;MOLISE;4;;
2023-2024;LOMBARDIA;Conservatorio di Musica statale;Area Musicale/Coreutica;PIEMONTE;117;;
2023-2024;LOMBARDIA;Conservatorio di Musica statale;Area Musicale/Coreutica;PUGLIA;58;;
2023-2024;LOMBARDIA;Conservatorio di Musica statale;Area Musicale/Coreutica;SARDEGNA;25;;
2023-2024;LOMBARDIA;Conservatorio di Musica statale;Area Musicale/Coreutica;SICILIA;60;;
2023-2024;LOMBARDIA;Conservatorio di Musica statale;Area Musicale/Coreutica;TOSCANA;38;;
2023-2024;LOMBARDIA;Conservatorio di Musica statale;Area Musicale/Coreutica;TRENTINO-ALTO ADIGE;13;;
2023-2024;LOMBARDIA;Conservatorio di Musica statale;Area Musicale/Coreutica;UMBRIA;8;;
2023-2024;LOMBARDIA;Conservatorio di Musica statale;Area Musicale/Coreutica;VALLE D'AOSTA;8;;
2023-2024;LOMBARDIA;Conservatorio di Musica statale;Area Musicale/Coreutica;VENETO;100;;
2023-2024;LOMBARDIA;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;ABRUZZO;53;;
2023-2024;LOMBARDIA;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Musicale/Coreutica;ABRUZZO;7;;
2023-2024;LOMBARDIA;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;BASILICATA;26;;
2023-2024;LOMBARDIA;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Musicale/Coreutica;BASILICATA;4;;
2023-2024;LOMBARDIA;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Musicale/Coreutica;CALABRIA;12;;
2023-2024;LOMBARDIA;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;CALABRIA;75;;
2023-2024;LOMBARDIA;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;CAMPANIA;142;;
2023-2024;LOMBARDIA;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Musicale/Coreutica;CAMPANIA;16;;
2023-2024;LOMBARDIA;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;EMILIA ROMAGNA;287;;
2023-2024;LOMBARDIA;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Musicale/Coreutica;EMILIA ROMAGNA;18;;
2023-2024;LOMBARDIA;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Musicale/Coreutica;FRIULI VENEZIA GIULIA;8;;
2023-2024;LOMBARDIA;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;FRIULI VENEZIA GIULIA;39;;
2023-2024;LOMBARDIA;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Musicale/Coreutica;LAZIO;16;;
2023-2024;LOMBARDIA;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;LAZIO;111;;
2023-2024;LOMBARDIA;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;LIGURIA;138;;
2023-2024;LOMBARDIA;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Musicale/Coreutica;LIGURIA;20;;
2023-2024;LOMBARDIA;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;LOMBARDIA;1797;;
2023-2024;LOMBARDIA;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Musicale/Coreutica;LOMBARDIA;536;;
2023-2024;LOMBARDIA;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;MARCHE;81;;
2023-2024;LOMBARDIA;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Musicale/Coreutica;MARCHE;14;;
2023-2024;LOMBARDIA;Istituzione autorizzata a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Area Artistica;MOLISE;11;;
