ANNO_ACCADEMICO;COD_Ateneo;NOME_ATENEO;CODICE_CLASSE;DESCRIZIONE_CLASSE;CONTRIBUZIONE_LAUREA;CONTRIBUZIONE_DOTTORATO;CONTRIBUZIONE_SPECIALIZZAZIONE;CONTRIBUZIONE_MASTER
2023-2024;03201;Trieste - Università degli studi;11c;da 1.200,01 a 1.300,00;220;0;0;26
2023-2024;03201;Trieste - Università degli studi;11d;da 1.300,01 a 1.400,00;174;0;2;19
2023-2024;03201;Trieste - Università degli studi;11e;da 1.400,01 a 1.500,00;181;0;1;1
2023-2024;03201;Trieste - Università degli studi;12a;da 1.500,01 a 1.600,00;157;0;1;30
2023-2024;03201;Trieste - Università degli studi;12b;da 1.600,01 a 1.700,00;135;0;0;23
2023-2024;03201;Trieste - Università degli studi;12c;da 1.700,01 a 1.800,00;124;0;679;0
2023-2024;03201;Trieste - Università degli studi;12d;da 1.800,01 a 1.900,00;133;0;0;0
2023-2024;03201;Trieste - Università degli studi;12e;da 1.900,01 a 2.000,00;103;0;53;0
2023-2024;03201;Trieste - Università degli studi;13 ;da 2.000,01 a 2.500,00;963;0;0;68
2023-2024;03201;Trieste - Università degli studi;14 ;da 2.500,01 a 3.000,00;3871;0;0;8
2023-2024;03201;Trieste - Università degli studi;15 ;da 3.000,01 a 3.500,00;0;0;0;0
2023-2024;03201;Trieste - Università degli studi;16 ;da 3.500,01 a 4.000,00;0;0;0;1
2023-2024;03201;Trieste - Università degli studi;17 ;da 4.000,01 a 4.500,00;0;0;0;2
2023-2024;03201;Trieste - Università degli studi;18 ;da 4.500,01 a 5.000,00;0;0;0;0
2023-2024;03201;Trieste - Università degli studi;19 ;da 5.000,01 a 6.000,00;0;0;0;0
2023-2024;03201;Trieste - Università degli studi;20 ;da 6.000,01 a 8.000,00;0;0;0;9
2023-2024;03201;Trieste - Università degli studi;21a;da 8.000,01 a 10.000,00;0;0;0;7
2023-2024;03201;Trieste - Università degli studi;21b;oltre 10.000,00;0;0;0;30
2023-2024;03202;Trieste - Scuola internazionale superiore di studi avanzati;00 ;contribuzione non prevista (esclusi esoneri);0;0;0;0
2023-2024;03202;Trieste - Scuola internazionale superiore di studi avanzati;00a;contribuzione finanziata da enti esterni;0;0;0;0
2023-2024;03202;Trieste - Scuola internazionale superiore di studi avanzati;01 ;da 0,01 a 100,00 (esclusi esoneri);0;0;0;0
2023-2024;03202;Trieste - Scuola internazionale superiore di studi avanzati;02 ;da 100,01 a 200,00;0;0;0;0
2023-2024;03202;Trieste - Scuola internazionale superiore di studi avanzati;03 ;da 200,01 a 300,00;0;0;0;0
2023-2024;03202;Trieste - Scuola internazionale superiore di studi avanzati;04 ;da 300,01 a 400,00;0;0;0;0
2023-2024;03202;Trieste - Scuola internazionale superiore di studi avanzati;05 ;da 400,01 a 500,00;0;0;0;0
2023-2024;03202;Trieste - Scuola internazionale superiore di studi avanzati;06 ;da 500,01 a 600,00;0;0;0;0
2023-2024;03202;Trieste - Scuola internazionale superiore di studi avanzati;07 ;da 600,01 a 700,00;0;0;0;0
2023-2024;03202;Trieste - Scuola internazionale superiore di studi avanzati;08 ;da 700,01 a 800,00;0;0;0;0
2023-2024;03202;Trieste - Scuola internazionale superiore di studi avanzati;09 ;da 800,01 a 900,00;0;0;0;0
2023-2024;03202;Trieste - Scuola internazionale superiore di studi avanzati;10 ;da 900,01 a 1.000,00;0;0;0;0
2023-2024;03202;Trieste - Scuola internazionale superiore di studi avanzati;11a;da 1.000,01 a 1.100,00;0;0;0;0
2023-2024;03202;Trieste - Scuola internazionale superiore di studi avanzati;11b;da 1.100,01 a 1.200,00;0;0;0;0
2023-2024;03202;Trieste - Scuola internazionale superiore di studi avanzati;11c;da 1.200,01 a 1.300,00;0;0;0;0
2023-2024;03202;Trieste - Scuola internazionale superiore di studi avanzati;11d;da 1.300,01 a 1.400,00;0;0;0;0
2023-2024;03202;Trieste - Scuola internazionale superiore di studi avanzati;11e;da 1.400,01 a 1.500,00;0;0;0;0
2023-2024;03202;Trieste - Scuola internazionale superiore di studi avanzati;12a;da 1.500,01 a 1.600,00;0;0;0;0
2023-2024;03202;Trieste - Scuola internazionale superiore di studi avanzati;12b;da 1.600,01 a 1.700,00;0;0;0;0
2023-2024;03202;Trieste - Scuola internazionale superiore di studi avanzati;12c;da 1.700,01 a 1.800,00;0;0;0;0
2023-2024;03202;Trieste - Scuola internazionale superiore di studi avanzati;12d;da 1.800,01 a 1.900,00;0;0;0;0
2023-2024;03202;Trieste - Scuola internazionale superiore di studi avanzati;12e;da 1.900,01 a 2.000,00;0;0;0;0
2023-2024;03202;Trieste - Scuola internazionale superiore di studi avanzati;13 ;da 2.000,01 a 2.500,00;0;0;0;0
2023-2024;03202;Trieste - Scuola internazionale superiore di studi avanzati;14 ;da 2.500,01 a 3.000,00;0;0;0;0
2023-2024;03202;Trieste - Scuola internazionale superiore di studi avanzati;15 ;da 3.000,01 a 3.500,00;0;0;0;0
2023-2024;03202;Trieste - Scuola internazionale superiore di studi avanzati;16 ;da 3.500,01 a 4.000,00;0;0;0;0
2023-2024;03202;Trieste - Scuola internazionale superiore di studi avanzati;17 ;da 4.000,01 a 4.500,00;0;0;0;0
2023-2024;03202;Trieste - Scuola internazionale superiore di studi avanzati;18 ;da 4.500,01 a 5.000,00;0;0;0;0
2023-2024;03202;Trieste - Scuola internazionale superiore di studi avanzati;19 ;da 5.000,01 a 6.000,00;0;0;0;0
2023-2024;03202;Trieste - Scuola internazionale superiore di studi avanzati;20 ;da 6.000,01 a 8.000,00;0;0;0;0
2023-2024;03202;Trieste - Scuola internazionale superiore di studi avanzati;21a;da 8.000,01 a 10.000,00;0;0;0;0
2023-2024;03202;Trieste - Scuola internazionale superiore di studi avanzati;21b;oltre 10.000,00;0;0;0;0
2023-2024;03401;Parma - Università degli studi;00 ;contribuzione non prevista (esclusi esoneri);0;15;2;0
2023-2024;03401;Parma - Università degli studi;00a;contribuzione finanziata da enti esterni;0;0;0;0
2023-2024;03401;Parma - Università degli studi;01 ;da 0,01 a 100,00 (esclusi esoneri);239;0;0;0
2023-2024;03401;Parma - Università degli studi;02 ;da 100,01 a 200,00;939;0;0;0
2023-2024;03401;Parma - Università degli studi;03 ;da 200,01 a 300,00;333;0;0;0
2023-2024;03401;Parma - Università degli studi;04 ;da 300,01 a 400,00;323;0;0;0
2023-2024;03401;Parma - Università degli studi;05 ;da 400,01 a 500,00;379;0;0;0
2023-2024;03401;Parma - Università degli studi;06 ;da 500,01 a 600,00;390;0;0;0
2023-2024;03401;Parma - Università degli studi;07 ;da 600,01 a 700,00;634;0;0;0
2023-2024;03401;Parma - Università degli studi;08 ;da 700,01 a 800,00;583;0;0;0
2023-2024;03401;Parma - Università degli studi;09 ;da 800,01 a 900,00;782;0;0;0
2023-2024;03401;Parma - Università degli studi;10 ;da 900,01 a 1.000,00;792;0;43;0
2023-2024;03401;Parma - Università degli studi;11a;da 1.000,01 a 1.100,00;707;0;0;0
2023-2024;03401;Parma - Università degli studi;11b;da 1.100,01 a 1.200,00;593;0;0;0
2023-2024;03401;Parma - Università degli studi;11c;da 1.200,01 a 1.300,00;540;0;0;0
2023-2024;03401;Parma - Università degli studi;11d;da 1.300,01 a 1.400,00;507;0;15;0
2023-2024;03401;Parma - Università degli studi;11e;da 1.400,01 a 1.500,00;432;0;0;0
2023-2024;03401;Parma - Università degli studi;12a;da 1.500,01 a 1.600,00;337;0;0;0
2023-2024;03401;Parma - Università degli studi;12b;da 1.600,01 a 1.700,00;520;0;819;0
2023-2024;03401;Parma - Università degli studi;12c;da 1.700,01 a 1.800,00;594;0;0;26
2023-2024;03401;Parma - Università degli studi;12d;da 1.800,01 a 1.900,00;415;0;0;0
2023-2024;03401;Parma - Università degli studi;12e;da 1.900,01 a 2.000,00;3250;0;0;0
2023-2024;03401;Parma - Università degli studi;13 ;da 2.000,01 a 2.500,00;5770;0;23;189
2023-2024;03401;Parma - Università degli studi;14 ;da 2.500,01 a 3.000,00;175;0;0;204
2023-2024;03401;Parma - Università degli studi;15 ;da 3.000,01 a 3.500,00;0;0;0;68
2023-2024;03401;Parma - Università degli studi;16 ;da 3.500,01 a 4.000,00;0;0;0;40
2023-2024;03401;Parma - Università degli studi;17 ;da 4.000,01 a 4.500,00;0;0;0;15
2023-2024;03401;Parma - Università degli studi;18 ;da 4.500,01 a 5.000,00;0;0;0;2
2023-2024;03401;Parma - Università degli studi;19 ;da 5.000,01 a 6.000,00;0;0;0;0
2023-2024;03401;Parma - Università degli studi;20 ;da 6.000,01 a 8.000,00;0;0;0;56
2023-2024;03401;Parma - Università degli studi;21a;da 8.000,01 a 10.000,00;0;0;0;0
2023-2024;03401;Parma - Università degli studi;21b;oltre 10.000,00;0;0;0;0
2023-2024;03601;Modena e Reggio Emilia - Università degli studi;00 ;contribuzione non prevista (esclusi esoneri);0;0;0;1
2023-2024;03601;Modena e Reggio Emilia - Università degli studi;00a;contribuzione finanziata da enti esterni;579;0;0;0
2023-2024;03601;Modena e Reggio Emilia - Università degli studi;01 ;da 0,01 a 100,00 (esclusi esoneri);266;0;0;0
2023-2024;03601;Modena e Reggio Emilia - Università degli studi;02 ;da 100,01 a 200,00;534;0;0;0
2023-2024;03601;Modena e Reggio Emilia - Università degli studi;03 ;da 200,01 a 300,00;319;0;0;0
2023-2024;03601;Modena e Reggio Emilia - Università degli studi;04 ;da 300,01 a 400,00;225;0;0;0
2023-2024;03601;Modena e Reggio Emilia - Università degli studi;05 ;da 400,01 a 500,00;1033;0;0;0
2023-2024;03601;Modena e Reggio Emilia - Università degli studi;06 ;da 500,01 a 600,00;240;0;0;0
2023-2024;03601;Modena e Reggio Emilia - Università degli studi;07 ;da 600,01 a 700,00;1257;0;255;0
2023-2024;03601;Modena e Reggio Emilia - Università degli studi;08 ;da 700,01 a 800,00;200;0;6;1
2023-2024;03601;Modena e Reggio Emilia - Università degli studi;09 ;da 800,01 a 900,00;221;0;7;0
2023-2024;03601;Modena e Reggio Emilia - Università degli studi;10 ;da 900,01 a 1.000,00;398;0;15;0
2023-2024;03601;Modena e Reggio Emilia - Università degli studi;11a;da 1.000,01 a 1.100,00;232;0;6;0
2023-2024;03601;Modena e Reggio Emilia - Università degli studi;11b;da 1.100,01 a 1.200,00;138;0;2;0
2023-2024;03601;Modena e Reggio Emilia - Università degli studi;11c;da 1.200,01 a 1.300,00;161;0;8;6
2023-2024;03601;Modena e Reggio Emilia - Università degli studi;11d;da 1.300,01 a 1.400,00;156;0;3;0
2023-2024;03601;Modena e Reggio Emilia - Università degli studi;11e;da 1.400,01 a 1.500,00;100;0;6;0
2023-2024;03601;Modena e Reggio Emilia - Università degli studi;12a;da 1.500,01 a 1.600,00;97;0;5;0
2023-2024;03601;Modena e Reggio Emilia - Università degli studi;12b;da 1.600,01 a 1.700,00;85;0;5;0
2023-2024;03601;Modena e Reggio Emilia - Università degli studi;12c;da 1.700,01 a 1.800,00;4700;0;4;0
2023-2024;03601;Modena e Reggio Emilia - Università degli studi;12d;da 1.800,01 a 1.900,00;41;0;2;0
2023-2024;03601;Modena e Reggio Emilia - Università degli studi;12e;da 1.900,01 a 2.000,00;2300;0;1138;0
2023-2024;03601;Modena e Reggio Emilia - Università degli studi;13 ;da 2.000,01 a 2.500,00;4846;0;0;28
2023-2024;03601;Modena e Reggio Emilia - Università degli studi;14 ;da 2.500,01 a 3.000,00;21;0;0;9
2023-2024;03601;Modena e Reggio Emilia - Università degli studi;15 ;da 3.000,01 a 3.500,00;72;0;0;25
2023-2024;03601;Modena e Reggio Emilia - Università degli studi;16 ;da 3.500,01 a 4.000,00;3;0;0;10
2023-2024;03601;Modena e Reggio Emilia - Università degli studi;17 ;da 4.000,01 a 4.500,00;3;0;0;0
2023-2024;03601;Modena e Reggio Emilia - Università degli studi;18 ;da 4.500,01 a 5.000,00;118;0;0;14
2023-2024;03601;Modena e Reggio Emilia - Università degli studi;19 ;da 5.000,01 a 6.000,00;1;0;0;24
2023-2024;03601;Modena e Reggio Emilia - Università degli studi;20 ;da 6.000,01 a 8.000,00;0;0;0;0
2023-2024;03601;Modena e Reggio Emilia - Università degli studi;21a;da 8.000,01 a 10.000,00;0;0;0;17
2023-2024;03601;Modena e Reggio Emilia - Università degli studi;21b;oltre 10.000,00;0;0;0;0
2023-2024;03701;Bologna - Università degli studi;00 ;contribuzione non prevista (esclusi esoneri);0;0;1;0
2023-2024;03701;Bologna - Università degli studi;00a;contribuzione finanziata da enti esterni;0;0;0;0
2023-2024;03701;Bologna - Università degli studi;01 ;da 0,01 a 100,00 (esclusi esoneri);0;0;0;0
2023-2024;03701;Bologna - Università degli studi;02 ;da 100,01 a 200,00;286;0;0;0
2023-2024;03701;Bologna - Università degli studi;03 ;da 200,01 a 300,00;28;0;0;0
2023-2024;03701;Bologna - Università degli studi;04 ;da 300,01 a 400,00;437;0;0;0
2023-2024;03701;Bologna - Università degli studi;05 ;da 400,01 a 500,00;1037;0;0;0
2023-2024;03701;Bologna - Università degli studi;06 ;da 500,01 a 600,00;872;0;0;0
2023-2024;03701;Bologna - Università degli studi;07 ;da 600,01 a 700,00;2531;0;16;0
2023-2024;03701;Bologna - Università degli studi;08 ;da 700,01 a 800,00;870;0;4;0
2023-2024;03701;Bologna - Università degli studi;09 ;da 800,01 a 900,00;908;0;7;4
2023-2024;03701;Bologna - Università degli studi;10 ;da 900,01 a 1.000,00;1896;0;101;0
2023-2024;03701;Bologna - Università degli studi;11a;da 1.000,01 a 1.100,00;1814;0;30;0
2023-2024;03701;Bologna - Università degli studi;11b;da 1.100,01 a 1.200,00;1936;0;29;0
2023-2024;03701;Bologna - Università degli studi;11c;da 1.200,01 a 1.300,00;1526;0;35;0
2023-2024;03701;Bologna - Università degli studi;11d;da 1.300,01 a 1.400,00;1120;0;41;19
2023-2024;03701;Bologna - Università degli studi;11e;da 1.400,01 a 1.500,00;545;0;35;100
2023-2024;03701;Bologna - Università degli studi;12a;da 1.500,01 a 1.600,00;238;0;41;0
2023-2024;03701;Bologna - Università degli studi;12b;da 1.600,01 a 1.700,00;1498;0;37;167
2023-2024;03701;Bologna - Università degli studi;12c;da 1.700,01 a 1.800,00;1196;0;42;0
2023-2024;03701;Bologna - Università degli studi;12d;da 1.800,01 a 1.900,00;933;0;31;0
2023-2024;03701;Bologna - Università degli studi;12e;da 1.900,01 a 2.000,00;717;0;24;0
2023-2024;03701;Bologna - Università degli studi;13 ;da 2.000,01 a 2.500,00;27096;0;2124;47
2023-2024;03701;Bologna - Università degli studi;14 ;da 2.500,01 a 3.000,00;6954;0;0;169
2023-2024;03701;Bologna - Università degli studi;15 ;da 3.000,01 a 3.500,00;1675;0;0;121
2023-2024;03701;Bologna - Università degli studi;16 ;da 3.500,01 a 4.000,00;63;0;0;271
2023-2024;03701;Bologna - Università degli studi;17 ;da 4.000,01 a 4.500,00;194;0;0;57
2023-2024;03701;Bologna - Università degli studi;18 ;da 4.500,01 a 5.000,00;1;0;0;83
2023-2024;03701;Bologna - Università degli studi;19 ;da 5.000,01 a 6.000,00;26;0;0;197
2023-2024;03701;Bologna - Università degli studi;20 ;da 6.000,01 a 8.000,00;1;0;0;31
2023-2024;03701;Bologna - Università degli studi;21a;da 8.000,01 a 10.000,00;0;0;0;15
2023-2024;03701;Bologna - Università degli studi;21b;oltre 10.000,00;0;0;0;4
2023-2024;03801;Ferrara - Università degli studi;00 ;contribuzione non prevista (esclusi esoneri);0;0;15;0
2023-2024;03801;Ferrara - Università degli studi;00a;contribuzione finanziata da enti esterni;0;17;0;36
2023-2024;03801;Ferrara - Università degli studi;01 ;da 0,01 a 100,00 (esclusi esoneri);0;102;0;3
2023-2024;03801;Ferrara - Università degli studi;02 ;da 100,01 a 200,00;4;0;0;0
2023-2024;03801;Ferrara - Università degli studi;03 ;da 200,01 a 300,00;411;305;0;10
2023-2024;03801;Ferrara - Università degli studi;04 ;da 300,01 a 400,00;371;0;8;0
2023-2024;03801;Ferrara - Università degli studi;05 ;da 400,01 a 500,00;230;0;0;0
2023-2024;03801;Ferrara - Università degli studi;06 ;da 500,01 a 600,00;1987;0;0;3
2023-2024;03801;Ferrara - Università degli studi;07 ;da 600,01 a 700,00;466;0;0;0
2023-2024;03801;Ferrara - Università degli studi;08 ;da 700,01 a 800,00;636;0;60;0
2023-2024;03801;Ferrara - Università degli studi;09 ;da 800,01 a 900,00;630;0;0;0
2023-2024;03801;Ferrara - Università degli studi;10 ;da 900,01 a 1.000,00;412;0;0;0
2023-2024;03801;Ferrara - Università degli studi;11a;da 1.000,01 a 1.100,00;422;0;27;0
2023-2024;03801;Ferrara - Università degli studi;11b;da 1.100,01 a 1.200,00;368;0;0;0
2023-2024;03801;Ferrara - Università degli studi;11c;da 1.200,01 a 1.300,00;336;0;15;199
2023-2024;03801;Ferrara - Università degli studi;11d;da 1.300,01 a 1.400,00;212;0;0;4
2023-2024;03801;Ferrara - Università degli studi;11e;da 1.400,01 a 1.500,00;225;0;0;0
2023-2024;03801;Ferrara - Università degli studi;12a;da 1.500,01 a 1.600,00;4476;0;12;1
2023-2024;03801;Ferrara - Università degli studi;12b;da 1.600,01 a 1.700,00;139;0;0;0
2023-2024;03801;Ferrara - Università degli studi;12c;da 1.700,01 a 1.800,00;108;0;825;0
2023-2024;03801;Ferrara - Università degli studi;12d;da 1.800,01 a 1.900,00;61;0;0;0
2023-2024;03801;Ferrara - Università degli studi;12e;da 1.900,01 a 2.000,00;84;0;0;0
2023-2024;03801;Ferrara - Università degli studi;13 ;da 2.000,01 a 2.500,00;3766;0;36;18
2023-2024;03801;Ferrara - Università degli studi;14 ;da 2.500,01 a 3.000,00;1387;0;0;51
2023-2024;03801;Ferrara - Università degli studi;15 ;da 3.000,01 a 3.500,00;1;0;0;17
2023-2024;03801;Ferrara - Università degli studi;16 ;da 3.500,01 a 4.000,00;0;0;0;27
2023-2024;03801;Ferrara - Università degli studi;17 ;da 4.000,01 a 4.500,00;0;0;0;19
2023-2024;03801;Ferrara - Università degli studi;18 ;da 4.500,01 a 5.000,00;0;0;0;33
2023-2024;03801;Ferrara - Università degli studi;19 ;da 5.000,01 a 6.000,00;0;0;0;0
2023-2024;03801;Ferrara - Università degli studi;20 ;da 6.000,01 a 8.000,00;0;0;0;0
2023-2024;03801;Ferrara - Università degli studi;21a;da 8.000,01 a 10.000,00;0;0;0;0
2023-2024;03801;Ferrara - Università degli studi;21b;oltre 10.000,00;0;0;0;12
2023-2024;04101;"Urbino - Università degli studi ""Carlo Bo""";00 ;contribuzione non prevista (esclusi esoneri);0;0;0;2
2023-2024;04101;"Urbino - Università degli studi ""Carlo Bo""";00a;contribuzione finanziata da enti esterni;0;0;0;0
2023-2024;04101;"Urbino - Università degli studi ""Carlo Bo""";01 ;da 0,01 a 100,00 (esclusi esoneri);0;0;0;0
2023-2024;04101;"Urbino - Università degli studi ""Carlo Bo""";02 ;da 100,01 a 200,00;179;0;0;0
2023-2024;04101;"Urbino - Università degli studi ""Carlo Bo""";03 ;da 200,01 a 300,00;6;0;0;0
2023-2024;04101;"Urbino - Università degli studi ""Carlo Bo""";04 ;da 300,01 a 400,00;20;0;0;96
2023-2024;04101;"Urbino - Università degli studi ""Carlo Bo""";05 ;da 400,01 a 500,00;192;0;0;30
2023-2024;04101;"Urbino - Università degli studi ""Carlo Bo""";06 ;da 500,01 a 600,00;233;0;0;11
2023-2024;04101;"Urbino - Università degli studi ""Carlo Bo""";07 ;da 600,01 a 700,00;259;0;0;2
2023-2024;04101;"Urbino - Università degli studi ""Carlo Bo""";08 ;da 700,01 a 800,00;398;0;0;189
2023-2024;04101;"Urbino - Università degli studi ""Carlo Bo""";09 ;da 800,01 a 900,00;168;0;0;0
2023-2024;04101;"Urbino - Università degli studi ""Carlo Bo""";10 ;da 900,01 a 1.000,00;176;0;0;4
2023-2024;04101;"Urbino - Università degli studi ""Carlo Bo""";11a;da 1.000,01 a 1.100,00;201;0;0;18
2023-2024;04101;"Urbino - Università degli studi ""Carlo Bo""";11b;da 1.100,01 a 1.200,00;103;0;0;0
2023-2024;04101;"Urbino - Università degli studi ""Carlo Bo""";11c;da 1.200,01 a 1.300,00;113;0;0;0
2023-2024;04101;"Urbino - Università degli studi ""Carlo Bo""";11d;da 1.300,01 a 1.400,00;338;0;0;0
2023-2024;04101;"Urbino - Università degli studi ""Carlo Bo""";11e;da 1.400,01 a 1.500,00;735;0;0;0
2023-2024;04101;"Urbino - Università degli studi ""Carlo Bo""";12a;da 1.500,01 a 1.600,00;619;0;0;0
2023-2024;04101;"Urbino - Università degli studi ""Carlo Bo""";12b;da 1.600,01 a 1.700,00;321;0;0;17
2023-2024;04101;"Urbino - Università degli studi ""Carlo Bo""";12c;da 1.700,01 a 1.800,00;2258;0;0;0
2023-2024;04101;"Urbino - Università degli studi ""Carlo Bo""";12d;da 1.800,01 a 1.900,00;1184;0;0;0
2023-2024;04101;"Urbino - Università degli studi ""Carlo Bo""";12e;da 1.900,01 a 2.000,00;450;0;0;0
2023-2024;04101;"Urbino - Università degli studi ""Carlo Bo""";13 ;da 2.000,01 a 2.500,00;277;0;0;0
2023-2024;04101;"Urbino - Università degli studi ""Carlo Bo""";14 ;da 2.500,01 a 3.000,00;1;0;0;25
2023-2024;04101;"Urbino - Università degli studi ""Carlo Bo""";15 ;da 3.000,01 a 3.500,00;0;0;0;0
2023-2024;04101;"Urbino - Università degli studi ""Carlo Bo""";16 ;da 3.500,01 a 4.000,00;0;0;0;0
2023-2024;04101;"Urbino - Università degli studi ""Carlo Bo""";17 ;da 4.000,01 a 4.500,00;0;0;0;0
2023-2024;04101;"Urbino - Università degli studi ""Carlo Bo""";18 ;da 4.500,01 a 5.000,00;0;0;0;0
2023-2024;04101;"Urbino - Università degli studi ""Carlo Bo""";19 ;da 5.000,01 a 6.000,00;7;0;0;0
2023-2024;04101;"Urbino - Università degli studi ""Carlo Bo""";20 ;da 6.000,01 a 8.000,00;11;0;0;0
2023-2024;04101;"Urbino - Università degli studi ""Carlo Bo""";21a;da 8.000,01 a 10.000,00;0;0;0;0
2023-2024;04101;"Urbino - Università degli studi ""Carlo Bo""";21b;oltre 10.000,00;0;0;0;0
2023-2024;04201;Ancona - Università Politecnica delle Marche;00 ;contribuzione non prevista (esclusi esoneri);0;0;77;0
2023-2024;04201;Ancona - Università Politecnica delle Marche;00a;contribuzione finanziata da enti esterni;0;0;0;0
2023-2024;04201;Ancona - Università Politecnica delle Marche;01 ;da 0,01 a 100,00 (esclusi esoneri);8;0;0;0
