ANNO_ACCADEMICO;COD_ATENEO;NOME_ATENEO;CODICE_ESONERO_TOTALE;DESCRIZIONE_ESONERO_TOTALE;ESONERO_TOTALE_LAUREA;ESONERO_TOTALE_DOTTORATO;ESONERO_TOTALE_SPECIALIZZAZIONE;ESONERO_TOTALE_MASTER
2023-2024;07101;Foggia - Università degli studi;23 ;Studenti con compresenza di requisiti per ulteriore agevolazione tasse (normativa vigente) e Idoneità per borsa di studio d.lgs. 68/12;0;;;
2023-2024;07101;Foggia - Università degli studi;24 ;Studenti con requisiti per ulteriore agevolazione tasse (normativa vigente);0;;;
2023-2024;07201;Bari - Università degli studi;01 ;Beneficiari borse studio (d.lgs. 68/12 art. 9, c. 2);476;0;21;
2023-2024;07201;Bari - Università degli studi;02 ;Idonei non beneficiari borse di studio (d.lgs. 68/12 art. 9, c. 2);1;2;0;
2023-2024;07201;Bari - Università degli studi;03 ;Studenti in situazione di disabilità con invalidità oltre il 66% (d.lgs. 68/12 art. 9, c. 2);865;N;12;
2023-2024;07201;Bari - Università degli studi;15 ;Altre tipologie non comprese nelle precedenti voci;341;0;11;10
2023-2024;07201;Bari - Università degli studi;16 ;Studenti con compresenza di requisiti per NO TAX AREA (L. 232/2016, c. 255 e 256 e aggiornamenti successivi) e Beneficiari di borsa di studio d.lgs. 68/12;7146;;;
2023-2024;07201;Bari - Università degli studi;17 ;Studenti con compresenza di requisiti per NO TAX AREA (L. 232/2016, c. 255 e 256 e aggiornamenti successivi) e Idoneità per borsa di studio d.lgs. 68/12;0;;;
2023-2024;07201;Bari - Università degli studi;18 ;Studenti con requisiti per NO TAX AREA (L. 232/2016, c. 255 e 256 e aggiornamenti successivi);6722;;;
2023-2024;07201;Bari - Università degli studi;19 ;Altre situazioni di disabilità non incluse nelle precedenti (incluso DSA);0;0;0;0
2023-2024;07201;Bari - Università degli studi;20 ;Dottorando titolare di borsa di studio di dottorato di ricerca;;804;;
2023-2024;07201;Bari - Università degli studi;21 ;Dottorando non beneficiario di borsa (L. 232/2016, c. 262);;48;;
2023-2024;07201;Bari - Università degli studi;22 ;Studenti con compresenza di requisiti per ulteriore agevolazione tasse (normativa vigente) e Beneficiari di borsa di studio d.lgs. 68/12;443;;;
2023-2024;07201;Bari - Università degli studi;23 ;Studenti con compresenza di requisiti per ulteriore agevolazione tasse (normativa vigente) e Idoneità per borsa di studio d.lgs. 68/12;0;;;
2023-2024;07201;Bari - Università degli studi;24 ;Studenti con requisiti per ulteriore agevolazione tasse (normativa vigente);1579;;;
2023-2024;07202;Bari - Politecnico;01 ;Beneficiari borse studio (d.lgs. 68/12 art. 9, c. 2);121;0;0;
2023-2024;07202;Bari - Politecnico;02 ;Idonei non beneficiari borse di studio (d.lgs. 68/12 art. 9, c. 2);0;0;0;
2023-2024;07202;Bari - Politecnico;03 ;Studenti in situazione di disabilità con invalidità oltre il 66% (d.lgs. 68/12 art. 9, c. 2);73;0;0;
2023-2024;07202;Bari - Politecnico;15 ;Altre tipologie non comprese nelle precedenti voci;23;0;0;0
2023-2024;07202;Bari - Politecnico;16 ;Studenti con compresenza di requisiti per NO TAX AREA (L. 232/2016, c. 255 e 256 e aggiornamenti successivi) e Beneficiari di borsa di studio d.lgs. 68/12;1544;;;
2023-2024;07202;Bari - Politecnico;17 ;Studenti con compresenza di requisiti per NO TAX AREA (L. 232/2016, c. 255 e 256 e aggiornamenti successivi) e Idoneità per borsa di studio d.lgs. 68/12;0;;;
2023-2024;07202;Bari - Politecnico;18 ;Studenti con requisiti per NO TAX AREA (L. 232/2016, c. 255 e 256 e aggiornamenti successivi);1314;;;
2023-2024;07202;Bari - Politecnico;19 ;Altre situazioni di disabilità non incluse nelle precedenti (incluso DSA);17;0;0;0
2023-2024;07202;Bari - Politecnico;20 ;Dottorando titolare di borsa di studio di dottorato di ricerca;;318;;
2023-2024;07202;Bari - Politecnico;21 ;Dottorando non beneficiario di borsa (L. 232/2016, c. 262);;59;;
2023-2024;07202;Bari - Politecnico;22 ;Studenti con compresenza di requisiti per ulteriore agevolazione tasse (normativa vigente) e Beneficiari di borsa di studio d.lgs. 68/12;149;;;
2023-2024;07202;Bari - Politecnico;23 ;Studenti con compresenza di requisiti per ulteriore agevolazione tasse (normativa vigente) e Idoneità per borsa di studio d.lgs. 68/12;0;;;
2023-2024;07202;Bari - Politecnico;24 ;Studenti con requisiti per ulteriore agevolazione tasse (normativa vigente);334;;;
2023-2024;07203;"Casamassima - Libera Università Mediterranea ""Giuseppe Degennaro""";01 ;Beneficiari borse studio (d.lgs. 68/12 art. 9, c. 2);180;0;0;
2023-2024;07203;"Casamassima - Libera Università Mediterranea ""Giuseppe Degennaro""";02 ;Idonei non beneficiari borse di studio (d.lgs. 68/12 art. 9, c. 2);2;0;0;
2023-2024;07203;"Casamassima - Libera Università Mediterranea ""Giuseppe Degennaro""";03 ;Studenti in situazione di disabilità con invalidità oltre il 66% (d.lgs. 68/12 art. 9, c. 2);0;0;0;
2023-2024;07203;"Casamassima - Libera Università Mediterranea ""Giuseppe Degennaro""";15 ;Altre tipologie non comprese nelle precedenti voci;44;0;0;78
2023-2024;07203;"Casamassima - Libera Università Mediterranea ""Giuseppe Degennaro""";19 ;Altre situazioni di disabilità non incluse nelle precedenti (incluso DSA);0;0;0;0
2023-2024;07203;"Casamassima - Libera Università Mediterranea ""Giuseppe Degennaro""";20 ;Dottorando titolare di borsa di studio di dottorato di ricerca;;27;;
2023-2024;07203;"Casamassima - Libera Università Mediterranea ""Giuseppe Degennaro""";21 ;Dottorando non beneficiario di borsa (L. 232/2016, c. 262);;0;;
2023-2024;07501;Lecce - Università del Salento;01 ;Beneficiari borse studio (d.lgs. 68/12 art. 9, c. 2);1421;0;6;
2023-2024;07501;Lecce - Università del Salento;02 ;Idonei non beneficiari borse di studio (d.lgs. 68/12 art. 9, c. 2);0;0;0;
2023-2024;07501;Lecce - Università del Salento;03 ;Studenti in situazione di disabilità con invalidità oltre il 66% (d.lgs. 68/12 art. 9, c. 2);437;0;N;
2023-2024;07501;Lecce - Università del Salento;15 ;Altre tipologie non comprese nelle precedenti voci;757;0;0;79
2023-2024;07501;Lecce - Università del Salento;16 ;Studenti con compresenza di requisiti per NO TAX AREA (L. 232/2016, c. 255 e 256 e aggiornamenti successivi) e Beneficiari di borsa di studio d.lgs. 68/12;3739;;;
2023-2024;07501;Lecce - Università del Salento;17 ;Studenti con compresenza di requisiti per NO TAX AREA (L. 232/2016, c. 255 e 256 e aggiornamenti successivi) e Idoneità per borsa di studio d.lgs. 68/12;14;;;
2023-2024;07501;Lecce - Università del Salento;18 ;Studenti con requisiti per NO TAX AREA (L. 232/2016, c. 255 e 256 e aggiornamenti successivi);3812;;;
2023-2024;07501;Lecce - Università del Salento;19 ;Altre situazioni di disabilità non incluse nelle precedenti (incluso DSA);0;0;0;6
2023-2024;07501;Lecce - Università del Salento;20 ;Dottorando titolare di borsa di studio di dottorato di ricerca;;375;;
2023-2024;07501;Lecce - Università del Salento;21 ;Dottorando non beneficiario di borsa (L. 232/2016, c. 262);;61;;
2023-2024;07501;Lecce - Università del Salento;22 ;Studenti con compresenza di requisiti per ulteriore agevolazione tasse (normativa vigente) e Beneficiari di borsa di studio d.lgs. 68/12;195;;;
2023-2024;07501;Lecce - Università del Salento;23 ;Studenti con compresenza di requisiti per ulteriore agevolazione tasse (normativa vigente) e Idoneità per borsa di studio d.lgs. 68/12;0;;;
2023-2024;07501;Lecce - Università del Salento;24 ;Studenti con requisiti per ulteriore agevolazione tasse (normativa vigente);822;;;
2023-2024;07601;Potenza - Università degli studi della Basilicata;01 ;Beneficiari borse studio (d.lgs. 68/12 art. 9, c. 2);27;1;1;
2023-2024;07601;Potenza - Università degli studi della Basilicata;02 ;Idonei non beneficiari borse di studio (d.lgs. 68/12 art. 9, c. 2);0;0;0;
2023-2024;07601;Potenza - Università degli studi della Basilicata;03 ;Studenti in situazione di disabilità con invalidità oltre il 66% (d.lgs. 68/12 art. 9, c. 2);60;0;N;
2023-2024;07601;Potenza - Università degli studi della Basilicata;15 ;Altre tipologie non comprese nelle precedenti voci;19;10;1;0
2023-2024;07601;Potenza - Università degli studi della Basilicata;16 ;Studenti con compresenza di requisiti per NO TAX AREA (L. 232/2016, c. 255 e 256 e aggiornamenti successivi) e Beneficiari di borsa di studio d.lgs. 68/12;479;;;
2023-2024;07601;Potenza - Università degli studi della Basilicata;17 ;Studenti con compresenza di requisiti per NO TAX AREA (L. 232/2016, c. 255 e 256 e aggiornamenti successivi) e Idoneità per borsa di studio d.lgs. 68/12;0;;;
2023-2024;07601;Potenza - Università degli studi della Basilicata;18 ;Studenti con requisiti per NO TAX AREA (L. 232/2016, c. 255 e 256 e aggiornamenti successivi);1275;;;
2023-2024;07601;Potenza - Università degli studi della Basilicata;19 ;Altre situazioni di disabilità non incluse nelle precedenti (incluso DSA);0;0;0;0
2023-2024;07601;Potenza - Università degli studi della Basilicata;20 ;Dottorando titolare di borsa di studio di dottorato di ricerca;;0;;
2023-2024;07601;Potenza - Università degli studi della Basilicata;21 ;Dottorando non beneficiario di borsa (L. 232/2016, c. 262);;0;;
2023-2024;07601;Potenza - Università degli studi della Basilicata;22 ;Studenti con compresenza di requisiti per ulteriore agevolazione tasse (normativa vigente) e Beneficiari di borsa di studio d.lgs. 68/12;42;;;
2023-2024;07601;Potenza - Università degli studi della Basilicata;23 ;Studenti con compresenza di requisiti per ulteriore agevolazione tasse (normativa vigente) e Idoneità per borsa di studio d.lgs. 68/12;0;;;
2023-2024;07601;Potenza - Università degli studi della Basilicata;24 ;Studenti con requisiti per ulteriore agevolazione tasse (normativa vigente);0;;;
2023-2024;07801;Arcavacata di Rende - Università della Calabria;01 ;Beneficiari borse studio (d.lgs. 68/12 art. 9, c. 2);1094;0;0;
2023-2024;07801;Arcavacata di Rende - Università della Calabria;02 ;Idonei non beneficiari borse di studio (d.lgs. 68/12 art. 9, c. 2);0;0;0;
2023-2024;07801;Arcavacata di Rende - Università della Calabria;03 ;Studenti in situazione di disabilità con invalidità oltre il 66% (d.lgs. 68/12 art. 9, c. 2);401;0;0;
2023-2024;07801;Arcavacata di Rende - Università della Calabria;15 ;Altre tipologie non comprese nelle precedenti voci;423;358;1;17
2023-2024;07801;Arcavacata di Rende - Università della Calabria;16 ;Studenti con compresenza di requisiti per NO TAX AREA (L. 232/2016, c. 255 e 256 e aggiornamenti successivi) e Beneficiari di borsa di studio d.lgs. 68/12;5371;;;
2023-2024;07801;Arcavacata di Rende - Università della Calabria;17 ;Studenti con compresenza di requisiti per NO TAX AREA (L. 232/2016, c. 255 e 256 e aggiornamenti successivi) e Idoneità per borsa di studio d.lgs. 68/12;0;;;
2023-2024;07801;Arcavacata di Rende - Università della Calabria;18 ;Studenti con requisiti per NO TAX AREA (L. 232/2016, c. 255 e 256 e aggiornamenti successivi);4366;;;
2023-2024;07801;Arcavacata di Rende - Università della Calabria;19 ;Altre situazioni di disabilità non incluse nelle precedenti (incluso DSA);0;0;0;0
2023-2024;07801;Arcavacata di Rende - Università della Calabria;20 ;Dottorando titolare di borsa di studio di dottorato di ricerca;;0;;
2023-2024;07801;Arcavacata di Rende - Università della Calabria;21 ;Dottorando non beneficiario di borsa (L. 232/2016, c. 262);;0;;
2023-2024;07801;Arcavacata di Rende - Università della Calabria;22 ;Studenti con compresenza di requisiti per ulteriore agevolazione tasse (normativa vigente) e Beneficiari di borsa di studio d.lgs. 68/12;320;;;
2023-2024;07801;Arcavacata di Rende - Università della Calabria;23 ;Studenti con compresenza di requisiti per ulteriore agevolazione tasse (normativa vigente) e Idoneità per borsa di studio d.lgs. 68/12;0;;;
2023-2024;07801;Arcavacata di Rende - Università della Calabria;24 ;Studenti con requisiti per ulteriore agevolazione tasse (normativa vigente);16;;;
2023-2024;07901;"Catanzaro - Università degli studi ""Magna Grecia""";01 ;Beneficiari borse studio (d.lgs. 68/12 art. 9, c. 2);156;0;0;
2023-2024;07901;"Catanzaro - Università degli studi ""Magna Grecia""";02 ;Idonei non beneficiari borse di studio (d.lgs. 68/12 art. 9, c. 2);329;0;3;
2023-2024;07901;"Catanzaro - Università degli studi ""Magna Grecia""";03 ;Studenti in situazione di disabilità con invalidità oltre il 66% (d.lgs. 68/12 art. 9, c. 2);64;0;0;
2023-2024;07901;"Catanzaro - Università degli studi ""Magna Grecia""";15 ;Altre tipologie non comprese nelle precedenti voci;255;0;6;1
2023-2024;07901;"Catanzaro - Università degli studi ""Magna Grecia""";16 ;Studenti con compresenza di requisiti per NO TAX AREA (L. 232/2016, c. 255 e 256 e aggiornamenti successivi) e Beneficiari di borsa di studio d.lgs. 68/12;542;;;
2023-2024;07901;"Catanzaro - Università degli studi ""Magna Grecia""";17 ;Studenti con compresenza di requisiti per NO TAX AREA (L. 232/2016, c. 255 e 256 e aggiornamenti successivi) e Idoneità per borsa di studio d.lgs. 68/12;2223;;;
2023-2024;07901;"Catanzaro - Università degli studi ""Magna Grecia""";18 ;Studenti con requisiti per NO TAX AREA (L. 232/2016, c. 255 e 256 e aggiornamenti successivi);2063;;;
2023-2024;07901;"Catanzaro - Università degli studi ""Magna Grecia""";19 ;Altre situazioni di disabilità non incluse nelle precedenti (incluso DSA);3;0;0;0
2023-2024;07901;"Catanzaro - Università degli studi ""Magna Grecia""";20 ;Dottorando titolare di borsa di studio di dottorato di ricerca;;0;;
2023-2024;07901;"Catanzaro - Università degli studi ""Magna Grecia""";21 ;Dottorando non beneficiario di borsa (L. 232/2016, c. 262);;25;;
2023-2024;07901;"Catanzaro - Università degli studi ""Magna Grecia""";22 ;Studenti con compresenza di requisiti per ulteriore agevolazione tasse (normativa vigente) e Beneficiari di borsa di studio d.lgs. 68/12;36;;;
2023-2024;07901;"Catanzaro - Università degli studi ""Magna Grecia""";23 ;Studenti con compresenza di requisiti per ulteriore agevolazione tasse (normativa vigente) e Idoneità per borsa di studio d.lgs. 68/12;149;;;
2023-2024;07901;"Catanzaro - Università degli studi ""Magna Grecia""";24 ;Studenti con requisiti per ulteriore agevolazione tasse (normativa vigente);714;;;
2023-2024;08001;Reggio Calabria - Università degli studi Mediterranea;01 ;Beneficiari borse studio (d.lgs. 68/12 art. 9, c. 2);314;0;3;
2023-2024;08001;Reggio Calabria - Università degli studi Mediterranea;02 ;Idonei non beneficiari borse di studio (d.lgs. 68/12 art. 9, c. 2);0;0;0;
2023-2024;08001;Reggio Calabria - Università degli studi Mediterranea;03 ;Studenti in situazione di disabilità con invalidità oltre il 66% (d.lgs. 68/12 art. 9, c. 2);127;0;0;
2023-2024;08001;Reggio Calabria - Università degli studi Mediterranea;15 ;Altre tipologie non comprese nelle precedenti voci;23;1;6;0
2023-2024;08001;Reggio Calabria - Università degli studi Mediterranea;16 ;Studenti con compresenza di requisiti per NO TAX AREA (L. 232/2016, c. 255 e 256 e aggiornamenti successivi) e Beneficiari di borsa di studio d.lgs. 68/12;970;;;
2023-2024;08001;Reggio Calabria - Università degli studi Mediterranea;17 ;Studenti con compresenza di requisiti per NO TAX AREA (L. 232/2016, c. 255 e 256 e aggiornamenti successivi) e Idoneità per borsa di studio d.lgs. 68/12;0;;;
2023-2024;08001;Reggio Calabria - Università degli studi Mediterranea;18 ;Studenti con requisiti per NO TAX AREA (L. 232/2016, c. 255 e 256 e aggiornamenti successivi);875;;;
2023-2024;08001;Reggio Calabria - Università degli studi Mediterranea;19 ;Altre situazioni di disabilità non incluse nelle precedenti (incluso DSA);0;0;0;0
2023-2024;08001;Reggio Calabria - Università degli studi Mediterranea;20 ;Dottorando titolare di borsa di studio di dottorato di ricerca;;0;;
2023-2024;08001;Reggio Calabria - Università degli studi Mediterranea;21 ;Dottorando non beneficiario di borsa (L. 232/2016, c. 262);;7;;
2023-2024;08001;Reggio Calabria - Università degli studi Mediterranea;22 ;Studenti con compresenza di requisiti per ulteriore agevolazione tasse (normativa vigente) e Beneficiari di borsa di studio d.lgs. 68/12;0;;;
2023-2024;08001;Reggio Calabria - Università degli studi Mediterranea;23 ;Studenti con compresenza di requisiti per ulteriore agevolazione tasse (normativa vigente) e Idoneità per borsa di studio d.lgs. 68/12;0;;;
2023-2024;08001;Reggio Calabria - Università degli studi Mediterranea;24 ;Studenti con requisiti per ulteriore agevolazione tasse (normativa vigente);21;;;
2023-2024;08003;Reggio Calabria - Università per Stranieri;01 ;Beneficiari borse studio (d.lgs. 68/12 art. 9, c. 2);0;0;0;
2023-2024;08003;Reggio Calabria - Università per Stranieri;02 ;Idonei non beneficiari borse di studio (d.lgs. 68/12 art. 9, c. 2);0;0;0;
2023-2024;08003;Reggio Calabria - Università per Stranieri;03 ;Studenti in situazione di disabilità con invalidità oltre il 66% (d.lgs. 68/12 art. 9, c. 2);4;0;0;
2023-2024;08003;Reggio Calabria - Università per Stranieri;15 ;Altre tipologie non comprese nelle precedenti voci;33;0;0;0
2023-2024;08003;Reggio Calabria - Università per Stranieri;19 ;Altre situazioni di disabilità non incluse nelle precedenti (incluso DSA);5;0;0;0
2023-2024;08003;Reggio Calabria - Università per Stranieri;20 ;Dottorando titolare di borsa di studio di dottorato di ricerca;;0;;
2023-2024;08003;Reggio Calabria - Università per Stranieri;21 ;Dottorando non beneficiario di borsa (L. 232/2016, c. 262);;0;;
2023-2024;08201;Palermo - Università degli studi;01 ;Beneficiari borse studio (d.lgs. 68/12 art. 9, c. 2);104;3;0;
2023-2024;08201;Palermo - Università degli studi;02 ;Idonei non beneficiari borse di studio (d.lgs. 68/12 art. 9, c. 2);27;0;0;
2023-2024;08201;Palermo - Università degli studi;03 ;Studenti in situazione di disabilità con invalidità oltre il 66% (d.lgs. 68/12 art. 9, c. 2);519;0;0;
2023-2024;08201;Palermo - Università degli studi;15 ;Altre tipologie non comprese nelle precedenti voci;182;0;14;30
2023-2024;08201;Palermo - Università degli studi;16 ;Studenti con compresenza di requisiti per NO TAX AREA (L. 232/2016, c. 255 e 256 e aggiornamenti successivi) e Beneficiari di borsa di studio d.lgs. 68/12;8844;;;
2023-2024;08201;Palermo - Università degli studi;17 ;Studenti con compresenza di requisiti per NO TAX AREA (L. 232/2016, c. 255 e 256 e aggiornamenti successivi) e Idoneità per borsa di studio d.lgs. 68/12;1133;;;
2023-2024;08201;Palermo - Università degli studi;18 ;Studenti con requisiti per NO TAX AREA (L. 232/2016, c. 255 e 256 e aggiornamenti successivi);10634;;;
2023-2024;08201;Palermo - Università degli studi;19 ;Altre situazioni di disabilità non incluse nelle precedenti (incluso DSA);0;0;0;0
2023-2024;08201;Palermo - Università degli studi;20 ;Dottorando titolare di borsa di studio di dottorato di ricerca;;19;;
2023-2024;08201;Palermo - Università degli studi;21 ;Dottorando non beneficiario di borsa (L. 232/2016, c. 262);;147;;
2023-2024;08201;Palermo - Università degli studi;22 ;Studenti con compresenza di requisiti per ulteriore agevolazione tasse (normativa vigente) e Beneficiari di borsa di studio d.lgs. 68/12;62;;;
2023-2024;08201;Palermo - Università degli studi;23 ;Studenti con compresenza di requisiti per ulteriore agevolazione tasse (normativa vigente) e Idoneità per borsa di studio d.lgs. 68/12;35;;;
2023-2024;08201;Palermo - Università degli studi;24 ;Studenti con requisiti per ulteriore agevolazione tasse (normativa vigente);1910;;;
2023-2024;08301;Messina - Università degli studi;01 ;Beneficiari borse studio (d.lgs. 68/12 art. 9, c. 2);182;0;0;
2023-2024;08301;Messina - Università degli studi;02 ;Idonei non beneficiari borse di studio (d.lgs. 68/12 art. 9, c. 2);207;0;0;
2023-2024;08301;Messina - Università degli studi;03 ;Studenti in situazione di disabilità con invalidità oltre il 66% (d.lgs. 68/12 art. 9, c. 2);170;N;4;
2023-2024;08301;Messina - Università degli studi;15 ;Altre tipologie non comprese nelle precedenti voci;704;4;7;0
2023-2024;08301;Messina - Università degli studi;16 ;Studenti con compresenza di requisiti per NO TAX AREA (L. 232/2016, c. 255 e 256 e aggiornamenti successivi) e Beneficiari di borsa di studio d.lgs. 68/12;2160;;;
2023-2024;08301;Messina - Università degli studi;17 ;Studenti con compresenza di requisiti per NO TAX AREA (L. 232/2016, c. 255 e 256 e aggiornamenti successivi) e Idoneità per borsa di studio d.lgs. 68/12;1988;;;
2023-2024;08301;Messina - Università degli studi;18 ;Studenti con requisiti per NO TAX AREA (L. 232/2016, c. 255 e 256 e aggiornamenti successivi);5802;;;
2023-2024;08301;Messina - Università degli studi;19 ;Altre situazioni di disabilità non incluse nelle precedenti (incluso DSA);181;0;0;0
2023-2024;08301;Messina - Università degli studi;20 ;Dottorando titolare di borsa di studio di dottorato di ricerca;;304;;
2023-2024;08301;Messina - Università degli studi;21 ;Dottorando non beneficiario di borsa (L. 232/2016, c. 262);;102;;
2023-2024;08301;Messina - Università degli studi;22 ;Studenti con compresenza di requisiti per ulteriore agevolazione tasse (normativa vigente) e Beneficiari di borsa di studio d.lgs. 68/12;12;;;
2023-2024;08301;Messina - Università degli studi;23 ;Studenti con compresenza di requisiti per ulteriore agevolazione tasse (normativa vigente) e Idoneità per borsa di studio d.lgs. 68/12;18;;;
2023-2024;08301;Messina - Università degli studi;24 ;Studenti con requisiti per ulteriore agevolazione tasse (normativa vigente);510;;;
2023-2024;08601;"Enna - Libera Università della Sicilia Centrale ""KORE""";01 ;Beneficiari borse studio (d.lgs. 68/12 art. 9, c. 2);634;0;0;
2023-2024;08601;"Enna - Libera Università della Sicilia Centrale ""KORE""";02 ;Idonei non beneficiari borse di studio (d.lgs. 68/12 art. 9, c. 2);69;0;0;
2023-2024;08601;"Enna - Libera Università della Sicilia Centrale ""KORE""";03 ;Studenti in situazione di disabilità con invalidità oltre il 66% (d.lgs. 68/12 art. 9, c. 2);51;0;0;
2023-2024;08601;"Enna - Libera Università della Sicilia Centrale ""KORE""";15 ;Altre tipologie non comprese nelle precedenti voci;363;0;0;0
2023-2024;08601;"Enna - Libera Università della Sicilia Centrale ""KORE""";19 ;Altre situazioni di disabilità non incluse nelle precedenti (incluso DSA);0;0;0;0
2023-2024;08601;"Enna - Libera Università della Sicilia Centrale ""KORE""";20 ;Dottorando titolare di borsa di studio di dottorato di ricerca;;0;;
2023-2024;08601;"Enna - Libera Università della Sicilia Centrale ""KORE""";21 ;Dottorando non beneficiario di borsa (L. 232/2016, c. 262);;0;;
2023-2024;08701;Catania - Università degli studi;01 ;Beneficiari borse studio (d.lgs. 68/12 art. 9, c. 2);173;0;0;
2023-2024;08701;Catania - Università degli studi;02 ;Idonei non beneficiari borse di studio (d.lgs. 68/12 art. 9, c. 2);182;0;0;
2023-2024;08701;Catania - Università degli studi;03 ;Studenti in situazione di disabilità con invalidità oltre il 66% (d.lgs. 68/12 art. 9, c. 2);627;6;8;
2023-2024;08701;Catania - Università degli studi;15 ;Altre tipologie non comprese nelle precedenti voci;164;7;314;36
2023-2024;08701;Catania - Università degli studi;16 ;Studenti con compresenza di requisiti per NO TAX AREA (L. 232/2016, c. 255 e 256 e aggiornamenti successivi) e Beneficiari di borsa di studio d.lgs. 68/12;3647;;;
2023-2024;08701;Catania - Università degli studi;17 ;Studenti con compresenza di requisiti per NO TAX AREA (L. 232/2016, c. 255 e 256 e aggiornamenti successivi) e Idoneità per borsa di studio d.lgs. 68/12;2837;;;
2023-2024;08701;Catania - Università degli studi;18 ;Studenti con requisiti per NO TAX AREA (L. 232/2016, c. 255 e 256 e aggiornamenti successivi);7620;;;
2023-2024;08701;Catania - Università degli studi;19 ;Altre situazioni di disabilità non incluse nelle precedenti (incluso DSA);0;0;0;0
2023-2024;08701;Catania - Università degli studi;20 ;Dottorando titolare di borsa di studio di dottorato di ricerca;;0;;
2023-2024;08701;Catania - Università degli studi;21 ;Dottorando non beneficiario di borsa (L. 232/2016, c. 262);;52;;
2023-2024;08701;Catania - Università degli studi;22 ;Studenti con compresenza di requisiti per ulteriore agevolazione tasse (normativa vigente) e Beneficiari di borsa di studio d.lgs. 68/12;185;;;
2023-2024;08701;Catania - Università degli studi;23 ;Studenti con compresenza di requisiti per ulteriore agevolazione tasse (normativa vigente) e Idoneità per borsa di studio d.lgs. 68/12;147;;;
2023-2024;08701;Catania - Università degli studi;24 ;Studenti con requisiti per ulteriore agevolazione tasse (normativa vigente);373;;;
2023-2024;09001;Sassari - Università degli studi;01 ;Beneficiari borse studio (d.lgs. 68/12 art. 9, c. 2);282;2;7;
2023-2024;09001;Sassari - Università degli studi;02 ;Idonei non beneficiari borse di studio (d.lgs. 68/12 art. 9, c. 2);16;0;0;
2023-2024;09001;Sassari - Università degli studi;03 ;Studenti in situazione di disabilità con invalidità oltre il 66% (d.lgs. 68/12 art. 9, c. 2);179;0;0;
2023-2024;09001;Sassari - Università degli studi;15 ;Altre tipologie non comprese nelle precedenti voci;206;18;4;0
2023-2024;09001;Sassari - Università degli studi;16 ;Studenti con compresenza di requisiti per NO TAX AREA (L. 232/2016, c. 255 e 256 e aggiornamenti successivi) e Beneficiari di borsa di studio d.lgs. 68/12;2291;;;
2023-2024;09001;Sassari - Università degli studi;17 ;Studenti con compresenza di requisiti per NO TAX AREA (L. 232/2016, c. 255 e 256 e aggiornamenti successivi) e Idoneità per borsa di studio d.lgs. 68/12;68;;;
2023-2024;09001;Sassari - Università degli studi;18 ;Studenti con requisiti per NO TAX AREA (L. 232/2016, c. 255 e 256 e aggiornamenti successivi);1729;;;
2023-2024;09001;Sassari - Università degli studi;19 ;Altre situazioni di disabilità non incluse nelle precedenti (incluso DSA);116;0;0;0
2023-2024;09001;Sassari - Università degli studi;20 ;Dottorando titolare di borsa di studio di dottorato di ricerca;;0;;
2023-2024;09001;Sassari - Università degli studi;21 ;Dottorando non beneficiario di borsa (L. 232/2016, c. 262);;22;;
2023-2024;09001;Sassari - Università degli studi;22 ;Studenti con compresenza di requisiti per ulteriore agevolazione tasse (normativa vigente) e Beneficiari di borsa di studio d.lgs. 68/12;0;;;
2023-2024;09001;Sassari - Università degli studi;23 ;Studenti con compresenza di requisiti per ulteriore agevolazione tasse (normativa vigente) e Idoneità per borsa di studio d.lgs. 68/12;0;;;
2023-2024;09001;Sassari - Università degli studi;24 ;Studenti con requisiti per ulteriore agevolazione tasse (normativa vigente);0;;;
2023-2024;09201;Cagliari - Università degli studi;01 ;Beneficiari borse studio (d.lgs. 68/12 art. 9, c. 2);15;0;2;
2023-2024;09201;Cagliari - Università degli studi;02 ;Idonei non beneficiari borse di studio (d.lgs. 68/12 art. 9, c. 2);0;0;0;
2023-2024;09201;Cagliari - Università degli studi;03 ;Studenti in situazione di disabilità con invalidità oltre il 66% (d.lgs. 68/12 art. 9, c. 2);478;0;N;
2023-2024;09201;Cagliari - Università degli studi;15 ;Altre tipologie non comprese nelle precedenti voci;222;0;0;0
2023-2024;09201;Cagliari - Università degli studi;16 ;Studenti con compresenza di requisiti per NO TAX AREA (L. 232/2016, c. 255 e 256 e aggiornamenti successivi) e Beneficiari di borsa di studio d.lgs. 68/12;5904;;;
2023-2024;09201;Cagliari - Università degli studi;17 ;Studenti con compresenza di requisiti per NO TAX AREA (L. 232/2016, c. 255 e 256 e aggiornamenti successivi) e Idoneità per borsa di studio d.lgs. 68/12;0;;;
2023-2024;09201;Cagliari - Università degli studi;18 ;Studenti con requisiti per NO TAX AREA (L. 232/2016, c. 255 e 256 e aggiornamenti successivi);3637;;;
2023-2024;09201;Cagliari - Università degli studi;19 ;Altre situazioni di disabilità non incluse nelle precedenti (incluso DSA);0;0;0;0
2023-2024;09201;Cagliari - Università degli studi;20 ;Dottorando titolare di borsa di studio di dottorato di ricerca;;354;;
2023-2024;09201;Cagliari - Università degli studi;21 ;Dottorando non beneficiario di borsa (L. 232/2016, c. 262);;36;;
2023-2024;09201;Cagliari - Università degli studi;22 ;Studenti con compresenza di requisiti per ulteriore agevolazione tasse (normativa vigente) e Beneficiari di borsa di studio d.lgs. 68/12;684;;;
