ANNO_ACCADEMICO;COD_ATENEO;NOME_ATENEO;CODICE_INTERVENTO;DESCRIZIONE_INTERVENTO;INTERVENTI_LAUREA;INTERVENTI_LAUREA_EXTRA_UE;INTERVENTI_DOTTORATO;INTERVENTI_SPECIALIZZAZIONE;INTERVENTI_MASTER
2023-2024;02201;Trento - Università degli studi;113   ;Borse di studio post-lauream - N. borse finanziate mediante convenzione con altri Atenei;;;36;0;0
2023-2024;02201;Trento - Università degli studi;114   ;Borse di studio post-lauream - N. borse finanziate con fondi UE;;;125;0;0
2023-2024;02201;Trento - Università degli studi;115   ;Borse di studio post-lauream - N. borse finanziate mediante convenzione con altri enti pubblici;;;114;0;0
2023-2024;02201;Trento - Università degli studi;116   ;Borse di studio post-lauream - N. borse finanziate mediante convenzione con enti privati;;;35,5;0;0
2023-2024;02301;Verona - Università degli studi;030   ;Borse di studio - N. borse di studio concesse con fondi dell'ATENEO/MIUR;304;8;197;0;0
2023-2024;02301;Verona - Università degli studi;061   ;Mobilità internazionale - N. iscritti nell'ateneo in mobilità internazionale (studenti in uscita);782;28;140;0;0
2023-2024;02301;Verona - Università degli studi;061c  ;Mobilità internazionale - N. iscritti nell'ateneo in mobilità internazionale (studenti in uscita)- di cui studenti SENZA borsa;35;2;1;0;0
2023-2024;02301;Verona - Università degli studi;061m  ;Mobilità internazionale - N. iscritti nell'ateneo in mobilità internazionale (studenti in uscita)- di cui studenti in mobilità extraeuropea;13;0;20;0;0
2023-2024;02301;Verona - Università degli studi;061p  ;Mobilità internazionale - N. iscritti nell'ateneo in mobilità internazionale (studenti in uscita)- di cui dottorandi percettori di borsa che usufruiscono della maggiorazione del 50%;;;124;;
2023-2024;02301;Verona - Università degli studi;063   ;Mobilità internazionale - N. iscritti in atenei esteri in mobilità internazionale presso l'ateneo italiano (studenti in entrata);421;91;0;0;0
2023-2024;02301;Verona - Università degli studi;063c  ;Mobilità internazionale - N. iscritti in atenei esteri in mobilità internazionale presso l'ateneo italiano (studenti in entrata) - di cui studenti con borsa dell'Ateneo italiano;0;0;0;0;0
2023-2024;02301;Verona - Università degli studi;064   ;Mobilità internazionale - N. iscritti in atenei esteri in mobilità internazionale presso l'ateneo italiano (studenti in entrata)- di cui studenti provenienti da Paesi extraeuropei;45;43;0;0;0
2023-2024;02301;Verona - Università degli studi;073   ;Interventi a favore di studenti in situazione di disabilità - N. contributi finanziari;0;0;0;0;0
2023-2024;02301;Verona - Università degli studi;074   ;Interventi a favore di studenti in situazione di disabilità - N. interventi non finanziari;429;0;3;0;0
2023-2024;02301;Verona - Università degli studi;081   ;Attività di collaborazione a tempo parziale - N. collaborazioni;533;30;0;0;0
2023-2024;02301;Verona - Università degli studi;091   ;Posti alloggio e contributi-alloggio - N. domande posti alloggio;0;0;0;0;0
2023-2024;02301;Verona - Università degli studi;092   ;Posti alloggio e contributi-alloggio - N. posti alloggio assegnati;0;0;0;0;0
2023-2024;02301;Verona - Università degli studi;092c  ;Posti alloggio e contributi-alloggio - N. posti alloggio assegnati - di cui assegnati in strutture convenzionate o private;0;0;0;0;0
2023-2024;02301;Verona - Università degli studi;093   ;Posti alloggio e contributi-alloggio - N. domande contributi-alloggio;0;0;0;0;0
2023-2024;02301;Verona - Università degli studi;094   ;Posti alloggio e contributi-alloggio - N. contributi-alloggio assegnati;0;0;0;0;0
2023-2024;02301;Verona - Università degli studi;101   ;Altri interventi di tipo finanziario - N. prestiti agevolati concessi da istituti di credito convenzionati;0;0;0;0;0
2023-2024;02301;Verona - Università degli studi;101a  ;Altri interventi di tipo finanziario - N. prestiti agevolati concessi da istituti di credito convenzionati - di cui con contributo in conto interesse e/o in conto capitale a carico dell'Ateneo;0;0;0;0;0
2023-2024;02301;Verona - Università degli studi;104   ;Altri interventi di tipo finanziario - N. altri sussidi erogati;1;0;0;0;0
2023-2024;02301;Verona - Università degli studi;111a  ;Borse di studio post-lauream - N. borse finanziate con fondi MIUR;;;111;0;0
2023-2024;02301;Verona - Università degli studi;111b  ;Borse di studio post-lauream - N. borse finanziate da altri Ministeri;;;2;0;0
2023-2024;02301;Verona - Università degli studi;112   ;Borse di studio post-lauream - N. borse finanziate dall'Ateneo con fondi propri;;;202;0;75
2023-2024;02301;Verona - Università degli studi;113   ;Borse di studio post-lauream - N. borse finanziate mediante convenzione con altri Atenei;;;23,5;0;0
2023-2024;02301;Verona - Università degli studi;114   ;Borse di studio post-lauream - N. borse finanziate con fondi UE;;;109;0;0
2023-2024;02301;Verona - Università degli studi;115   ;Borse di studio post-lauream - N. borse finanziate mediante convenzione con altri enti pubblici;;;3;0;23
2023-2024;02301;Verona - Università degli studi;116   ;Borse di studio post-lauream - N. borse finanziate mediante convenzione con enti privati;;;32,5;0;32
2023-2024;02701;Venezia - Università Ca' Foscari Venezia;030   ;Borse di studio - N. borse di studio concesse con fondi dell'ATENEO/MIUR;209;8;119;0;0
2023-2024;02701;Venezia - Università Ca' Foscari Venezia;061   ;Mobilità internazionale - N. iscritti nell'ateneo in mobilità internazionale (studenti in uscita);1125;73;6;0;0
2023-2024;02701;Venezia - Università Ca' Foscari Venezia;061c  ;Mobilità internazionale - N. iscritti nell'ateneo in mobilità internazionale (studenti in uscita)- di cui studenti SENZA borsa;72;4;3;0;0
2023-2024;02701;Venezia - Università Ca' Foscari Venezia;061m  ;Mobilità internazionale - N. iscritti nell'ateneo in mobilità internazionale (studenti in uscita)- di cui studenti in mobilità extraeuropea;446;14;3;0;0
2023-2024;02701;Venezia - Università Ca' Foscari Venezia;061p  ;Mobilità internazionale - N. iscritti nell'ateneo in mobilità internazionale (studenti in uscita)- di cui dottorandi percettori di borsa che usufruiscono della maggiorazione del 50%;;;0;;
2023-2024;02701;Venezia - Università Ca' Foscari Venezia;063   ;Mobilità internazionale - N. iscritti in atenei esteri in mobilità internazionale presso l'ateneo italiano (studenti in entrata);735;457;0;0;0
2023-2024;02701;Venezia - Università Ca' Foscari Venezia;063c  ;Mobilità internazionale - N. iscritti in atenei esteri in mobilità internazionale presso l'ateneo italiano (studenti in entrata) - di cui studenti con borsa dell'Ateneo italiano;0;0;0;0;0
2023-2024;02701;Venezia - Università Ca' Foscari Venezia;064   ;Mobilità internazionale - N. iscritti in atenei esteri in mobilità internazionale presso l'ateneo italiano (studenti in entrata)- di cui studenti provenienti da Paesi extraeuropei;294;291;0;0;0
2023-2024;02701;Venezia - Università Ca' Foscari Venezia;073   ;Interventi a favore di studenti in situazione di disabilità - N. contributi finanziari;0;0;0;0;0
2023-2024;02701;Venezia - Università Ca' Foscari Venezia;074   ;Interventi a favore di studenti in situazione di disabilità - N. interventi non finanziari;132;0;0;0;N
2023-2024;02701;Venezia - Università Ca' Foscari Venezia;081   ;Attività di collaborazione a tempo parziale - N. collaborazioni;251;15;1;0;0
2023-2024;02701;Venezia - Università Ca' Foscari Venezia;091   ;Posti alloggio e contributi-alloggio - N. domande posti alloggio;949;236;28;0;0
2023-2024;02701;Venezia - Università Ca' Foscari Venezia;092   ;Posti alloggio e contributi-alloggio - N. posti alloggio assegnati;949;236;28;0;0
2023-2024;02701;Venezia - Università Ca' Foscari Venezia;092c  ;Posti alloggio e contributi-alloggio - N. posti alloggio assegnati - di cui assegnati in strutture convenzionate o private;949;236;28;0;0
2023-2024;02701;Venezia - Università Ca' Foscari Venezia;093   ;Posti alloggio e contributi-alloggio - N. domande contributi-alloggio;26;2;1;0;0
2023-2024;02701;Venezia - Università Ca' Foscari Venezia;094   ;Posti alloggio e contributi-alloggio - N. contributi-alloggio assegnati;26;2;1;0;0
2023-2024;02701;Venezia - Università Ca' Foscari Venezia;101   ;Altri interventi di tipo finanziario - N. prestiti agevolati concessi da istituti di credito convenzionati;29;4;3;0;6
2023-2024;02701;Venezia - Università Ca' Foscari Venezia;101a  ;Altri interventi di tipo finanziario - N. prestiti agevolati concessi da istituti di credito convenzionati - di cui con contributo in conto interesse e/o in conto capitale a carico dell'Ateneo;0;0;0;0;0
2023-2024;02701;Venezia - Università Ca' Foscari Venezia;104   ;Altri interventi di tipo finanziario - N. altri sussidi erogati;57;0;0;0;0
2023-2024;02701;Venezia - Università Ca' Foscari Venezia;111a  ;Borse di studio post-lauream - N. borse finanziate con fondi MIUR;;;107,33;0;0
2023-2024;02701;Venezia - Università Ca' Foscari Venezia;111b  ;Borse di studio post-lauream - N. borse finanziate da altri Ministeri;;;0;0;0
2023-2024;02701;Venezia - Università Ca' Foscari Venezia;112   ;Borse di studio post-lauream - N. borse finanziate dall'Ateneo con fondi propri;;;142,17;0;0
2023-2024;02701;Venezia - Università Ca' Foscari Venezia;113   ;Borse di studio post-lauream - N. borse finanziate mediante convenzione con altri Atenei;;;31,5;0;0
2023-2024;02701;Venezia - Università Ca' Foscari Venezia;114   ;Borse di studio post-lauream - N. borse finanziate con fondi UE;;;55,17;0;0
2023-2024;02701;Venezia - Università Ca' Foscari Venezia;115   ;Borse di studio post-lauream - N. borse finanziate mediante convenzione con altri enti pubblici;;;30;0;0
2023-2024;02701;Venezia - Università Ca' Foscari Venezia;116   ;Borse di studio post-lauream - N. borse finanziate mediante convenzione con enti privati;;;12,83;0;0
2023-2024;02702;Venezia - Università IUAV;030   ;Borse di studio - N. borse di studio concesse con fondi dell'ATENEO/MIUR;296;64;17;0;0
2023-2024;02702;Venezia - Università IUAV;061   ;Mobilità internazionale - N. iscritti nell'ateneo in mobilità internazionale (studenti in uscita);235;16;111;0;6
2023-2024;02702;Venezia - Università IUAV;061c  ;Mobilità internazionale - N. iscritti nell'ateneo in mobilità internazionale (studenti in uscita)- di cui studenti SENZA borsa;12;1;51;0;0
2023-2024;02702;Venezia - Università IUAV;061m  ;Mobilità internazionale - N. iscritti nell'ateneo in mobilità internazionale (studenti in uscita)- di cui studenti in mobilità extraeuropea;22;6;13;0;0
2023-2024;02702;Venezia - Università IUAV;061p  ;Mobilità internazionale - N. iscritti nell'ateneo in mobilità internazionale (studenti in uscita)- di cui dottorandi percettori di borsa che usufruiscono della maggiorazione del 50%;;;37;;
2023-2024;02702;Venezia - Università IUAV;063   ;Mobilità internazionale - N. iscritti in atenei esteri in mobilità internazionale presso l'ateneo italiano (studenti in entrata);209;97;13;0;0
2023-2024;02702;Venezia - Università IUAV;063c  ;Mobilità internazionale - N. iscritti in atenei esteri in mobilità internazionale presso l'ateneo italiano (studenti in entrata) - di cui studenti con borsa dell'Ateneo italiano;0;0;0;0;0
2023-2024;02702;Venezia - Università IUAV;064   ;Mobilità internazionale - N. iscritti in atenei esteri in mobilità internazionale presso l'ateneo italiano (studenti in entrata)- di cui studenti provenienti da Paesi extraeuropei;78;77;4;0;0
2023-2024;02702;Venezia - Università IUAV;073   ;Interventi a favore di studenti in situazione di disabilità - N. contributi finanziari;0;0;0;0;0
2023-2024;02702;Venezia - Università IUAV;074   ;Interventi a favore di studenti in situazione di disabilità - N. interventi non finanziari;7;0;0;0;0
2023-2024;02702;Venezia - Università IUAV;081   ;Attività di collaborazione a tempo parziale - N. collaborazioni;46;15;0;0;0
2023-2024;02702;Venezia - Università IUAV;091   ;Posti alloggio e contributi-alloggio - N. domande posti alloggio;0;0;0;0;0
2023-2024;02702;Venezia - Università IUAV;092   ;Posti alloggio e contributi-alloggio - N. posti alloggio assegnati;0;0;0;0;0
2023-2024;02702;Venezia - Università IUAV;092c  ;Posti alloggio e contributi-alloggio - N. posti alloggio assegnati - di cui assegnati in strutture convenzionate o private;0;0;0;0;0
2023-2024;02702;Venezia - Università IUAV;093   ;Posti alloggio e contributi-alloggio - N. domande contributi-alloggio;16;1;0;0;0
2023-2024;02702;Venezia - Università IUAV;094   ;Posti alloggio e contributi-alloggio - N. contributi-alloggio assegnati;9;0;0;0;0
2023-2024;02702;Venezia - Università IUAV;101   ;Altri interventi di tipo finanziario - N. prestiti agevolati concessi da istituti di credito convenzionati;8;2;0;0;3
2023-2024;02702;Venezia - Università IUAV;101a  ;Altri interventi di tipo finanziario - N. prestiti agevolati concessi da istituti di credito convenzionati - di cui con contributo in conto interesse e/o in conto capitale a carico dell'Ateneo;0;0;0;0;0
2023-2024;02702;Venezia - Università IUAV;104   ;Altri interventi di tipo finanziario - N. altri sussidi erogati;0;0;0;0;0
2023-2024;02702;Venezia - Università IUAV;111a  ;Borse di studio post-lauream - N. borse finanziate con fondi MIUR;;;42;0;0
2023-2024;02702;Venezia - Università IUAV;111b  ;Borse di studio post-lauream - N. borse finanziate da altri Ministeri;;;0;0;0
2023-2024;02702;Venezia - Università IUAV;112   ;Borse di studio post-lauream - N. borse finanziate dall'Ateneo con fondi propri;;;25;4;0
2023-2024;02702;Venezia - Università IUAV;113   ;Borse di studio post-lauream - N. borse finanziate mediante convenzione con altri Atenei;;;0;0;0
2023-2024;02702;Venezia - Università IUAV;114   ;Borse di studio post-lauream - N. borse finanziate con fondi UE;;;28,5;0;0
2023-2024;02702;Venezia - Università IUAV;115   ;Borse di studio post-lauream - N. borse finanziate mediante convenzione con altri enti pubblici;;;1;0;0
2023-2024;02702;Venezia - Università IUAV;116   ;Borse di studio post-lauream - N. borse finanziate mediante convenzione con enti privati;;;5,5;0;0
2023-2024;02801;Padova - Università degli studi;030   ;Borse di studio - N. borse di studio concesse con fondi dell'ATENEO/MIUR;1909;630;232;11;0
2023-2024;02801;Padova - Università degli studi;061   ;Mobilità internazionale - N. iscritti nell'ateneo in mobilità internazionale (studenti in uscita);2822;524;597;0;0
2023-2024;02801;Padova - Università degli studi;061c  ;Mobilità internazionale - N. iscritti nell'ateneo in mobilità internazionale (studenti in uscita)- di cui studenti SENZA borsa;723;221;63;0;0
2023-2024;02801;Padova - Università degli studi;061m  ;Mobilità internazionale - N. iscritti nell'ateneo in mobilità internazionale (studenti in uscita)- di cui studenti in mobilità extraeuropea;209;60;144;0;0
2023-2024;02801;Padova - Università degli studi;061p  ;Mobilità internazionale - N. iscritti nell'ateneo in mobilità internazionale (studenti in uscita)- di cui dottorandi percettori di borsa che usufruiscono della maggiorazione del 50%;;;497;;
