codice_ente,anno,importo_euro,codice_regione,codice_provincia,codice_comune,denominazione,mese
18572849,2025,232935.71,33.0,33.0,N.A.,ISTITUTO COMPRENSIVO E. CARELLA,12
18600991,2024,124063.34000000001,45.0,40.0,N.A.,ISTITUTO DI ISTRUZIONE SECONDARIA SUPERIORE - MARIE CURIE,7
18600991,2025,497352.72,45.0,40.0,N.A.,ISTITUTO DI ISTRUZIONE SECONDARIA SUPERIORE - MARIE CURIE,12
18632488,2025,1461.3899999999999,15.0,48.0,N.A.,ISTITUTO COMPRENSIVO ERNESTO BALDUCCI,1
18647939,2025,420584.95,11.0,53.0,N.A.,POLO TECNOLOGICO MANETTI - PORCIATTI,11
18734806,2025,90689.71,31.0,67.0,N.A.,ISTITUTO COMPRENSIVO NERETO - S.OMERO,4
18734950,2025,79604.71,13.0,67.0,N.A.,ISTITUTO COMPRENSIVO STATALE VALLE DEL FINO,10
18890131,2025,102066.23,146.0,15.0,N.A.,ISTITUTO COMPRENSIVO A. SCARPA,5
18907365,2025,268233.24,195.0,15.0,N.A.,ISTITUTO COMPRENSIVO G.CAVALCANTI,9
18911610,2024,43987.909999999996,27.0,15.0,N.A.,ISTITUTO COMPRENSIVO MARIA MONTESSORI BOLLATE,6
18911610,2025,205442.22,27.0,15.0,N.A.,ISTITUTO COMPRENSIVO MARIA MONTESSORI BOLLATE,12
18911760,2024,465650.97,139.0,22.0,N.A.,ISTITUTO COMPRENSIVO DI SCUOLA PRIMARIA E SECONDARIA DI PRIMO GRADO DI PERGINE 2,12
18911760,2025,395050.02,139.0,22.0,N.A.,ISTITUTO COMPRENSIVO DI SCUOLA PRIMARIA E SECONDARIA DI PRIMO GRADO DI PERGINE 2,12
18911761,2024,193532.4,205.0,22.0,N.A.,ISTITUTO COMPRENSIVO DI SCUOLA PRIMARIA E SECONDARIA DI PRIMO GRADO TRENTO 1 MARGHERITA HACK,12
18911761,2025,468105.65,205.0,22.0,N.A.,ISTITUTO COMPRENSIVO DI SCUOLA PRIMARIA E SECONDARIA DI PRIMO GRADO TRENTO 1 MARGHERITA HACK,12
18911763,2024,281820.32,103.0,22.0,N.A.,ISTITUTO COMPRENSIVO DI SCUOLA PRIMARIA E SECONDARIA DI PRIMO GRADO - LAVIS,12
18911763,2025,566372.72,103.0,22.0,N.A.,ISTITUTO COMPRENSIVO DI SCUOLA PRIMARIA E SECONDARIA DI PRIMO GRADO - LAVIS,12
18912108,2024,47256.4,180.0,4.0,N.A.,ISTITUTO COMPRENSIVO REVELLO,7
18912108,2025,33198.5,180.0,4.0,N.A.,ISTITUTO COMPRENSIVO REVELLO,12
18912125,2024,124582.66,6.0,108.0,N.A.,ISTITUTO COMPRENSIVO DI BELLUSCO E MEZZAGO,11
18912125,2025,254209.49,6.0,108.0,N.A.,ISTITUTO COMPRENSIVO DI BELLUSCO E MEZZAGO,12
18912155,2024,198545.83,58.0,97.0,N.A.,ISTITUTO COMPRENSIVO DI OLGIATE MOLGORA,10
18912155,2025,150355.81,58.0,97.0,N.A.,ISTITUTO COMPRENSIVO DI OLGIATE MOLGORA,12
18912644,2024,237238.04,71.0,20.0,N.A.,ISTITUTO COMPRENSIVO DI BORGOVIRGILIO,12
18912644,2025,219244.18,71.0,20.0,N.A.,ISTITUTO COMPRENSIVO DI BORGOVIRGILIO,12
18912648,2024,117772.35,52.0,20.0,N.A.,ISTITUTO COMPRENSIVO DI RONCOFERRARO,12
18912648,2025,227299.93,52.0,20.0,N.A.,ISTITUTO COMPRENSIVO DI RONCOFERRARO,12
18912775,2024,84200.06,49.0,66.0,N.A.,ISTITUTO DI ISTRUZIONE SUPERIORE LEONARDO DA VINCI - OTTAVIO COLECCHI,2
18912775,2025,299390.26,49.0,66.0,N.A.,ISTITUTO DI ISTRUZIONE SUPERIORE LEONARDO DA VINCI - OTTAVIO COLECCHI,12
18913998,2024,225829.16,252.0,22.0,N.A.,ISTITUTO COMPRENSIVO FONDO-REVO,12
18913998,2025,598722.67,252.0,22.0,N.A.,ISTITUTO COMPRENSIVO FONDO-REVO,12
18914024,2024,120805.22,49.0,83.0,N.A.,ISTITUTO TECNICO TECNOLOGICO STATALE E. MAJORANA,5
18914024,2025,852308.52,49.0,83.0,N.A.,ISTITUTO TECNICO TECNOLOGICO STATALE E. MAJORANA,12
18914191,2025,100385.97,221.0,15.0,N.A.,ISTITUTO COMPRENSIVO AI NOSTRI CADUTI,2
18914739,2024,2915.43,19.0,101.0,N.A.,ISTITUTO COMPRENSIVO ROCCA DI NETO,2
18914739,2025,218934.09,19.0,101.0,N.A.,ISTITUTO COMPRENSIVO ROCCA DI NETO,12
18919588,2024,75488.57,134.0,12.0,N.A.,ISTITUTO COMPRENSIVO SILVIO PELLICO - VEDANO OLONA,12
18919588,2025,187446.77,134.0,12.0,N.A.,ISTITUTO COMPRENSIVO SILVIO PELLICO - VEDANO OLONA,12
18924097,2024,125211.68000000001,78.0,70.0,N.A.,ISTITUTO PROFESSIONALE PER I SERVIZI ALBERGHIERI E RISTORAZIONE I.P.S.S.A.R. - I.P.S.A.A. F. DI SVEVIA,7
18924097,2025,281591.51,78.0,70.0,N.A.,ISTITUTO PROFESSIONALE PER I SERVIZI ALBERGHIERI E RISTORAZIONE I.P.S.S.A.R. - I.P.S.A.A. F. DI SVEVIA,12
18928798,2024,51563.97,55.0,17.0,N.A.,ISTITUTO COMPRENSIVO CIVIDATE CAMUNO,8
18928798,2025,135615.73,55.0,17.0,N.A.,ISTITUTO COMPRENSIVO CIVIDATE CAMUNO,11
18928803,2024,87197.94,28.0,17.0,N.A.,ISTITUTO COMPRENSIVO FRANCO TONOLINI,12
18928803,2025,160035.16,28.0,17.0,N.A.,ISTITUTO COMPRENSIVO FRANCO TONOLINI,12
18929016,2024,150231.82,17.0,20.0,N.A.,ISTITUTO COMPRENSIVO CASTIGLIONE STIVIERE 1,6
18929016,2025,343212.66,17.0,20.0,N.A.,ISTITUTO COMPRENSIVO CASTIGLIONE STIVIERE 1,12
18929028,2024,0.0,31.0,70.0,N.A.,ISTITUTO OMNICOMPRENSIVO MAGLIANO,1
18929028,2025,446230.69,31.0,70.0,N.A.,ISTITUTO OMNICOMPRENSIVO MAGLIANO,12
18929441,2024,88753.19,77.0,16.0,N.A.,ISTITUTO COMPRENSIVO CLUSONE,12
18929441,2025,169367.98,77.0,16.0,N.A.,ISTITUTO COMPRENSIVO CLUSONE,12
18930195,2025,94912.61,53.0,56.0,N.A.,ISTITUTO COMPRENSIVO PAOLO RUFFINI,9
18932716,2024,30572.07,47.0,37.0,N.A.,ISTITUTO COMPRENSIVO DI RASTIGNANO,11
18932716,2025,64658.85,47.0,37.0,N.A.,ISTITUTO COMPRENSIVO DI RASTIGNANO,12
18932721,2024,100217.44,59.0,37.0,N.A.,ISTITUTO COMPRENSIVO DI VERGATO E GRIZZANA - MORANDI,8
18932721,2025,107100.7,59.0,37.0,N.A.,ISTITUTO COMPRENSIVO DI VERGATO E GRIZZANA - MORANDI,12
18933849,2025,137222.35,16.0,20.0,N.A.,ISTITUTO COMPRENSIVO DI CASTELLUCCHIO,10
18937002,2024,312623.86,2.0,20.0,N.A.,ISTITUTO COMPRENSIVO COMPLETO DI ASOLA,12
18937002,2025,443529.71,2.0,20.0,N.A.,ISTITUTO COMPRENSIVO COMPLETO DI ASOLA,12
18940172,2025,126230.11,75.0,78.0,N.A.,ISTITUTO COMPRENSIVO MANGONE - GRIMALDI,5
18940814,2024,192520.77,91.0,58.0,N.A.,ISTITUTO COMPRENSIVO STATALE LA GIUSTINIANA,12
18940814,2025,205532.69,91.0,58.0,N.A.,ISTITUTO COMPRENSIVO STATALE LA GIUSTINIANA,12
18940817,2024,153319.82,91.0,58.0,N.A.,ISTITUTO D'ISTRUZIONE SUPERIORE STATALE LEON BATTISTA ALBERTI,12
18940817,2025,286461.05,91.0,58.0,N.A.,ISTITUTO D'ISTRUZIONE SUPERIORE STATALE LEON BATTISTA ALBERTI,12
18940824,2025,863413.28,91.0,58.0,N.A.,LICEO STATALE VITTORIO GASSMAN,11
18941099,2024,396029.51,205.0,22.0,N.A.,ISTITUTO COMPRENSIVO DI SCUOLA PRIMARIA E SECONDARIA DI PRIMO GRADO TRENTO 6,12
18941099,2025,740344.35,205.0,22.0,N.A.,ISTITUTO COMPRENSIVO DI SCUOLA PRIMARIA E SECONDARIA DI PRIMO GRADO TRENTO 6,12
18941108,2024,232949.94999999998,205.0,22.0,N.A.,ISTITUTO COMPRENSIVO DI SCUOLA PRIMARIA E SECONDARIA DI PRIMO GRADO TRENTO 2,12
18941108,2025,442013.55,205.0,22.0,N.A.,ISTITUTO COMPRENSIVO DI SCUOLA PRIMARIA E SECONDARIA DI PRIMO GRADO TRENTO 2,12
18941110,2024,210619.45,74.0,22.0,N.A.,ISTITUTO COMPRENSIVO BASSA ANAUNIA-TUENNO,12
18941110,2025,364162.14,74.0,22.0,N.A.,ISTITUTO COMPRENSIVO BASSA ANAUNIA-TUENNO,12
18941112,2024,324700.22,117.0,22.0,N.A.,ISTITUTO COMPRENSIVO MEZZOLOMBARDO - PAGANELLA,12
18941112,2025,645078.27,117.0,22.0,N.A.,ISTITUTO COMPRENSIVO MEZZOLOMBARDO - PAGANELLA,12
18941188,2024,36019.98,256.0,1.0,N.A.,ISTITUTO COMPRENSIVO CENTOPASSI DI SANT' ANTONINO DI SUSA,6
18941188,2025,216198.26,256.0,1.0,N.A.,ISTITUTO COMPRENSIVO CENTOPASSI DI SANT' ANTONINO DI SUSA,12
18941725,2025,54782.42,49.0,63.0,N.A.,LICEO STATALE ELSA MORANTE,2
18942202,2024,180753.38999999998,103.0,58.0,N.A.,I.I.S. BRASCHI - QUARENGHI,6
18942202,2025,380419.68,103.0,58.0,N.A.,I.I.S. BRASCHI - QUARENGHI,12
18942382,2025,5979.23,119.0,12.0,N.A.,ISTITUTO COMPRENSIVO LEONARDO DA VINCI,2
18942383,2024,84769.02,75.0,12.0,N.A.,ISTITUTO COMPRENSIVO G.P.CLERICI,9
18942383,2025,196843.86000000002,75.0,12.0,N.A.,ISTITUTO COMPRENSIVO G.P.CLERICI,12
18943195,2025,7121.43,26.0,50.0,N.A.,ISTITUTO COMPRENSIVO VINCENZO GALILEI,2
18944440,2024,21009.54,204.0,15.0,N.A.,ISTITUTO COMPRENSIVO VIA MATTEOTTI,3
18944440,2025,176281.82,204.0,15.0,N.A.,ISTITUTO COMPRENSIVO VIA MATTEOTTI,12
18944549,2024,495916.12999999995,75.0,17.0,N.A.,ISTITUTO DI ISTRUZIONE SUPERIORE CARLO BERETTA,12
18944549,2025,459598.19,75.0,17.0,N.A.,ISTITUTO DI ISTRUZIONE SUPERIORE CARLO BERETTA,12
18944552,2024,11478.17,199.0,17.0,N.A.,"ISTITUTO COMPRENSIVO """"T. OLIVELLI"""" VILLA CARCINA",6
18944552,2025,132362.79,199.0,17.0,N.A.,"ISTITUTO COMPRENSIVO """"T. OLIVELLI"""" VILLA CARCINA",12
18944639,2024,192309.6,30.0,37.0,N.A.,ISTITUTO COMPRENSIVO GRANAROLO DELL'EMILIA,9
18944639,2025,215853.19,30.0,37.0,N.A.,ISTITUTO COMPRENSIVO GRANAROLO DELL'EMILIA,12
18944684,2024,58968.29,27.0,35.0,N.A.,ISTITUTO COMPRENSIVO MONTECCHIO,6
18944684,2025,343420.01,27.0,35.0,N.A.,ISTITUTO COMPRENSIVO MONTECCHIO,12
18944685,2025,122226.53,14.0,35.0,N.A.,ISTITUTO COMPRENSIVO CASTELLARANO,9
18945352,2025,29688.1,21.0,42.0,N.A.,ISTITUTO STATALE COMPRENSIVO FEDERICO II,3
18945444,2025,38818.7,15.0,117.0,N.A.,ISTITUTO COMPRENSIVO SANLURI,6
18945490,2025,95056.26,97.0,75.0,N.A.,ISTITUTO COMPRENSIVO STATALE PORTO CESAREO,7
18945823,2024,146447.41,9.0,116.0,N.A.,ISTITUTO GLOBALE JERZU,12
18945823,2025,428796.69,9.0,116.0,N.A.,ISTITUTO GLOBALE JERZU,12
18946485,2024,12557.619999999999,43.0,16.0,N.A.,ISTITUTO COMPRENSIVO ALDO MORO DI CALCINATE,3
18946485,2025,408096.54,43.0,16.0,N.A.,ISTITUTO COMPRENSIVO ALDO MORO DI CALCINATE,12
18951803,2025,44171.17,32.0,37.0,N.A.,ISTITUTO DI ISTRUZIONE SUPERIORE FRANCESCO ALBERGHETTI,2
18962115,2025,232098.32,38.0,15.0,N.A.,ISTITUTO OMNICOMPRENSIVO EUROPEO DI ARCONATE E BUSCATE,6
18963079,2024,61421.36,62.0,16.0,N.A.,ISTITUTO COMPRENSIVO FRA AMBROGIO DA CALEPIO,12
18963079,2025,235856.56,62.0,16.0,N.A.,ISTITUTO COMPRENSIVO FRA AMBROGIO DA CALEPIO,12
18963080,2024,140441.57,114.0,16.0,N.A.,ISTITUTO COMPRENSIVO ALDO MORO DI GORLAGO,12
18963080,2025,197522.3,114.0,16.0,N.A.,ISTITUTO COMPRENSIVO ALDO MORO DI GORLAGO,12
18972834,2024,83031.25,29.0,17.0,N.A.,ISTITUTO COMPRENSIVO S.MARIA BAMBINA EST 1 BRESCIA,12
18972834,2025,164713.01,29.0,17.0,N.A.,ISTITUTO COMPRENSIVO S.MARIA BAMBINA EST 1 BRESCIA,12
18972835,2025,105723.56,143.0,17.0,N.A.,ISTITUTO COMPRENSIVO TEN. PELLEGRINI PISOGNE,9
18972995,2025,451899.22,91.0,58.0,N.A.,ISTITUTO COMPRENSIVO STATALE GIUSEPPE MONTEZEMOLO,8
18973182,2024,79363.36,204.0,16.0,N.A.,ISTITUTO COMPRENSIVO DANIELE SPADA,12
18973182,2025,165998.27,204.0,16.0,N.A.,ISTITUTO COMPRENSIVO DANIELE SPADA,12
18973351,2025,122216.72,41.0,63.0,N.A.,LICEO SCIENTIFICO STATALE EMILIO SEGRE',8
18973496,2024,500295.29,161.0,22.0,N.A.,ISTITUTO ISTRUZIONE SUPERIORE DON MILANI TRENTO,12
18973496,2025,973928.16,161.0,22.0,N.A.,ISTITUTO ISTRUZIONE SUPERIORE DON MILANI TRENTO,12
18973497,2024,328363.82,161.0,22.0,N.A.,ISTITUTO COMPRENSIVO DI SCUOLA PRIMARIA E SECONDARIA DI PRIMO GRADO DI ISERA-ROVERETO,12
18973497,2025,488725.37,161.0,22.0,N.A.,ISTITUTO COMPRENSIVO DI SCUOLA PRIMARIA E SECONDARIA DI PRIMO GRADO DI ISERA-ROVERETO,12
18973498,2024,130342.40000000001,222.0,22.0,N.A.,ISTITUTO COMPRENSIVO DI SCUOLA PRIMARIA E SECONDARIA DI PRIMO GRADO DI VILLA LAGARINA,12
18973498,2025,361476.01,222.0,22.0,N.A.,ISTITUTO COMPRENSIVO DI SCUOLA PRIMARIA E SECONDARIA DI PRIMO GRADO DI VILLA LAGARINA,12
18973500,2024,220552.5,1.0,22.0,N.A.,"ISTITUTO COMPRENSIVO DI ALA """"BRESCIANI",12
18973500,2025,236376.38,1.0,22.0,N.A.,"ISTITUTO COMPRENSIVO DI ALA """"BRESCIANI",12
18973752,2024,155505.84,6.0,22.0,N.A.,ISTITUTO COMPRENSIVO DI SCUOLA PRIMARIA E SECONDARIA DI PRIMO GRADO DI ARCO,12
18973752,2025,523172.46,6.0,22.0,N.A.,ISTITUTO COMPRENSIVO DI SCUOLA PRIMARIA E SECONDARIA DI PRIMO GRADO DI ARCO,12
18973756,2024,214506.15,153.0,22.0,N.A.,ISTITUTO COMPRENSIVO DI SCUOLA PRIMARIA E SECONDARIA DI PRIMO GRADO RIVA 1,12
18973756,2025,433531.71,153.0,22.0,N.A.,ISTITUTO COMPRENSIVO DI SCUOLA PRIMARIA E SECONDARIA DI PRIMO GRADO RIVA 1,12
18973993,2025,109165.43000000001,2.0,88.0,N.A.,ISTITUTO COMPRENSIVO SERAFINO AMABILE GUASTELLA,9
18974084,2024,175960.73,1.0,38.0,N.A.,ISTITUTO DI ISTRUZIONE SUPERIORE RITA LEVI MONTALCINI,12
18974084,2025,182157.63,1.0,38.0,N.A.,ISTITUTO DI ISTRUZIONE SUPERIORE RITA LEVI MONTALCINI,12
18974569,2025,209247.41,14.0,34.0,N.A.,ISTITUTO DI ISTRUZIONE SUPERIORE PACIOLO - D'ANNUNZIO,10
18974686,2025,19475.44,8.0,117.0,N.A.,ISTITUTO COMPRENSIVO E. FERMI - L. DA VINCI,3
18980250,2025,10334.92,37.0,16.0,N.A.,ISTITUTO COMPRENSIVO BREMBATE SOTTO,2
18990138,2024,10526.67,91.0,58.0,N.A.,ISTITUTO COMPRENSIVO MARIA CAPOZZI,6
18990138,2025,199789.84,91.0,58.0,N.A.,ISTITUTO COMPRENSIVO MARIA CAPOZZI,12
18990403,2024,233373.47999999998,9.0,22.0,N.A.,"ISTITUTO COMPRENSIVO """"ALTOPIANO DI PINE'",12
18990403,2025,201323.95,9.0,22.0,N.A.,"ISTITUTO COMPRENSIVO """"ALTOPIANO DI PINE'",12
18990409,2024,612134.58,248.0,22.0,N.A.,ISTITUTO COMPRENSIVO VALLE DEI LAGHI - DRO,12
18990409,2025,635716.5,248.0,22.0,N.A.,ISTITUTO COMPRENSIVO VALLE DEI LAGHI - DRO,12
18990732,2024,158471.1,120.0,16.0,N.A.,ISTITUTO COMPRENSIVO STATALE DI GRUMELLO DEL MONTE,12
18990732,2025,185390.46,120.0,16.0,N.A.,ISTITUTO COMPRENSIVO STATALE DI GRUMELLO DEL MONTE,12
18990740,2024,118591.95,18.0,16.0,N.A.,ISTITUTO COMPRENSIVO DI BAGNATICA,10
18990740,2025,282909.11,18.0,16.0,N.A.,ISTITUTO COMPRENSIVO DI BAGNATICA,11
18991606,2025,119245.35999999999,9.0,4.0,N.A.,ISTITUTO COMPRENSIVO BEPPE FENOGLIO,11
18991709,2025,35492.25,229.0,15.0,N.A.,ISTITUTO COMPRENSIVO STATALE PAOLO NEGLIA,2
18992058,2025,48780.63,65.0,75.0,N.A.,ISTITUTO COMPRENSIVO SALICE SALENTINO,6
18992274,2025,157198.82,38.0,20.0,N.A.,ISTITUTO COMPRENSIVO OSTIGLIA,9
18992366,2024,343653.95,103.0,17.0,N.A.,ISTITUTO SUPERIORE PASCAL - MAZZOLARI,12
18992366,2025,670299.49,103.0,17.0,N.A.,ISTITUTO SUPERIORE PASCAL - MAZZOLARI,12
18993949,2025,125589.46,23.0,60.0,N.A.,ISTITUTO COMPRENSIVO CASTRO DEI VOLSCI,9
18994346,2025,115403.98,15.0,42.0,N.A.,ISTITUTO COMPRENSIVO CORINALDO,8
18994615,2025,12161.79,73.0,16.0,N.A.,ISTITUTO COMPRENSIVO CHIUDUNO,2
18994677,2025,203758.34,6.0,37.0,N.A.,ISTITUTO COMPRENSIVO N.8 VIA CA' SELVATICA,9
18994680,2024,43733.53,8.0,37.0,N.A.,ISTITUTO COMPRENSIVO DI BUDRIO,5
18994680,2025,174001.35,8.0,37.0,N.A.,ISTITUTO COMPRENSIVO DI BUDRIO,12
18994685,2025,164227.51,47.0,37.0,N.A.,ISTITUTO COMPRENSIVO DI PIANORO,10
18994691,2024,208158.85,6.0,37.0,N.A.,ISTITUTO COMPRENSIVO N.12 BOLOGNA,11
18994691,2025,543512.15,6.0,37.0,N.A.,ISTITUTO COMPRENSIVO N.12 BOLOGNA,12
19000150,2024,165127.3,245.0,16.0,N.A.,ISTITUTO COMPRENSIVO DI ZANICA,12
19000150,2025,284689.21,245.0,16.0,N.A.,ISTITUTO COMPRENSIVO DI ZANICA,12
19000480,2024,53758.4,32.0,40.0,N.A.,ISTITUTO COMPRENSIVO PREDAPPIO,8
19000480,2025,103754.15,32.0,40.0,N.A.,ISTITUTO COMPRENSIVO PREDAPPIO,12
19006075,2025,13418.109999999999,32.0,16.0,N.A.,ISTITUTO COMPRENSIVO STATALE GIOVANNI XXIII,2
19012837,2024,290108.2,29.0,17.0,N.A.,LICEO SCIENTIFICO STATALE LEONARDO,12
19012837,2025,743935.26,29.0,17.0,N.A.,LICEO SCIENTIFICO STATALE LEONARDO,12
19012838,2024,127521.61,61.0,17.0,N.A.,ISTITUTO COMPRENSIVO DI CONCESIO,12
19012838,2025,269892.99,61.0,17.0,N.A.,ISTITUTO COMPRENSIVO DI CONCESIO,12
19013051,2025,153521.52,53.0,82.0,N.A.,ISTITUTO COMPRENSIVO STATALE SFERRACAVALLO - ONORATO,9
19013249,2024,194220.3,86.0,16.0,N.A.,ISTITUTO COMPRENSIVO FRATELLI D'ITALIA,12
19013249,2025,89396.96,86.0,16.0,N.A.,ISTITUTO COMPRENSIVO FRATELLI D'ITALIA,12
19013742,2025,560918.61,15.0,87.0,N.A.,ISTITUTO PROFESSIONALE DI STATO PER I SERVIZI ENOGASTRONOMICI E DELL'OSPITALITA' ALBERGHIERA KAROL WOJTYLA,11
19014491,2025,9097.96,43.0,118.0,N.A.,ISTITUTO COMPRENSIVO EDMONDO DE MAGISTRIS,2
19014775,2024,40776.65,2.0,64.0,N.A.,ISTITUTO COMPRENSIVO COSIMO CARUSO,9
19014775,2025,61083.490000000005,2.0,64.0,N.A.,ISTITUTO COMPRENSIVO COSIMO CARUSO,12
19014781,2024,67131.67,9.0,40.0,N.A.,ISTITUTO COMPRENSIVO CIVITELLA DI ROMAGNA,9
19014781,2025,108680.35,9.0,40.0,N.A.,ISTITUTO COMPRENSIVO CIVITELLA DI ROMAGNA,12
19015206,2024,370193.14,230.0,22.0,N.A.,ISTITUTO COMPRENSIVO SCUOLA ELEMENTARE MEDIA DI TAIO,12
19015206,2025,315876.87,230.0,22.0,N.A.,ISTITUTO COMPRENSIVO SCUOLA ELEMENTARE MEDIA DI TAIO,12
19015220,2024,7690.49,39.0,79.0,N.A.,ISTITUTO COMPRENSIVO CURINGA,6
19015220,2025,85093.28,39.0,79.0,N.A.,ISTITUTO COMPRENSIVO CURINGA,12
19015304,2025,4122.06,97.0,65.0,N.A.,ISTITUTO OMNICOMPRENSIVO DI POLLA,1
19015307,2024,151618.33000000002,98.0,19.0,N.A.,ISTITUTO COMPRENSIVO G. BERTESI,12
19015307,2025,121511.01,98.0,19.0,N.A.,ISTITUTO COMPRENSIVO G. BERTESI,12
19015804,2024,21591.82,27.0,101.0,N.A.,ISTITUTO COMPRENSIVO VERZINO - MELISSA,6
19015804,2025,97018.95,27.0,101.0,N.A.,ISTITUTO COMPRENSIVO VERZINO - MELISSA,12
19015827,2024,125323.91,223.0,4.0,N.A.,ISTITUTO COMPRENSIVO DI SOMMARIVA PERNO,11
19015827,2025,100246.25,223.0,4.0,N.A.,ISTITUTO COMPRENSIVO DI SOMMARIVA PERNO,12
19015917,2025,102433.51,29.0,42.0,N.A.,ISTITUTO COMPRENSIVO BENIAMINO GIGLI,9
19015923,2024,38239.82,16.0,42.0,N.A.,ISTITUTO COMPRENSIVO DON COSTANTINI - LUIGI BARTOLINI,9
19015923,2025,120902.7,16.0,42.0,N.A.,ISTITUTO COMPRENSIVO DON COSTANTINI - LUIGI BARTOLINI,12
19016016,2025,89979.56,11.0,87.0,N.A.,ISTITUTO DI ISTRUZIONE SUPERIORE CUCUZZA - EUCLIDE,3
19016061,2024,442069.01,133.0,17.0,N.A.,ISTITUTO D'ISTRUZIONE SUPERIORE CRISTOFORO MARZOLI,12
19016061,2025,611663.26,133.0,17.0,N.A.,ISTITUTO D'ISTRUZIONE SUPERIORE CRISTOFORO MARZOLI,12
19016165,2024,67317.16,63.0,14.0,N.A.,ISTITUTO COMPRENSIVO GIOVANNI GAVAZZENI,12
19016165,2025,126255.46,63.0,14.0,N.A.,ISTITUTO COMPRENSIVO GIOVANNI GAVAZZENI,12
19016167,2024,23868.25,24.0,14.0,N.A.,ISTITUTO COMPRENSIVO DI COSIO VALTELLINO,12
19016167,2025,48643.32,24.0,14.0,N.A.,ISTITUTO COMPRENSIVO DI COSIO VALTELLINO,12
19016203,2024,70227.31,33.0,29.0,N.A.,ISTITUTO COMPRENSIVO OCCHIOBELLO,8
19016203,2025,189180.96,33.0,29.0,N.A.,ISTITUTO COMPRENSIVO OCCHIOBELLO,12
19018730,2024,11807.47,94.0,19.0,N.A.,ISTITUTO COMPRENSIVO SERGNANO PRIMO LEVI,5
19018730,2025,187607.65,94.0,19.0,N.A.,ISTITUTO COMPRENSIVO SERGNANO PRIMO LEVI,12
19024480,2024,2747.5,35.0,37.0,N.A.,ISTITUTO COMPRENSIVO DI MALALBERGO,2
19024480,2025,342627.1,35.0,37.0,N.A.,ISTITUTO COMPRENSIVO DI MALALBERGO,11
19028267,2024,105587.73999999999,87.0,65.0,N.A.,ISTITUTO COMPRENSIVO DI PADULA,6
19028267,2025,486326.14,87.0,65.0,N.A.,ISTITUTO COMPRENSIVO DI PADULA,11
19028636,2024,231404.88999999998,22.0,22.0,N.A.,ISTITUTO COMPRENSIVO DI SCUOLA PRIMARIA E SECONDARIA DI PRIMO GRADO BORGO VALSUGANA,12
19028636,2025,425236.07,22.0,22.0,N.A.,ISTITUTO COMPRENSIVO DI SCUOLA PRIMARIA E SECONDARIA DI PRIMO GRADO BORGO VALSUGANA,12
19028644,2025,134117.5,30.0,29.0,N.A.,ISTITUTO COMPRENSIVO DI LOREO,11
19028694,2024,46566.520000000004,35.0,17.0,N.A.,ISTITUTO COMPRENSIVO CAPO DI PONTE P. DA CEMMO,8
19028694,2025,153088.85,35.0,17.0,N.A.,ISTITUTO COMPRENSIVO CAPO DI PONTE P. DA CEMMO,12
19032671,2025,139681.0,44.0,27.0,N.A.,ISTITUTO COMPRENSIVO DANIELE MANIN,9
19033110,2025,265855.35,30.0,42.0,N.A.,ISTITUTO COMPRENSIVO MONTEMARCIANO - MONTE SAN VITO,9
19034793,2024,67592.87,11.0,27.0,N.A.,ISTITUTO COMPRENSIVO RUFINO TURRANIO,12
19034793,2025,118594.82,11.0,27.0,N.A.,ISTITUTO COMPRENSIVO RUFINO TURRANIO,11
19035039,2024,64902.590000000004,133.0,16.0,N.A.,ISTITUTO COMPRENSIVO MARTINENGO,10
19035039,2025,224046.66,133.0,16.0,N.A.,ISTITUTO COMPRENSIVO MARTINENGO,12
19035048,2024,145905.41,44.0,16.0,N.A.,ISTITUTO COMPRENSIVO MARTIRI DELLA RESISTENZA,11
19035048,2025,188269.9,44.0,16.0,N.A.,ISTITUTO COMPRENSIVO MARTIRI DELLA RESISTENZA,12
19035085,2024,330833.85000000003,110.0,22.0,N.A.,ISTITUTO COMPRENSIVO DI SCUOLA PRIMARIA E SECONDARIA DI PRIMO GRADO BASSA VAL DI SOLE,12
19035085,2025,351337.26,110.0,22.0,N.A.,ISTITUTO COMPRENSIVO DI SCUOLA PRIMARIA E SECONDARIA DI PRIMO GRADO BASSA VAL DI SOLE,12
19035162,2025,33732.95,61.0,75.0,N.A.,ISTITUTO COMPRENSIVO DI POGGIARDO,2
19035287,2024,60272.94,48.0,78.0,N.A.,ISTITUTO COMPRENSIVO DIAMANTE,8
19035287,2025,73673.7,48.0,78.0,N.A.,ISTITUTO COMPRENSIVO DIAMANTE,12
19035295,2025,111382.34,132.0,78.0,N.A.,ISTITUTO COMPRENSIVO PAOLO BORSELLINO,8
19035409,2024,37352.7,25.0,19.0,N.A.,ISTITUTO COMPRENSIVO P. SENTATI DI CASTELLEONE,3
19035409,2025,230982.64,25.0,19.0,N.A.,ISTITUTO COMPRENSIVO P. SENTATI DI CASTELLEONE,12
19035617,2024,28724.23,2.0,37.0,N.A.,ISTITUTO COMPRENSIVO DI ARGELATO,2
19035617,2025,186305.31,2.0,37.0,N.A.,ISTITUTO COMPRENSIVO DI ARGELATO,12
19035843,2024,49976.02,14.0,99.0,N.A.,ISTITUTO COMPRENSIVO ALBERTO MARVELLI,9
19035843,2025,286187.79,14.0,99.0,N.A.,ISTITUTO COMPRENSIVO ALBERTO MARVELLI,12
