STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,sector,Sector,expend,Expenditure and investment,isced11,International Standard Classification of Education (ISCED 2011),geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV_DEP,Private government dependant institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,AT,Austria,2017,,,,d,definition differs (see metadata),,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV_DEP,Private government dependant institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,AT,Austria,2018,,,,d,definition differs (see metadata),,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV_DEP,Private government dependant institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,AT,Austria,2019,,,,d,definition differs (see metadata),,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV_DEP,Private government dependant institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,AT,Austria,2020,,,,d,definition differs (see metadata),,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV_DEP,Private government dependant institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,AT,Austria,2021,,,,d,definition differs (see metadata),,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV_DEP,Private government dependant institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,AT,Austria,2022,,,,d,definition differs (see metadata),,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV_DEP,Private government dependant institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,BE,Belgium,2013,,13964.2,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV_DEP,Private government dependant institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,BE,Belgium,2014,,14362.5,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV_DEP,Private government dependant institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,BE,Belgium,2015,,14402.0,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV_DEP,Private government dependant institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,BE,Belgium,2016,,14783.7,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV_DEP,Private government dependant institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,BE,Belgium,2017,,15072.7,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV_DEP,Private government dependant institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,BE,Belgium,2018,,15339.6,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV_DEP,Private government dependant institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,BE,Belgium,2019,,15821.9,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV_DEP,Private government dependant institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,BE,Belgium,2020,,16299.6,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV_DEP,Private government dependant institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,BE,Belgium,2021,,16459.9,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV_DEP,Private government dependant institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,BE,Belgium,2022,,18010.7,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV_DEP,Private government dependant institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,BG,Bulgaria,2013,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV_DEP,Private government dependant institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,BG,Bulgaria,2016,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV_DEP,Private government dependant institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,BG,Bulgaria,2017,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV_DEP,Private government dependant institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,BG,Bulgaria,2018,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV_DEP,Private government dependant institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,BG,Bulgaria,2019,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV_DEP,Private government dependant institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,BG,Bulgaria,2020,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV_DEP,Private government dependant institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,BG,Bulgaria,2021,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV_DEP,Private government dependant institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,BG,Bulgaria,2022,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV_DEP,Private government dependant institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,CH,Switzerland,2013,,2191.8,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV_DEP,Private government dependant institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,CH,Switzerland,2014,,2291.9,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV_DEP,Private government dependant institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,CH,Switzerland,2015,,2621.4,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV_DEP,Private government dependant institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,CH,Switzerland,2016,,2530.6,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV_DEP,Private government dependant institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,CY,Cyprus,2013,,3.2,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV_DEP,Private government dependant institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,CY,Cyprus,2014,,2.9,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV_DEP,Private government dependant institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,CY,Cyprus,2015,,3.2,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV_DEP,Private government dependant institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,CY,Cyprus,2016,,3.5,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV_DEP,Private government dependant institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,CY,Cyprus,2017,,4.0,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV_DEP,Private government dependant institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,CY,Cyprus,2018,,3.9,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV_DEP,Private government dependant institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,CY,Cyprus,2019,,3.5,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV_DEP,Private government dependant institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,CY,Cyprus,2020,,3.4,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV_DEP,Private government dependant institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,CY,Cyprus,2021,,4.4,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV_DEP,Private government dependant institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,CY,Cyprus,2022,,4.3,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV_DEP,Private government dependant institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,CZ,Czechia,2013,,295.0,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV_DEP,Private government dependant institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,CZ,Czechia,2014,,282.9,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV_DEP,Private government dependant institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,CZ,Czechia,2015,,296.1,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV_DEP,Private government dependant institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,CZ,Czechia,2016,,308.1,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV_DEP,Private government dependant institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,CZ,Czechia,2017,,332.8,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV_DEP,Private government dependant institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,CZ,Czechia,2018,,376.9,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV_DEP,Private government dependant institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,CZ,Czechia,2019,,405.5,,,,,
dataflow,ESTAT:EDUC_UOE_FINI01$DEFAULTVIEW(1.0),"Expenditure of the educational institutions by education level, programme orientation, type of institution and expenditure category",A,Annual,MIO_EUR,Million euro,PRIV_DEP,Private government dependant institutions,TOTAL,Total,ED02-8,Pre-primary to tertiary education,CZ,Czechia,2020,,423.4,,,,,
