ANNO;CL_ETA';COD_QUALIFICA;DESC_QUALIFICA;AREA_SD;N_PERS_DR
2005;>= 65;2PA;Professore II fascia (associato);10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;164
2005;30 - 34;2PA;Professore II fascia (associato);11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;12
2005;35 - 39;2PA;Professore II fascia (associato);11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;94
2005;40 - 44;2PA;Professore II fascia (associato);11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;234
2005;45 - 49;2PA;Professore II fascia (associato);11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;249
2005;50 - 54;2PA;Professore II fascia (associato);11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;266
2005;55 - 59;2PA;Professore II fascia (associato);11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;430
2005;60 - 64;2PA;Professore II fascia (associato);11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;229
2005;>= 65;2PA;Professore II fascia (associato);11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;106
2005;25 - 29;2PA;Professore II fascia (associato);12 - Scienze giuridiche;5
2005;30 - 34;2PA;Professore II fascia (associato);12 - Scienze giuridiche;66
2005;35 - 39;2PA;Professore II fascia (associato);12 - Scienze giuridiche;290
2005;40 - 44;2PA;Professore II fascia (associato);12 - Scienze giuridiche;244
2005;45 - 49;2PA;Professore II fascia (associato);12 - Scienze giuridiche;143
2005;50 - 54;2PA;Professore II fascia (associato);12 - Scienze giuridiche;94
2005;55 - 59;2PA;Professore II fascia (associato);12 - Scienze giuridiche;121
2005;60 - 64;2PA;Professore II fascia (associato);12 - Scienze giuridiche;104
2005;>= 65;2PA;Professore II fascia (associato);12 - Scienze giuridiche;71
2005;30 - 34;2PA;Professore II fascia (associato);13 - Scienze economiche e statistiche;62
2005;35 - 39;2PA;Professore II fascia (associato);13 - Scienze economiche e statistiche;301
2005;40 - 44;2PA;Professore II fascia (associato);13 - Scienze economiche e statistiche;324
2005;45 - 49;2PA;Professore II fascia (associato);13 - Scienze economiche e statistiche;196
2005;50 - 54;2PA;Professore II fascia (associato);13 - Scienze economiche e statistiche;91
2005;55 - 59;2PA;Professore II fascia (associato);13 - Scienze economiche e statistiche;153
2005;60 - 64;2PA;Professore II fascia (associato);13 - Scienze economiche e statistiche;117
2005;>= 65;2PA;Professore II fascia (associato);13 - Scienze economiche e statistiche;83
2005;35 - 39;2PA;Professore II fascia (associato);14 - Scienze politiche e sociali;27
2005;40 - 44;2PA;Professore II fascia (associato);14 - Scienze politiche e sociali;76
2005;45 - 49;2PA;Professore II fascia (associato);14 - Scienze politiche e sociali;82
2005;50 - 54;2PA;Professore II fascia (associato);14 - Scienze politiche e sociali;75
2005;55 - 59;2PA;Professore II fascia (associato);14 - Scienze politiche e sociali;136
2005;60 - 64;2PA;Professore II fascia (associato);14 - Scienze politiche e sociali;70
2005;>= 65;2PA;Professore II fascia (associato);14 - Scienze politiche e sociali;46
2005;25 - 29;3RU;Ricercatore a tempo indeterminato;01 - Scienze matematiche e informatiche;28
2005;30 - 34;3RU;Ricercatore a tempo indeterminato;01 - Scienze matematiche e informatiche;257
2005;35 - 39;3RU;Ricercatore a tempo indeterminato;01 - Scienze matematiche e informatiche;339
2005;40 - 44;3RU;Ricercatore a tempo indeterminato;01 - Scienze matematiche e informatiche;179
2005;45 - 49;3RU;Ricercatore a tempo indeterminato;01 - Scienze matematiche e informatiche;82
2005;50 - 54;3RU;Ricercatore a tempo indeterminato;01 - Scienze matematiche e informatiche;94
2005;55 - 59;3RU;Ricercatore a tempo indeterminato;01 - Scienze matematiche e informatiche;93
2005;60 - 64;3RU;Ricercatore a tempo indeterminato;01 - Scienze matematiche e informatiche;15
2005;>= 65;3RU;Ricercatore a tempo indeterminato;01 - Scienze matematiche e informatiche;1
2005;25 - 29;3RU;Ricercatore a tempo indeterminato;02 - Scienze fisiche;5
2005;30 - 34;3RU;Ricercatore a tempo indeterminato;02 - Scienze fisiche;65
2005;35 - 39;3RU;Ricercatore a tempo indeterminato;02 - Scienze fisiche;219
2005;40 - 44;3RU;Ricercatore a tempo indeterminato;02 - Scienze fisiche;207
2005;45 - 49;3RU;Ricercatore a tempo indeterminato;02 - Scienze fisiche;115
2005;50 - 54;3RU;Ricercatore a tempo indeterminato;02 - Scienze fisiche;69
2005;55 - 59;3RU;Ricercatore a tempo indeterminato;02 - Scienze fisiche;85
2005;60 - 64;3RU;Ricercatore a tempo indeterminato;02 - Scienze fisiche;23
2005;>= 65;3RU;Ricercatore a tempo indeterminato;02 - Scienze fisiche;3
2005;25 - 29;3RU;Ricercatore a tempo indeterminato;03 - Scienze chimiche;16
2005;30 - 34;3RU;Ricercatore a tempo indeterminato;03 - Scienze chimiche;211
2005;35 - 39;3RU;Ricercatore a tempo indeterminato;03 - Scienze chimiche;348
2005;40 - 44;3RU;Ricercatore a tempo indeterminato;03 - Scienze chimiche;259
2005;45 - 49;3RU;Ricercatore a tempo indeterminato;03 - Scienze chimiche;108
2005;50 - 54;3RU;Ricercatore a tempo indeterminato;03 - Scienze chimiche;81
2005;55 - 59;3RU;Ricercatore a tempo indeterminato;03 - Scienze chimiche;57
2005;60 - 64;3RU;Ricercatore a tempo indeterminato;03 - Scienze chimiche;11
2005;>= 65;3RU;Ricercatore a tempo indeterminato;03 - Scienze chimiche;1
2005;30 - 34;3RU;Ricercatore a tempo indeterminato;04 - Scienze della terra;22
2005;35 - 39;3RU;Ricercatore a tempo indeterminato;04 - Scienze della terra;87
2005;40 - 44;3RU;Ricercatore a tempo indeterminato;04 - Scienze della terra;131
2005;45 - 49;3RU;Ricercatore a tempo indeterminato;04 - Scienze della terra;65
2005;50 - 54;3RU;Ricercatore a tempo indeterminato;04 - Scienze della terra;41
2005;55 - 59;3RU;Ricercatore a tempo indeterminato;04 - Scienze della terra;43
2005;60 - 64;3RU;Ricercatore a tempo indeterminato;04 - Scienze della terra;16
2005;>= 65;3RU;Ricercatore a tempo indeterminato;04 - Scienze della terra;3
2005;25 - 29;3RU;Ricercatore a tempo indeterminato;05 - Scienze biologiche;14
2005;30 - 34;3RU;Ricercatore a tempo indeterminato;05 - Scienze biologiche;176
2005;35 - 39;3RU;Ricercatore a tempo indeterminato;05 - Scienze biologiche;451
2005;40 - 44;3RU;Ricercatore a tempo indeterminato;05 - Scienze biologiche;505
2005;45 - 49;3RU;Ricercatore a tempo indeterminato;05 - Scienze biologiche;355
2005;50 - 54;3RU;Ricercatore a tempo indeterminato;05 - Scienze biologiche;257
2005;55 - 59;3RU;Ricercatore a tempo indeterminato;05 - Scienze biologiche;226
2005;60 - 64;3RU;Ricercatore a tempo indeterminato;05 - Scienze biologiche;38
2005;>= 65;3RU;Ricercatore a tempo indeterminato;05 - Scienze biologiche;12
2005;25 - 29;3RU;Ricercatore a tempo indeterminato;06 - Scienze mediche;13
2005;30 - 34;3RU;Ricercatore a tempo indeterminato;06 - Scienze mediche;219
2005;35 - 39;3RU;Ricercatore a tempo indeterminato;06 - Scienze mediche;586
2005;40 - 44;3RU;Ricercatore a tempo indeterminato;06 - Scienze mediche;805
2005;45 - 49;3RU;Ricercatore a tempo indeterminato;06 - Scienze mediche;1159
2005;50 - 54;3RU;Ricercatore a tempo indeterminato;06 - Scienze mediche;1221
2005;55 - 59;3RU;Ricercatore a tempo indeterminato;06 - Scienze mediche;957
2005;60 - 64;3RU;Ricercatore a tempo indeterminato;06 - Scienze mediche;175
2005;>= 65;3RU;Ricercatore a tempo indeterminato;06 - Scienze mediche;17
2005;25 - 29;3RU;Ricercatore a tempo indeterminato;07 - Scienze agrarie e veterinarie;33
2005;30 - 34;3RU;Ricercatore a tempo indeterminato;07 - Scienze agrarie e veterinarie;151
2005;35 - 39;3RU;Ricercatore a tempo indeterminato;07 - Scienze agrarie e veterinarie;315
2005;40 - 44;3RU;Ricercatore a tempo indeterminato;07 - Scienze agrarie e veterinarie;303
2005;45 - 49;3RU;Ricercatore a tempo indeterminato;07 - Scienze agrarie e veterinarie;225
2005;50 - 54;3RU;Ricercatore a tempo indeterminato;07 - Scienze agrarie e veterinarie;84
2005;55 - 59;3RU;Ricercatore a tempo indeterminato;07 - Scienze agrarie e veterinarie;72
2005;60 - 64;3RU;Ricercatore a tempo indeterminato;07 - Scienze agrarie e veterinarie;19
2005;>= 65;3RU;Ricercatore a tempo indeterminato;07 - Scienze agrarie e veterinarie;2
2005;25 - 29;3RU;Ricercatore a tempo indeterminato;08 - Ingegneria civile e Architettura;10
2005;30 - 34;3RU;Ricercatore a tempo indeterminato;08 - Ingegneria civile e Architettura;127
2005;35 - 39;3RU;Ricercatore a tempo indeterminato;08 - Ingegneria civile e Architettura;286
2005;40 - 44;3RU;Ricercatore a tempo indeterminato;08 - Ingegneria civile e Architettura;309
2005;45 - 49;3RU;Ricercatore a tempo indeterminato;08 - Ingegneria civile e Architettura;153
2005;50 - 54;3RU;Ricercatore a tempo indeterminato;08 - Ingegneria civile e Architettura;114
2005;55 - 59;3RU;Ricercatore a tempo indeterminato;08 - Ingegneria civile e Architettura;205
2005;60 - 64;3RU;Ricercatore a tempo indeterminato;08 - Ingegneria civile e Architettura;120
2005;>= 65;3RU;Ricercatore a tempo indeterminato;08 - Ingegneria civile e Architettura;36
2005;25 - 29;3RU;Ricercatore a tempo indeterminato;09 - Ingegneria industriale e dell'informazione;54
2005;30 - 34;3RU;Ricercatore a tempo indeterminato;09 - Ingegneria industriale e dell'informazione;558
2005;35 - 39;3RU;Ricercatore a tempo indeterminato;09 - Ingegneria industriale e dell'informazione;485
2005;40 - 44;3RU;Ricercatore a tempo indeterminato;09 - Ingegneria industriale e dell'informazione;205
2005;45 - 49;3RU;Ricercatore a tempo indeterminato;09 - Ingegneria industriale e dell'informazione;86
2005;50 - 54;3RU;Ricercatore a tempo indeterminato;09 - Ingegneria industriale e dell'informazione;51
2005;55 - 59;3RU;Ricercatore a tempo indeterminato;09 - Ingegneria industriale e dell'informazione;49
2005;60 - 64;3RU;Ricercatore a tempo indeterminato;09 - Ingegneria industriale e dell'informazione;20
2005;>= 65;3RU;Ricercatore a tempo indeterminato;09 - Ingegneria industriale e dell'informazione;3
2005;25 - 29;3RU;Ricercatore a tempo indeterminato;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;12
2005;30 - 34;3RU;Ricercatore a tempo indeterminato;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;128
2005;35 - 39;3RU;Ricercatore a tempo indeterminato;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;341
2005;40 - 44;3RU;Ricercatore a tempo indeterminato;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;405
2005;45 - 49;3RU;Ricercatore a tempo indeterminato;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;258
2005;50 - 54;3RU;Ricercatore a tempo indeterminato;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;245
2005;55 - 59;3RU;Ricercatore a tempo indeterminato;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;489
2005;60 - 64;3RU;Ricercatore a tempo indeterminato;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;147
2005;>= 65;3RU;Ricercatore a tempo indeterminato;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;38
2005;< 25;3RU;Ricercatore a tempo indeterminato;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;1
2005;25 - 29;3RU;Ricercatore a tempo indeterminato;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;16
2005;30 - 34;3RU;Ricercatore a tempo indeterminato;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;208
2005;35 - 39;3RU;Ricercatore a tempo indeterminato;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;310
2005;40 - 44;3RU;Ricercatore a tempo indeterminato;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;327
2005;45 - 49;3RU;Ricercatore a tempo indeterminato;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;169
2005;50 - 54;3RU;Ricercatore a tempo indeterminato;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;202
2005;55 - 59;3RU;Ricercatore a tempo indeterminato;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;370
2005;60 - 64;3RU;Ricercatore a tempo indeterminato;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;114
2005;>= 65;3RU;Ricercatore a tempo indeterminato;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;25
2005;25 - 29;3RU;Ricercatore a tempo indeterminato;12 - Scienze giuridiche;41
2005;30 - 34;3RU;Ricercatore a tempo indeterminato;12 - Scienze giuridiche;335
2005;35 - 39;3RU;Ricercatore a tempo indeterminato;12 - Scienze giuridiche;425
2005;40 - 44;3RU;Ricercatore a tempo indeterminato;12 - Scienze giuridiche;232
2005;45 - 49;3RU;Ricercatore a tempo indeterminato;12 - Scienze giuridiche;124
2005;50 - 54;3RU;Ricercatore a tempo indeterminato;12 - Scienze giuridiche;110
2005;55 - 59;3RU;Ricercatore a tempo indeterminato;12 - Scienze giuridiche;285
2005;60 - 64;3RU;Ricercatore a tempo indeterminato;12 - Scienze giuridiche;67
2005;>= 65;3RU;Ricercatore a tempo indeterminato;12 - Scienze giuridiche;13
2005;25 - 29;3RU;Ricercatore a tempo indeterminato;13 - Scienze economiche e statistiche;54
2005;30 - 34;3RU;Ricercatore a tempo indeterminato;13 - Scienze economiche e statistiche;333
2005;35 - 39;3RU;Ricercatore a tempo indeterminato;13 - Scienze economiche e statistiche;424
2005;40 - 44;3RU;Ricercatore a tempo indeterminato;13 - Scienze economiche e statistiche;215
2005;45 - 49;3RU;Ricercatore a tempo indeterminato;13 - Scienze economiche e statistiche;101
2005;50 - 54;3RU;Ricercatore a tempo indeterminato;13 - Scienze economiche e statistiche;55
2005;55 - 59;3RU;Ricercatore a tempo indeterminato;13 - Scienze economiche e statistiche;130
2005;60 - 64;3RU;Ricercatore a tempo indeterminato;13 - Scienze economiche e statistiche;38
2005;>= 65;3RU;Ricercatore a tempo indeterminato;13 - Scienze economiche e statistiche;6
2005;25 - 29;3RU;Ricercatore a tempo indeterminato;14 - Scienze politiche e sociali;6
2005;30 - 34;3RU;Ricercatore a tempo indeterminato;14 - Scienze politiche e sociali;51
2005;35 - 39;3RU;Ricercatore a tempo indeterminato;14 - Scienze politiche e sociali;131
2005;40 - 44;3RU;Ricercatore a tempo indeterminato;14 - Scienze politiche e sociali;134
2005;45 - 49;3RU;Ricercatore a tempo indeterminato;14 - Scienze politiche e sociali;63
2005;50 - 54;3RU;Ricercatore a tempo indeterminato;14 - Scienze politiche e sociali;50
2005;55 - 59;3RU;Ricercatore a tempo indeterminato;14 - Scienze politiche e sociali;91
2005;60 - 64;3RU;Ricercatore a tempo indeterminato;14 - Scienze politiche e sociali;40
2005;>= 65;3RU;Ricercatore a tempo indeterminato;14 - Scienze politiche e sociali;8
2005;45 - 49;3RU;Ricercatore a tempo indeterminato;99 - Non definito;1
2005;50 - 54;3RU;Ricercatore a tempo indeterminato;99 - Non definito;1
2005;55 - 59;3RU;Ricercatore a tempo indeterminato;99 - Non definito;1
2005;< 25;4AR;Titolare di assegno di ricerca;99 - Non definito;40
2005;25 - 29;4AR;Titolare di assegno di ricerca;99 - Non definito;2308
2005;30 - 34;4AR;Titolare di assegno di ricerca;99 - Non definito;4819
2005;35 - 39;4AR;Titolare di assegno di ricerca;99 - Non definito;2017
2005;40 - 44;4AR;Titolare di assegno di ricerca;99 - Non definito;614
2005;45 - 49;4AR;Titolare di assegno di ricerca;99 - Non definito;147
2005;50 - 54;4AR;Titolare di assegno di ricerca;99 - Non definito;40
2005;55 - 59;4AR;Titolare di assegno di ricerca;99 - Non definito;15
2005;60 - 64;4AR;Titolare di assegno di ricerca;99 - Non definito;3
2005;>= 65;4AR;Titolare di assegno di ricerca;99 - Non definito;2
2006;30 - 34;1PO;Professore I fascia (ordinario);01 - Scienze matematiche e informatiche;2
2006;35 - 39;1PO;Professore I fascia (ordinario);01 - Scienze matematiche e informatiche;21
2006;40 - 44;1PO;Professore I fascia (ordinario);01 - Scienze matematiche e informatiche;122
2006;45 - 49;1PO;Professore I fascia (ordinario);01 - Scienze matematiche e informatiche;159
2006;50 - 54;1PO;Professore I fascia (ordinario);01 - Scienze matematiche e informatiche;187
2006;55 - 59;1PO;Professore I fascia (ordinario);01 - Scienze matematiche e informatiche;234
2006;60 - 64;1PO;Professore I fascia (ordinario);01 - Scienze matematiche e informatiche;225
2006;>= 65;1PO;Professore I fascia (ordinario);01 - Scienze matematiche e informatiche;147
2006;40 - 44;1PO;Professore I fascia (ordinario);02 - Scienze fisiche;14
2006;45 - 49;1PO;Professore I fascia (ordinario);02 - Scienze fisiche;50
2006;50 - 54;1PO;Professore I fascia (ordinario);02 - Scienze fisiche;110
2006;55 - 59;1PO;Professore I fascia (ordinario);02 - Scienze fisiche;190
2006;60 - 64;1PO;Professore I fascia (ordinario);02 - Scienze fisiche;176
2006;>= 65;1PO;Professore I fascia (ordinario);02 - Scienze fisiche;326
2006;35 - 39;1PO;Professore I fascia (ordinario);03 - Scienze chimiche;4
2006;40 - 44;1PO;Professore I fascia (ordinario);03 - Scienze chimiche;29
2006;45 - 49;1PO;Professore I fascia (ordinario);03 - Scienze chimiche;86
2006;50 - 54;1PO;Professore I fascia (ordinario);03 - Scienze chimiche;117
2006;55 - 59;1PO;Professore I fascia (ordinario);03 - Scienze chimiche;209
2006;60 - 64;1PO;Professore I fascia (ordinario);03 - Scienze chimiche;234
2006;>= 65;1PO;Professore I fascia (ordinario);03 - Scienze chimiche;359
2006;35 - 39;1PO;Professore I fascia (ordinario);04 - Scienze della terra;1
2006;40 - 44;1PO;Professore I fascia (ordinario);04 - Scienze della terra;13
2006;45 - 49;1PO;Professore I fascia (ordinario);04 - Scienze della terra;35
2006;50 - 54;1PO;Professore I fascia (ordinario);04 - Scienze della terra;36
2006;55 - 59;1PO;Professore I fascia (ordinario);04 - Scienze della terra;79
2006;60 - 64;1PO;Professore I fascia (ordinario);04 - Scienze della terra;84
2006;>= 65;1PO;Professore I fascia (ordinario);04 - Scienze della terra;153
