ANNO;GENERE;COD_QUALIFICA;DESC_QUALIFICA;AREA_SD;N_PERS_DR
2011;M;1PO;Professore I fascia (ordinario);01 - Scienze matematiche e informatiche;764
2011;M;1PO;Professore I fascia (ordinario);02 - Scienze fisiche;502
2011;F;1PO;Professore I fascia (ordinario);02 - Scienze fisiche;50
2011;F;1PO;Professore I fascia (ordinario);03 - Scienze chimiche;129
2011;M;1PO;Professore I fascia (ordinario);03 - Scienze chimiche;528
2011;F;1PO;Professore I fascia (ordinario);04 - Scienze della terra;40
2011;M;1PO;Professore I fascia (ordinario);04 - Scienze della terra;201
2011;F;1PO;Professore I fascia (ordinario);05 - Scienze biologiche;346
2011;M;1PO;Professore I fascia (ordinario);05 - Scienze biologiche;813
2011;F;1PO;Professore I fascia (ordinario);06 - Scienze mediche;271
2011;M;1PO;Professore I fascia (ordinario);06 - Scienze mediche;1840
2011;M;1PO;Professore I fascia (ordinario);07 - Scienze agrarie e veterinarie;660
2011;F;1PO;Professore I fascia (ordinario);07 - Scienze agrarie e veterinarie;119
2011;M;1PO;Professore I fascia (ordinario);08 - Ingegneria civile e Architettura;777
2011;F;1PO;Professore I fascia (ordinario);08 - Ingegneria civile e Architettura;155
2011;F;1PO;Professore I fascia (ordinario);09 - Ingegneria industriale e dell'informazione;95
2011;M;1PO;Professore I fascia (ordinario);09 - Ingegneria industriale e dell'informazione;1439
2011;F;1PO;Professore I fascia (ordinario);10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;591
2011;M;1PO;Professore I fascia (ordinario);10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;818
2011;F;1PO;Professore I fascia (ordinario);11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;441
2011;M;1PO;Professore I fascia (ordinario);11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;962
2011;F;1PO;Professore I fascia (ordinario);12 - Scienze giuridiche;324
2011;M;1PO;Professore I fascia (ordinario);12 - Scienze giuridiche;1255
2011;M;1PO;Professore I fascia (ordinario);13 - Scienze economiche e statistiche;1225
2011;F;1PO;Professore I fascia (ordinario);13 - Scienze economiche e statistiche;308
2011;F;1PO;Professore I fascia (ordinario);14 - Scienze politiche e sociali;108
2011;M;1PO;Professore I fascia (ordinario);14 - Scienze politiche e sociali;313
2011;F;2PA;Professore II fascia (associato);01 - Scienze matematiche e informatiche;388
2011;M;2PA;Professore II fascia (associato);01 - Scienze matematiche e informatiche;590
2011;F;2PA;Professore II fascia (associato);02 - Scienze fisiche;145
2011;M;2PA;Professore II fascia (associato);02 - Scienze fisiche;640
2011;F;2PA;Professore II fascia (associato);03 - Scienze chimiche;373
2011;M;2PA;Professore II fascia (associato);03 - Scienze chimiche;545
2011;F;2PA;Professore II fascia (associato);04 - Scienze della terra;110
2011;M;2PA;Professore II fascia (associato);04 - Scienze della terra;247
2011;F;2PA;Professore II fascia (associato);05 - Scienze biologiche;640
2011;M;2PA;Professore II fascia (associato);05 - Scienze biologiche;675
2011;F;2PA;Professore II fascia (associato);06 - Scienze mediche;694
2011;M;2PA;Professore II fascia (associato);06 - Scienze mediche;2153
2011;F;2PA;Professore II fascia (associato);07 - Scienze agrarie e veterinarie;324
2011;M;2PA;Professore II fascia (associato);07 - Scienze agrarie e veterinarie;555
2011;F;2PA;Professore II fascia (associato);08 - Ingegneria civile e Architettura;270
2011;M;2PA;Professore II fascia (associato);08 - Ingegneria civile e Architettura;826
2011;F;2PA;Professore II fascia (associato);09 - Ingegneria industriale e dell'informazione;237
2011;M;2PA;Professore II fascia (associato);09 - Ingegneria industriale e dell'informazione;1289
2011;F;2PA;Professore II fascia (associato);10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;882
2011;M;2PA;Professore II fascia (associato);10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;694
2011;F;2PA;Professore II fascia (associato);11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;632
2011;M;2PA;Professore II fascia (associato);11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;750
2011;F;2PA;Professore II fascia (associato);12 - Scienze giuridiche;407
2011;M;2PA;Professore II fascia (associato);12 - Scienze giuridiche;731
2011;M;2PA;Professore II fascia (associato);13 - Scienze economiche e statistiche;857
2011;F;2PA;Professore II fascia (associato);13 - Scienze economiche e statistiche;482
2011;F;2PA;Professore II fascia (associato);14 - Scienze politiche e sociali;170
2011;M;2PA;Professore II fascia (associato);14 - Scienze politiche e sociali;305
2011;F;3RTD;Ricercatore a tempo determinato L. 230/2005;01 - Scienze matematiche e informatiche;21
2011;F;3RTD;Ricercatore a tempo determinato L. 230/2005;02 - Scienze fisiche;11
2011;F;3RTD;Ricercatore a tempo determinato L. 230/2005;03 - Scienze chimiche;18
2011;F;3RTD;Ricercatore a tempo determinato L. 230/2005;04 - Scienze della terra;9
2011;F;3RTD;Ricercatore a tempo determinato L. 230/2005;05 - Scienze biologiche;61
2011;F;3RTD;Ricercatore a tempo determinato L. 230/2005;06 - Scienze mediche;68
2011;F;3RTD;Ricercatore a tempo determinato L. 230/2005;07 - Scienze agrarie e veterinarie;26
2011;F;3RTD;Ricercatore a tempo determinato L. 230/2005;08 - Ingegneria civile e Architettura;40
2011;F;3RTD;Ricercatore a tempo determinato L. 230/2005;09 - Ingegneria industriale e dell'informazione;44
2011;F;3RTD;Ricercatore a tempo determinato L. 230/2005;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;70
2011;F;3RTD;Ricercatore a tempo determinato L. 230/2005;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;70
2011;F;3RTD;Ricercatore a tempo determinato L. 230/2005;12 - Scienze giuridiche;44
2011;F;3RTD;Ricercatore a tempo determinato L. 230/2005;13 - Scienze economiche e statistiche;75
2011;F;3RTD;Ricercatore a tempo determinato L. 230/2005;14 - Scienze politiche e sociali;31
2011;M;3RTD;Ricercatore a tempo determinato L. 230/2005;01 - Scienze matematiche e informatiche;36
2011;M;3RTD;Ricercatore a tempo determinato L. 230/2005;02 - Scienze fisiche;50
2011;M;3RTD;Ricercatore a tempo determinato L. 230/2005;03 - Scienze chimiche;22
2011;M;3RTD;Ricercatore a tempo determinato L. 230/2005;04 - Scienze della terra;13
2011;M;3RTD;Ricercatore a tempo determinato L. 230/2005;05 - Scienze biologiche;39
2011;M;3RTD;Ricercatore a tempo determinato L. 230/2005;06 - Scienze mediche;75
2011;M;3RTD;Ricercatore a tempo determinato L. 230/2005;07 - Scienze agrarie e veterinarie;27
2011;M;3RTD;Ricercatore a tempo determinato L. 230/2005;08 - Ingegneria civile e Architettura;46
2011;M;3RTD;Ricercatore a tempo determinato L. 230/2005;09 - Ingegneria industriale e dell'informazione;164
2011;M;3RTD;Ricercatore a tempo determinato L. 230/2005;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;35
2011;M;3RTD;Ricercatore a tempo determinato L. 230/2005;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;59
2011;M;3RTD;Ricercatore a tempo determinato L. 230/2005;12 - Scienze giuridiche;72
2011;M;3RTD;Ricercatore a tempo determinato L. 230/2005;13 - Scienze economiche e statistiche;116
2011;M;3RTD;Ricercatore a tempo determinato L. 230/2005;14 - Scienze politiche e sociali;48
2011;F;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;01 - Scienze matematiche e informatiche;0
2011;F;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;02 - Scienze fisiche;0
2011;F;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;03 - Scienze chimiche;2
2011;F;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;04 - Scienze della terra;3
2011;F;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;05 - Scienze biologiche;7
2011;F;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;06 - Scienze mediche;8
2011;F;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;07 - Scienze agrarie e veterinarie;3
2011;F;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;08 - Ingegneria civile e Architettura;5
2011;F;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;09 - Ingegneria industriale e dell'informazione;5
2011;F;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;19
2011;F;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;8
2011;F;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;12 - Scienze giuridiche;3
2011;F;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;13 - Scienze economiche e statistiche;9
2011;F;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;14 - Scienze politiche e sociali;1
2011;M;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;01 - Scienze matematiche e informatiche;2
2011;M;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;02 - Scienze fisiche;3
2011;M;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;03 - Scienze chimiche;5
2011;M;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;04 - Scienze della terra;1
2011;M;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;05 - Scienze biologiche;3
2011;M;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;06 - Scienze mediche;11
2011;M;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;07 - Scienze agrarie e veterinarie;0
2011;M;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;08 - Ingegneria civile e Architettura;6
2011;M;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;09 - Ingegneria industriale e dell'informazione;24
2011;M;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;10
2011;M;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;1
2011;M;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;12 - Scienze giuridiche;3
2011;M;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;13 - Scienze economiche e statistiche;5
2011;M;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo A;14 - Scienze politiche e sociali;3
2011;F;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;01 - Scienze matematiche e informatiche;0
2011;F;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;02 - Scienze fisiche;0
2011;F;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;03 - Scienze chimiche;0
2011;F;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;04 - Scienze della terra;0
2011;F;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;05 - Scienze biologiche;0
2011;F;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;06 - Scienze mediche;0
2011;F;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;07 - Scienze agrarie e veterinarie;0
2011;F;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;08 - Ingegneria civile e Architettura;0
2011;F;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;09 - Ingegneria industriale e dell'informazione;0
2011;F;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;1
2011;F;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;0
2011;F;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;12 - Scienze giuridiche;0
2011;F;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;13 - Scienze economiche e statistiche;1
2011;F;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;14 - Scienze politiche e sociali;0
2011;M;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;01 - Scienze matematiche e informatiche;0
2011;M;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;02 - Scienze fisiche;0
2011;M;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;03 - Scienze chimiche;0
2011;M;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;04 - Scienze della terra;0
2011;M;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;05 - Scienze biologiche;0
2011;M;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;06 - Scienze mediche;0
2011;M;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;07 - Scienze agrarie e veterinarie;0
2011;M;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;08 - Ingegneria civile e Architettura;0
2011;M;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;09 - Ingegneria industriale e dell'informazione;0
2011;M;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;1
2011;M;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;0
2011;M;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;12 - Scienze giuridiche;1
2011;M;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;13 - Scienze economiche e statistiche;3
2011;M;3RTD;Ricercatore a tempo determinato L. 240/2010 tipo B;14 - Scienze politiche e sociali;0
2011;F;3RU;Ricercatore a tempo indeterminato;01 - Scienze matematiche e informatiche;505
2011;M;3RU;Ricercatore a tempo indeterminato;01 - Scienze matematiche e informatiche;746
2011;F;3RU;Ricercatore a tempo indeterminato;02 - Scienze fisiche;234
2011;M;3RU;Ricercatore a tempo indeterminato;02 - Scienze fisiche;648
2011;F;3RU;Ricercatore a tempo indeterminato;03 - Scienze chimiche;758
2011;M;3RU;Ricercatore a tempo indeterminato;03 - Scienze chimiche;552
2011;F;3RU;Ricercatore a tempo indeterminato;04 - Scienze della terra;147
2011;M;3RU;Ricercatore a tempo indeterminato;04 - Scienze della terra;311
2011;F;3RU;Ricercatore a tempo indeterminato;05 - Scienze biologiche;1457
2011;M;3RU;Ricercatore a tempo indeterminato;05 - Scienze biologiche;846
2011;F;3RU;Ricercatore a tempo indeterminato;06 - Scienze mediche;1968
2011;M;3RU;Ricercatore a tempo indeterminato;06 - Scienze mediche;2971
2011;F;3RU;Ricercatore a tempo indeterminato;07 - Scienze agrarie e veterinarie;623
2011;M;3RU;Ricercatore a tempo indeterminato;07 - Scienze agrarie e veterinarie;709
2011;F;3RU;Ricercatore a tempo indeterminato;08 - Ingegneria civile e Architettura;562
2011;M;3RU;Ricercatore a tempo indeterminato;08 - Ingegneria civile e Architettura;929
2011;F;3RU;Ricercatore a tempo indeterminato;09 - Ingegneria industriale e dell'informazione;409
2011;M;3RU;Ricercatore a tempo indeterminato;09 - Ingegneria industriale e dell'informazione;1570
2011;M;3RU;Ricercatore a tempo indeterminato;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;839
2011;F;3RU;Ricercatore a tempo indeterminato;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;1367
2011;F;3RU;Ricercatore a tempo indeterminato;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;1019
2011;M;3RU;Ricercatore a tempo indeterminato;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;942
2011;F;3RU;Ricercatore a tempo indeterminato;12 - Scienze giuridiche;941
2011;M;3RU;Ricercatore a tempo indeterminato;12 - Scienze giuridiche;1055
2011;F;3RU;Ricercatore a tempo indeterminato;13 - Scienze economiche e statistiche;781
2011;M;3RU;Ricercatore a tempo indeterminato;13 - Scienze economiche e statistiche;938
2011;F;3RU;Ricercatore a tempo indeterminato;14 - Scienze politiche e sociali;360
2011;M;3RU;Ricercatore a tempo indeterminato;14 - Scienze politiche e sociali;409
2011;M;4AR;Titolare di assegno di ricerca;01 - Scienze matematiche e informatiche;319
2011;F;4AR;Titolare di assegno di ricerca;01 - Scienze matematiche e informatiche;151
2011;M;4AR;Titolare di assegno di ricerca;02 - Scienze fisiche;490
2011;F;4AR;Titolare di assegno di ricerca;02 - Scienze fisiche;214
2011;F;4AR;Titolare di assegno di ricerca;03 - Scienze chimiche;452
2011;M;4AR;Titolare di assegno di ricerca;03 - Scienze chimiche;358
2011;F;4AR;Titolare di assegno di ricerca;04 - Scienze della terra;126
2011;M;4AR;Titolare di assegno di ricerca;04 - Scienze della terra;183
2011;F;4AR;Titolare di assegno di ricerca;05 - Scienze biologiche;983
2011;M;4AR;Titolare di assegno di ricerca;05 - Scienze biologiche;486
2011;F;4AR;Titolare di assegno di ricerca;06 - Scienze mediche;1468
2011;M;4AR;Titolare di assegno di ricerca;06 - Scienze mediche;519
2011;M;4AR;Titolare di assegno di ricerca;07 - Scienze agrarie e veterinarie;371
2011;F;4AR;Titolare di assegno di ricerca;07 - Scienze agrarie e veterinarie;483
2011;F;4AR;Titolare di assegno di ricerca;08 - Ingegneria civile e Architettura;478
2011;M;4AR;Titolare di assegno di ricerca;08 - Ingegneria civile e Architettura;531
2011;F;4AR;Titolare di assegno di ricerca;09 - Ingegneria industriale e dell'informazione;669
2011;M;4AR;Titolare di assegno di ricerca;09 - Ingegneria industriale e dell'informazione;1886
2011;F;4AR;Titolare di assegno di ricerca;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;366
2011;M;4AR;Titolare di assegno di ricerca;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;260
