AnnoA;AteneoNOME;CorsoTIPO;ClasseNUMERO;ClasseNOME;SESSO;Isc
2021/2022;Bergamo;Laurea Magistrale - dm 270/04;LM-48;Pianificazione territoriale urbanistica e ambientale;F;10
2021/2022;Basilicata;Laurea - dm 270/04;L-7;Ingegneria civile e ambientale;F;10
2021/2022;Basilicata;Laurea - dm 270/04;L-31;Scienze e tecnologie informatiche;F;10
2021/2022;Basilicata;Laurea - dm 270/04;L-26;Scienze e tecnologie alimentari;M;10
2021/2022;Basilicata;Laurea - dm 270/04;L-21;Scienze della pianificazione territoriale, urbanistica, paesaggistica e ambientale;M;10
2021/2022;Bari Politecnico;Laurea Magistrale - dm 270/04;LM-25;Ingegneria dell'automazione;F;10
2021/2022;Bari;Laurea Magistrale a Ciclo Unico - dm 270/04;LM-85 bis;Scienze della formazione primaria;M;10
2021/2022;Bari;Laurea Magistrale - dm 270/04;LM-70;Scienze e tecnologie alimentari;M;10
2021/2022;Bari;Laurea Magistrale - dm 270/04;LM/SNT4;Scienze delle professioni sanitarie della prevenzione;M;10
2021/2022;Modena e Reggio Emilia;Laurea - dm 270/04;L-26;Scienze e tecnologie alimentari;F;10
2021/2022;Modena e Reggio Emilia;Laurea Magistrale - dm 270/04;LM-1;Antropologia culturale ed etnologia;F;10
2021/2022;Modena e Reggio Emilia;Laurea Magistrale - dm 270/04;LM-8;Biotecnologie industriali;M;10
2021/2022;Milano San Raffaele;Laurea - dm 270/04;L-36;Scienze politiche e delle relazioni internazionali;M;10
2021/2022;Milano Cattolica;Laurea Magistrale a Ciclo Unico - dm 270/04;LM-46;Odontoiatria e protesi dentaria;F;10
2021/2022;Milano Bicocca;Laurea Magistrale - dm 270/04;LM-74;Scienze e tecnologie geologiche;F;10
2021/2022;Milano Bicocca;Laurea Magistrale a Ciclo Unico - dm 270/04;LM-46;Odontoiatria e protesi dentaria;M;10
2021/2022;Milano;Laurea Magistrale - dm 270/04;LM-86;Scienze zootecniche e tecnologie  animali;M;10
2021/2022;L'Aquila;Laurea Magistrale - dm 270/04;LM/SNT4;Scienze delle professioni sanitarie della prevenzione;F;10
2021/2022;L'Aquila;Laurea Magistrale - dm 270/04;LM/SNT2;Scienze riabilitative delle professioni sanitarie;M;10
2021/2022;L'Aquila;Laurea Magistrale a Ciclo Unico - dm 270/04;LM-85 bis;Scienze della formazione primaria;M;10
2021/2022;Insubria;Laurea Magistrale - dm 270/04;LM-18;Informatica;M;10
2021/2022;Marche;Laurea Magistrale - dm 270/04;LM-75;Scienze e tecnologie per l'ambiente e il territorio;F;10
2021/2022;Messina;Laurea Magistrale a Ciclo Unico - dm 270/04;LM-46;Odontoiatria e protesi dentaria;M;10
2021/2022;Messina;Laurea Magistrale - dm 270/04;LM/SNT3;Scienze delle professioni sanitarie tecniche;M;10
2021/2022;Messina;Laurea Magistrale - dm 270/04;LM/SNT2;Scienze riabilitative delle professioni sanitarie;M;10
2021/2022;Messina;Laurea Magistrale - dm 270/04;LM-17;Fisica;M;10
2021/2022;Marche;Laurea - dm 270/04;L-P01;Professioni tecniche per l'edilizia e il territorio;M;10
2021/2022;Messina;Laurea - dm 270/04;L-15;Scienze del turismo;M;10
2021/2022;Messina;Laurea - dm 270/04;L-30;Scienze e tecnologie fisiche;M;10
2021/2022;Messina;Laurea - dm 270/04;L-7;Ingegneria civile e ambientale;M;10
2021/2022;Milano;Laurea - dm 270/04;L-43;Diagnostica per la conservazione dei beni culturali;M;10
2021/2022;Messina;Laurea Magistrale - dm 270/04;LM-84;Scienze storiche;M;10
2021/2022;Genova;Laurea Magistrale a Ciclo Unico - dm 270/04;LM-85 bis;Scienze della formazione primaria;M;10
2021/2022;Genova;Laurea Magistrale - dm 270/04;LM-30;Ingegneria energetica e nucleare;F;10
2021/2022;Genova;Laurea Magistrale - dm 270/04;LM/SNT3;Scienze delle professioni sanitarie tecniche;M;10
2021/2022;Genova;Laurea - dm 270/04;L-12;Mediazione linguistica;M;10
2021/2022;Firenze;Laurea Magistrale - dm 270/04;LM-92;Teorie della comunicazione;M;10
2021/2022;Firenze IUL - telematica;Laurea - dm 270/04;L-19;Scienze dell'educazione e della formazione;M;10
2021/2022;Firenze;Laurea Magistrale - dm 270/04;LM-3;Architettura del paesaggio;M;10
2021/2022;Firenze;Laurea Magistrale - dm 270/04;LM-30;Ingegneria energetica e nucleare;F;10
2021/2022;Firenze;Laurea Magistrale - dm 270/04;LM-60;Scienze della natura;F;10
2021/2022;Firenze;Laurea Magistrale - dm 270/04;LM-60;Scienze della natura;M;10
2021/2022;Ferrara;Laurea Magistrale - dm 270/04;LM-7;Biotecnologie agrarie;M;10
2021/2022;Enna KORE;Laurea Magistrale - dm 270/04;LM-51;Psicologia;M;10
2021/2022;Chieti e Pescara;Laurea - dm 270/04;L-P01;Professioni tecniche per l'edilizia e il territorio;M;10
2021/2022;Chieti e Pescara;Laurea Magistrale - dm 270/04;LM-87;Servizio sociale e politiche sociali;M;10
2021/2022;Ferrara;Laurea Magistrale - dm 270/04;LM-14;Filologia moderna;F;10
2021/2022;Catanzaro;Laurea Magistrale - dm 270/04;LM-9;Biotecnologie mediche, veterinarie e farmaceutiche;M;10
2021/2022;Catania;Laurea Magistrale - dm 270/04;LM-88;Sociologia e ricerca sociale;M;10
2021/2022;Catania;Laurea Magistrale - dm 270/04;LM-79;Scienze geofisiche;M;10
2021/2022;Camerino;Laurea - dm 270/04;L-30;Scienze e tecnologie fisiche;F;10
2021/2022;Calabria;Laurea Magistrale - dm 270/04;LM-92;Teorie della comunicazione;F;10
2021/2022;Camerino;Laurea Magistrale - dm 270/04;LM-40;Matematica;F;10
2021/2022;Catania;Laurea Magistrale - dm 270/04;LM-65;Scienze dello spettacolo e produzione multimediale;M;10
2021/2022;Catania;Laurea Magistrale - dm 270/04;LM-23;Ingegneria civile;F;10
2021/2022;Catania;Laurea Magistrale - dm 270/04;LM-32;Ingegneria informatica;F;10
2021/2022;Catania;Laurea - dm 270/04;L-34;Scienze geologiche;F;10
2021/2022;Roma Marconi - telematica;Laurea Magistrale - dm 270/04;LM-31;Ingegneria gestionale;F;10
2021/2022;Roma Link Campus;Laurea - dm 270/04;L-36;Scienze politiche e delle relazioni internazionali;M;10
2021/2022;Roma La Sapienza;Laurea Magistrale - dm 270/04;LM-28;Ingegneria elettrica;F;10
2021/2022;Roma La Sapienza;Laurea Magistrale - dm 270/04;LM-80;Scienze geografiche;F;10
2021/2022;Pisa;Laurea Magistrale - dm 270/04;LM-40;Matematica;F;10
2021/2022;Pisa;Laurea Magistrale - dm 270/04;LM-51;Psicologia;M;10
2021/2022;Pisa;Laurea Magistrale - dm 270/04;LM-86;Scienze zootecniche e tecnologie  animali;F;10
2021/2022;Reggio Calabria;Laurea Magistrale - dm 270/04;LM-69;Scienze e tecnologie agrarie;F;10
2021/2022;Reggio Calabria;Laurea - dm 270/04;L-9;Ingegneria industriale;F;10
2021/2022;Parma;Laurea Magistrale - dm 270/04;LM-52;Relazioni internazionali;F;10
2021/2022;Parma;Laurea Magistrale - dm 270/04;LM-52;Relazioni internazionali;M;10
2021/2022;Parma;Laurea Magistrale - dm 270/04;LM-54;Scienze chimiche;F;10
2021/2022;Parma;Laurea Magistrale - dm 270/04;LM-86;Scienze zootecniche e tecnologie  animali;M;10
2021/2022;Parma;Laurea Magistrale - dm 270/04;LM-78;Scienze filosofiche;M;10
2021/2022;Perugia;Laurea Magistrale - dm 270/04;LM-12;Design;F;10
2021/2022;Piemonte Orientale;Laurea Magistrale - dm 270/04;LM-88;Sociologia e ricerca sociale;F;10
2021/2022;Pisa;Laurea Magistrale - dm 270/04;LM-30;Ingegneria energetica e nucleare;F;10
2021/2022;Pisa;Laurea Magistrale - dm 270/04;LM-20;Ingegneria aerospaziale e astronautica;F;10
2021/2022;Perugia;Laurea Magistrale - dm 270/04;LM-90;Studi europei;F;10
2021/2022;Napoli Parthenope;Laurea Magistrale - dm 270/04;LM-27;Ingegneria delle telecomunicazioni;M;10
2021/2022;Napoli L'Orientale;Laurea Magistrale - dm 270/04;LM-2;Archeologia;M;10
2021/2022;Molise;Laurea Magistrale - dm 270/04;LM-70;Scienze e tecnologie alimentari;M;10
2021/2022;Molise;Laurea Magistrale - dm 270/04;LM-21;Ingegneria biomedica;F;10
2021/2022;Napoli Federico II;Laurea - dm 270/04;L-21;Scienze della pianificazione territoriale, urbanistica, paesaggistica e ambientale;M;10
2021/2022;Napoli Federico II;Laurea Magistrale - dm 270/04;LM-76;Scienze economiche per l'ambiente e la cultura;M;10
2021/2022;Napoli Federico II;Laurea Magistrale - dm 270/04;LM-74;Scienze e tecnologie geologiche;F;10
2021/2022;Napoli Federico II;Laurea Magistrale - dm 270/04;LM/SNT3;Scienze delle professioni sanitarie tecniche;M;10
2021/2022;Napoli Federico II;Laurea Magistrale - dm 270/04;LM-27;Ingegneria delle telecomunicazioni;M;10
2021/2022;Napoli Federico II;Laurea Magistrale - dm 270/04;LM-15;Filologia, letterature e storia dell'antichità;M;10
2021/2022;Parma;Laurea Magistrale - dm 270/04;LM-32;Ingegneria informatica;F;10
2021/2022;Parma;Laurea Magistrale - dm 270/04;LM-17;Fisica;F;10
2021/2022;Parma;Laurea Magistrale - dm 270/04;LM-18;Informatica;M;10
2021/2022;Palermo;Laurea Magistrale - dm 270/04;LM-82;Scienze statistiche;M;10
2021/2022;Palermo;Laurea Magistrale - dm 270/04;LM-35;Ingegneria per l'ambiente e il territorio;M;10
2021/2022;Palermo;Laurea Magistrale - dm 270/04;LM-24;Ingegneria dei sistemi edilizi;M;10
2021/2022;Palermo;Laurea Magistrale - dm 270/04;LM-45;Musicologia e beni musicali;F;10
2021/2022;Palermo;Laurea - dm 270/04;L-42;Storia;F;10
2021/2022;Palermo;Laurea - dm 270/04;L-7;Ingegneria civile e ambientale;F;10
2021/2022;Padova;Laurea Magistrale - dm 270/04;LM-60;Scienze della natura;F;10
2021/2022;Padova;Laurea Magistrale - dm 270/04;LM-80;Scienze geografiche;M;10
2021/2022;Padova;Laurea Magistrale - dm 270/04;LM/SNT1;Scienze infermieristiche e ostetriche;M;10
2021/2022;Padova;Laurea - dm 270/04;L-21;Scienze della pianificazione territoriale, urbanistica, paesaggistica e ambientale;F;9
2021/2022;Padova;Laurea - dm 270/04;L-29;Scienze e tecnologie farmaceutiche;M;9
2021/2022;Palermo;Laurea - dm 270/04;L-14;Scienze dei servizi giuridici;F;9
2021/2022;Padova;Laurea Magistrale - dm 270/04;LM-49;Progettazione e gestione dei sistemi turistici;M;9
2021/2022;Palermo;Laurea Magistrale - dm 270/04;LM-12;Design;F;9
2021/2022;Palermo;Laurea Magistrale - dm 270/04;LM-54;Scienze chimiche;M;9
2021/2022;Palermo;Laurea Magistrale - dm 270/04;LM-85;Scienze pedagogiche;M;9
2021/2022;Parma;Laurea - dm 270/04;L-34;Scienze geologiche;F;9
2021/2022;Napoli Federico II;Laurea - dm 270/04;L-21;Scienze della pianificazione territoriale, urbanistica, paesaggistica e ambientale;F;9
2021/2022;Molise;Laurea Magistrale - dm 270/04;LM/SNT4;Scienze delle professioni sanitarie della prevenzione;F;9
2021/2022;Molise;Laurea Magistrale - dm 270/04;LM-69;Scienze e tecnologie agrarie;M;9
2021/2022;Napoli Federico II;Laurea Magistrale - dm 270/04;LM-82;Scienze statistiche;M;9
2021/2022;Napoli Parthenope;Laurea Magistrale - dm 270/04;LM-50;Programmazione e gestione dei servizi educativi;F;9
2021/2022;Napoli Vanvitelli;Laurea Magistrale - dm 270/04;LM-29;Ingegneria elettronica;M;9
2021/2022;Napoli Vanvitelli;Laurea Magistrale - dm 270/04;LM-17;Fisica;M;9
2021/2022;Napoli Vanvitelli;Laurea Magistrale - dm 270/04;LM-14;Filologia moderna;M;9
2021/2022;Perugia;Laurea Magistrale - dm 270/04;LM-74;Scienze e tecnologie geologiche;F;9
2021/2022;Perugia;Laurea Magistrale - dm 270/04;LM-54;Scienze chimiche;M;9
2021/2022;Piemonte Orientale;Laurea Magistrale - dm 270/04;LM-54;Scienze chimiche;M;9
2021/2022;Perugia Stranieri;Laurea Magistrale - dm 270/04;LM-52;Relazioni internazionali;F;9
2021/2022;Pisa;Laurea - dm 270/04;L-4;Disegno industriale;F;9
2021/2022;Pisa;Laurea Magistrale a Ciclo Unico - dm 270/04;LM-46;Odontoiatria e protesi dentaria;F;9
2021/2022;Perugia;Laurea Magistrale - dm 270/04;LM-23;Ingegneria civile;M;9
2021/2022;Perugia;Laurea Magistrale a Ciclo Unico - dm 270/04;LM-46;Odontoiatria e protesi dentaria;M;9
2021/2022;Perugia;Laurea Magistrale - dm 270/04;LM/SNT1;Scienze infermieristiche e ostetriche;M;9
2021/2022;Parma;Laurea Magistrale - dm 270/04;LM-87;Servizio sociale e politiche sociali;M;9
2021/2022;Parma;Laurea Magistrale - dm 270/04;LM-78;Scienze filosofiche;F;9
2021/2022;Parma;Laurea Magistrale - dm 270/04;LM-75;Scienze e tecnologie per l'ambiente e il territorio;M;9
2021/2022;Pavia;Laurea Magistrale - dm 270/04;LM-29;Ingegneria elettronica;F;9
2021/2022;Reggio Calabria;Laurea - dm 270/04;L-25;Scienze e tecnologie agrarie e forestali;F;9
2021/2022;Roma Biomedico;Laurea Magistrale - dm 270/04;LM-70;Scienze e tecnologie alimentari;F;9
2021/2022;Roma Europea;Laurea Magistrale a Ciclo Unico - dm 270/04;LMG/01;Magistrali in giurisprudenza;F;9
2021/2022;Roma Europea;Laurea Magistrale a Ciclo Unico - dm 270/04;LMG/01;Magistrali in giurisprudenza;M;9
2021/2022;Roma La Sapienza;Laurea - dm 270/04;L-P01;Professioni tecniche per l'edilizia e il territorio;M;9
2021/2022;Roma La Sapienza;Laurea Magistrale a Ciclo Unico - dm 270/04;LM-85 bis;Scienze della formazione primaria;M;9
2021/2022;Roma LUMSA;Laurea Magistrale - dm 270/04;LM-50;Programmazione e gestione dei servizi educativi;F;9
2021/2022;Roma LUMSA;Laurea Magistrale - dm 270/04;LM-87;Servizio sociale e politiche sociali;M;9
2021/2022;Catania;Laurea Magistrale - dm 270/04;LM-35;Ingegneria per l'ambiente e il territorio;M;9
2021/2022;Catania;Laurea Magistrale - dm 270/04;LM-27;Ingegneria delle telecomunicazioni;M;9
2021/2022;Catania;Laurea Magistrale - dm 270/04;LM-39;Linguistica;M;9
2021/2022;Catania;Laurea Magistrale - dm 270/04;LM-43;Metodologie informatiche per le discipline umanistiche;F;9
2021/2022;Camerino;Laurea Magistrale - dm 270/04;LM-40;Matematica;M;9
2021/2022;Camerino;Laurea Magistrale - dm 270/04;LM-74;Scienze e tecnologie geologiche;M;9
2021/2022;Casamassima – LUM G. Degennaro;Laurea - dm 270/04;L-14;Scienze dei servizi giuridici;M;9
2021/2022;Cassino;Laurea Magistrale - dm 270/04;LM-14;Filologia moderna;M;9
2021/2022;Catanzaro;Laurea Magistrale - dm 270/04;LM-21;Ingegneria biomedica;M;9
2021/2022;Chieti e Pescara;Laurea - dm 270/04;L-19;Scienze dell'educazione e della formazione;M;9
2021/2022;Ferrara;Laurea - dm 270/04;L-34;Scienze geologiche;M;9
2021/2022;Chieti e Pescara;Laurea Magistrale - dm 270/04;LM-61;Scienze della nutrizione umana;M;9
2021/2022;Enna KORE;Laurea - dm 270/04;L-39;Servizio sociale;M;9
2021/2022;Ferrara;Laurea Magistrale - dm 270/04;LM-6;Biologia;M;9
2021/2022;Firenze;Laurea Magistrale - dm 270/04;LM-32;Ingegneria informatica;F;9
2021/2022;Firenze;Laurea Magistrale - dm 270/04;LM-23;Ingegneria civile;F;9
2021/2022;Firenze;Laurea Magistrale - dm 270/04;LM-88;Sociologia e ricerca sociale;F;9
2021/2022;Firenze;Laurea Magistrale - dm 270/04;LM-86;Scienze zootecniche e tecnologie  animali;F;9
2021/2022;Genova;Laurea Magistrale - dm 270/04;LM-27;Ingegneria delle telecomunicazioni;M;9
2021/2022;Genova;Laurea Magistrale - dm 270/04;LM-19;Informazione e sistemi editoriali;M;9
2021/2022;Genova;Laurea Magistrale - dm 270/04;LM-35;Ingegneria per l'ambiente e il territorio;M;9
2021/2022;Genova;Laurea Magistrale - dm 270/04;LM-92;Teorie della comunicazione;M;9
2021/2022;Insubria;Laurea - dm 270/04;L-30;Scienze e tecnologie fisiche;F;9
2021/2022;Milano;Laurea Magistrale - dm 270/04;LM/SNT4;Scienze delle professioni sanitarie della prevenzione;M;9
2021/2022;Milano;Laurea Magistrale - dm 270/04;LM-2;Archeologia;M;9
2021/2022;Messina;Laurea - dm 270/04;L-35;Scienze matematiche;F;9
2021/2022;Messina;Laurea - dm 270/04;L-29;Scienze e tecnologie farmaceutiche;M;9
2021/2022;Messina;Laurea Magistrale - dm 270/04;LM-56;Scienze dell'economia;F;9
2021/2022;Marche;Laurea Magistrale - dm 270/04;LM-73;Scienze e tecnologie forestali ed ambientali;M;9
2021/2022;Marche;Laurea Magistrale - dm 270/04;LM-35;Ingegneria per l'ambiente e il territorio;M;9
2021/2022;Marche;Laurea Magistrale - dm 270/04;LM/SNT1;Scienze infermieristiche e ostetriche;M;9
2021/2022;Macerata;Laurea Magistrale - dm 270/04;LM-89;Storia dell'arte;M;9
2021/2022;Insubria;Laurea Magistrale a Ciclo Unico - dm 270/04;LM-46;Odontoiatria e protesi dentaria;F;9
2021/2022;Insubria;Laurea Magistrale a Ciclo Unico - dm 270/04;LM-46;Odontoiatria e protesi dentaria;M;9
2021/2022;L'Aquila;Laurea Magistrale - dm 270/04;LM-89;Storia dell'arte;M;9
2021/2022;L'Aquila;Laurea Magistrale - dm 270/04;LM-54;Scienze chimiche;F;9
2021/2022;L'Aquila;Laurea Magistrale - dm 270/04;LM-32;Ingegneria informatica;F;9
2021/2022;L'Aquila;Laurea Magistrale - dm 270/04;LM-31;Ingegneria gestionale;F;9
2021/2022;Milano Bicocca;Laurea Magistrale - dm 270/04;LM-18;Informatica;F;9
2021/2022;Milano Bicocca;Laurea Magistrale - dm 270/04;LM/SNT1;Scienze infermieristiche e ostetriche;M;9
2021/2022;Milano Cattolica;Laurea Magistrale - dm 270/04;LM-37;Lingue e letterature moderne europee e americane;M;9
2021/2022;Milano Cattolica;Laurea Magistrale - dm 270/04;LM-50;Programmazione e gestione dei servizi educativi;M;9
2021/2022;Milano San Raffaele;Laurea - dm 270/04;L-2;Biotecnologie;M;9
2021/2022;Milano San Raffaele;Laurea - dm 270/04;L/SNT3;Professioni sanitarie tecniche;M;9
2021/2022;Milano Cattolica;Laurea Magistrale - dm 270/04;LM-91;Tecniche e metodi per la societa dell'informazione;M;9
2021/2022;Modena e Reggio Emilia;Laurea Magistrale - dm 270/04;LM-9;Biotecnologie mediche, veterinarie e farmaceutiche;M;9
2021/2022;Modena e Reggio Emilia;Laurea Magistrale - dm 270/04;LM-35;Ingegneria per l'ambiente e il territorio;M;9
2021/2022;Molise;Laurea - dm 270/04;L-36;Scienze politiche e delle relazioni internazionali;F;9
2021/2022;Modena e Reggio Emilia;Laurea Magistrale - dm 270/04;LM/SNT1;Scienze infermieristiche e ostetriche;M;9
2021/2022;Modena e Reggio Emilia;Laurea - dm 270/04;L-34;Scienze geologiche;M;9
2021/2022;Bari;Laurea Magistrale - dm 270/04;LM-40;Matematica;M;9
2021/2022;Bari;Laurea Magistrale a Ciclo Unico - dm 270/04;LM-46;Odontoiatria e protesi dentaria;F;9
2021/2022;Bari;Laurea Magistrale - dm 270/04;LM/SNT4;Scienze delle professioni sanitarie della prevenzione;F;9
2021/2022;Bari;Laurea Magistrale - dm 270/04;LM-54;Scienze chimiche;F;9
2021/2022;Bari;Laurea - dm 270/04;L-34;Scienze geologiche;M;9
2021/2022;Bari;Laurea - dm 270/04;L-40;Sociologia;M;9
2021/2022;Bari Politecnico;Laurea Magistrale - dm 270/04;LM-29;Ingegneria elettronica;M;9
2021/2022;Bari Politecnico;Laurea Magistrale - dm 270/04;LM-12;Design;M;9
2021/2022;Bari Politecnico;Laurea - dm 270/04;L-P01;Professioni tecniche per l'edilizia e il territorio;M;9
2021/2022;Basilicata;Laurea - dm 270/04;L-1;Beni culturali;M;9
2021/2022;Basilicata;Laurea - dm 270/04;L-27;Scienze e tecnologie chimiche;F;9
2021/2022;Basilicata;Laurea Magistrale - dm 270/04;LM-33;Ingegneria meccanica;M;9
2021/2022;Bologna;Laurea - dm 270/04;L/SNT4;Professioni sanitarie della prevenzione;F;9
2021/2022;Bergamo;Laurea Magistrale a Ciclo Unico - dm 270/04;LM-85 bis;Scienze della formazione primaria;M;9
2021/2022;Bologna;Laurea Magistrale - dm 270/04;LM/SNT1;Scienze infermieristiche e ostetriche;M;9
2021/2022;Brescia;Laurea Magistrale - dm 270/04;LM/SC-GIUR;Scienze Giuridiche;F;9
2021/2022;Calabria;Laurea - dm 270/04;L-30;Scienze e tecnologie fisiche;F;9
2021/2022;Calabria;Laurea Magistrale - dm 270/04;LM-16;Finanza;M;9
2021/2022;Calabria;Laurea Magistrale - dm 270/04;LM-62;Scienze della politica;F;9
2021/2022;Cagliari;Laurea Magistrale - dm 270/04;LM-2;Archeologia;F;9
2021/2022;Cagliari;Laurea Magistrale - dm 270/04;LM-37;Lingue e letterature moderne europee e americane;M;9
2021/2022;Cagliari;Laurea Magistrale - dm 270/04;LM-29;Ingegneria elettronica;M;9
2021/2022;Aosta;Laurea - dm 270/04;L-12;Mediazione linguistica;M;9
2021/2022;Sassari;Laurea Magistrale - dm 270/04;LM-4;Architettura e ingegneria edile-architettura;F;9
2021/2022;Sassari;Laurea Magistrale - dm 270/04;LM-4;Architettura e ingegneria edile-architettura;M;9
2021/2022;Sassari;Laurea Magistrale - dm 270/04;LM-2;Archeologia;M;9
2021/2022;Sassari;Laurea - dm 270/04;L-6;Geografia;M;9
2021/2022;Sannio;Laurea Magistrale - dm 270/04;LM-83;Scienze statistiche attuariali e finanziarie;M;9
2021/2022;Sannio;Laurea Magistrale - dm 270/04;LM-23;Ingegneria civile;M;9
2021/2022;Sannio;Laurea Magistrale - dm 270/04;LM-29;Ingegneria elettronica;M;9
2021/2022;Sannio;Laurea - dm 270/04;L-7;Ingegneria civile e ambientale;F;9
2021/2022;Salerno;Laurea Magistrale - dm 270/04;LM-54;Scienze chimiche;M;9
2021/2022;Torino;Laurea Magistrale - dm 270/04;LM/SNT4;Scienze delle professioni sanitarie della prevenzione;M;9
2021/2022;Torino;Laurea - dm 270/04;L-39;Servizio sociale;M;9
2021/2022;Torino;Laurea - dm 270/04;L-29;Scienze e tecnologie farmaceutiche;M;9
2021/2022;Teramo;Laurea Magistrale - dm 270/04;LM-70;Scienze e tecnologie alimentari;M;9
2021/2022;Teramo;Laurea - dm 270/04;L-15;Scienze del turismo;F;9
2021/2022;Teramo;Laurea - dm 270/04;L-15;Scienze del turismo;M;9
2021/2022;Siena;Laurea Magistrale - dm 270/04;LM-89;Storia dell'arte;M;9
2021/2022;Roma Tor Vergata;Laurea Magistrale - dm 270/04;LM-39;Linguistica;M;9
2021/2022;Roma San Raffaele - telematica;Laurea Magistrale - dm 270/04;LM-77;Scienze economico-aziendali;M;9
2021/2022;Roma Tre;Laurea Magistrale - dm 270/04;LM-62;Scienze della politica;M;9
2021/2022;Roma Tre;Laurea Magistrale - dm 270/04;LM-20;Ingegneria aerospaziale e astronautica;M;9
2021/2022;Roma Tor Vergata;Laurea Magistrale - dm 270/04;LM-71;Scienze e tecnologie della chimica industriale;F;9
