AnnoA;AteneoNOME;AteneoCOD;Diploma_Paese;Continente;Imm_D
2021/2022;Palermo;8201;Francia;Europa;2
2021/2022;Parma;3401;Francia;Europa;1
2021/2022;Pavia;1801;Francia;Europa;8
2021/2022;Perugia;5401;Francia;Europa;5
2021/2022;Perugia Stranieri;5403;Francia;Europa;2
2021/2022;Piemonte Orientale;201;Francia;Europa;4
2021/2022;Roma  Mercatorum - telematica;5814;Francia;Europa;2
2021/2022;Roma La Sapienza;5801;Francia;Europa;20
2021/2022;Roma Luiss;5805;Francia;Europa;21
2021/2022;Roma LUMSA;5803;Francia;Europa;1
2021/2022;Roma Marconi - telematica;5810;Francia;Europa;1
2021/2022;Roma Tor Vergata;5802;Francia;Europa;11
2021/2022;Roma Tre;5807;Francia;Europa;1
2021/2022;Roma UNICUSANO - telematica;5815;Francia;Europa;6
2021/2022;Rozzano (MI) Humanitas University;1510;Francia;Europa;5
2021/2022;Salento;7501;Francia;Europa;1
2021/2022;Sassari;9001;Francia;Europa;1
2021/2022;Siena;5201;Francia;Europa;1
2021/2022;Teramo;6701;Francia;Europa;1
2021/2022;Torino;101;Francia;Europa;20
2021/2022;Torino Politecnico;102;Francia;Europa;15
2021/2022;Trento;2201;Francia;Europa;6
2021/2022;Trieste;3201;Francia;Europa;3
2021/2022;Tuscia;5601;Francia;Europa;3
2021/2022;Udine;3001;Francia;Europa;8
2021/2022;Venezia Iuav;2702;Francia;Europa;1
2021/2022;Verona;2301;Francia;Europa;1
2021/2022;Bergamo;1601;Germania;Europa;1
2021/2022;Bologna;3701;Germania;Europa;7
2021/2022;Bolzano;2101;Germania;Europa;47
2021/2022;Ca' Foscari Venezia;2701;Germania;Europa;1
2021/2022;Calabria;7801;Germania;Europa;1
2021/2022;Camerino;4302;Germania;Europa;1
2021/2022;Catania;8701;Germania;Europa;1
2021/2022;Catanzaro;7901;Germania;Europa;1
2021/2022;Firenze;4801;Germania;Europa;8
2021/2022;Foggia;7101;Germania;Europa;1
2021/2022;Genova;1001;Germania;Europa;2
2021/2022;Marche;4201;Germania;Europa;1
2021/2022;Messina;8301;Germania;Europa;2
2021/2022;Milano;1501;Germania;Europa;5
2021/2022;Milano Bocconi;1503;Germania;Europa;23
2021/2022;Milano Cattolica;1504;Germania;Europa;8
2021/2022;Milano IULM;1505;Germania;Europa;1
2021/2022;Milano Politecnico;1502;Germania;Europa;6
2021/2022;Napoli Federico II;6301;Germania;Europa;1
2021/2022;Napoli L'Orientale;6303;Germania;Europa;2
2021/2022;Novedrate e-Campus - telematica;1301;Germania;Europa;1
2021/2022;Padova;2801;Germania;Europa;8
2021/2022;Parma;3401;Germania;Europa;3
2021/2022;Pavia;1801;Germania;Europa;1
2021/2022;Perugia;5401;Germania;Europa;3
2021/2022;Perugia Stranieri;5403;Germania;Europa;1
2021/2022;Piemonte Orientale;201;Germania;Europa;1
2021/2022;Pisa;5001;Germania;Europa;3
2021/2022;Roma Europea;5812;Germania;Europa;1
2021/2022;Roma La Sapienza;5801;Germania;Europa;18
2021/2022;Roma Luiss;5805;Germania;Europa;7
2021/2022;Roma LUMSA;5803;Germania;Europa;1
2021/2022;Roma Tor Vergata;5802;Germania;Europa;1
2021/2022;Roma UNICUSANO - telematica;5815;Germania;Europa;1
2021/2022;Rozzano (MI) Humanitas University;1510;Germania;Europa;3
2021/2022;Siena;5201;Germania;Europa;1
2021/2022;Torino;101;Germania;Europa;3
2021/2022;Torino Politecnico;102;Germania;Europa;1
2021/2022;Trento;2201;Germania;Europa;2
2021/2022;Trieste;3201;Germania;Europa;1
2021/2022;Urbino;4101;Germania;Europa;2
2021/2022;Venezia Iuav;2702;Germania;Europa;1
2021/2022;Verona;2301;Germania;Europa;2
2021/2022;Bari;7201;Grecia;Europa;6
2021/2022;Bari Politecnico;7202;Grecia;Europa;1
2021/2022;Bologna;3701;Grecia;Europa;7
2021/2022;Bolzano;2101;Grecia;Europa;1
2021/2022;Ca' Foscari Venezia;2701;Grecia;Europa;1
2021/2022;Cagliari;9201;Grecia;Europa;2
2021/2022;Calabria;7801;Grecia;Europa;1
2021/2022;Camerino;4302;Grecia;Europa;6
2021/2022;Catania;8701;Grecia;Europa;1
2021/2022;Chieti e Pescara;6901;Grecia;Europa;1
2021/2022;Ferrara;3801;Grecia;Europa;3
2021/2022;Firenze;4801;Grecia;Europa;4
2021/2022;Genova;1001;Grecia;Europa;3
2021/2022;L'Aquila;6601;Grecia;Europa;2
2021/2022;Messina;8301;Grecia;Europa;4
2021/2022;Milano;1501;Grecia;Europa;4
2021/2022;Milano Bicocca;1509;Grecia;Europa;3
2021/2022;Milano Bocconi;1503;Grecia;Europa;18
2021/2022;Milano Cattolica;1504;Grecia;Europa;2
2021/2022;Milano Politecnico;1502;Grecia;Europa;2
2021/2022;Napoli Federico II;6301;Grecia;Europa;3
2021/2022;Napoli Vanvitelli;6306;Grecia;Europa;1
2021/2022;Novedrate e-Campus - telematica;1301;Grecia;Europa;128
2021/2022;Padova;2801;Grecia;Europa;9
2021/2022;Parma;3401;Grecia;Europa;3
2021/2022;Pavia;1801;Grecia;Europa;13
2021/2022;Perugia;5401;Grecia;Europa;13
2021/2022;Piemonte Orientale;201;Grecia;Europa;3
2021/2022;Roma La Sapienza;5801;Grecia;Europa;16
2021/2022;Roma Luiss;5805;Grecia;Europa;1
2021/2022;Roma Marconi - telematica;5810;Grecia;Europa;18
2021/2022;Roma Saint Camillus;5818;Grecia;Europa;1
2021/2022;Roma Tor Vergata;5802;Grecia;Europa;10
2021/2022;Rozzano (MI) Humanitas University;1510;Grecia;Europa;6
2021/2022;Siena;5201;Grecia;Europa;3
2021/2022;Torino;101;Grecia;Europa;5
2021/2022;Torino Politecnico;102;Grecia;Europa;5
2021/2022;Trieste;3201;Grecia;Europa;2
2021/2022;Udine;3001;Grecia;Europa;1
2021/2022;Urbino;4101;Grecia;Europa;7
2021/2022;Bari;7201;Irlanda;Europa;2
2021/2022;Bologna;3701;Irlanda;Europa;2
2021/2022;Ca' Foscari Venezia;2701;Irlanda;Europa;1
2021/2022;Enna KORE;8601;Irlanda;Europa;1
2021/2022;Ferrara;3801;Irlanda;Europa;2
2021/2022;Messina;8301;Irlanda;Europa;2
2021/2022;Milano Bicocca;1509;Irlanda;Europa;1
2021/2022;Milano Cattolica;1504;Irlanda;Europa;1
2021/2022;Milano San Raffaele;1508;Irlanda;Europa;1
2021/2022;Padova;2801;Irlanda;Europa;1
2021/2022;Parma;3401;Irlanda;Europa;1
2021/2022;Pavia;1801;Irlanda;Europa;1
2021/2022;Pisa;5001;Irlanda;Europa;1
2021/2022;Roma La Sapienza;5801;Irlanda;Europa;2
2021/2022;Roma Luiss;5805;Irlanda;Europa;2
2021/2022;Roma Tor Vergata;5802;Irlanda;Europa;2
2021/2022;Rozzano (MI) Humanitas University;1510;Irlanda;Europa;3
2021/2022;Siena;5201;Irlanda;Europa;1
2021/2022;Torino;101;Irlanda;Europa;2
2021/2022;Torino Politecnico;102;Irlanda;Europa;1
2021/2022;Trento;2201;Irlanda;Europa;1
2021/2022;Trieste;3201;Irlanda;Europa;1
2021/2022;Udine;3001;Irlanda;Europa;1
2021/2022;Verona;2301;Irlanda;Europa;1
2021/2022;Rozzano (MI) Humanitas University;1510;Islanda;Europa;2
2021/2022;Benevento Giustino Fortunato - telematica;6202;Jogoslavia;Europa;1
2021/2022;Chieti e Pescara;6901;Jogoslavia;Europa;2
2021/2022;Padova;2801;Jogoslavia;Europa;1
2021/2022;Udine;3001;Jogoslavia;Europa;1
2021/2022;Calabria;7801;Kosovo;Europa;1
2021/2022;Camerino;4302;Kosovo;Europa;4
2021/2022;Firenze;4801;Kosovo;Europa;1
2021/2022;Modena e Reggio Emilia;3601;Kosovo;Europa;1
2021/2022;Novedrate e-Campus - telematica;1301;Kosovo;Europa;1
2021/2022;Roma Luiss;5805;Kosovo;Europa;1
2021/2022;Rozzano (MI) Humanitas University;1510;Kosovo;Europa;1
2021/2022;Torino Politecnico;102;Kosovo;Europa;1
2021/2022;Trento;2201;Kosovo;Europa;1
2021/2022;Milano Bocconi;1503;Lettonia;Europa;1
2021/2022;Padova;2801;Lettonia;Europa;2
2021/2022;Roma  Mercatorum - telematica;5814;Lettonia;Europa;1
2021/2022;Roma San Raffaele - telematica;5816;Lettonia;Europa;1
2021/2022;Teramo;6701;Lettonia;Europa;1
2021/2022;Bolzano;2101;Lituania;Europa;2
2021/2022;Ca' Foscari Venezia;2701;Lituania;Europa;1
2021/2022;Milano Bocconi;1503;Lituania;Europa;4
2021/2022;Roma La Sapienza;5801;Lituania;Europa;2
2021/2022;Roma Tor Vergata;5802;Lituania;Europa;1
2021/2022;Bolzano;2101;Lussemburgo;Europa;1
2021/2022;Firenze;4801;Lussemburgo;Europa;2
2021/2022;Genova;1001;Lussemburgo;Europa;1
2021/2022;Milano Bicocca;1509;Lussemburgo;Europa;1
2021/2022;Milano Bocconi;1503;Lussemburgo;Europa;5
2021/2022;Pisa;5001;Lussemburgo;Europa;1
2021/2022;Roma Luiss;5805;Lussemburgo;Europa;2
2021/2022;Roma Marconi - telematica;5810;Lussemburgo;Europa;1
2021/2022;Roma Tor Vergata;5802;Lussemburgo;Europa;1
2021/2022;Roma UNICUSANO - telematica;5815;Lussemburgo;Europa;1
2021/2022;Salento;7501;Lussemburgo;Europa;1
2021/2022;Torino;101;Lussemburgo;Europa;1
2021/2022;Torino Politecnico;102;Lussemburgo;Europa;1
2021/2022;Bergamo;1601;Macedonia del Nord;Europa;1
2021/2022;Bologna;3701;Macedonia del Nord;Europa;1
2021/2022;Ca' Foscari Venezia;2701;Macedonia del Nord;Europa;3
2021/2022;Marche;4201;Macedonia del Nord;Europa;1
2021/2022;Milano Bocconi;1503;Macedonia del Nord;Europa;2
2021/2022;Milano Cattolica;1504;Macedonia del Nord;Europa;6
2021/2022;Milano IULM;1505;Macedonia del Nord;Europa;1
2021/2022;Milano Politecnico;1502;Macedonia del Nord;Europa;2
2021/2022;Novedrate e-Campus - telematica;1301;Macedonia del Nord;Europa;1
2021/2022;Padova;2801;Macedonia del Nord;Europa;1
2021/2022;Parma;3401;Macedonia del Nord;Europa;1
2021/2022;Pisa;5001;Macedonia del Nord;Europa;1
2021/2022;Roma La Sapienza;5801;Macedonia del Nord;Europa;1
2021/2022;Roma Luiss;5805;Macedonia del Nord;Europa;1
2021/2022;Roma Tor Vergata;5802;Macedonia del Nord;Europa;5
2021/2022;Roma UNICUSANO - telematica;5815;Macedonia del Nord;Europa;1
2021/2022;Torino;101;Macedonia del Nord;Europa;1
2021/2022;Udine;3001;Macedonia del Nord;Europa;1
2021/2022;Foggia;7101;Malta;Europa;1
2021/2022;Insubria;1202;Malta;Europa;1
2021/2022;Messina;8301;Malta;Europa;1
2021/2022;Milano Cattolica;1504;Malta;Europa;1
2021/2022;Padova;2801;Malta;Europa;2
2021/2022;Roma La Sapienza;5801;Malta;Europa;1
2021/2022;Roma Tor Vergata;5802;Malta;Europa;1
2021/2022;Bologna;3701;Moldova;Europa;2
2021/2022;Brescia;1701;Moldova;Europa;2
2021/2022;Ca' Foscari Venezia;2701;Moldova;Europa;2
2021/2022;Cagliari;9201;Moldova;Europa;1
2021/2022;Ferrara;3801;Moldova;Europa;3
2021/2022;Firenze;4801;Moldova;Europa;2
2021/2022;Genova;1001;Moldova;Europa;4
2021/2022;Macerata;4301;Moldova;Europa;2
2021/2022;Marche;4201;Moldova;Europa;1
2021/2022;Milano;1501;Moldova;Europa;1
2021/2022;Milano Bicocca;1509;Moldova;Europa;2
2021/2022;Milano Bocconi;1503;Moldova;Europa;1
2021/2022;Milano Cattolica;1504;Moldova;Europa;4
2021/2022;Milano Politecnico;1502;Moldova;Europa;2
2021/2022;Modena e Reggio Emilia;3601;Moldova;Europa;1
2021/2022;Novedrate e-Campus - telematica;1301;Moldova;Europa;5
2021/2022;Padova;2801;Moldova;Europa;4
2021/2022;Parma;3401;Moldova;Europa;5
2021/2022;Pavia;1801;Moldova;Europa;1
2021/2022;Perugia;5401;Moldova;Europa;3
2021/2022;Roma La Sapienza;5801;Moldova;Europa;9
2021/2022;Roma Tor Vergata;5802;Moldova;Europa;1
2021/2022;Roma UNICUSANO - telematica;5815;Moldova;Europa;2
2021/2022;Siena;5201;Moldova;Europa;2
2021/2022;Torino;101;Moldova;Europa;6
2021/2022;Torino Politecnico;102;Moldova;Europa;1
2021/2022;Trento;2201;Moldova;Europa;1
2021/2022;Trieste;3201;Moldova;Europa;3
2021/2022;Tuscia;5601;Moldova;Europa;1
2021/2022;Udine;3001;Moldova;Europa;1
2021/2022;Verona;2301;Moldova;Europa;1
2021/2022;Firenze;4801;Monaco;Europa;1
2021/2022;Milano Bocconi;1503;Monaco;Europa;2
2021/2022;Milano Politecnico;1502;Monaco;Europa;1
2021/2022;Pavia;1801;Monaco;Europa;1
2021/2022;Bari;7201;Montenegro;Europa;3
2021/2022;Ca' Foscari Venezia;2701;Montenegro;Europa;1
2021/2022;Camerino;4302;Montenegro;Europa;1
2021/2022;Milano Bocconi;1503;Montenegro;Europa;2
2021/2022;Milano Cattolica;1504;Montenegro;Europa;1
2021/2022;Milano IULM;1505;Montenegro;Europa;2
2021/2022;Milano Politecnico;1502;Montenegro;Europa;1
2021/2022;Modena e Reggio Emilia;3601;Montenegro;Europa;1
2021/2022;Padova;2801;Montenegro;Europa;2
2021/2022;Roma La Sapienza;5801;Montenegro;Europa;1
2021/2022;Roma Luiss;5805;Montenegro;Europa;1
2021/2022;Torino;101;Montenegro;Europa;1
2021/2022;Torino Politecnico;102;Montenegro;Europa;1
2021/2022;Trieste;3201;Montenegro;Europa;1
2021/2022;Bologna;3701;Norvegia;Europa;1
2021/2022;Bra Scienze Gastronomiche;401;Norvegia;Europa;1
2021/2022;Calabria;7801;Norvegia;Europa;1
2021/2022;Milano Cattolica;1504;Norvegia;Europa;7
2021/2022;Milano IULM;1505;Norvegia;Europa;1
2021/2022;Napoli Vanvitelli;6306;Norvegia;Europa;1
2021/2022;Roma La Sapienza;5801;Norvegia;Europa;3
2021/2022;Roma Luiss;5805;Norvegia;Europa;4
2021/2022;Roma UNINETTUNO - telematica;5813;Norvegia;Europa;1
2021/2022;Siena;5201;Norvegia;Europa;1
2021/2022;Torino Politecnico;102;Norvegia;Europa;1
2021/2022;Bologna;3701;Paesi Bassi;Europa;5
2021/2022;Ca' Foscari Venezia;2701;Paesi Bassi;Europa;2
2021/2022;Ferrara;3801;Paesi Bassi;Europa;1
2021/2022;Firenze;4801;Paesi Bassi;Europa;2
2021/2022;Milano Bocconi;1503;Paesi Bassi;Europa;3
2021/2022;Milano Cattolica;1504;Paesi Bassi;Europa;1
2021/2022;Milano IULM;1505;Paesi Bassi;Europa;2
2021/2022;Padova;2801;Paesi Bassi;Europa;2
2021/2022;Parma;3401;Paesi Bassi;Europa;1
2021/2022;Pisa;5001;Paesi Bassi;Europa;1
2021/2022;Roma La Sapienza;5801;Paesi Bassi;Europa;3
2021/2022;Roma Tor Vergata;5802;Paesi Bassi;Europa;4
2021/2022;Roma UNICUSANO - telematica;5815;Paesi Bassi;Europa;1
2021/2022;Torino;101;Paesi Bassi;Europa;1
2021/2022;Trieste;3201;Paesi Bassi;Europa;1
2021/2022;Verona;2301;Paesi Bassi;Europa;1
2021/2022;Bari;7201;Polonia;Europa;3
2021/2022;Bari Politecnico;7202;Polonia;Europa;1
2021/2022;Benevento Giustino Fortunato - telematica;6202;Polonia;Europa;1
2021/2022;Bergamo;1601;Polonia;Europa;1
2021/2022;Bologna;3701;Polonia;Europa;8
2021/2022;Ca' Foscari Venezia;2701;Polonia;Europa;1
2021/2022;Chieti e Pescara;6901;Polonia;Europa;1
2021/2022;L'Aquila;6601;Polonia;Europa;1
2021/2022;Messina;8301;Polonia;Europa;4
2021/2022;Milano;1501;Polonia;Europa;7
2021/2022;Milano Bocconi;1503;Polonia;Europa;26
2021/2022;Milano Politecnico;1502;Polonia;Europa;11
2021/2022;Napoli Federico II;6301;Polonia;Europa;1
2021/2022;Napoli Parthenope;6302;Polonia;Europa;1
2021/2022;Napoli Vanvitelli;6306;Polonia;Europa;1
2021/2022;Novedrate e-Campus - telematica;1301;Polonia;Europa;1
2021/2022;Padova;2801;Polonia;Europa;6
2021/2022;Pavia;1801;Polonia;Europa;4
2021/2022;Perugia Stranieri;5403;Polonia;Europa;1
2021/2022;Pisa;5001;Polonia;Europa;1
2021/2022;Roma  Mercatorum - telematica;5814;Polonia;Europa;2
2021/2022;Roma La Sapienza;5801;Polonia;Europa;8
2021/2022;Roma Luiss;5805;Polonia;Europa;3
2021/2022;Roma Marconi - telematica;5810;Polonia;Europa;2
2021/2022;Roma Tor Vergata;5802;Polonia;Europa;2
2021/2022;Roma UNICUSANO - telematica;5815;Polonia;Europa;1
2021/2022;Rozzano (MI) Humanitas University;1510;Polonia;Europa;1
2021/2022;Sassari;9001;Polonia;Europa;1
2021/2022;Siena;5201;Polonia;Europa;4
2021/2022;Siena Stranieri;5202;Polonia;Europa;1
2021/2022;Torino;101;Polonia;Europa;3
2021/2022;Torino Politecnico;102;Polonia;Europa;4
2021/2022;Urbino;4101;Polonia;Europa;1
2021/2022;Verona;2301;Polonia;Europa;1
2021/2022;Bolzano;2101;Portogallo;Europa;1
2021/2022;Firenze;4801;Portogallo;Europa;1
2021/2022;Genova;1001;Portogallo;Europa;1
2021/2022;Messina;8301;Portogallo;Europa;1
2021/2022;Milano Bocconi;1503;Portogallo;Europa;4
2021/2022;Napoli Vanvitelli;6306;Portogallo;Europa;2
2021/2022;Pisa;5001;Portogallo;Europa;2
2021/2022;Roma La Sapienza;5801;Portogallo;Europa;2
2021/2022;Roma UNICUSANO - telematica;5815;Portogallo;Europa;1
2021/2022;Rozzano (MI) Humanitas University;1510;Portogallo;Europa;1
2021/2022;Torino;101;Portogallo;Europa;1
2021/2022;Torino Politecnico;102;Portogallo;Europa;1
2021/2022;Trento;2201;Portogallo;Europa;1
2021/2022;Verona;2301;Portogallo;Europa;1
2021/2022;Bari;7201;Regno Unito;Europa;1
2021/2022;Bologna;3701;Regno Unito;Europa;8
2021/2022;Bolzano;2101;Regno Unito;Europa;1
2021/2022;Ca' Foscari Venezia;2701;Regno Unito;Europa;1
2021/2022;Camerino;4302;Regno Unito;Europa;2
2021/2022;Cassino;6001;Regno Unito;Europa;1
2021/2022;Castellanza LIUC;1201;Regno Unito;Europa;1
2021/2022;Ferrara;3801;Regno Unito;Europa;1
2021/2022;Firenze;4801;Regno Unito;Europa;5
2021/2022;Genova;1001;Regno Unito;Europa;2
2021/2022;Macerata;4301;Regno Unito;Europa;1
2021/2022;Messina;8301;Regno Unito;Europa;1
2021/2022;Milano;1501;Regno Unito;Europa;7
2021/2022;Milano Bicocca;1509;Regno Unito;Europa;1
2021/2022;Milano Bocconi;1503;Regno Unito;Europa;53
2021/2022;Milano Cattolica;1504;Regno Unito;Europa;30
2021/2022;Milano IULM;1505;Regno Unito;Europa;2
2021/2022;Milano Politecnico;1502;Regno Unito;Europa;6
2021/2022;Milano San Raffaele;1508;Regno Unito;Europa;4
2021/2022;Napoli Vanvitelli;6306;Regno Unito;Europa;2
2021/2022;Padova;2801;Regno Unito;Europa;6
2021/2022;Parma;3401;Regno Unito;Europa;2
2021/2022;Pavia;1801;Regno Unito;Europa;6
2021/2022;Pisa;5001;Regno Unito;Europa;6
2021/2022;Roma Biomedico;5808;Regno Unito;Europa;2
2021/2022;Roma La Sapienza;5801;Regno Unito;Europa;6
2021/2022;Roma Link Campus;5817;Regno Unito;Europa;1
2021/2022;Roma Luiss;5805;Regno Unito;Europa;11
2021/2022;Roma Saint Camillus;5818;Regno Unito;Europa;1
2021/2022;Roma Tor Vergata;5802;Regno Unito;Europa;1
2021/2022;Roma UNINT;5809;Regno Unito;Europa;1
2021/2022;Rozzano (MI) Humanitas University;1510;Regno Unito;Europa;10
2021/2022;Sassari;9001;Regno Unito;Europa;2
2021/2022;Siena;5201;Regno Unito;Europa;1
2021/2022;Siena Stranieri;5202;Regno Unito;Europa;1
2021/2022;Torino;101;Regno Unito;Europa;3
2021/2022;Torino Politecnico;102;Regno Unito;Europa;25
2021/2022;Trento;2201;Regno Unito;Europa;5
2021/2022;Trieste;3201;Regno Unito;Europa;1
2021/2022;Tuscia;5601;Regno Unito;Europa;1
2021/2022;Udine;3001;Regno Unito;Europa;1
2021/2022;Urbino;4101;Regno Unito;Europa;2
2021/2022;Verona;2301;Regno Unito;Europa;1
2021/2022;Bologna;3701;Repubblica ceca;Europa;1
2021/2022;Ca' Foscari Venezia;2701;Repubblica ceca;Europa;1
2021/2022;Catania;8701;Repubblica ceca;Europa;1
2021/2022;Firenze;4801;Repubblica ceca;Europa;2
2021/2022;Milano Bocconi;1503;Repubblica ceca;Europa;1
2021/2022;Milano Cattolica;1504;Repubblica ceca;Europa;1
2021/2022;Padova;2801;Repubblica ceca;Europa;1
2021/2022;Pavia;1801;Repubblica ceca;Europa;1
2021/2022;Roma  Mercatorum - telematica;5814;Repubblica ceca;Europa;1
2021/2022;Roma UNICUSANO - telematica;5815;Repubblica ceca;Europa;1
2021/2022;Firenze;4801;REPUBBLICA FEDERALE TEDESCA;Europa;1
2021/2022;Aosta;701;Romania;Europa;1
2021/2022;Bari;7201;Romania;Europa;2
2021/2022;Bergamo;1601;Romania;Europa;2
2021/2022;Bologna;3701;Romania;Europa;10
2021/2022;Brescia;1701;Romania;Europa;4
2021/2022;Cagliari;9201;Romania;Europa;2
2021/2022;Catanzaro;7901;Romania;Europa;1
2021/2022;Chieti e Pescara;6901;Romania;Europa;2
2021/2022;Ferrara;3801;Romania;Europa;5
2021/2022;Firenze;4801;Romania;Europa;9
2021/2022;Foggia;7101;Romania;Europa;1
2021/2022;Genova;1001;Romania;Europa;5
2021/2022;Insubria;1202;Romania;Europa;1
2021/2022;L'Aquila;6601;Romania;Europa;1
2021/2022;Macerata;4301;Romania;Europa;2
2021/2022;Marche;4201;Romania;Europa;2
2021/2022;Messina;8301;Romania;Europa;2
2021/2022;Milano;1501;Romania;Europa;4
2021/2022;Milano Bicocca;1509;Romania;Europa;1
2021/2022;Milano Bocconi;1503;Romania;Europa;39
2021/2022;Milano Cattolica;1504;Romania;Europa;4
2021/2022;Milano IULM;1505;Romania;Europa;2
2021/2022;Milano Politecnico;1502;Romania;Europa;4
2021/2022;Modena e Reggio Emilia;3601;Romania;Europa;7
2021/2022;Napoli Pegaso - telematica;6307;Romania;Europa;4
2021/2022;Napoli Vanvitelli;6306;Romania;Europa;1
2021/2022;Novedrate e-Campus - telematica;1301;Romania;Europa;11
2021/2022;Padova;2801;Romania;Europa;11
2021/2022;Parma;3401;Romania;Europa;4
2021/2022;Pavia;1801;Romania;Europa;3
2021/2022;Perugia;5401;Romania;Europa;3
2021/2022;Piemonte Orientale;201;Romania;Europa;3
2021/2022;Pisa;5001;Romania;Europa;1
2021/2022;Reggio Calabria - Dante Alighieri;8003;Romania;Europa;2
2021/2022;Roma  Mercatorum - telematica;5814;Romania;Europa;7
2021/2022;Roma La Sapienza;5801;Romania;Europa;14
2021/2022;Roma Marconi - telematica;5810;Romania;Europa;2
2021/2022;Roma San Raffaele - telematica;5816;Romania;Europa;2
2021/2022;Roma Tor Vergata;5802;Romania;Europa;6
2021/2022;Roma Tre;5807;Romania;Europa;1
2021/2022;Roma UNICUSANO - telematica;5815;Romania;Europa;9
2021/2022;Roma UNINETTUNO - telematica;5813;Romania;Europa;5
2021/2022;Roma UNITELMA - telematica;5811;Romania;Europa;1
2021/2022;Rozzano (MI) Humanitas University;1510;Romania;Europa;2
2021/2022;Salento;7501;Romania;Europa;1
2021/2022;Salerno;6501;Romania;Europa;1
2021/2022;Sassari;9001;Romania;Europa;3
2021/2022;Siena;5201;Romania;Europa;7
2021/2022;Siena Stranieri;5202;Romania;Europa;1
2021/2022;Torino;101;Romania;Europa;10
2021/2022;Torino Politecnico;102;Romania;Europa;1
2021/2022;Trieste;3201;Romania;Europa;3
2021/2022;Udine;3001;Romania;Europa;3
2021/2022;Urbino;4101;Romania;Europa;2
2021/2022;Verona;2301;Romania;Europa;6
2021/2022;Bologna;3701;San Marino;Europa;33
2021/2022;Bolzano;2101;San Marino;Europa;1
2021/2022;Ferrara;3801;San Marino;Europa;1
2021/2022;Marche;4201;San Marino;Europa;2
2021/2022;Milano;1501;San Marino;Europa;1
2021/2022;Milano Politecnico;1502;San Marino;Europa;5
2021/2022;Modena e Reggio Emilia;3601;San Marino;Europa;2
2021/2022;Novedrate e-Campus - telematica;1301;San Marino;Europa;1
2021/2022;Padova;2801;San Marino;Europa;2
2021/2022;Parma;3401;San Marino;Europa;5
2021/2022;Roma Europea;5812;San Marino;Europa;1
2021/2022;Roma Luiss;5805;San Marino;Europa;1
2021/2022;Torino Politecnico;102;San Marino;Europa;1
2021/2022;Trieste;3201;San Marino;Europa;1
2021/2022;Urbino;4101;San Marino;Europa;15
2021/2022;Bologna;3701;Serbia;Europa;5
2021/2022;Bolzano;2101;Serbia;Europa;1
2021/2022;Ca' Foscari Venezia;2701;Serbia;Europa;13
2021/2022;Camerino;4302;Serbia;Europa;1
2021/2022;Firenze;4801;Serbia;Europa;1
2021/2022;Milano;1501;Serbia;Europa;2
2021/2022;Milano Bocconi;1503;Serbia;Europa;16
2021/2022;Milano Cattolica;1504;Serbia;Europa;16
2021/2022;Milano IULM;1505;Serbia;Europa;5
2021/2022;Milano Politecnico;1502;Serbia;Europa;2
2021/2022;Padova;2801;Serbia;Europa;9
2021/2022;Piemonte Orientale;201;Serbia;Europa;2
2021/2022;Roma La Sapienza;5801;Serbia;Europa;1
2021/2022;Roma Luiss;5805;Serbia;Europa;5
2021/2022;Trento;2201;Serbia;Europa;1
2021/2022;Trieste;3201;Serbia;Europa;4
2021/2022;Udine;3001;Serbia;Europa;1
2021/2022;Verona;2301;Serbia;Europa;2
2021/2022;Bolzano;2101;Slovacchia;Europa;1
2021/2022;Chieti e Pescara;6901;Slovacchia;Europa;1
2021/2022;Foggia;7101;Slovacchia;Europa;1
2021/2022;Marche;4201;Slovacchia;Europa;1
2021/2022;Milano;1501;Slovacchia;Europa;1
2021/2022;Milano Bocconi;1503;Slovacchia;Europa;3
2021/2022;Milano Cattolica;1504;Slovacchia;Europa;1
2021/2022;Milano Politecnico;1502;Slovacchia;Europa;1
2021/2022;Napoli L'Orientale;6303;Slovacchia;Europa;1
2021/2022;Padova;2801;Slovacchia;Europa;1
2021/2022;Pisa;5001;Slovacchia;Europa;1
2021/2022;Roma LUMSA;5803;Slovacchia;Europa;1
2021/2022;Roma San Raffaele - telematica;5816;Slovacchia;Europa;1
2021/2022;Roma UNICUSANO - telematica;5815;Slovacchia;Europa;1
