ANNO_ACCADEMICO;CODICE_REGIONE;NOME_REGIONE;CODICE_ENTE;NOME_ENTE;CODICE_ISTITUTO;NOME_ISTITUTO;TIPO_ISTITUTO;CODICE_INTERVENTO;DESCRIZIONE_INTERVENTO;INTERVENTI_LAUREA;INTERVENTI_LAUREA_EXTRA_UE;INTERVENTI_DOTTORATO;INTERVENTI_SPECIALIZZAZIONE
2024-2025 ;02;Valle d'Aosta;0201;Regione Autonoma Valle d'Aosta - Struttura Politiche Educative;007501007003;Istituto superiore di studi musicali della Valle d'Aosta;AltaFormazione;30;(*) Borse di studio - precisazioni - N° borse concesse tramite FSE e altri fondi europei (PON, PNRR);4;1;;
2024-2025 ;03;Lombardia;0302;Politecnico di Milano - Servizio DSU e mobilità internazionale;01502;Politecnico di Milano;Ateneo;1;Borse di studio - N° domande;10403;5882;48;0
2024-2025 ;03;Lombardia;0302;Politecnico di Milano - Servizio DSU e mobilità internazionale;01502;Politecnico di Milano;Ateneo;2;Borse di studio - N° idonei (beneficiari e non beneficiari);6409;4109;18;0
2024-2025 ;03;Lombardia;0302;Politecnico di Milano - Servizio DSU e mobilità internazionale;01502;Politecnico di Milano;Ateneo;3;Borse di studio - N° borse concesse - incluse borse concesse con FSE e altri fondi europei (PON, PNRR) (*);6409;4109;18;0
2024-2025 ;03;Lombardia;0302;Politecnico di Milano - Servizio DSU e mobilità internazionale;01502;Politecnico di Milano;Ateneo;4;Prestiti di onore e altri prestiti agevolati - N° domande;0;0;0;0
2024-2025 ;03;Lombardia;0302;Politecnico di Milano - Servizio DSU e mobilità internazionale;01502;Politecnico di Milano;Ateneo;5;Prestiti di onore e altri prestiti agevolati - N° prestiti concessi;0;0;0;0
2024-2025 ;03;Lombardia;0302;Politecnico di Milano - Servizio DSU e mobilità internazionale;01502;Politecnico di Milano;Ateneo;6;Mobilità internazionale - N° domande contributi;1216;842;1;0
2024-2025 ;03;Lombardia;0302;Politecnico di Milano - Servizio DSU e mobilità internazionale;01502;Politecnico di Milano;Ateneo;7;Mobilità internazionale - N° contributi concessi;0;0;0;0
2024-2025 ;03;Lombardia;0302;Politecnico di Milano - Servizio DSU e mobilità internazionale;01502;Politecnico di Milano;Ateneo;8;Mobilità internazionale - N° complessivo di mesi in mobilità;0;0;0;0
2024-2025 ;03;Lombardia;0302;Politecnico di Milano - Servizio DSU e mobilità internazionale;01502;Politecnico di Milano;Ateneo;9;Interventi a favore di studenti in situazione di disabilità - N° domande;26;6;0;0
2024-2025 ;03;Lombardia;0302;Politecnico di Milano - Servizio DSU e mobilità internazionale;01502;Politecnico di Milano;Ateneo;10;Interventi a favore di studenti in situazione di disabilità - N° interventi concessi;19;5;0;0
2024-2025 ;03;Lombardia;0302;Politecnico di Milano - Servizio DSU e mobilità internazionale;01502;Politecnico di Milano;Ateneo;11;Attività di collaborazione a tempo parziale - N° collaborazioni;0;0;0;0
2024-2025 ;03;Lombardia;0302;Politecnico di Milano - Servizio DSU e mobilità internazionale;01502;Politecnico di Milano;Ateneo;12;Attività di collaborazione a tempo parziale - Retribuzione oraria (euro);0;0;0;0
2024-2025 ;03;Lombardia;0302;Politecnico di Milano - Servizio DSU e mobilità internazionale;01502;Politecnico di Milano;Ateneo;13;Posti alloggio e contributi-alloggio - N° domande posti alloggio;4392;1072;12;0
2024-2025 ;03;Lombardia;0302;Politecnico di Milano - Servizio DSU e mobilità internazionale;01502;Politecnico di Milano;Ateneo;14;Posti alloggio e contributi-alloggio - N° posti alloggio assegnati;985;348;2;0
2024-2025 ;03;Lombardia;0302;Politecnico di Milano - Servizio DSU e mobilità internazionale;01502;Politecnico di Milano;Ateneo;15;Posti alloggio e contributi-alloggio - N° posti alloggio assegnati - di cui posti a borsisti;985;348;2;0
2024-2025 ;03;Lombardia;0302;Politecnico di Milano - Servizio DSU e mobilità internazionale;01502;Politecnico di Milano;Ateneo;16;Posti alloggio e contributi-alloggio - N° posti alloggio assegnati - di cui posti a idonei non borsisti;0;0;0;0
2024-2025 ;03;Lombardia;0302;Politecnico di Milano - Servizio DSU e mobilità internazionale;01502;Politecnico di Milano;Ateneo;17;Posti alloggio e contributi-alloggio - N° posti alloggio assegnati - di cui posti a studenti non idonei alla borsa;0;0;0;0
2024-2025 ;03;Lombardia;0302;Politecnico di Milano - Servizio DSU e mobilità internazionale;01502;Politecnico di Milano;Ateneo;18;Posti alloggio e contributi-alloggio - N° domande contributi-alloggio;0;0;0;0
2024-2025 ;03;Lombardia;0302;Politecnico di Milano - Servizio DSU e mobilità internazionale;01502;Politecnico di Milano;Ateneo;19;Posti alloggio e contributi-alloggio - N° contributi-alloggio assegnati;0;0;0;0
2024-2025 ;03;Lombardia;0302;Politecnico di Milano - Servizio DSU e mobilità internazionale;01502;Politecnico di Milano;Ateneo;20;Posti alloggio e contributi-alloggio - N° contributi-alloggio assegnati - di cui contributi a borsisti (non beneficiari di alloggio);0;0;0;0
2024-2025 ;03;Lombardia;0302;Politecnico di Milano - Servizio DSU e mobilità internazionale;01502;Politecnico di Milano;Ateneo;21;Posti alloggio e contributi-alloggio - N° contributi-alloggio assegnati - di cui contributi a idonei non borsisti  (non beneficiari di alloggio);0;0;0;0
2024-2025 ;03;Lombardia;0302;Politecnico di Milano - Servizio DSU e mobilità internazionale;01502;Politecnico di Milano;Ateneo;22;Posti alloggio e contributi-alloggio - N° contributi-alloggio assegnati - di cui contributi a studenti non idonei alla borsa;0;0;0;0
2024-2025 ;03;Lombardia;0302;Politecnico di Milano - Servizio DSU e mobilità internazionale;01502;Politecnico di Milano;Ateneo;23;Altri interventi di tipo finanziario - N° premi per il conseguimento del titolo;41;32;0;0
2024-2025 ;03;Lombardia;0302;Politecnico di Milano - Servizio DSU e mobilità internazionale;01502;Politecnico di Milano;Ateneo;24;Altri interventi di tipo finanziario - N° contributi finanziari per il trasporto;0;0;0;0
2024-2025 ;03;Lombardia;0302;Politecnico di Milano - Servizio DSU e mobilità internazionale;01502;Politecnico di Milano;Ateneo;25;Altri interventi di tipo finanziario - N° contributi straordinari;0;0;0;0
2024-2025 ;03;Lombardia;0302;Politecnico di Milano - Servizio DSU e mobilità internazionale;01502;Politecnico di Milano;Ateneo;26;Altri interventi di tipo finanziario - N° altri sussidi concessi;0;0;0;0
2024-2025 ;03;Lombardia;0302;Politecnico di Milano - Servizio DSU e mobilità internazionale;01502;Politecnico di Milano;Ateneo;27;(*) Borse di studio - precisazioni - N° borse concesse a studenti in sede;386;54;0;0
2024-2025 ;03;Lombardia;0302;Politecnico di Milano - Servizio DSU e mobilità internazionale;01502;Politecnico di Milano;Ateneo;28;(*) Borse di studio - precisazioni - N° borse concesse a studenti pendolari;1591;627;2;0
2024-2025 ;03;Lombardia;0302;Politecnico di Milano - Servizio DSU e mobilità internazionale;01502;Politecnico di Milano;Ateneo;29;(*) Borse di studio - precisazioni - N° borse concesse a studenti fuori sede;4432;3428;16;0
2024-2025 ;03;Lombardia;0302;Politecnico di Milano - Servizio DSU e mobilità internazionale;01502;Politecnico di Milano;Ateneo;30;(*) Borse di studio - precisazioni - N° borse concesse tramite FSE e altri fondi europei (PON, PNRR);884;462;0;0
2024-2025 ;03;Lombardia;0303;EDiSU di Pavia;01801;Università degli Studi di Pavia;Ateneo;1;Borse di studio - N° domande;4809;1961;55;11
2024-2025 ;03;Lombardia;0303;EDiSU di Pavia;01801;Università degli Studi di Pavia;Ateneo;2;Borse di studio - N° idonei (beneficiari e non beneficiari);2830;1039;0;5
2024-2025 ;03;Lombardia;0303;EDiSU di Pavia;01801;Università degli Studi di Pavia;Ateneo;3;Borse di studio - N° borse concesse - incluse borse concesse con FSE e altri fondi europei (PON, PNRR) (*);2553;952;0;5
2024-2025 ;03;Lombardia;0303;EDiSU di Pavia;01801;Università degli Studi di Pavia;Ateneo;4;Prestiti di onore e altri prestiti agevolati - N° domande;0;0;0;0
2024-2025 ;03;Lombardia;0303;EDiSU di Pavia;01801;Università degli Studi di Pavia;Ateneo;5;Prestiti di onore e altri prestiti agevolati - N° prestiti concessi;0;0;0;0
2024-2025 ;03;Lombardia;0303;EDiSU di Pavia;01801;Università degli Studi di Pavia;Ateneo;6;Mobilità internazionale - N° domande contributi;176;70;0;0
2024-2025 ;03;Lombardia;0303;EDiSU di Pavia;01801;Università degli Studi di Pavia;Ateneo;7;Mobilità internazionale - N° contributi concessi;38;9;0;0
2024-2025 ;03;Lombardia;0303;EDiSU di Pavia;01801;Università degli Studi di Pavia;Ateneo;8;Mobilità internazionale - N° complessivo di mesi in mobilità;241;57;0;0
2024-2025 ;03;Lombardia;0303;EDiSU di Pavia;01801;Università degli Studi di Pavia;Ateneo;9;Interventi a favore di studenti in situazione di disabilità - N° domande;19;4;0;0
2024-2025 ;03;Lombardia;0303;EDiSU di Pavia;01801;Università degli Studi di Pavia;Ateneo;10;Interventi a favore di studenti in situazione di disabilità - N° interventi concessi;19;4;0;0
2024-2025 ;03;Lombardia;0303;EDiSU di Pavia;01801;Università degli Studi di Pavia;Ateneo;11;Attività di collaborazione a tempo parziale - N° collaborazioni;97;10;1;0
2024-2025 ;03;Lombardia;0303;EDiSU di Pavia;01801;Università degli Studi di Pavia;Ateneo;12;Attività di collaborazione a tempo parziale - Retribuzione oraria (euro);8,21;7,3;10;0
2024-2025 ;03;Lombardia;0303;EDiSU di Pavia;01801;Università degli Studi di Pavia;Ateneo;13;Posti alloggio e contributi-alloggio - N° domande posti alloggio;2851;987;36;8
2024-2025 ;03;Lombardia;0303;EDiSU di Pavia;01801;Università degli Studi di Pavia;Ateneo;14;Posti alloggio e contributi-alloggio - N° posti alloggio assegnati;1405;378;36;8
2024-2025 ;03;Lombardia;0303;EDiSU di Pavia;01801;Università degli Studi di Pavia;Ateneo;15;Posti alloggio e contributi-alloggio - N° posti alloggio assegnati - di cui posti a borsisti;633;225;0;0
2024-2025 ;03;Lombardia;0303;EDiSU di Pavia;01801;Università degli Studi di Pavia;Ateneo;16;Posti alloggio e contributi-alloggio - N° posti alloggio assegnati - di cui posti a idonei non borsisti;57;19;0;0
2024-2025 ;03;Lombardia;0303;EDiSU di Pavia;01801;Università degli Studi di Pavia;Ateneo;17;Posti alloggio e contributi-alloggio - N° posti alloggio assegnati - di cui posti a studenti non idonei alla borsa;715;134;36;8
2024-2025 ;03;Lombardia;0303;EDiSU di Pavia;01801;Università degli Studi di Pavia;Ateneo;18;Posti alloggio e contributi-alloggio - N° domande contributi-alloggio;0;0;0;0
2024-2025 ;03;Lombardia;0303;EDiSU di Pavia;01801;Università degli Studi di Pavia;Ateneo;19;Posti alloggio e contributi-alloggio - N° contributi-alloggio assegnati;0;0;0;0
2024-2025 ;03;Lombardia;0303;EDiSU di Pavia;01801;Università degli Studi di Pavia;Ateneo;20;Posti alloggio e contributi-alloggio - N° contributi-alloggio assegnati - di cui contributi a borsisti (non beneficiari di alloggio);0;0;0;0
2024-2025 ;03;Lombardia;0303;EDiSU di Pavia;01801;Università degli Studi di Pavia;Ateneo;21;Posti alloggio e contributi-alloggio - N° contributi-alloggio assegnati - di cui contributi a idonei non borsisti  (non beneficiari di alloggio);0;0;0;0
2024-2025 ;03;Lombardia;0303;EDiSU di Pavia;01801;Università degli Studi di Pavia;Ateneo;22;Posti alloggio e contributi-alloggio - N° contributi-alloggio assegnati - di cui contributi a studenti non idonei alla borsa;0;0;0;0
2024-2025 ;03;Lombardia;0303;EDiSU di Pavia;01801;Università degli Studi di Pavia;Ateneo;23;Altri interventi di tipo finanziario - N° premi per il conseguimento del titolo;0;0;0;0
2024-2025 ;03;Lombardia;0303;EDiSU di Pavia;01801;Università degli Studi di Pavia;Ateneo;24;Altri interventi di tipo finanziario - N° contributi finanziari per il trasporto;9865;0;0;0
2024-2025 ;03;Lombardia;0303;EDiSU di Pavia;01801;Università degli Studi di Pavia;Ateneo;25;Altri interventi di tipo finanziario - N° contributi straordinari;96;47;0;0
2024-2025 ;03;Lombardia;0303;EDiSU di Pavia;01801;Università degli Studi di Pavia;Ateneo;26;Altri interventi di tipo finanziario - N° altri sussidi concessi;373;80;2;0
2024-2025 ;03;Lombardia;0303;EDiSU di Pavia;01801;Università degli Studi di Pavia;Ateneo;27;(*) Borse di studio - precisazioni - N° borse concesse a studenti in sede;140;15;0;0
2024-2025 ;03;Lombardia;0303;EDiSU di Pavia;01801;Università degli Studi di Pavia;Ateneo;28;(*) Borse di studio - precisazioni - N° borse concesse a studenti pendolari;684;168;0;4
2024-2025 ;03;Lombardia;0303;EDiSU di Pavia;01801;Università degli Studi di Pavia;Ateneo;29;(*) Borse di studio - precisazioni - N° borse concesse a studenti fuori sede;1729;769;0;1
2024-2025 ;03;Lombardia;0303;EDiSU di Pavia;01801;Università degli Studi di Pavia;Ateneo;30;(*) Borse di studio - precisazioni - N° borse concesse tramite FSE e altri fondi europei (PON, PNRR);438;132;0;4
2024-2025 ;03;Lombardia;0304;ISU Bocconi - Centro per il DSU - Università commerciale L.Bocconi;01503;Università Commerciale Luigi Bocconi di Milano;Ateneo;1;Borse di studio - N° domande;1176;497;0;0
2024-2025 ;03;Lombardia;0304;ISU Bocconi - Centro per il DSU - Università commerciale L.Bocconi;01503;Università Commerciale Luigi Bocconi di Milano;Ateneo;2;Borse di studio - N° idonei (beneficiari e non beneficiari);955;413;0;0
2024-2025 ;03;Lombardia;0304;ISU Bocconi - Centro per il DSU - Università commerciale L.Bocconi;01503;Università Commerciale Luigi Bocconi di Milano;Ateneo;3;Borse di studio - N° borse concesse - incluse borse concesse con FSE e altri fondi europei (PON, PNRR) (*);947;408;0;0
2024-2025 ;03;Lombardia;0304;ISU Bocconi - Centro per il DSU - Università commerciale L.Bocconi;01503;Università Commerciale Luigi Bocconi di Milano;Ateneo;4;Prestiti di onore e altri prestiti agevolati - N° domande;0;0;0;0
2024-2025 ;03;Lombardia;0304;ISU Bocconi - Centro per il DSU - Università commerciale L.Bocconi;01503;Università Commerciale Luigi Bocconi di Milano;Ateneo;5;Prestiti di onore e altri prestiti agevolati - N° prestiti concessi;0;0;0;0
2024-2025 ;03;Lombardia;0304;ISU Bocconi - Centro per il DSU - Università commerciale L.Bocconi;01503;Università Commerciale Luigi Bocconi di Milano;Ateneo;6;Mobilità internazionale - N° domande contributi;139;31;0;0
2024-2025 ;03;Lombardia;0304;ISU Bocconi - Centro per il DSU - Università commerciale L.Bocconi;01503;Università Commerciale Luigi Bocconi di Milano;Ateneo;7;Mobilità internazionale - N° contributi concessi;139;31;0;0
2024-2025 ;03;Lombardia;0304;ISU Bocconi - Centro per il DSU - Università commerciale L.Bocconi;01503;Università Commerciale Luigi Bocconi di Milano;Ateneo;8;Mobilità internazionale - N° complessivo di mesi in mobilità;582;107;0;0
2024-2025 ;03;Lombardia;0304;ISU Bocconi - Centro per il DSU - Università commerciale L.Bocconi;01503;Università Commerciale Luigi Bocconi di Milano;Ateneo;9;Interventi a favore di studenti in situazione di disabilità - N° domande;0;0;0;0
2024-2025 ;03;Lombardia;0304;ISU Bocconi - Centro per il DSU - Università commerciale L.Bocconi;01503;Università Commerciale Luigi Bocconi di Milano;Ateneo;10;Interventi a favore di studenti in situazione di disabilità - N° interventi concessi;0;0;0;0
2024-2025 ;03;Lombardia;0304;ISU Bocconi - Centro per il DSU - Università commerciale L.Bocconi;01503;Università Commerciale Luigi Bocconi di Milano;Ateneo;11;Attività di collaborazione a tempo parziale - N° collaborazioni;0;0;0;0
2024-2025 ;03;Lombardia;0304;ISU Bocconi - Centro per il DSU - Università commerciale L.Bocconi;01503;Università Commerciale Luigi Bocconi di Milano;Ateneo;12;Attività di collaborazione a tempo parziale - Retribuzione oraria (euro);0;0;0;0
2024-2025 ;03;Lombardia;0304;ISU Bocconi - Centro per il DSU - Università commerciale L.Bocconi;01503;Università Commerciale Luigi Bocconi di Milano;Ateneo;13;Posti alloggio e contributi-alloggio - N° domande posti alloggio;578;280;5;0
2024-2025 ;03;Lombardia;0304;ISU Bocconi - Centro per il DSU - Università commerciale L.Bocconi;01503;Università Commerciale Luigi Bocconi di Milano;Ateneo;14;Posti alloggio e contributi-alloggio - N° posti alloggio assegnati;395;203;4;0
2024-2025 ;03;Lombardia;0304;ISU Bocconi - Centro per il DSU - Università commerciale L.Bocconi;01503;Università Commerciale Luigi Bocconi di Milano;Ateneo;15;Posti alloggio e contributi-alloggio - N° posti alloggio assegnati - di cui posti a borsisti;388;201;0;0
2024-2025 ;03;Lombardia;0304;ISU Bocconi - Centro per il DSU - Università commerciale L.Bocconi;01503;Università Commerciale Luigi Bocconi di Milano;Ateneo;16;Posti alloggio e contributi-alloggio - N° posti alloggio assegnati - di cui posti a idonei non borsisti;0;0;0;0
2024-2025 ;03;Lombardia;0304;ISU Bocconi - Centro per il DSU - Università commerciale L.Bocconi;01503;Università Commerciale Luigi Bocconi di Milano;Ateneo;17;Posti alloggio e contributi-alloggio - N° posti alloggio assegnati - di cui posti a studenti non idonei alla borsa;7;2;4;0
2024-2025 ;03;Lombardia;0304;ISU Bocconi - Centro per il DSU - Università commerciale L.Bocconi;01503;Università Commerciale Luigi Bocconi di Milano;Ateneo;18;Posti alloggio e contributi-alloggio - N° domande contributi-alloggio;0;0;0;0
2024-2025 ;03;Lombardia;0304;ISU Bocconi - Centro per il DSU - Università commerciale L.Bocconi;01503;Università Commerciale Luigi Bocconi di Milano;Ateneo;19;Posti alloggio e contributi-alloggio - N° contributi-alloggio assegnati;0;0;0;0
2024-2025 ;03;Lombardia;0304;ISU Bocconi - Centro per il DSU - Università commerciale L.Bocconi;01503;Università Commerciale Luigi Bocconi di Milano;Ateneo;20;Posti alloggio e contributi-alloggio - N° contributi-alloggio assegnati - di cui contributi a borsisti (non beneficiari di alloggio);0;0;0;0
2024-2025 ;03;Lombardia;0304;ISU Bocconi - Centro per il DSU - Università commerciale L.Bocconi;01503;Università Commerciale Luigi Bocconi di Milano;Ateneo;21;Posti alloggio e contributi-alloggio - N° contributi-alloggio assegnati - di cui contributi a idonei non borsisti  (non beneficiari di alloggio);0;0;0;0
2024-2025 ;03;Lombardia;0304;ISU Bocconi - Centro per il DSU - Università commerciale L.Bocconi;01503;Università Commerciale Luigi Bocconi di Milano;Ateneo;22;Posti alloggio e contributi-alloggio - N° contributi-alloggio assegnati - di cui contributi a studenti non idonei alla borsa;0;0;0;0
