Year,Series,Subject,Region,Local authority,Sex,Ethnicity,Ethnic group,Special educational needs (SEN) status,Disadvantaged status,Free school meal status,First language,Unit measure,Observation status,GeoCode,Value
2021 to 2022,Attainment at age 11,Reading,London,Hounslow,,,,,,,,Percentage (%),Normal value,E12000007,76.0
2021 to 2022,Attainment at age 11,Reading,London,Islington,Female,Other ethnic group,,,,,,Percentage (%),Normal value,E12000007,72.0
2021 to 2022,Attainment at age 11,Reading,London,Islington,Female,Asian,,,,,,Percentage (%),Normal value,E12000007,89.0
2021 to 2022,Attainment at age 11,Reading,London,Islington,Female,Black,,,,,,Percentage (%),Normal value,E12000007,79.0
2021 to 2022,Attainment at age 11,Reading,London,Islington,Female,Mixed,,,,,,Percentage (%),Normal value,E12000007,79.0
2021 to 2022,Attainment at age 11,Reading,London,Islington,Female,Unclassified,,,,,,Percentage (%),Normal value,E12000007,63.0
2021 to 2022,Attainment at age 11,Reading,London,Islington,Female,White,,,,,,Percentage (%),Normal value,E12000007,88.0
2021 to 2022,Attainment at age 11,Reading,London,Islington,Female,,,All SEN,,,,Percentage (%),Normal value,E12000007,48.0
2021 to 2022,Attainment at age 11,Reading,London,Islington,Female,,,No SEN,,,,Percentage (%),Normal value,E12000007,90.0
2021 to 2022,Attainment at age 11,Reading,London,Islington,Female,,,,Disadvantaged,,,Percentage (%),Normal value,E12000007,77.0
2021 to 2022,Attainment at age 11,Reading,London,Islington,Female,,,,Not known to be disadvantaged,,,Percentage (%),Normal value,E12000007,89.0
2021 to 2022,Attainment at age 11,Reading,London,Islington,Female,,,,,FSM eligible,,Percentage (%),Normal value,E12000007,75.0
2021 to 2022,Attainment at age 11,Reading,London,Islington,Female,,,,,Not known to be FSM eligible,,Percentage (%),Normal value,E12000007,89.0
2021 to 2022,Attainment at age 11,Reading,London,Islington,Female,,,,,,First language unclassified,Percentage (%),Normal value,E12000007,0.0
2021 to 2022,Attainment at age 11,Reading,London,Islington,Female,,,,,,Known or believed to be english,Percentage (%),Normal value,E12000007,82.0
2021 to 2022,Attainment at age 11,Reading,London,Islington,Female,,,,,,Known or believed to be other than english,Percentage (%),Normal value,E12000007,85.0
2021 to 2022,Attainment at age 11,Reading,London,Islington,Female,,,,,,,Percentage (%),Normal value,E12000007,83.0
2021 to 2022,Attainment at age 11,Reading,London,Islington,Male,Other ethnic group,,,,,,Percentage (%),Normal value,E12000007,65.0
2021 to 2022,Attainment at age 11,Reading,London,Islington,Male,Asian,,,,,,Percentage (%),Normal value,E12000007,83.0
2021 to 2022,Attainment at age 11,Reading,London,Islington,Male,Black,,,,,,Percentage (%),Normal value,E12000007,67.0
2021 to 2022,Attainment at age 11,Reading,London,Islington,Male,Mixed,,,,,,Percentage (%),Normal value,E12000007,74.0
2021 to 2022,Attainment at age 11,Reading,London,Islington,Male,Unclassified,,,,,,Percentage (%),Normal value,E12000007,44.0
2021 to 2022,Attainment at age 11,Reading,London,Islington,Male,White,,,,,,Percentage (%),Normal value,E12000007,74.0
2021 to 2022,Attainment at age 11,Reading,London,Islington,Male,,,All SEN,,,,Percentage (%),Normal value,E12000007,44.0
2021 to 2022,Attainment at age 11,Reading,London,Islington,Male,,,No SEN,,,,Percentage (%),Normal value,E12000007,86.0
2021 to 2022,Attainment at age 11,Reading,London,Islington,Male,,,,Disadvantaged,,,Percentage (%),Normal value,E12000007,65.0
2021 to 2022,Attainment at age 11,Reading,London,Islington,Male,,,,Not known to be disadvantaged,,,Percentage (%),Normal value,E12000007,80.0
2021 to 2022,Attainment at age 11,Reading,London,Islington,Male,,,,,FSM eligible,,Percentage (%),Normal value,E12000007,64.0
2021 to 2022,Attainment at age 11,Reading,London,Islington,Male,,,,,Not known to be FSM eligible,,Percentage (%),Normal value,E12000007,79.0
2021 to 2022,Attainment at age 11,Reading,London,Islington,Male,,,,,,First language unclassified,Percentage (%),Missing value,E12000007,
2021 to 2022,Attainment at age 11,Reading,London,Islington,Male,,,,,,Known or believed to be english,Percentage (%),Normal value,E12000007,72.0
2021 to 2022,Attainment at age 11,Reading,London,Islington,Male,,,,,,Known or believed to be other than english,Percentage (%),Normal value,E12000007,73.0
2021 to 2022,Attainment at age 11,Reading,London,Islington,Male,,,,,,,Percentage (%),Normal value,E12000007,72.0
2021 to 2022,Attainment at age 11,Reading,London,Islington,,Other ethnic group,,,,,,Percentage (%),Normal value,E12000007,68.0
2021 to 2022,Attainment at age 11,Reading,London,Islington,,Asian,,,,,,Percentage (%),Normal value,E12000007,86.0
2021 to 2022,Attainment at age 11,Reading,London,Islington,,Black,,,,,,Percentage (%),Normal value,E12000007,73.0
2021 to 2022,Attainment at age 11,Reading,London,Islington,,Mixed,,,,,,Percentage (%),Normal value,E12000007,76.0
2021 to 2022,Attainment at age 11,Reading,London,Islington,,Unclassified,,,,,,Percentage (%),Normal value,E12000007,56.0
2021 to 2022,Attainment at age 11,Reading,London,Islington,,White,,,,,,Percentage (%),Normal value,E12000007,80.0
2021 to 2022,Attainment at age 11,Reading,London,Islington,,,,All SEN,,,,Percentage (%),Normal value,E12000007,45.0
2021 to 2022,Attainment at age 11,Reading,London,Islington,,,,No SEN,,,,Percentage (%),Normal value,E12000007,89.0
2021 to 2022,Attainment at age 11,Reading,London,Islington,,,,,Disadvantaged,,,Percentage (%),Normal value,E12000007,71.0
2021 to 2022,Attainment at age 11,Reading,London,Islington,,,,,Not known to be disadvantaged,,,Percentage (%),Normal value,E12000007,85.0
2021 to 2022,Attainment at age 11,Reading,London,Islington,,,,,,FSM eligible,,Percentage (%),Normal value,E12000007,69.0
2021 to 2022,Attainment at age 11,Reading,London,Islington,,,,,,Not known to be FSM eligible,,Percentage (%),Normal value,E12000007,84.0
2021 to 2022,Attainment at age 11,Reading,London,Islington,,,,,,,First language unclassified,Percentage (%),Normal value,E12000007,0.0
2021 to 2022,Attainment at age 11,Reading,London,Islington,,,,,,,Known or believed to be english,Percentage (%),Normal value,E12000007,77.0
2021 to 2022,Attainment at age 11,Reading,London,Islington,,,,,,,Known or believed to be other than english,Percentage (%),Normal value,E12000007,79.0
2021 to 2022,Attainment at age 11,Reading,London,Islington,,,,,,,,Percentage (%),Normal value,E12000007,77.0
2021 to 2022,Attainment at age 11,Reading,London,Kensington and Chelsea,Female,Other ethnic group,,,,,,Percentage (%),Normal value,E12000007,84.0
2021 to 2022,Attainment at age 11,Reading,London,Kensington and Chelsea,Female,Asian,,,,,,Percentage (%),Normal value,E12000007,93.0
2021 to 2022,Attainment at age 11,Reading,London,Kensington and Chelsea,Female,Black,,,,,,Percentage (%),Normal value,E12000007,86.0
2021 to 2022,Attainment at age 11,Reading,London,Kensington and Chelsea,Female,Mixed,,,,,,Percentage (%),Normal value,E12000007,94.0
2021 to 2022,Attainment at age 11,Reading,London,Kensington and Chelsea,Female,Unclassified,,,,,,Percentage (%),Normal value,E12000007,71.0
2021 to 2022,Attainment at age 11,Reading,London,Kensington and Chelsea,Female,White,,,,,,Percentage (%),Normal value,E12000007,94.0
2021 to 2022,Attainment at age 11,Reading,London,Kensington and Chelsea,Female,,,All SEN,,,,Percentage (%),Normal value,E12000007,57.0
2021 to 2022,Attainment at age 11,Reading,London,Kensington and Chelsea,Female,,,No SEN,,,,Percentage (%),Normal value,E12000007,97.0
2021 to 2022,Attainment at age 11,Reading,London,Kensington and Chelsea,Female,,,,Disadvantaged,,,Percentage (%),Normal value,E12000007,86.0
2021 to 2022,Attainment at age 11,Reading,London,Kensington and Chelsea,Female,,,,Not known to be disadvantaged,,,Percentage (%),Normal value,E12000007,91.0
2021 to 2022,Attainment at age 11,Reading,London,Kensington and Chelsea,Female,,,,,FSM eligible,,Percentage (%),Normal value,E12000007,84.0
2021 to 2022,Attainment at age 11,Reading,London,Kensington and Chelsea,Female,,,,,Not known to be FSM eligible,,Percentage (%),Normal value,E12000007,92.0
2021 to 2022,Attainment at age 11,Reading,London,Kensington and Chelsea,Female,,,,,,First language unclassified,Percentage (%),Normal value,E12000007,14.0
2021 to 2022,Attainment at age 11,Reading,London,Kensington and Chelsea,Female,,,,,,Known or believed to be english,Percentage (%),Normal value,E12000007,91.0
2021 to 2022,Attainment at age 11,Reading,London,Kensington and Chelsea,Female,,,,,,Known or believed to be other than english,Percentage (%),Normal value,E12000007,91.0
2021 to 2022,Attainment at age 11,Reading,London,Kensington and Chelsea,Female,,,,,,,Percentage (%),Normal value,E12000007,89.0
2021 to 2022,Attainment at age 11,Reading,London,Kensington and Chelsea,Male,Other ethnic group,,,,,,Percentage (%),Normal value,E12000007,72.0
2021 to 2022,Attainment at age 11,Reading,London,Kensington and Chelsea,Male,Asian,,,,,,Percentage (%),Normal value,E12000007,71.0
2021 to 2022,Attainment at age 11,Reading,London,Kensington and Chelsea,Male,Black,,,,,,Percentage (%),Normal value,E12000007,76.0
2021 to 2022,Attainment at age 11,Reading,London,Kensington and Chelsea,Male,Mixed,,,,,,Percentage (%),Normal value,E12000007,82.0
2021 to 2022,Attainment at age 11,Reading,London,Kensington and Chelsea,Male,Unclassified,,,,,,Percentage (%),Normal value,E12000007,60.0
2021 to 2022,Attainment at age 11,Reading,London,Kensington and Chelsea,Male,White,,,,,,Percentage (%),Normal value,E12000007,78.0
2021 to 2022,Attainment at age 11,Reading,London,Kensington and Chelsea,Male,,,All SEN,,,,Percentage (%),Normal value,E12000007,43.0
2021 to 2022,Attainment at age 11,Reading,London,Kensington and Chelsea,Male,,,No SEN,,,,Percentage (%),Normal value,E12000007,89.0
2021 to 2022,Attainment at age 11,Reading,London,Kensington and Chelsea,Male,,,,Disadvantaged,,,Percentage (%),Normal value,E12000007,69.0
2021 to 2022,Attainment at age 11,Reading,London,Kensington and Chelsea,Male,,,,Not known to be disadvantaged,,,Percentage (%),Normal value,E12000007,82.0
2021 to 2022,Attainment at age 11,Reading,London,Kensington and Chelsea,Male,,,,,FSM eligible,,Percentage (%),Normal value,E12000007,68.0
2021 to 2022,Attainment at age 11,Reading,London,Kensington and Chelsea,Male,,,,,Not known to be FSM eligible,,Percentage (%),Normal value,E12000007,81.0
2021 to 2022,Attainment at age 11,Reading,London,Kensington and Chelsea,Male,,,,,,First language unclassified,Percentage (%),Normal value,E12000007,0.0
2021 to 2022,Attainment at age 11,Reading,London,Kensington and Chelsea,Male,,,,,,Known or believed to be english,Percentage (%),Normal value,E12000007,75.0
2021 to 2022,Attainment at age 11,Reading,London,Kensington and Chelsea,Male,,,,,,Known or believed to be other than english,Percentage (%),Normal value,E12000007,79.0
2021 to 2022,Attainment at age 11,Reading,London,Kensington and Chelsea,Male,,,,,,,Percentage (%),Normal value,E12000007,76.0
2021 to 2022,Attainment at age 11,Reading,London,Kensington and Chelsea,,Other ethnic group,,,,,,Percentage (%),Normal value,E12000007,78.0
2021 to 2022,Attainment at age 11,Reading,London,Kensington and Chelsea,,Asian,,,,,,Percentage (%),Normal value,E12000007,84.0
2021 to 2022,Attainment at age 11,Reading,London,Kensington and Chelsea,,Black,,,,,,Percentage (%),Normal value,E12000007,81.0
2021 to 2022,Attainment at age 11,Reading,London,Kensington and Chelsea,,Mixed,,,,,,Percentage (%),Normal value,E12000007,87.0
2021 to 2022,Attainment at age 11,Reading,London,Kensington and Chelsea,,Unclassified,,,,,,Percentage (%),Normal value,E12000007,66.0
2021 to 2022,Attainment at age 11,Reading,London,Kensington and Chelsea,,White,,,,,,Percentage (%),Normal value,E12000007,86.0
2021 to 2022,Attainment at age 11,Reading,London,Kensington and Chelsea,,,,All SEN,,,,Percentage (%),Normal value,E12000007,48.0
2021 to 2022,Attainment at age 11,Reading,London,Kensington and Chelsea,,,,No SEN,,,,Percentage (%),Normal value,E12000007,93.0
2021 to 2022,Attainment at age 11,Reading,London,Kensington and Chelsea,,,,,Disadvantaged,,,Percentage (%),Normal value,E12000007,77.0
2021 to 2022,Attainment at age 11,Reading,London,Kensington and Chelsea,,,,,Not known to be disadvantaged,,,Percentage (%),Normal value,E12000007,86.0
2021 to 2022,Attainment at age 11,Reading,London,Kensington and Chelsea,,,,,,FSM eligible,,Percentage (%),Normal value,E12000007,75.0
2021 to 2022,Attainment at age 11,Reading,London,Kensington and Chelsea,,,,,,Not known to be FSM eligible,,Percentage (%),Normal value,E12000007,86.0
2021 to 2022,Attainment at age 11,Reading,London,Kensington and Chelsea,,,,,,,First language unclassified,Percentage (%),Normal value,E12000007,9.0
2021 to 2022,Attainment at age 11,Reading,London,Kensington and Chelsea,,,,,,,Known or believed to be english,Percentage (%),Normal value,E12000007,83.0
2021 to 2022,Attainment at age 11,Reading,London,Kensington and Chelsea,,,,,,,Known or believed to be other than english,Percentage (%),Normal value,E12000007,84.0
2021 to 2022,Attainment at age 11,Reading,London,Kensington and Chelsea,,,,,,,,Percentage (%),Normal value,E12000007,83.0
2021 to 2022,Attainment at age 11,Reading,London,Kingston Upon Thames,Female,Other ethnic group,,,,,,Percentage (%),Normal value,E12000007,79.0
2021 to 2022,Attainment at age 11,Reading,London,Kingston Upon Thames,Female,Asian,,,,,,Percentage (%),Normal value,E12000007,88.0
2021 to 2022,Attainment at age 11,Reading,London,Kingston Upon Thames,Female,Black,,,,,,Percentage (%),Normal value,E12000007,73.0
2021 to 2022,Attainment at age 11,Reading,London,Kingston Upon Thames,Female,Mixed,,,,,,Percentage (%),Normal value,E12000007,88.0
2021 to 2022,Attainment at age 11,Reading,London,Kingston Upon Thames,Female,Unclassified,,,,,,Percentage (%),Normal value,E12000007,75.0
2021 to 2022,Attainment at age 11,Reading,London,Kingston Upon Thames,Female,White,,,,,,Percentage (%),Normal value,E12000007,84.0
2021 to 2022,Attainment at age 11,Reading,London,Kingston Upon Thames,Female,,,All SEN,,,,Percentage (%),Normal value,E12000007,46.0
2021 to 2022,Attainment at age 11,Reading,London,Kingston Upon Thames,Female,,,No SEN,,,,Percentage (%),Normal value,E12000007,91.0
2021 to 2022,Attainment at age 11,Reading,London,Kingston Upon Thames,Female,,,,Disadvantaged,,,Percentage (%),Normal value,E12000007,73.0
2021 to 2022,Attainment at age 11,Reading,London,Kingston Upon Thames,Female,,,,Not known to be disadvantaged,,,Percentage (%),Normal value,E12000007,87.0
2021 to 2022,Attainment at age 11,Reading,London,Kingston Upon Thames,Female,,,,,FSM eligible,,Percentage (%),Normal value,E12000007,70.0
2021 to 2022,Attainment at age 11,Reading,London,Kingston Upon Thames,Female,,,,,Not known to be FSM eligible,,Percentage (%),Normal value,E12000007,87.0
2021 to 2022,Attainment at age 11,Reading,London,Kingston Upon Thames,Female,,,,,,First language unclassified,Percentage (%),Normal value,E12000007,40.0
2021 to 2022,Attainment at age 11,Reading,London,Kingston Upon Thames,Female,,,,,,Known or believed to be english,Percentage (%),Normal value,E12000007,86.0
2021 to 2022,Attainment at age 11,Reading,London,Kingston Upon Thames,Female,,,,,,Known or believed to be other than english,Percentage (%),Normal value,E12000007,82.0
2021 to 2022,Attainment at age 11,Reading,London,Kingston Upon Thames,Female,,,,,,,Percentage (%),Normal value,E12000007,85.0
2021 to 2022,Attainment at age 11,Reading,London,Kingston Upon Thames,Male,Other ethnic group,,,,,,Percentage (%),Normal value,E12000007,80.0
2021 to 2022,Attainment at age 11,Reading,London,Kingston Upon Thames,Male,Asian,,,,,,Percentage (%),Normal value,E12000007,79.0
2021 to 2022,Attainment at age 11,Reading,London,Kingston Upon Thames,Male,Black,,,,,,Percentage (%),Normal value,E12000007,54.0
2021 to 2022,Attainment at age 11,Reading,London,Kingston Upon Thames,Male,Mixed,,,,,,Percentage (%),Normal value,E12000007,78.0
2021 to 2022,Attainment at age 11,Reading,London,Kingston Upon Thames,Male,Unclassified,,,,,,Percentage (%),Normal value,E12000007,83.0
2021 to 2022,Attainment at age 11,Reading,London,Kingston Upon Thames,Male,White,,,,,,Percentage (%),Normal value,E12000007,78.0
2021 to 2022,Attainment at age 11,Reading,London,Kingston Upon Thames,Male,,,All SEN,,,,Percentage (%),Normal value,E12000007,45.0
2021 to 2022,Attainment at age 11,Reading,London,Kingston Upon Thames,Male,,,No SEN,,,,Percentage (%),Normal value,E12000007,88.0
2021 to 2022,Attainment at age 11,Reading,London,Kingston Upon Thames,Male,,,,Disadvantaged,,,Percentage (%),Normal value,E12000007,62.0
2021 to 2022,Attainment at age 11,Reading,London,Kingston Upon Thames,Male,,,,Not known to be disadvantaged,,,Percentage (%),Normal value,E12000007,81.0
2021 to 2022,Attainment at age 11,Reading,London,Kingston Upon Thames,Male,,,,,FSM eligible,,Percentage (%),Normal value,E12000007,60.0
2021 to 2022,Attainment at age 11,Reading,London,Kingston Upon Thames,Male,,,,,Not known to be FSM eligible,,Percentage (%),Normal value,E12000007,80.0
2021 to 2022,Attainment at age 11,Reading,London,Kingston Upon Thames,Male,,,,,,First language unclassified,Percentage (%),Normal value,E12000007,100.0
2021 to 2022,Attainment at age 11,Reading,London,Kingston Upon Thames,Male,,,,,,Known or believed to be english,Percentage (%),Normal value,E12000007,77.0
2021 to 2022,Attainment at age 11,Reading,London,Kingston Upon Thames,Male,,,,,,Known or believed to be other than english,Percentage (%),Normal value,E12000007,78.0
