codice_ente,data_inizio,data_fine,codice_fiscale,denominazione,codice_regione,codice_provincia,codice_comune,sottocomparto
007511248,2026-01-19,9999-12-31,80008350938,ISTITUTO COMPRENSIVO GIOVANNI CADELLI,036,093,N.A.,ENTI_VOL_FIN_IS
007511282,2024-04-29,9999-12-31,80008420434,"ISTITUTO COMPRENSIVO """"GIOVANNI XXIII"""" MOGLIANO",025,043,N.A.,ENTI_VOL_FIN_IS
007511387,2023-11-10,9999-12-31,80008550339,ISTITUTO COMPRENSIVO DI MONTICELLI D'ONGINA,027,033,N.A.,ENTI_VOL_FIN_IS
007511408,2026-02-18,9999-12-31,80008580534,ISTITUTO COMPRENSIVO VANNINI - LAZZARETTI,004,053,N.A.,ENTI_VOL_FIN_IS
007511468,2025-05-05,9999-12-31,80008660526,ISTITUTO COMPRENSIVO RENATO FUCINI,017,052,N.A.,ENTI_VOL_FIN_IS
007511560,2026-01-19,9999-12-31,80008760763,LICEO CLASSICO STATALE QUINTO ORAZIO FLACCO,063,076,N.A.,ENTI_VOL_FIN_IS
007511820,2023-03-20,9999-12-31,80009080385,"IST. ISTRUZIONE SUPERIORE """"G. CARDUCCI",008,038,N.A.,ENTI_VOL_FIN_IS
007512037,2025-02-03,9999-12-31,80009390503,ISTITUTO COMPRENSIVO NICCOLO' PISANO,026,050,N.A.,ENTI_VOL_FIN_IS
007512060,2025-01-02,9999-12-31,80009410871,ISTITUTO DI ISTRUZIONE SUPERIORE G. B. VACCARINI,015,087,N.A.,ENTI_VOL_FIN_IS
007512340,2024-11-25,9999-12-31,80009770332,SCUOLA MEDIA STATALE DANTE - CARDUCCI,032,033,N.A.,ENTI_VOL_FIN_IS
007512374,2023-11-24,9999-12-31,80009830334,ISTITUTO COMPRENSIVO DI RIVERGARO,038,033,N.A.,ENTI_VOL_FIN_IS
007512416,2025-07-28,9999-12-31,80009910045,LICEO SCIENTIFICO E CLASSICO G.PEANO - S.PELLICO,078,004,N.A.,ENTI_VOL_FIN_IS
007512529,2024-07-01,9999-12-31,80010050344,LICEO DELLE SCIENZE UMANE ALBERTINA SANVITALE,027,034,N.A.,ENTI_VOL_FIN_IS
007564937,2023-10-27,9999-12-31,92503580158,ISTITUTO COMPRENSIVO DI ZELO BUON PERSICO,061,098,N.A.,ENTI_VOL_FIN_IS
007565022,2026-02-18,9999-12-31,93000190707,ISTITUTO OMNICOMPRENSIVO STATALE LOMBARDO RADICE - AMATUZIO - PALLOTTA,003,070,N.A.,ENTI_VOL_FIN_IS
007565276,2024-07-01,9999-12-31,93001240154,ISTITUTO DI ISTRUZIONE SUPERIORE GIUSEPPE TORNO,062,015,N.A.,ENTI_VOL_FIN_IS
007565360,2024-10-21,9999-12-31,93001670244,ISTITUTO COMPRENSIVO N. REZZARA,024,024,N.A.,ENTI_VOL_FIN_IS
007565387,2026-03-17,9999-12-31,93001760763,ISTITUTO DI ISTRUZIONE SUPERIORE G. SOLIMENE,043,076,N.A.,ENTI_VOL_FIN_IS
007566068,2025-04-11,9999-12-31,93005450635,ISTITUTO SUPERIORE S. PERTINI,002,063,N.A.,ENTI_VOL_FIN_IS
007566106,2025-03-24,9999-12-31,93005790261,I.P.S.S.E.O.A. ISTITUTO PROFESSIONALE STATALE SERVIZI DI ENOGASTRONOMIA E OSPITALITA' ALBERGHIERA ALFREDO BELTRAME,092,026,N.A.,ENTI_VOL_FIN_IS
007566243,2024-11-11,9999-12-31,93006910843,ISTITUTO TECNICO ECONOMICO E TECNOLOGICO LEONARDO SCIASCIA,001,084,N.A.,ENTI_VOL_FIN_IS
007566404,2024-11-25,9999-12-31,93008510195,ISTITUTO ISTRUZIONE SUPERIORE ARCANGELO GHILSERI,036,019,N.A.,ENTI_VOL_FIN_IS
007566512,2025-12-05,9999-12-31,93009540613,ISTITUTO DI ISTRUZIONE SUPERIORE MAJORANA - BACHELET,082,061,N.A.,ENTI_VOL_FIN_IS
007566770,2025-02-03,9999-12-31,93013240911,ISTITUTO COMPRENSIVO CARMINE SORO - DELITALA,017,114,N.A.,ENTI_VOL_FIN_IS
007567776,2023-11-07,9999-12-31,93503850153,LICEO STATALE CLEMENTE REBORA,182,015,N.A.,ENTI_VOL_FIN_IS
007567869,2024-09-23,9999-12-31,94000440654,LICEO SCIENTIFICO B. RESCIGNO,108,065,N.A.,ENTI_VOL_FIN_IS
007567950,2024-06-16,9999-12-31,94000960263,ISTITUTO TECNICO INDUSTRIALE STATALE MAX PLANCK,091,026,N.A.,ENTI_VOL_FIN_IS
007568137,2023-11-10,9999-12-31,94002440066,ISTITUTO D'ISTRUZIONE SUPERIORE G. MARCONI,174,006,N.A.,ENTI_VOL_FIN_IS
007568231,2025-10-17,9999-12-31,94003360263,ISTITUTO TECNICO STATALE GIUSEPPE MAZZOTTI,086,026,N.A.,ENTI_VOL_FIN_IS
007569036,2025-06-23,9999-12-31,94014520012,ISTITUTO DI ISTRUZIONE SUPERIORE ERASMO DA ROTTERDAM,164,001,N.A.,ENTI_VOL_FIN_IS
007569570,2026-03-02,9999-12-31,94030680634,ISTITUTO DI ISTRUZIONE SUPERIORE CARLO LEVI,059,063,N.A.,ENTI_VOL_FIN_IS
007569625,2024-07-05,9999-12-31,94032250634,ISTITUTO COMPRENSIVO ANGIOLETTI - TORRE DEL GRECO,084,063,N.A.,ENTI_VOL_FIN_IS
007571024,2025-02-03,9999-12-31,95000030130,ISTITUTO COMPRENSIVO DI CERNOBBIO,065,013,N.A.,ENTI_VOL_FIN_IS
007571198,2025-06-23,9999-12-31,95002220044,ISTITUTO DI ISTRUZIONE SUPERIORE AIMONE CRAVETTA - GUGLIEMO MARCONI,215,004,N.A.,ENTI_VOL_FIN_IS
007571209,2026-02-18,9999-12-31,95002390169,ISTITUTO SUPERIORE STATALE OSCAR ARNULFO ROMERO,004,016,N.A.,ENTI_VOL_FIN_IS
007571285,2023-10-06,9999-12-31,95003700127,ISTITUTO DI ISTRUZIONE SUPERIORE DON MILANI,127,012,N.A.,ENTI_VOL_FIN_IS
007571396,2025-07-28,9999-12-31,95006130124,ISTITUTO STATALE DI ISTRUZIONE SUPERIORE JOHN MAYNARD KEYNES,073,012,N.A.,ENTI_VOL_FIN_IS
007571408,2026-04-10,9999-12-31,95006280630,ISTITUTO STATALE DI ISTRUZIONE SUPERIORE GIUSEPPE MOSCATI,073,063,N.A.,ENTI_VOL_FIN_IS
007571733,2022-07-14,9999-12-31,95021050166,"ISTITUTO SUPERIORE """"LORENZO LOTTO",218,016,N.A.,ENTI_VOL_FIN_IS
007571742,2022-07-14,9999-12-31,95022130108,ISTITUTO COMPRENSIVO OREGINA,025,010,N.A.,ENTI_VOL_FIN_IS
007571823,2025-03-24,9999-12-31,95029740248,ISTITUTO COMPRENSIVO VICENZA 9,116,024,N.A.,ENTI_VOL_FIN_IS
007575811,2025-04-11,9999-12-31,96002330825,ISTITUTO DI ISTRUZIONE SECONDARIA SUPERIORE STENIO,070,082,N.A.,ENTI_VOL_FIN_IS
007575839,2026-02-18,9999-12-31,96002810636,IPSEOA LUCIO PETRONIO ISTITUTO PROFESSIONALE PER I SERVIZI ALBERGHIERI E RISTORAZIONE LUCIO PETRONIO,060,063,N.A.,ENTI_VOL_FIN_IS
007576222,2020-05-01,9999-12-31,96013880222,ISTITUTO DI ISTRUZIONE MARIE CURIE - PERGINE VALSUGANA TN,139,022,N.A.,ENTI_VOL_FIN_IS
007579679,2023-11-01,2024-09-30,97020470585,ISTITUTO COMPRENSIVO ANTONIO DE CURTIS IN ARTE TOTO',091,058,N.A.,ENTI_VOL_FIN_IS
007579732,2024-01-01,9999-12-31,97021870585,LICEO GINNASIO STATALE EUGENIO MONTALE,091,058,N.A.,ENTI_VOL_FIN_IS
007512552,2024-07-01,2024-09-30,80010070755,ISTITUTO SECONDARIO DI I GRADO QUINTO ENNIO DI LECCE,035,075,N.A.,ENTI_VOL_FIN_IS
007512722,2023-07-10,9999-12-31,80010300129,ISTITUTO DI ISTRUZIONE SUPERIORE ISAAC NEWTON,133,012,N.A.,ENTI_VOL_FIN_IS
007512843,2022-07-14,9999-12-31,80010460121,"LICEO STATALE """"A. MANZONI"""" - VARESE",133,012,N.A.,ENTI_VOL_FIN_IS
007512957,2024-04-05,9999-12-31,80010630343,ISTITUTO COMPRENSIVO CORNIGLIO,012,034,N.A.,ENTI_VOL_FIN_IS
007512980,2025-12-05,9999-12-31,80010670307,ITG GIAN GIACOMO MARINONI,129,030,N.A.,ENTI_VOL_FIN_IS
007513009,2025-01-01,9999-12-31,80010710756,ISTITUTO COMPRENSIVO EZIO BOSSO,006,075,N.A.,ENTI_VOL_FIN_IS
007513110,2026-04-10,9999-12-31,80010880237,ISTITUTO TECNICO COMMERCIALE STATALE LORGNA - PINDEMONTE,091,023,N.A.,ENTI_VOL_FIN_IS
007513111,2022-12-14,9999-12-31,80010880286,ISTITUTO COMPRENSIVO SAN GIORGIO DELLE PERTICHE - SANTA GIUSTINA IN COLLE,075,028,N.A.,ENTI_VOL_FIN_IS
007513121,2023-03-20,9999-12-31,80010900282,ISTITUTO COMPRENSIVO STATALE G.PARINI,019,028,N.A.,ENTI_VOL_FIN_IS
007513128,2026-03-02,9999-12-31,80010910349,ISTITUTO COMPRENSIVO TRAVERSETOLO,042,034,N.A.,ENTI_VOL_FIN_IS
007513187,2025-01-11,9999-12-31,80011010347,ISTITUTO TECNICO ECONOMICO STATALE MACEDONIO MELLONI,027,034,N.A.,ENTI_VOL_FIN_IS
007513284,2024-09-26,9999-12-31,80011140268,ISTITUTO COMPRENSIVO STATALE DI ZERO BRANCO,095,026,N.A.,ENTI_VOL_FIN_IS
007513302,2025-01-01,9999-12-31,80011170646,LICEO STATALE PAOLO EMILIO IMBRIANI,008,064,N.A.,ENTI_VOL_FIN_IS
007513374,2024-11-04,9999-12-31,80011290337,ISTITUTO COMPRENSIVO A. CASAROLI,013,033,N.A.,ENTI_VOL_FIN_IS
007513451,2025-09-29,9999-12-31,80011400266,LICEO STATALE DUCA DEGLI ABRUZZI,086,026,N.A.,ENTI_VOL_FIN_IS
007513498,2024-11-25,9999-12-31,80011460237,ISTITUTO TECNICO STATALE SUPERIORE CANGRANDE DELLA SCALA,091,023,N.A.,ENTI_VOL_FIN_IS
007513502,2025-11-10,9999-12-31,80011470343,ISTITUTO COMPRENSIVO PIER LUIGI BELLONI,010,034,N.A.,ENTI_VOL_FIN_IS
007513601,2025-10-31,9999-12-31,80011590330,ISTITUTO SUPERIORE TRAMELLO - CASSINARI,032,033,N.A.,ENTI_VOL_FIN_IS
007513620,2025-10-31,9999-12-31,80011620236,ISTITUTO COMPRENSIVO NOGARA,053,023,N.A.,ENTI_VOL_FIN_IS
007513634,2026-04-10,9999-12-31,80011650308,ISTITUTO PROFESSIONALE INDUSTRIA E ARTIGIANATO G. CECONI,129,030,N.A.,ENTI_VOL_FIN_IS
007513676,2025-04-04,9999-12-31,80011710730,LICEO SCIENTIFICO G. BATTAGLINI,027,073,N.A.,ENTI_VOL_FIN_IS
007513678,2024-02-23,9999-12-31,80011720036,ISTITUTO COMPRENSIVO STATALE S. BELFANTI,043,003,N.A.,ENTI_VOL_FIN_IS
007513699,2024-06-16,9999-12-31,80011740265,ISTITUTO DI ISTRUZIONE SECONDARIA SUPERIORE A. PALLADIO,086,026,N.A.,ENTI_VOL_FIN_IS
007513841,2024-10-28,9999-12-31,80011950344,ISTITUTO STATALE DI ISTRUZIONE SECONDARIA SUPERIORE PIETRO GIORDANI,027,034,N.A.,ENTI_VOL_FIN_IS
007513882,2024-07-01,9999-12-31,80012010346,ISTITUTO COMPRENSIVO DI SORBOLO,051,034,N.A.,ENTI_VOL_FIN_IS
007514065,2024-08-16,9999-12-31,80012270874,ISTITUTO SECONDARIO DI I GRADO - SMS QUIRINO MAIORANA - CATANIA,015,087,N.A.,ENTI_VOL_FIN_IS
007514083,2023-07-10,9999-12-31,80012310332,ISTITUTO OMNICOMPRENSIVO DI BOBBIO,005,033,N.A.,ENTI_VOL_FIN_IS
007514289,2026-03-02,9999-12-31,80012620821,ISTITUTO COMPRENSIVO STATALE ALBERIGO GENTILI,053,082,N.A.,ENTI_VOL_FIN_IS
007514302,2025-05-05,9999-12-31,80012640878,ISTITUTO COMPRENSIVO G. GUZZARDI,006,087,N.A.,ENTI_VOL_FIN_IS
007514327,2024-03-19,9999-12-31,80012680130,ISTITUTO COMPRENSIVO VALMOREA,232,013,N.A.,ENTI_VOL_FIN_IS
007514328,2025-07-18,9999-12-31,80012680239,ISTITUTO STATALE SUPERIORE CARLO ANTI,096,023,N.A.,ENTI_VOL_FIN_IS
007514343,2023-12-04,9999-12-31,80012710358,ISTITUTO DI ISTRUZIONE SUPERIORE ANGELO MOTTI,033,035,N.A.,ENTI_VOL_FIN_IS
007514353,2020-05-01,9999-12-31,80012730224,LICEO DELLE ARTI - TRENTO,205,022,N.A.,ENTI_VOL_FIN_IS
007514380,2024-09-30,9999-12-31,80012770428,ISTITUTO COMPRENSIVO RITA LEVI MONTALCINI,014,042,N.A.,ENTI_VOL_FIN_IS
007514391,2025-01-02,9999-12-31,80012780823,ISTITUTO TECNICO ECONOMICO PER IL TURISMO MARCO POLO,053,082,N.A.,ENTI_VOL_FIN_IS
007514403,2026-03-17,9999-12-31,80012800829,ISTITUTO COMPRENSIVO STATALE LUIGI CAPUANA,053,082,N.A.,ENTI_VOL_FIN_IS
007514527,2025-10-17,9999-12-31,80013030426,ISTITUTO COMPRENSIVO POSATORA PIANO ARCHI,002,042,N.A.,ENTI_VOL_FIN_IS
007514538,2023-11-01,9999-12-31,80013050358,LICEO ARTISTICO G. CHIERICI,033,035,N.A.,ENTI_VOL_FIN_IS
007514598,2020-05-01,9999-12-31,80013170222,ISTITUTO COMPRENSIVO DI SCUOLA PRIMARIA E SECONDARIA DI PRIMO GRADO TRENTO 3,205,022,N.A.,ENTI_VOL_FIN_IS
007579938,2025-10-31,9999-12-31,97028710586,ISTITUTO COMPRENSIVO GIANNI RODARI,091,058,N.A.,ENTI_VOL_FIN_IS
007580516,2025-07-18,9999-12-31,97061100588,ISTITUTO COMPRENSIVO ANGELICA BALABANOFF,091,058,N.A.,ENTI_VOL_FIN_IS
007581710,2023-03-20,9999-12-31,98007620176,"ISTITUTO D'ISTRUZIONE SUPERIORE """"G. ANTONIETTI",085,017,N.A.,ENTI_VOL_FIN_IS
000728541,2025-02-03,9999-12-31,87002610175,IPSEOA CATERINA DE' MEDICI,074,017,N.A.,ENTI_VOL_FIN_IS
000728573,2026-04-10,9999-12-31,87004020589,ISTITUTO TECNICO INDUSTRIALE GIANCARLO VALLAURI,111,058,N.A.,ENTI_VOL_FIN_IS
007514716,2024-12-12,9999-12-31,80013420288,ISTITUTO COMPRENSIVO DI CODEVIGO,033,028,N.A.,ENTI_VOL_FIN_IS
008206811,2024-11-25,9999-12-31,80014730248,LICEO DON GIUSEPPE FOGAZZARO,116,024,N.A.,ENTI_VOL_FIN_IS
009143116,2026-04-10,9999-12-31,80009070931,ISTITUTO DI ISTRUZIONE SUPERIORE F. FLORA,033,093,N.A.,ENTI_VOL_FIN_IS
009145324,2024-11-25,9999-12-31,80014290243,ISTITUTO ISTRUZIONE SUPERIORE ALMERICO DA SCHIO,116,024,N.A.,ENTI_VOL_FIN_IS
009145488,2026-02-18,9999-12-31,80014770244,ISTITUTO PROFESSIONALE INDUSTRIA E ARTIGIANATO F. LAMPERTICO,116,024,N.A.,ENTI_VOL_FIN_IS
009145593,2026-01-19,9999-12-31,80015110242,ISTITUTO DI ISTRUZIONE SUPERIORE S. BOSCARDIN,116,024,N.A.,ENTI_VOL_FIN_IS
009145786,2024-10-21,9999-12-31,80015670245,ISTITUTO TECNICO COMMERCIALE G. PIOVENE,116,024,N.A.,ENTI_VOL_FIN_IS
009145984,2025-10-17,9999-12-31,80016290241,ISTITUTO TECNICO ECONOMICO A. FUSINIERI,116,024,N.A.,ENTI_VOL_FIN_IS
009145987,2026-04-10,9999-12-31,80016290936,ISTITUTO DI ISTRUZIONE SUPERIORE PAOLO SARPI,041,093,N.A.,ENTI_VOL_FIN_IS
007535931,2024-01-10,9999-12-31,80224610586,LICEO CLASSICO FRANCESCO VIVONA,091,058,N.A.,ENTI_VOL_FIN_IS
007536162,2024-01-15,2024-09-30,80228590586,ISTITUTO COMPRENSIVO GUIDO MILANESI,091,058,N.A.,ENTI_VOL_FIN_IS
007536271,2024-02-23,2024-09-30,80230830582,ISTITUTO COMPRENSIVO TACITO - GUARESCHI,091,058,N.A.,ENTI_VOL_FIN_IS
007536314,2024-04-05,9999-12-31,80231390586,ISTITUTO COMPRENSIVO FONTANILE ANAGNINO,091,058,N.A.,ENTI_VOL_FIN_IS
007536625,2023-06-23,9999-12-31,80237390580,LICEO SCIENTIFICO G. PEANO,065,058,N.A.,ENTI_VOL_FIN_IS
007542593,2026-03-17,9999-12-31,81000370783,ISTITUTO COMPRENSIVO C. ALVARO,150,078,N.A.,ENTI_VOL_FIN_IS
007542630,2025-01-01,9999-12-31,81000430843,ISTITUTO COMPRENSIVO PROVENZANI,027,084,N.A.,ENTI_VOL_FIN_IS
007542732,2024-07-24,9999-12-31,81000590687,ISTITUTO OMNICOMPRENSIVO POPOLI,033,068,N.A.,ENTI_VOL_FIN_IS
007542798,2024-04-22,2024-09-30,81000700112,ISTITUTO COMPRENSIVO ISA 17 DI CASTELNUOVO MAGRA,011,011,N.A.,ENTI_VOL_FIN_IS
007542946,2024-07-01,9999-12-31,81000910810,ISTITUTO COMPRENSIVO PIRANDELLO - S. G. BOSCO,004,081,N.A.,ENTI_VOL_FIN_IS
007542963,2023-11-10,9999-12-31,81000950246,ISTITUTO COMPRENSIVO GIUSEPPE UNGARETTI,005,024,N.A.,ENTI_VOL_FIN_IS
007543047,2024-07-24,9999-12-31,81001080365,ISTITUTO DI ISTRUZIONE SUPERIORE ANTONIO MEUCCI,005,036,N.A.,ENTI_VOL_FIN_IS
007543072,2025-12-05,9999-12-31,81001130244,ISTITUTO COMPRENSIVO MONTECCHIO M. 2 ALTE CECCATO,061,024,N.A.,ENTI_VOL_FIN_IS
007543160,2023-11-10,9999-12-31,81001250380,ISTITUTO STATALE DI ISTRUZIONE TECNICA BASSI BURGATTI,004,038,N.A.,ENTI_VOL_FIN_IS
007543205,2024-07-05,9999-12-31,81001310382,LICEO GINNASIO STATALE GIUSEPPE CEVOLANI,004,038,N.A.,ENTI_VOL_FIN_IS
007543260,2024-07-11,9999-12-31,81001380690,ISTITUTO DI ISTRUZIONE SECONDARIA SUPERIORE V. EMANUELE II LANCIANO,046,069,N.A.,ENTI_VOL_FIN_IS
009173581,2024-04-29,9999-12-31,83002250245,"ISTITUTO PROFESSIONALE INDUSTRIA E ARTIGIANATO """"G. B. GARBIN",100,024,N.A.,ENTI_VOL_FIN_IS
011094828,2025-01-24,9999-12-31,80016910566,ISTITUTO COMPRENSIVO ELLERA,059,056,N.A.,ENTI_VOL_FIN_IS
011094834,2024-05-30,9999-12-31,80017430242,ISTITUTO COMPRENSIVO STATALE GIACOMO ZANELLA,013,024,N.A.,ENTI_VOL_FIN_IS
011094901,2025-01-02,9999-12-31,97154750158,ISTITUTO COMPRENSIVO VIA MANIAGO,146,015,N.A.,ENTI_VOL_FIN_IS
011094986,2026-04-10,9999-12-31,81004070314,ISTITUTO COMPRENSIVO RANDACCIO GIOVANNI,012,031,N.A.,ENTI_VOL_FIN_IS
011095118,2023-11-24,2024-09-30,84004640714,ISTITUTO DI ISTRUZIONE SUPERIORE MAURO DEL GIUDICE,043,071,N.A.,ENTI_VOL_FIN_IS
011095399,2024-11-27,9999-12-31,97537400018,LICEO SCIENTIFICO STATALE GIORDANO BRUNO,272,001,N.A.,ENTI_VOL_FIN_IS
011096798,2025-10-31,9999-12-31,80000940140,ISTITUTO COMPRENSIVO PONTE IN VALTELLINA,052,014,N.A.,ENTI_VOL_FIN_IS
011096815,2024-01-10,9999-12-31,80002300707,ISTITUTO COMPRENSIVO ALESSANDRO MANZONI,017,070,N.A.,ENTI_VOL_FIN_IS
011096821,2024-04-22,9999-12-31,80002500512,ISTITUTO COMPRENSIVO MONTE SAN SAVINO,025,051,N.A.,ENTI_VOL_FIN_IS
011096877,2024-04-05,9999-12-31,80004680197,ISTITUTO COMPRENSIVO CREMONA DUE,036,019,N.A.,ENTI_VOL_FIN_IS
011096889,2026-03-02,9999-12-31,80005170552,ISTITUTO COMPRENSIVO G. OBERDAN,032,055,N.A.,ENTI_VOL_FIN_IS
011096900,2026-02-18,9999-12-31,80005410958,ISTITUTO COMPRENSIVO STATALE TERRALBA,075,115,N.A.,ENTI_VOL_FIN_IS
011096901,2024-09-30,9999-12-31,80005600194,ISTITUTO COMPRENSIVO CREMONA TRE,036,019,N.A.,ENTI_VOL_FIN_IS
011096997,2025-11-10,9999-12-31,80008470595,ISTITUTO COMPRENSIVO ROCCAGORGA - MAENZA,021,059,N.A.,ENTI_VOL_FIN_IS
011097021,2023-10-06,9999-12-31,80010230334,ISTITUTO COMPRENSIVO BORGONOVO VAL TIDONE,006,033,N.A.,ENTI_VOL_FIN_IS
011097046,2023-12-07,9999-12-31,80011320035,ISTITUTO COMPRENSIVO FRANCESCO TADINI,032,003,N.A.,ENTI_VOL_FIN_IS
011097052,2023-11-24,9999-12-31,80011630037,ISTITUTO COMPRENSIVO ANDREA CAMILLERI - VARALLO POMBIA,154,003,N.A.,ENTI_VOL_FIN_IS
011097061,2025-09-29,9999-12-31,80011790526,ISTITUTO COMPRENSIVO DI MONTERIGGIONI,016,052,N.A.,ENTI_VOL_FIN_IS
011097115,2024-04-15,9999-12-31,80016580039,"LICEO DELLE SCIENZE UMANE """" CONTESSA TORNIELLI BELLINI",106,003,N.A.,ENTI_VOL_FIN_IS
011097118,2024-03-08,9999-12-31,80016610240,ISTITUTO ISTRUZIONE SUPERIORE ANTONIO CANOVA,116,024,N.A.,ENTI_VOL_FIN_IS
011097151,2025-09-29,9999-12-31,80022030870,ISTITUTO COMPRENSIVO STATALE SAN DOMENICO SAVIO,042,087,N.A.,ENTI_VOL_FIN_IS
011097206,2026-03-17,9999-12-31,80053710176,ISTITUTO COMPRENSIVO RINALDINI,078,017,N.A.,ENTI_VOL_FIN_IS
011097318,2025-02-03,9999-12-31,81002130193,ISTITUTO COMPRENSIVO G. MARCONI,021,019,N.A.,ENTI_VOL_FIN_IS
011097329,2023-12-07,9999-12-31,81002550143,ISTITUTO COMPRENSIVO DI NOVATE MEZZOLA,046,014,N.A.,ENTI_VOL_FIN_IS
000736186,2026-02-18,9999-12-31,91001430841,ISTITUTO ISTRUZIONE SUPERIORE E. FERMI - RE CAPRIATA,021,084,N.A.,ENTI_VOL_FIN_IS
007543523,2025-10-31,9999-12-31,81001760396,ISTITUTO DI ISTRUZIONE SUPERIORE TECNICA INDUSTRIALE E PROFESSIONALE LUIGI BUCCI,010,039,N.A.,ENTI_VOL_FIN_IS
007543544,2026-02-18,9999-12-31,81001800390,ISTITUTO COMPRENSIVO O.PAZZI,004,039,N.A.,ENTI_VOL_FIN_IS
007543570,2024-04-15,2024-09-30,81001850775,ISTITUTO DI ISTRUZIONE SECONDARIA SUPERIORE PITAGORA,016,077,N.A.,ENTI_VOL_FIN_IS
007543614,2026-01-19,9999-12-31,81001930262,ISTITUTO COMPRENSIVO CASTELFRANCO VENETO 2,012,026,N.A.,ENTI_VOL_FIN_IS
007543687,2026-04-10,9999-12-31,81002020501,ISTITUTO TECNICO STATALE GUGLIELMO MARCONI,029,050,N.A.,ENTI_VOL_FIN_IS
007543742,2024-03-19,9999-12-31,81002090140,ISTITUTO COMPRENSIVO BERTACCHI - CHIAVENNA,018,014,N.A.,ENTI_VOL_FIN_IS
007543747,2024-07-15,9999-12-31,81002090496,ISTITUTO DI ISTRUZIONE SUPERIORE VAL DI CORNIA,012,049,N.A.,ENTI_VOL_FIN_IS
007543766,2024-04-05,9999-12-31,81002100683,ISTITUTO COMPRENSIVO SAN VALENTINO - SCAFA,038,068,N.A.,ENTI_VOL_FIN_IS
007543782,2025-10-17,9999-12-31,81002120236,ISTITUTO COMPRENSIVO BARDOLINO,006,023,N.A.,ENTI_VOL_FIN_IS
007543819,2022-10-05,9999-12-31,81002190197,ISTITUTO COMPRENSIVO G. DIOTTI DI CASALMAGGIORE,021,019,N.A.,ENTI_VOL_FIN_IS
007543895,2025-12-05,9999-12-31,81002270262,ISTITUTO COMPRENSIVO VEDELAGO,089,026,N.A.,ENTI_VOL_FIN_IS
007543960,2025-03-03,9999-12-31,81002390359,ISTITUTO COMPRENSIVO DI LUZZARA,026,035,N.A.,ENTI_VOL_FIN_IS
007544015,2023-11-10,9999-12-31,81002480697,ISTITUTO COMPRENSIVO PALENA - TORRICELLA PELIGNA,060,069,N.A.,ENTI_VOL_FIN_IS
007544038,2025-03-03,9999-12-31,81002530251,ISTITUTO OMNICOMPRENSIVO AMPEZZO E CADORE,016,025,N.A.,ENTI_VOL_FIN_IS
007544140,2024-10-10,9999-12-31,81002710424,ISTITUTO DI ISTRUZIONE SUPERIORE MOREA - VIVARELLI,017,042,N.A.,ENTI_VOL_FIN_IS
007544187,2024-07-22,9999-12-31,81002790269,ISTITUTO COMPRENSIVO DI LORIA E CASTELLO DI GODEGO,036,026,N.A.,ENTI_VOL_FIN_IS
007544210,2024-07-05,9999-12-31,81002850543,ISTITUTO COMPRENSIVO TRESTINA,013,054,N.A.,ENTI_VOL_FIN_IS
007544234,2020-05-01,9999-12-31,81002890226,ISTITUTO COMPRENSIVO - 'LEVICO TERME',104,022,N.A.,ENTI_VOL_FIN_IS
007544271,2024-10-01,9999-12-31,81002980506,ISTITUTO COMPRENSIVO IQBAL MASIH - BIENTINA E BUTI,001,050,N.A.,ENTI_VOL_FIN_IS
007544310,2024-03-08,2024-09-30,81003070117,ISTITUTO COMPRENSIVO FABRIZIO DE ANDRE',026,011,N.A.,ENTI_VOL_FIN_IS
007544334,2023-10-27,9999-12-31,81003120169,ISTITUTO SUPERIORE STATALE IVAN PIANA,128,016,N.A.,ENTI_VOL_FIN_IS
007544390,2024-01-10,9999-12-31,81003250537,ISTITUTO STATALE DI ISTRUZIONE SUPERIORE FOLLONICA,009,053,N.A.,ENTI_VOL_FIN_IS
007544435,2025-10-31,9999-12-31,81003330495,ISTITUTO COMPRENSIVO GUGLIELMO MARCONI,002,049,N.A.,ENTI_VOL_FIN_IS
007544453,2026-01-19,9999-12-31,81003350923,ISTITUTO DI ISTRUZIONE SUPERIORE G. ASPRONI,009,119,N.A.,ENTI_VOL_FIN_IS
007544544,2026-03-02,9999-12-31,81003550928,ISTITUTO COMPRENSIVO GUGLIELMO MARCONI,017,119,N.A.,ENTI_VOL_FIN_IS
007544663,2025-03-24,9999-12-31,81003810132,ISTITUTO COMPRENSIVO CANTU' 1,041,013,N.A.,ENTI_VOL_FIN_IS
007544674,2024-09-02,9999-12-31,81003830395,ISTITUTO TECNICO STATALE ECONOMICO E TECNOLOGICO A. ORIANI,010,039,N.A.,ENTI_VOL_FIN_IS
011097388,2024-05-30,9999-12-31,81008520405,ISTITUTO COMPRENSIVO SOGLIANO AL RUBICONE,046,040,N.A.,ENTI_VOL_FIN_IS
011097399,2022-12-14,9999-12-31,82000050912,ISTITUTO COMPRENSIVO JERZU,009,116,N.A.,ENTI_VOL_FIN_IS
011097400,2026-04-10,9999-12-31,82000530822,ISTITUTO COMPRENSIVO STATALE FRANCESCO MINA' PALUMBO,022,082,N.A.,ENTI_VOL_FIN_IS
011097425,2022-12-14,9999-12-31,82001730140,ISTITUTO COMPRENSIVO VANONI DI ARDENNO,005,014,N.A.,ENTI_VOL_FIN_IS
011097439,2026-03-17,9999-12-31,82002470241,LICEO ARTISTICO G. DE FABRIS,073,024,N.A.,ENTI_VOL_FIN_IS
